 Diffraction intensities for potential:gv5x5_15D10010.in                       
#    -28    13       1.9841737116E-006
#    -28    14       4.3154161940E-006
#    -28    15       1.5764647930E-005
#    -27     7       1.9172156420E-006
#    -27     8       1.2081596153E-005
#    -27     9       1.7104420420E-005
#    -27    10       6.9717278318E-006
#    -27    11       6.0144735975E-006
#    -27    12       3.5374113470E-005
#    -27    13       1.2277304911E-005
#    -27    14       1.0763207355E-006
#    -27    15       1.5361314574E-005
#    -27    16       1.6556858267E-006
#    -27    17       1.3453523143E-005
#    -27    18       1.3296231710E-005
#    -27    19       5.0517265746E-005
#    -27    20       2.5132184047E-007
#    -26     4       1.8484580364E-005
#    -26     5       3.7720672638E-005
#    -26     6       4.1782661091E-005
#    -26     7       6.2384413574E-006
#    -26     8       2.6536031671E-006
#    -26     9       5.6514407049E-007
#    -26    10       7.2706092196E-006
#    -26    11       8.3131040044E-005
#    -26    12       4.2758772016E-005
#    -26    13       2.1440496488E-006
#    -26    14       1.3966551918E-005
#    -26    15       1.3505304241E-005
#    -26    16       1.3633302877E-005
#    -26    17       2.6645847128E-005
#    -26    18       8.5148857704E-006
#    -26    19       1.4119956746E-005
#    -26    20       1.9268832129E-005
#    -26    21       8.9115784300E-006
#    -26    22       1.6665190782E-006
#    -25     2       3.7244594077E-005
#    -25     3       7.4340218476E-005
#    -25     4       5.9853468546E-005
#    -25     5       3.4039286399E-004
#    -25     6       4.2514110442E-005
#    -25     7       1.6032215335E-005
#    -25     8       6.5636250779E-006
#    -25     9       1.0857118206E-006
#    -25    10       8.1881738768E-004
#    -25    11       2.9307225816E-005
#    -25    12       8.3158568792E-005
#    -25    13       3.4379822668E-005
#    -25    14       2.7284913948E-005
#    -25    15       2.3521264270E-004
#    -25    16       6.4115668510E-005
#    -25    17       6.8250638337E-006
#    -25    18       1.0175891754E-005
#    -25    19       1.3804827001E-004
#    -25    20       1.7480448343E-004
#    -25    21       1.4190508013E-006
#    -25    22       2.8846456918E-005
#    -25    23       8.5552442352E-006
#    -24     0       1.7624137588E-005
#    -24     1       9.9317665459E-005
#    -24     2       3.1282580705E-005
#    -24     3       1.4441487390E-005
#    -24     4       3.5154299056E-005
#    -24     5       9.4344081882E-005
#    -24     6       1.1533752635E-004
#    -24     7       4.4823170781E-005
#    -24     8       7.2132090252E-005
#    -24     9       1.5781365624E-005
#    -24    10       1.9010254917E-005
#    -24    11       3.0170956200E-005
#    -24    12       8.3101125079E-005
