 Diffraction intensities for potential:ga5x5_10D10007.in                       
#    -28    13       3.8850911409E-005
#    -28    14       3.8459467861E-005
#    -28    15       3.8611643470E-005
#    -27     7       5.9925458280E-005
#    -27     8       7.2844955794E-005
#    -27     9       9.4330763302E-006
#    -27    10       5.3123236926E-006
#    -27    11       1.3568875834E-005
#    -27    12       2.0542427171E-004
#    -27    13       2.6287170666E-005
#    -27    14       8.5553654918E-005
#    -27    15       2.3207318082E-004
#    -27    16       1.0335692257E-004
#    -27    17       7.1836631925E-005
#    -27    18       1.7533980920E-005
#    -27    19       7.0025720515E-005
#    -27    20       8.7040781279E-007
#    -26     4       4.9845771650E-005
#    -26     5       1.0139453877E-004
#    -26     6       6.0618933813E-005
#    -26     7       1.8027595892E-004
#    -26     8       5.9424264388E-005
#    -26     9       6.2531480999E-006
#    -26    10       1.4518191932E-004
#    -26    11       2.2273190845E-005
#    -26    12       3.1540117915E-005
#    -26    13       1.0758054527E-005
#    -26    14       8.4029779539E-005
#    -26    15       1.7423169969E-005
#    -26    16       1.7736517286E-005
#    -26    17       1.1068095737E-004
#    -26    18       3.7299192149E-005
#    -26    19       2.5757961814E-005
#    -26    20       4.8354893154E-005
#    -26    21       9.8220778188E-005
#    -26    22       1.6849582201E-005
#    -25     2       8.6839816020E-005
#    -25     3       5.7670630805E-006
#    -25     4       1.0669784484E-004
#    -25     5       8.6245339686E-004
#    -25     6       2.1266977751E-004
#    -25     7       5.4755316045E-005
#    -25     8       6.7784076459E-005
#    -25     9       4.7802341167E-005
#    -25    10       3.7117796305E-004
#    -25    11       6.1413768108E-005
#    -25    12       1.8672926497E-005
#    -25    13       9.4358406526E-005
#    -25    14       1.0109208123E-004
#    -25    15       2.0924212631E-004
#    -25    16       1.7618886316E-005
#    -25    17       1.1284061016E-004
#    -25    18       7.0180975281E-005
#    -25    19       5.3085768904E-005
#    -25    20       5.8170432225E-005
#    -25    21       4.4070819083E-005
#    -25    22       1.5870066059E-005
#    -25    23       2.9464387542E-005
#    -24     0       2.0603991078E-004
#    -24     1       8.7785514497E-005
#    -24     2       1.3120959892E-004
#    -24     3       3.1649495122E-005
#    -24     4       1.5371681552E-004
#    -24     5       8.9113528433E-005
#    -24     6       1.6087780337E-004
#    -24     7       5.6834763527E-005
#    -24     8       9.6622656315E-005
#    -24     9       4.9714084453E-004
#    -24    10       1.1403155472E-004
#    -24    11       3.2464868283E-004
#    -24    12       1.3341838318E-004
#    -24    13       5.3699415169E-005
#    -24    14       4.8932860677E-005
#    -24    15       2.7550341969E-004
#    -24    16       1.5290797141E-004
#    -24    17       3.0015924806E-005
#    -24    18       2.6225888296E-004
#    -24    19       1.5334276115E-004
#    -24    20       1.3238823918E-004
#    -24    21       3.8228266531E-004
#    -24    22       1.4833467426E-004
#    -24    23       2.5363569052E-004
#    -24    24       1.7589589787E-004
#    -23    -2       2.9142461124E-005
#    -23    -1       4.6327573079E-005
#    -23     0       1.6343991551E-004
#    -23     1       1.1738117979E-007
#    -23     2       3.2577617641E-005
#    -23     3       2.1264538265E-004
#    -23     4       9.9038280795E-005
#    -23     5       2.5442566200E-004
#    -23     6       1.8821290142E-005
#    -23     7       6.3895780932E-005
#    -23     8       6.4350803907E-005
#    -23     9       2.7187540945E-004
#    -23    10       2.8043763434E-005
#    -23    11       3.3460844396E-004
#    -23    12       3.4271183922E-004
#    -23    13       6.9934606295E-005
#    -23    14       9.9599769252E-005
#    -23    15       2.2264544377E-004
#    -23    16       8.3408057141E-006
#    -23    17       2.3413994268E-005
#    -23    18       2.9326581325E-004
#    -23    19       1.7630599232E-004
#    -23    20       9.5441721032E-005
#    -23    21       3.2714858908E-005
#    -23    22       1.0608060651E-004
#    -23    23       3.2071407489E-006
#    -23    24       3.2014416864E-005
#    -23    25       9.7979676458E-005
#    -22    -4       5.3649017438E-005
#    -22    -3       1.0603351876E-005
#    -22    -2       7.1172590665E-005
#    -22    -1       8.2323813067E-005
#    -22     0       2.1011492175E-005
#    -22     1       7.2397269275E-005
#    -22     2       2.8245632480E-004
#    -22     3       9.4097724823E-005
#    -22     4       3.5944286170E-004
#    -22     5       1.6131017588E-004
#    -22     6       5.0273229877E-005
#    -22     7       8.5463031185E-005
#    -22     8       2.2057597633E-005
#    -22     9       1.5304621414E-005
#    -22    10       1.9773754844E-004
#    -22    11       5.8462446336E-005
#    -22    12       2.0595369326E-005
#    -22    13       4.6683788915E-004
#    -22    14       4.9826702834E-005
#    -22    15       1.3551624902E-005
#    -22    16       6.5866548926E-005
#    -22    17       4.2719008539E-005
#    -22    18       4.8453581392E-005
#    -22    19       2.6046042659E-005
#    -22    20       5.6980618581E-005
#    -22    21       5.9617355764E-005
#    -22    22       2.4408386074E-005
#    -22    23       1.7836366652E-005
#    -22    24       2.0619304484E-004
#    -22    25       1.4440386912E-005
#    -22    26       1.5562569614E-004
#    -21    -5       6.3981490011E-005
#    -21    -4       3.4730050886E-005
#    -21    -3       4.1729093697E-005
#    -21    -2       2.4491428730E-004
#    -21    -1       2.5386798021E-005
#    -21     0       2.7914311936E-005
#    -21     1       3.8051272698E-004
#    -21     2       3.6478984897E-007
#    -21     3       1.9215361384E-004
#    -21     4       7.6388975438E-005
#    -21     5       3.0170349973E-004
#    -21     6       2.9494038160E-004
#    -21     7       4.4367296731E-005
#    -21     8       5.1199593255E-006
#    -21     9       1.5974491146E-005
#    -21    10       1.8494070376E-005
#    -21    11       1.2449390526E-004
#    -21    12       3.7740487943E-005
#    -21    13       8.6353951651E-005
#    -21    14       2.5419176373E-004
#    -21    15       8.5718537856E-005
#    -21    16       4.8818680527E-005
#    -21    17       2.4891257500E-005
#    -21    18       1.4509991006E-005
#    -21    19       1.6267705466E-004
#    -21    20       3.5030015316E-006
#    -21    21       9.1528878619E-005
#    -21    22       1.7615940692E-004
#    -21    23       5.9780629254E-006
#    -21    24       6.4957312057E-005
#    -21    25       1.1019673004E-005
#    -21    26       1.8307043664E-005
#    -20    -7       1.2647051485E-005
#    -20    -6       4.0389141880E-004
#    -20    -5       1.2175006618E-003
#    -20    -4       5.8447858338E-004
#    -20    -3       5.2763858244E-004
#    -20    -2       7.2515607013E-005
#    -20    -1       3.5497687839E-004
#    -20     0       6.5456802243E-003
#    -20     1       1.4650512240E-004
#    -20     2       4.8314673748E-004
#    -20     3       2.3774134262E-004
#    -20     4       6.8079160889E-005
#    -20     5       7.4808746140E-003
#    -20     6       3.2392370752E-004
#    -20     7       3.4107210766E-004
#    -20     8       5.7777572595E-004
#    -20     9       8.2845666587E-005
#    -20    10       4.5907996505E-003
#    -20    11       1.8730680511E-004
#    -20    12       2.0118274442E-004
#    -20    13       3.2434539551E-006
#    -20    14       3.5452590692E-004
#    -20    15       2.8538311309E-003
#    -20    16       2.4110590683E-005
#    -20    17       5.6036758226E-005
#    -20    18       2.8601415635E-004
#    -20    19       1.6736966957E-004
#    -20    20       5.7517331961E-004
#    -20    21       1.5843086723E-005
#    -20    22       1.7871513412E-004
#    -20    23       8.3560403657E-005
#    -20    24       9.9589985235E-005
#    -20    25       5.6618969242E-006
#    -20    26       6.6071202387E-006
#    -20    27       1.7959277065E-005
