Diffraction intensities for potential:pot10001.in                             
#    -33     9       1.7137680565E-005
#    -33    10       5.1618865514E-005
#    -33    11       7.8950277422E-005
#    -33    12       7.3337006895E-005
#    -33    13       7.4047945193E-005
#    -33    14       8.0109019973E-005
#    -33    15       8.5668191636E-005
#    -33    16       8.2686758983E-005
#    -33    17       5.5310048228E-005
#    -33    18       4.1468210481E-005
#    -33    19       2.2997061621E-005
#    -33    20       2.2155677510E-005
#    -33    21       2.4583054249E-005
#    -33    22       2.1875485820E-005
#    -33    23       8.6438072142E-006
#    -33    24       4.0153833508E-006
#    -33    25       7.8776417161E-006
#    -33    26       1.4770755380E-005
#    -33    27       1.4549742643E-005
#    -33    28       8.4351524864E-006
#    -33    29       1.1933772090E-006
#    -33    30       2.0970180606E-006
#    -33    31       1.1571385205E-005
#    -33    32       2.1403435070E-005
#    -33    33       2.2499511444E-005
#    -33    34       1.5714015738E-005
#    -33    35       4.9577136265E-006
#    -33    36       1.0758614921E-006
#    -33    37       6.5206472765E-006
#    -33    38       1.5111022170E-005
#    -33    39       1.9936795856E-005
#    -33    40       1.7204917090E-005
#    -33    41       9.7522119488E-006
#    -33    42       3.8305920818E-006
#    -33    43       2.9078922797E-006
#    -33    44       5.0933258931E-006
#    -33    45       8.9795003161E-006
#    -33    46       9.2774829152E-006
#    -33    47       8.8910479723E-006
#    -33    48       7.0780857338E-006
#    -33    49       4.9031569516E-006
#    -33    50       3.2247115217E-006
#    -33    51       1.4355187489E-006
#    -33    52       1.1063396742E-006
#    -33    53       3.7796648500E-007
#    -32    -1       5.2456702395E-006
#    -32     0       8.1436567718E-006
#    -32     1       2.6043414169E-006
#    -32     2       2.4117044351E-006
#    -32     3       5.9404396857E-007
#    -32     4       7.9739752259E-006
#    -32     5       1.0128543510E-005
#    -32     6       1.0673391108E-005
#    -32     7       4.3692061879E-006
#    -32     8       3.6018804836E-006
#    -32     9       3.2112185743E-005
#    -32    10       5.9195974719E-005
#    -32    11       8.9417777848E-005
#    -32    12       1.0093842532E-004
#    -32    13       1.0311709014E-004
#    -32    14       1.0223091215E-004
#    -32    15       9.7499616532E-005
#    -32    16       6.5927453608E-005
#    -32    17       3.8502804520E-005
#    -32    18       2.4512739935E-005
#    -32    19       2.4277674457E-005
#    -32    20       2.8901382097E-005
#    -32    21       2.2502964110E-005
#    -32    22       1.0162573001E-005
#    -32    23       7.7711659678E-006
#    -32    24       2.1844691110E-005
#    -32    25       3.7106001369E-005
#    -32    26       3.7727042309E-005
#    -32    27       2.2666926525E-005
#    -32    28       5.9536644465E-006
#    -32    29       2.1990716956E-006
#    -32    30       1.3092932618E-005
#    -32    31       2.5746498829E-005
#    -32    32       2.9100694166E-005
#    -32    33       2.1402774734E-005
#    -32    34       8.6655333271E-006
#    -32    35       1.1228106686E-006
#    -32    36       4.2069714603E-006
#    -32    37       1.2867799693E-005
#    -32    38       1.8774568119E-005
#    -32    39       1.8940816410E-005
#    -32    40       1.4857678438E-005
#    -32    41       6.9029648224E-006
#    -32    42       1.9796878982E-006
#    -32    43       2.3038738508E-006
#    -32    44       4.7788020224E-006
#    -32    45       6.9411203757E-006
#    -32    46       7.3988666445E-006
#    -32    47       6.2636000205E-006
#    -32    48       7.6497803180E-006
#    -32    49       4.2666357983E-006
#    -32    50       2.6878817645E-006
#    -32    51       1.7054867652E-006
#    -32    52       4.5257165916E-007
#    -32    53       1.5150768792E-006
#    -31    -1       7.8984344674E-006
#    -31     0       8.6459941972E-006
#    -31     1       2.0689810884E-007
#    -31     2       6.4059244088E-007
#    -31     3       6.7831674594E-006
#    -31     4       5.0011210388E-006
#    -31     5       1.1904023306E-005
#    -31     6       8.1731812593E-006
#    -31     7       8.9047473712E-006
#    -31     8       1.1794249595E-005
#    -31     9       4.9602898294E-005
#    -31    10       7.8592366786E-005
#    -31    11       1.1185319882E-004
#    -31    12       1.6385353298E-004
#    -31    13       1.2862981667E-004
#    -31    14       1.1062390983E-004
#    -31    15       7.6484049917E-005
#    -31    16       5.2756648894E-005
#    -31    17       3.4471656480E-005
#    -31    18       3.4636677694E-005
#    -31    19       3.5517440447E-005
#    -31    20       2.8852501372E-005
#    -31    21       1.5875829612E-005
#    -31    22       1.6928375889E-005
#    -31    23       3.7498546842E-005
#    -31    24       6.3297657796E-005
#    -31    25       7.1120497455E-005
#    -31    26       4.7187139503E-005
#    -31    27       1.7750967799E-005
#    -31    28       3.6382307538E-006
#    -31    29       1.1234547028E-005
#    -31    30       2.6381395563E-005
#    -31    31       3.3892194484E-005
#    -31    32       2.5746186028E-005
#    -31    33       1.1571496277E-005
#    -31    34       1.6411632551E-006
#    -31    35       1.9263342006E-006
#    -31    36       9.1265378525E-006
#    -31    37       1.6115439803E-005
#    -31    38       1.9007513201E-005
#    -31    39       1.7337520470E-005
#    -31    40       1.1855385351E-005
#    -31    41       5.2565934437E-006
#    -31    42       1.1537779683E-006
#    -31    43       1.8845021315E-006
#    -31    44       4.9331350980E-006
#    -31    45       6.2995579472E-006
#    -31    46       6.0358093876E-006
#    -31    47       7.3971030409E-006
#    -31    48       4.3017128764E-006
#    -31    49       3.8240788252E-006
#    -31    50       3.4509087259E-006
#    -31    51       1.9434844821E-006
#    -31    52       2.1815264355E-006
#    -31    53       2.4641769820E-007
#    -30    -2       2.2219676564E-006
#    -30    -1       7.3926823866E-006
#    -30     0       1.6572020859E-004
#    -30     1       1.1700064306E-006
#    -30     2       1.4865359135E-006
#    -30     3       3.4342935933E-006
#    -30     4       8.6651809462E-006
#    -30     5       4.1392443029E-005
#    -30     6       1.3046127555E-003
#    -30     7       1.0802245233E-005
#    -30     8       1.7590565157E-005
#    -30     9       4.7664325141E-005
#    -30    10       9.3439176885E-005
#    -30    11       1.3201899684E-004
#    -30    12       2.6517715635E-003
#    -30    13       1.1502816334E-004
#    -30    14       8.5862867941E-005
#    -30    15       5.5855763679E-005
#    -30    16       3.9430085425E-005
#    -30    17       2.9186774051E-005
#    -30    18       1.0807186472E-003
#    -30    19       3.5786369823E-005
#    -30    20       2.1362160450E-005
#    -30    21       1.9386214545E-005
#    -30    22       4.3764064036E-005
#    -30    23       7.7806714811E-005
#    -30    24       1.2975410296E-003
#    -30    25       7.3102133071E-005
#    -30    26       3.2428077505E-005
#    -30    27       5.9599064318E-006
#    -30    28       8.5226737171E-006
#    -30    29       2.6875785586E-005
#    -30    30       2.5735051606E-004
#    -30    31       2.6381713666E-005
#    -30    32       1.3092935176E-005
#    -30    33       2.0972521431E-006
#    -30    34       4.6866783468E-007
#    -30    35       6.0617035950E-006
#    -30    36       7.4461748529E-005
#    -30    37       1.7407162724E-005
#    -30    38       1.8760917832E-005
#    -30    39       1.6931550072E-005
#    -30    40       1.1034116999E-005
#    -30    41       4.4842347714E-006
#    -30    42       3.2713370016E-005
#    -30    43       2.8906616114E-006
#    -30    44       5.6795596522E-006
#    -30    45       6.4167593786E-006
#    -30    46       6.4572035588E-006
#    -30    47       5.2182123086E-006
#    -30    48       5.4439557498E-006
#    -30    49       4.0193794580E-006
#    -30    50       2.9756708948E-006
#    -30    51       1.7965605349E-006
#    -30    52       1.3408020068E-006
#    -30    53       1.1149345257E-006
#    -29    -3       5.8257327665E-007
#    -29    -2       3.8910184846E-007
#    -29    -1       3.4424114966E-006
#    -29     0       4.2020917532E-006
#    -29     1       5.8795329899E-006
#    -29     2       8.5830884591E-006
#    -29     3       7.7150639785E-006
#    -29     4       1.0466807908E-005
#    -29     5       7.1669257789E-006
#    -29     6       1.1739841343E-005
#    -29     7       7.2595015386E-006
#    -29     8       1.5046660549E-005
#    -29     9       3.5658555110E-005
#    -29    10       7.5559759101E-005
#    -29    11       1.0568711041E-004
#    -29    12       9.9214412070E-005
#    -29    13       7.1702286527E-005
#    -29    14       3.6818833313E-005
#    -29    15       2.4201438384E-005
#    -29    16       2.8787628543E-005
#    -29    17       3.3911509848E-005
#    -29    18       2.9244689808E-005
#    -29    19       1.7884859438E-005
#    -29    20       1.5271742030E-005
#    -29    21       3.4222298533E-005
#    -29    22       7.4166700659E-005
#    -29    23       9.2689368533E-005
#    -29    24       7.4267532241E-005
#    -29    25       3.5628664119E-005
#    -29    26       7.0704483690E-006
#    -29    27       3.7326552937E-006
#    -29    28       2.0497775095E-005
#    -29    29       3.3669899689E-005
#    -29    30       2.6874922073E-005
#    -29    31       1.1234384097E-005
#    -29    32       2.1993837729E-006
#    -29    33       1.1933017369E-006
#    -29    34       5.1850024552E-006
#    -29    35       1.0832065710E-005
#    -29    36       1.4179580446E-005
#    -29    37       1.7514915585E-005
#    -29    38       2.0139958587E-005
#    -29    39       1.6643907941E-005
#    -29    40       1.1194378665E-005
#    -29    41       3.8268092370E-006
#    -29    42       1.9412391348E-006
#    -29    43       4.3728660547E-006
#    -29    44       7.4811552688E-006
#    -29    45       8.7647110054E-006
#    -29    46       7.4317284805E-006
#    -29    47       4.9971974319E-006
#    -29    48       4.0025306668E-006
#    -29    49       3.2038612566E-006
#    -29    50       2.1897543843E-006
#    -29    51       2.4109292499E-006
#    -29    52       1.3673585502E-007
#    -29    53       2.6123142203E-007
#    -28    -4       2.1386175188E-006
#    -28    -3       8.4334053611E-006
#    -28    -2       9.4344359598E-007
#    -28    -1       4.4809512943E-006
#    -28     0       5.2566492689E-006
#    -28     1       1.4140943374E-005
#    -28     2       1.8038680437E-005
#    -28     3       2.0787725483E-005
#    -28     4       4.4288935367E-006
#    -28     5       6.8825609521E-006
#    -28     6       7.8126974804E-006
#    -28     7       6.6360491820E-006
#    -28     8       1.3900621684E-006
#    -28     9       2.2566333673E-005
#    -28    10       3.9090556695E-005
#    -28    11       4.7738454857E-005
#    -28    12       3.4779476748E-005
#    -28    13       1.3428085822E-005
#    -28    14       1.4998018803E-005
#    -28    15       2.1650065038E-005
#    -28    16       2.7300021487E-005
#    -28    17       2.4133615312E-005
#    -28    18       1.2263285407E-005
#    -28    19       1.0822677335E-005
#    -28    20       3.0957872610E-005
#    -28    21       5.7962347263E-005
#    -28    22       7.4421583982E-005
#    -28    23       5.8779599125E-005
#    -28    24       2.8776202148E-005
#    -28    25       3.7953677382E-006
#    -28    26       2.8224014864E-006
#    -28    27       1.7598864013E-005
#    -28    28       2.7896661213E-005
#    -28    29       2.0495325209E-005
#    -28    30       8.5217036442E-006
#    -28    31       3.6388588287E-006
#    -28    32       5.9547173228E-006
#    -28    33       8.4341808252E-006
#    -28    34       8.4523051632E-006
#    -28    35       9.5280284763E-006
#    -28    36       1.5169127691E-005
#    -28    37       2.1792407398E-005
#    -28    38       2.4605770409E-005
#    -28    39       2.0004819343E-005
#    -28    40       1.1094105268E-005
#    -28    41       3.2123376335E-006
#    -28    42       3.8286253643E-006
#    -28    43       7.4685117433E-006
#    -28    44       1.1017086709E-005
#    -28    45       1.0952014514E-005
#    -28    46       6.8587261269E-006
#    -28    47       4.1310437952E-006
#    -28    48       1.9697835181E-006
#    -28    49       1.7742655868E-006
#    -28    50       2.6212286891E-006
#    -28    51       1.9623283670E-006
#    -28    52       1.7326924498E-006
#    -27    -4       1.0265889359E-005
#    -27    -3       6.8155718673E-006
#    -27    -2       2.1442761284E-006
#    -27    -1       5.2535286640E-008
#    -27     0       2.9469759180E-005
#    -27     1       4.1323228568E-005
#    -27     2       3.2869618617E-005
#    -27     3       1.3124184894E-005
#    -27     4       3.7176408846E-007
#    -27     5       2.6130540374E-005
#    -27     6       9.4010993739E-006
#    -27     7       2.1599782748E-005
#    -27     8       1.1114669931E-005
#    -27     9       1.2771200218E-005
#    -27    10       2.3944678920E-005
#    -27    11       2.1803427304E-005
#    -27    12       4.4017032079E-005
#    -27    13       3.5581172026E-005
#    -27    14       4.1011357464E-005
#    -27    15       3.8157030971E-005
#    -27    16       3.2003252360E-005
#    -27    17       1.2540993459E-005
#    -27    18       2.5168998255E-005
#    -27    19       4.9729975557E-005
#    -27    20       7.2516025030E-005
#    -27    21       6.8228657506E-005
#    -27    22       5.0353121711E-005
#    -27    23       1.6761960087E-005
#    -27    24       2.4090778981E-007
#    -27    25       9.5842126285E-006
#    -27    26       2.7110182797E-005
#    -27    27       2.9374830347E-005
#    -27    28       1.7598148479E-005
#    -27    29       3.7315455709E-006
#    -27    30       5.9615049164E-006
#    -27    31       1.7754030049E-005
#    -27    32       2.2668094861E-005
#    -27    33       1.4548870758E-005
#    -27    34       7.2626200378E-006
#    -27    35       9.0739360695E-006
#    -27    36       1.9613146276E-005
#    -27    37       3.0681119473E-005
#    -27    38       3.0053600539E-005
#    -27    39       2.1587760230E-005
#    -27    40       8.4248293210E-006
#    -27    41       3.5010435081E-006
#    -27    42       6.4206904970E-006
#    -27    43       1.2117978907E-005
#    -27    44       1.5218914922E-005
#    -27    45       1.1167013135E-005
#    -27    46       7.5522334212E-006
#    -27    47       3.3998995262E-006
#    -27    48       1.1544912698E-006
#    -27    49       1.2566670276E-006
#    -27    50       1.7881443331E-006
#    -27    51       1.7340604967E-006
#    -27    52       8.3741694790E-007
#    -26    -5       2.2855040750E-005
#    -26    -4       1.7292905503E-005
#    -26    -3       1.0111522406E-005
#    -26    -2       5.9194811152E-006
#    -26    -1       1.8488952045E-005
#    -26     0       3.3616848277E-005
#    -26     1       6.8724260485E-005
#    -26     2       7.5907265324E-005
#    -26     3       2.6001056788E-006
#    -26     4       1.2366261857E-005
#    -26     5       5.6532049041E-005
#    -26     6       9.0605130122E-005
#    -26     7       9.1437175304E-005
#    -26     8       5.2915137717E-005
#    -26     9       5.6190026701E-005
#    -26    10       5.9231505639E-005
#    -26    11       8.0942377839E-005
#    -26    12       1.0353466108E-004
#    -26    13       1.1444131625E-004
#    -26    14       1.0503510309E-004
#    -26    15       6.7568838093E-005
#    -26    16       3.6734839702E-005
#    -26    17       4.0957420549E-005
#    -26    18       8.9414478815E-005
#    -26    19       1.2644417709E-004
#    -26    20       1.1611038706E-004
#    -26    21       6.9785839391E-005
#    -26    22       2.0922465190E-005
#    -26    23       1.8467778973E-006
#    -26    24       2.2522327229E-005
#    -26    25       5.0226355367E-005
#    -26    26       5.0886545116E-005
#    -26    27       2.7109037011E-005
#    -26    28       2.8215766946E-006
#    -26    29       7.0712342690E-006
#    -26    30       3.2432735701E-005
#    -26    31       4.7190973007E-005
#    -26    32       3.7727083543E-005
#    -26    33       1.4767381812E-005
#    -26    34       4.1702166901E-006
#    -26    35       1.3078712899E-005
#    -26    36       3.0671832322E-005
#    -26    37       4.0468773193E-005
#    -26    38       3.2053079620E-005
#    -26    39       1.6410624973E-005
#    -26    40       4.8713749446E-006
#    -26    41       2.9526140542E-006
#    -26    42       9.4478072707E-006
#    -26    43       1.5993768898E-005
#    -26    44       1.6922421430E-005
#    -26    45       1.3442284922E-005
#    -26    46       6.3292348155E-006
#    -26    47       2.5723024219E-006
#    -26    48       1.0331373509E-006
#    -26    49       7.5441069944E-007
#    -26    50       1.2137227890E-006
#    -26    51       2.1078195007E-006
#    -26    52       2.3738337941E-006
#    -25    -6       3.0082208807E-005
#    -25    -5       3.2180505815E-005
#    -25    -4       2.6317147008E-005
#    -25    -3       1.8227286469E-006
#    -25    -2       2.0384225684E-005
#    -25    -1       6.5634547459E-005
#    -25     0       3.2039936876E-005
#    -25     1       9.2212601465E-005
#    -25     2       3.2823850428E-005
#    -25     3       1.5949692415E-005
#    -25     4       4.2987258775E-005
#    -25     5       1.2913434874E-004
#    -25     6       2.6911250401E-004
#    -25     7       1.7058201289E-004
#    -25     8       1.4092043159E-004
#    -25     9       1.1010378666E-004
#    -25    10       1.4201244437E-004
#    -25    11       1.7649892917E-004
#    -25    12       2.0558469834E-004
#    -25    13       1.8524999974E-004
#    -25    14       1.2890829754E-004
#    -25    15       7.1809918421E-005
#    -25    16       5.8332086019E-005
#    -25    17       1.0111862149E-004
#    -25    18       1.6705206661E-004
#    -25    19       1.9342693138E-004
#    -25    20       1.3100108057E-004
#    -25    21       5.3259506541E-005
#    -25    22       1.1928689978E-005
#    -25    23       2.7893930466E-005
#    -25    24       6.8975189836E-005
#    -25    25       8.3452998638E-005
#    -25    26       5.0224313096E-005
#    -25    27       9.5831861377E-006
#    -25    28       3.7954601493E-006
#    -25    29       3.5630600102E-005
#    -25    30       7.3106145692E-005
#    -25    31       7.1123397421E-005
#    -25    32       3.7104440441E-005
#    -25    33       7.8748414639E-006
#    -25    34       5.2458218512E-006
#    -25    35       2.5954651107E-005
#    -25    36       4.4862554324E-005
#    -25    37       4.1976669596E-005
#    -25    38       2.5642811476E-005
#    -25    39       9.3211226898E-006
#    -25    40       1.1778466951E-006
#    -25    41       3.8370083086E-006
#    -25    42       1.1479005793E-005
#    -25    43       1.8613232990E-005
#    -25    44       2.1176907276E-005
#    -25    45       1.5608705120E-005
#    -25    46       7.5578231236E-006
#    -25    47       2.3638141785E-006
#    -25    48       1.7942546410E-007
#    -25    49       2.9065286032E-007
#    -25    50       9.5458184956E-007
#    -25    51       2.2380653454E-006
#    -24    -6       8.7677918888E-005
#    -24    -5       1.4212338494E-005
#    -24    -4       1.8180303109E-005
#    -24    -3       1.8874187241E-006
#    -24    -2       1.1616845921E-005
#    -24    -1       1.2095143395E-004
#    -24     0       3.1331219727E-003
#    -24     1       9.2989871533E-005
#    -24     2       1.4612472432E-005
#    -24     3       2.5823365428E-005
#    -24     4       8.1531890980E-005
#    -24     5       2.4414126811E-004
#    -24     6       8.9321842974E-003
#    -24     7       2.2557234766E-004
#    -24     8       1.7671843766E-004
#    -24     9       1.7657798486E-004
#    -24    10       2.2040642517E-004
#    -24    11       2.0446317091E-004
#    -24    12       7.0358119224E-003
#    -24    13       1.8348248714E-004
#    -24    14       9.7409914517E-005
#    -24    15       5.5997065216E-005
#    -24    16       9.3091983788E-005
#    -24    17       1.7021891680E-004
#    -24    18       7.6942053435E-003
#    -24    19       1.7690528086E-004
#    -24    20       8.4786377463E-005
#    -24    21       1.9466527342E-005
#    -24    22       2.6475436347E-005
#    -24    23       7.3002465557E-005
#    -24    24       2.9578727635E-003
#    -24    25       6.8971043668E-005
#    -24    26       2.2519725798E-005
#    -24    27       2.4108507815E-007
#    -24    28       2.8776661595E-005
#    -24    29       7.4269207475E-005
#    -24    30       1.2975233011E-003
#    -24    31       6.3299582468E-005
#    -24    32       2.1844311001E-005
#    -24    33       4.0133336523E-006
#    -24    34       1.5600247341E-005
#    -24    35       3.9135389534E-005
#    -24    36       6.9470702911E-005
#    -24    37       3.8376816406E-005
#    -24    38       1.7283416668E-005
#    -24    39       3.6116768229E-006
#    -24    40       3.8821028171E-007
#    -24    41       6.3932096314E-006
#    -24    42       2.0375880871E-005
#    -24    43       2.3815797986E-005
#    -24    44       2.4077528789E-005
#    -24    45       1.6400124457E-005
#    -24    46       8.8914900598E-006
#    -24    47       2.3024953957E-006
#    -24    48       2.5594501776E-006
#    -24    49       2.4120434679E-007
#    -24    50       1.1344684482E-006
#    -24    51       1.8537111327E-006
#    -23    -7       6.0574743567E-005
#    -23    -6       2.4095907046E-005
#    -23    -5       2.9851368820E-005
#    -23    -4       7.7984830357E-006
#    -23    -3       4.2874708760E-006
#    -23    -2       2.7655960957E-005
#    -23    -1       6.7792905567E-005
#    -23     0       5.3473285142E-005
#    -23     1       1.6872840893E-005
#    -23     2       8.6900788328E-006
#    -23     3       2.8129670299E-005
#    -23     4       1.0476239671E-004
#    -23     5       1.8287791845E-004
#    -23     6       2.5535039253E-004
#    -23     7       2.2375679715E-004
#    -23     8       1.5628938672E-004
#    -23     9       1.5635697293E-004
#    -23    10       1.9556745591E-004
#    -23    11       1.9858907997E-004
#    -23    12       1.6156305010E-004
#    -23    13       9.4092816607E-005
#    -23    14       4.3307478872E-005
#    -23    15       4.3338096765E-005
#    -23    16       1.0316535969E-004
#    -23    17       1.5927285999E-004
#    -23    18       1.3973538292E-004
#    -23    19       7.3919182011E-005
#    -23    20       2.1157689076E-005
#    -23    21       1.3373553049E-005
#    -23    22       5.4159815494E-005
#    -23    23       9.6390135378E-005
#    -23    24       7.2995754848E-005
#    -23    25       2.7888765877E-005
#    -23    26       1.8463288283E-006
#    -23    27       1.6763558984E-005
#    -23    28       5.8780217433E-005
#    -23    29       9.2692255659E-005
#    -23    30       7.7810606547E-005
#    -23    31       3.7501902936E-005
#    -23    32       7.7709249001E-006
#    -23    33       8.6413869307E-006
#    -23    34       3.0745007387E-005
#    -23    35       4.6736534059E-005
#    -23    36       3.8850928478E-005
#    -23    37       2.8497072499E-005
#    -23    38       1.2151865269E-005
#    -23    39       1.4537718377E-006
#    -23    40       8.5239904620E-007
#    -23    41       8.2288181505E-006
#    -23    42       1.8942402481E-005
#    -23    43       2.8160321182E-005
#    -23    44       2.4584296394E-005
#    -23    45       1.9109305631E-005
#    -23    46       6.9274761184E-006
#    -23    47       2.9040793601E-006
#    -23    48       2.9094841703E-007
#    -23    49       5.3348628445E-007
#    -23    50       1.3014987951E-006
#    -22    -7       6.0469931427E-005
#    -22    -6       1.8604153433E-005
#    -22    -5       6.2782646555E-007
#    -22    -4       1.5253174867E-005
#    -22    -3       3.6191939400E-005
#    -22    -2       2.6046666273E-005
#    -22    -1       4.5926588221E-005
#    -22     0       2.5287141500E-005
#    -22     1       9.8384819111E-006
#    -22     2       8.4863755358E-006
#    -22     3       3.9468903965E-005
#    -22     4       8.5255769121E-005
#    -22     5       1.4999963839E-004
#    -22     6       1.6043936073E-004
#    -22     7       1.0823002362E-004
#    -22     8       1.2198295130E-004
#    -22     9       1.3791472105E-004
#    -22    10       1.5465799647E-004
#    -22    11       1.1410738075E-004
#    -22    12       5.5011997888E-005
#    -22    13       2.0766627039E-005
#    -22    14       1.2452730358E-005
#    -22    15       4.1868865141E-005
#    -22    16       7.9898925617E-005
#    -22    17       7.1158961410E-005
#    -22    18       3.3551382234E-005
#    -22    19       3.1206717148E-006
#    -22    20       1.0683623262E-005
#    -22    21       4.4884056243E-005
#    -22    22       6.6984226489E-005
#    -22    23       5.4155824845E-005
#    -22    24       2.6468498867E-005
#    -22    25       1.1927295142E-005
#    -22    26       2.0925020587E-005
#    -22    27       5.0356987150E-005
#    -22    28       7.4427017612E-005
#    -22    29       7.4172415078E-005
#    -22    30       4.3770671120E-005
#    -22    31       1.6931746274E-005
#    -22    32       1.0160893404E-005
#    -22    33       2.1871893336E-005
#    -22    34       3.3126721450E-005
#    -22    35       3.9030539192E-005
#    -22    36       3.8040076801E-005
#    -22    37       2.4087532442E-005
#    -22    38       1.2447702580E-005
#    -22    39       2.3433182912E-006
#    -22    40       2.6295868745E-006
#    -22    41       1.1070076307E-005
#    -22    42       2.2309925582E-005
#    -22    43       3.0226296743E-005
#    -22    44       2.4273890783E-005
#    -22    45       1.6901835839E-005
#    -22    46       7.1282154606E-006
#    -22    47       2.8234827068E-006
#    -22    48       2.4557166467E-007
#    -22    49       1.4976479768E-007
#    -22    50       8.0537311519E-007
#    -21    -8       2.8003709075E-005
#    -21    -7       9.5779233094E-005
#    -21    -6       8.2845447605E-005
#    -21    -5       3.7746028404E-005
#    -21    -4       4.2029704805E-005
#    -21    -3       3.9045893718E-005
#    -21    -2       1.8739291548E-005
#    -21    -1       4.7454615107E-005
#    -21     0       2.0188699989E-005
#    -21     1       1.4810936875E-005
#    -21     2       1.1495428919E-005
#    -21     3       6.3001079430E-006
#    -21     4       5.9433572120E-005
#    -21     5       8.0613545553E-005
#    -21     6       1.7559722847E-004
#    -21     7       1.3801196876E-004
#    -21     8       1.3344940554E-004
#    -21     9       1.0381293710E-004
#    -21    10       9.8292607869E-005
#    -21    11       3.8397764882E-005
#    -21    12       7.2766602274E-006
#    -21    13       1.0781011496E-005
#    -21    14       3.0094143041E-005
#    -21    15       3.1061588268E-005
#    -21    16       3.1159232830E-005
#    -21    17       4.6004387976E-006
#    -21    18       6.2936276684E-006
#    -21    19       4.3783809538E-005
#    -21    20       7.8356490165E-005
#    -21    21       7.2985716601E-005
#    -21    22       4.4881821811E-005
#    -21    23       1.3367624006E-005
#    -21    24       1.9460691313E-005
#    -21    25       5.3257977333E-005
#    -21    26       6.9787237908E-005
#    -21    27       6.8228256249E-005
#    -21    28       5.7965574799E-005
#    -21    29       3.4226875865E-005
#    -21    30       1.9391670947E-005
#    -21    31       1.5877869695E-005
#    -21    32       2.2500607664E-005
#    -21    33       2.4579042334E-005
#    -21    34       3.1863983249E-005
#    -21    35       3.7050199793E-005
#    -21    36       3.8166951407E-005
#    -21    37       3.1963933774E-005
#    -21    38       1.5940621394E-005
#    -21    39       5.6440637016E-006
#    -21    40       3.7799682533E-006
#    -21    41       1.1959474003E-005
#    -21    42       2.4495093282E-005
#    -21    43       2.9399485061E-005
#    -21    44       2.4048558381E-005
#    -21    45       1.1720872743E-005
#    -21    46       6.4458524627E-006
#    -21    47       1.7809298021E-006
#    -21    48       4.1370322594E-007
#    -21    49       3.0558928578E-007
#    -20    -8       3.9507060959E-005
#    -20    -7       5.2866897021E-005
#    -20    -6       4.7725218800E-005
#    -20    -5       1.0828931923E-004
#    -20    -4       1.5671015770E-004
#    -20    -3       4.7688969077E-005
#    -20    -2       3.0513853330E-006
#    -20    -1       7.9525862778E-006
#    -20     0       3.4424670430E-005
#    -20     1       4.9157097408E-005
#    -20     2       3.4903433638E-006
#    -20     3       1.2453150610E-005
#    -20     4       6.2805630662E-005
#    -20     5       1.6583879431E-004
#    -20     6       2.6051343437E-004
#    -20     7       2.3659485877E-004
#    -20     8       1.9529049394E-004
#    -20     9       1.4654265454E-004
#    -20    10       6.5232538272E-005
#    -20    11       1.7209858190E-005
#    -20    12       3.6065552576E-005
#    -20    13       7.1349901277E-005
#    -20    14       7.5530370432E-005
#    -20    15       5.0488698269E-005
#    -20    16       1.4898690280E-005
#    -20    17       3.3712331263E-005
#    -20    18       1.0792341224E-004
#    -20    19       1.6638604725E-004
#    -20    20       1.5247593931E-004
#    -20    21       7.8364100969E-005
#    -20    22       1.0684935335E-005
#    -20    23       2.1148633023E-005
#    -20    24       8.4773532559E-005
#    -20    25       1.3099179757E-004
#    -20    26       1.1610728252E-004
#    -20    27       7.2511413330E-005
#    -20    28       3.0957785480E-005
#    -20    29       1.5276636865E-005
#    -20    30       2.1368953257E-005
#    -20    31       2.8855177317E-005
#    -20    32       2.8898809812E-005
#    -20    33       2.2150418834E-005
#    -20    34       2.9450385706E-005
#    -20    35       4.3910987079E-005
#    -20    36       4.9684589681E-005
#    -20    37       4.3315011246E-005
#    -20    38       2.0434091873E-005
#    -20    39       6.4563215150E-006
#    -20    40       4.8873712200E-006
#    -20    41       1.5882463659E-005
#    -20    42       2.9490425618E-005
#    -20    43       2.8484152662E-005
#    -20    44       2.2513806544E-005
#    -20    45       1.3513900228E-005
#    -20    46       6.1160549815E-006
#    -20    47       2.0754522995E-006
#    -20    48       1.8198880602E-007
#    -20    49       3.0862394178E-008
#    -19    -9       6.0075886840E-005
#    -19    -8       3.9212194313E-006
#    -19    -7       1.3677687080E-004
#    -19    -6       1.4375268025E-004
#    -19    -5       1.8622578240E-004
#    -19    -4       9.9961233334E-005
#    -19    -3       2.5855273226E-005
#    -19    -2       2.9244392668E-006
#    -19    -1       4.9444606639E-005
#    -19     0       1.2988102774E-004
#    -19     1       6.1997944185E-005
#    -19     2       1.3224428240E-005
#    -19     3       2.6785553916E-005
#    -19     4       1.4181201946E-004
#    -19     5       2.4295948500E-004
#    -19     6       3.1014470579E-004
#    -19     7       3.8583428303E-004
#    -19     8       2.6316251427E-004
#    -19     9       1.5259802991E-004
#    -19    10       6.4154052490E-005
#    -19    11       3.4387378299E-005
#    -19    12       8.9609781163E-005
#    -19    13       1.5389024340E-004
#    -19    14       1.2343629393E-004
#    -19    15       6.4189223843E-005
#    -19    16       6.5618522221E-005
#    -19    17       1.3185085856E-004
#    -19    18       2.6297525115E-004
#    -19    19       2.7645165207E-004
#    -19    20       1.6639452543E-004
