 Diffraction intensities for potential:_6x6_02D10003.in                        
#    -54    14       3.6320553087E-006
#    -54    15       3.7459766277E-005
#    -54    16       8.7253575726E-006
#    -54    17       1.8062430533E-006
#    -54    18       3.8827777879E-005
#    -54    19       7.9770812900E-006
#    -54    20       8.7682316140E-006
#    -53     9       1.2576713299E-005
#    -53    10       6.8052143393E-008
#    -53    11       2.2248631544E-005
#    -53    12       9.1674080023E-006
#    -53    13       6.7530954819E-007
#    -53    14       1.4759220144E-005
#    -53    15       2.0199466987E-005
#    -53    16       2.6451465050E-008
#    -53    17       1.6208885717E-005
#    -53    18       1.2522796108E-005
#    -53    19       6.3768843809E-007
#    -53    20       2.3081560417E-005
#    -53    21       2.3433168530E-005
#    -53    22       1.8159984355E-007
#    -53    23       2.1759032310E-005
#    -53    24       1.4842772120E-005
#    -52     6       1.2928042730E-006
#    -52     7       1.7405545792E-006
#    -52     8       4.2655698099E-006
#    -52     9       4.4070093873E-006
#    -52    10       1.0087418976E-006
#    -52    11       1.4179639530E-005
#    -52    12       7.9382006298E-006
#    -52    13       7.2361810422E-006
#    -52    14       2.9484927226E-005
#    -52    15       5.7636817875E-006
#    -52    16       5.6243577126E-006
#    -52    17       4.2496078004E-005
#    -52    18       8.1754123178E-006
#    -52    19       1.1305299683E-005
#    -52    20       2.5638304156E-005
#    -52    21       1.0427749723E-005
#    -52    22       1.3719003811E-005
#    -52    23       1.1143905254E-005
#    -52    24       6.4003881850E-006
#    -52    25       2.9637469158E-006
#    -52    26       2.7494901892E-005
#    -51     3       6.7043486035E-008
#    -51     4       6.3858530361E-006
#    -51     5       1.0809697862E-005
#    -51     6       6.7871718589E-008
#    -51     7       1.1558287211E-005
#    -51     8       1.5607239997E-005
#    -51     9       3.8686186481E-007
#    -51    10       1.6069221188E-005
#    -51    11       2.2082108878E-005
#    -51    12       1.5272649965E-007
#    -51    13       2.3164221593E-005
#    -51    14       2.9395725350E-005
#    -51    15       1.0090739172E-007
#    -51    16       2.9975112514E-005
#    -51    17       3.2384390310E-005
#    -51    18       6.7383263224E-008
#    -51    19       2.6071029811E-005
#    -51    20       3.5640999664E-005
#    -51    21       3.5953150987E-008
#    -51    22       3.8528371179E-005
#    -51    23       2.4813438472E-005
#    -51    24       3.2615779032E-007
#    -51    25       4.1040594246E-005
#    -51    26       6.0183847770E-006
#    -51    27       4.0000837294E-007
#    -50     1       5.0969094361E-006
#    -50     2       3.6741555456E-006
#    -50     3       5.5933121147E-006
#    -50     4       6.7970434062E-006
#    -50     5       2.2402297206E-006
#    -50     6       1.1931208960E-005
#    -50     7       1.8904846459E-005
#    -50     8       7.2662825917E-006
#    -50     9       6.2466943411E-006
#    -50    10       2.1934699079E-005
#    -50    11       7.3314833234E-006
#    -50    12       1.2295162816E-005
#    -50    13       4.0362003902E-005
#    -50    14       9.0252476924E-006
#    -50    15       1.3645589109E-005
#    -50    16       4.7828118487E-005
#    -50    17       1.2030267271E-005
#    -50    18       1.3400056530E-005
#    -50    19       4.9568552959E-005
#    -50    20       1.2972349644E-005
#    -50    21       1.5608067661E-005
#    -50    22       7.9359534430E-005
#    -50    23       1.5147430241E-005
#    -50    24       1.3974110466E-005
#    -50    25       1.7666486809E-005
#    -50    26       8.3226632867E-006
#    -50    27       1.5337608174E-005
#    -50    28       4.1333303321E-005
#    -49    -1       3.2959167462E-007
#    -49     0       6.2254707616E-006
#    -49     1       4.2615049336E-006
#    -49     2       6.2865709253E-007
#    -49     3       1.6474356097E-005
#    -49     4       1.6142726833E-005
#    -49     5       2.4393523481E-007
#    -49     6       2.3037135732E-005
#    -49     7       1.4539620898E-005
#    -49     8       2.8403288418E-007
#    -49     9       2.2188210662E-005
#    -49    10       1.8851414756E-005
#    -49    11       3.5948634253E-007
#    -49    12       4.2830319236E-005
#    -49    13       3.5081787586E-005
#    -49    14       8.1995627807E-007
#    -49    15       5.1529951960E-005
#    -49    16       6.5776977603E-005
#    -49    17       2.2321757389E-007
#    -49    18       3.9182733484E-005
#    -49    19       4.6464357240E-005
#    -49    20       3.2230507608E-008
#    -49    21       3.8907618083E-005
#    -49    22       5.9981546452E-005
#    -49    23       7.4676989772E-007
#    -49    24       4.9046340992E-005
#    -49    25       4.3739340512E-005
#    -49    26       1.3217003927E-006
#    -49    27       6.4165683454E-005
#    -49    28       3.6905629536E-005
#    -49    29       5.8876381800E-008
#    -48    -3       1.4470780260E-005
#    -48    -2       2.5327106169E-006
#    -48    -1       1.7163808981E-006
#    -48     0       1.7384317824E-005
#    -48     1       5.3726730137E-006
#    -48     2       4.1407680819E-006
#    -48     3       1.7851594379E-005
#    -48     4       2.6996799258E-006
#    -48     5       6.3720628803E-006
#    -48     6       2.1955921328E-005
#    -48     7       6.0094203299E-006
#    -48     8       2.1037366438E-006
#    -48     9       5.1134247873E-005
#    -48    10       8.1063063724E-006
#    -48    11       4.3185343785E-006
#    -48    12       9.2456735417E-005
#    -48    13       9.4716247247E-006
#    -48    14       1.6969767440E-005
#    -48    15       7.3544581077E-005
#    -48    16       2.8891191355E-005
#    -48    17       1.9067863179E-005
#    -48    18       5.2029857241E-005
#    -48    19       1.8815678649E-005
#    -48    20       2.6339073467E-005
#    -48    21       6.9519493564E-005
#    -48    22       4.1145918346E-005
#    -48    23       2.7167768104E-005
#    -48    24       5.5108293864E-005
#    -48    25       4.1753602609E-005
#    -48    26       1.3423096986E-005
#    -48    27       5.5198429939E-005
#    -48    28       2.2409803371E-006
#    -48    29       4.7220087482E-006
#    -48    30       9.0715925633E-006
#    -47    -4       7.7809585688E-006
#    -47    -3       1.3802019920E-005
#    -47    -2       1.4224034158E-007
#    -47    -1       2.6627701630E-005
#    -47     0       1.2986310560E-005
#    -47     1       1.6444586097E-007
#    -47     2       1.0018785741E-005
#    -47     3       1.9962525389E-005
#    -47     4       7.2257771860E-009
#    -47     5       2.2849884562E-005
#    -47     6       2.4275241462E-005
#    -47     7       5.1687795247E-007
#    -47     8       1.6245961774E-005
#    -47     9       3.1252588353E-005
#    -47    10       1.1484638673E-007
#    -47    11       3.9097026395E-005
#    -47    12       4.1129398507E-005
#    -47    13       9.1999400189E-007
#    -47    14       5.7591971320E-005
#    -47    15       6.2703054146E-005
#    -47    16       3.1992410105E-007
#    -47    17       6.3608028986E-005
#    -47    18       5.9357436252E-005
#    -47    19       1.2868501750E-006
#    -47    20       6.4891767189E-005
#    -47    21       7.1026805242E-005
#    -47    22       2.2593707835E-007
#    -47    23       6.7918857140E-005
#    -47    24       6.7617225858E-005
#    -47    25       7.2912352856E-007
#    -47    26       3.2021197149E-005
#    -47    27       2.2415068146E-005
#    -47    28       1.0564897685E-006
#    -47    29       2.6781011448E-005
#    -47    30       1.7321630493E-005
#    -47    31       4.0786744554E-007
#    -46    -6       8.0756544170E-007
#    -46    -5       6.2902356845E-006
#    -46    -4       8.9889274325E-006
#    -46    -3       4.4201364398E-006
#    -46    -2       2.7662237034E-006
#    -46    -1       3.3389256599E-005
#    -46     0       4.8595736114E-006
#    -46     1       7.8984139634E-006
#    -46     2       1.6525008188E-005
#    -46     3       6.1716050893E-006
#    -46     4       5.2385426412E-006
#    -46     5       2.0038688475E-005
#    -46     6       6.1272280984E-006
#    -46     7       6.8845248495E-006
#    -46     8       2.7072922736E-005
#    -46     9       8.0542665386E-006
#    -46    10       7.2678780825E-006
#    -46    11       5.1164798883E-005
#    -46    12       2.0017663339E-005
#    -46    13       1.3992532704E-005
#    -46    14       6.1100495784E-005
#    -46    15       2.0833591004E-005
#    -46    16       2.1236294637E-005
#    -46    17       7.7601920806E-005
#    -46    18       1.7058243750E-005
