 Diffraction intensities for potential:_6x6_05D10013.in                        
#    -54    14       1.1989222993E-006
#    -54    15       3.1553054181E-007
#    -54    16       6.3039086973E-006
#    -54    17       6.2909651901E-006
#    -54    18       5.2030242150E-005
#    -54    19       5.2830534735E-006
#    -54    20       1.8912764735E-006
#    -53     9       3.8155427803E-006
#    -53    10       6.1220162460E-006
#    -53    11       1.8498844821E-006
#    -53    12       1.6400338262E-007
#    -53    13       1.1311364546E-006
#    -53    14       2.8217902974E-008
#    -53    15       3.9464105956E-006
#    -53    16       1.4294190044E-005
#    -53    17       7.5343914898E-006
#    -53    18       1.9012495091E-008
#    -53    19       1.4364751124E-006
#    -53    20       2.1605957272E-007
#    -53    21       4.2550801569E-006
#    -53    22       5.3574174417E-006
#    -53    23       2.1508504474E-006
#    -53    24       3.3590151054E-008
#    -52     6       6.7412747468E-007
#    -52     7       4.7796521569E-007
#    -52     8       6.8352520768E-006
#    -52     9       2.8180497165E-006
#    -52    10       8.4399294493E-007
#    -52    11       5.2386896283E-007
#    -52    12       2.7443257716E-006
#    -52    13       4.5209514809E-006
#    -52    14       2.6215963652E-005
#    -52    15       7.1972983326E-006
#    -52    16       5.8789202297E-006
#    -52    17       1.2649318276E-006
#    -52    18       5.7194758770E-006
#    -52    19       4.3661752998E-006
#    -52    20       2.5885900292E-005
#    -52    21       6.5065795593E-006
#    -52    22       6.7836202977E-006
#    -52    23       1.7164716442E-006
#    -52    24       2.5723804130E-006
#    -52    25       9.0458826299E-007
#    -52    26       1.1190927917E-005
#    -51     3       2.1402402099E-007
#    -51     4       1.0419401348E-008
#    -51     5       2.2058672964E-006
#    -51     6       4.2048617294E-006
#    -51     7       1.9009849084E-006
#    -51     8       2.2130916493E-008
#    -51     9       4.9471850023E-007
#    -51    10       2.0139566807E-008
#    -51    11       5.6479053044E-006
#    -51    12       1.6876924349E-005
#    -51    13       8.4491786386E-006
#    -51    14       2.2735795640E-007
#    -51    15       2.0224440240E-006
#    -51    16       1.1629546508E-007
#    -51    17       9.2569295212E-006
#    -51    18       2.1755231895E-005
#    -51    19       1.0011923998E-005
#    -51    20       7.6500733197E-008
#    -51    21       1.1866259815E-006
#    -51    22       7.6085624459E-008
#    -51    23       2.4081026713E-006
#    -51    24       3.4522050540E-006
#    -51    25       1.0187154025E-006
#    -51    26       2.3632497434E-007
#    -51    27       3.6847252646E-007
#    -50     1       2.2850146514E-007
#    -50     2       7.1416230862E-008
#    -50     3       2.6497819656E-007
#    -50     4       4.8893148340E-006
#    -50     5       2.6151669456E-006
#    -50     6       9.2980231637E-007
#    -50     7       4.8426903585E-007
#    -50     8       9.7393731319E-007
#    -50     9       3.1966259174E-006
#    -50    10       2.5212697453E-005
#    -50    11       8.8220966346E-006
#    -50    12       5.5698879895E-006
#    -50    13       8.4151541204E-007
#    -50    14       6.9973569162E-006
#    -50    15       7.5770825107E-006
#    -50    16       5.3907631100E-005
#    -50    17       1.2061701371E-005
#    -50    18       1.4109341619E-005
#    -50    19       2.7067195287E-006
#    -50    20       6.7824387904E-006
#    -50    21       4.6808689529E-006
#    -50    22       1.9760381655E-005
#    -50    23       1.4103706927E-006
#    -50    24       4.0455141532E-006
#    -50    25       5.9622818411E-007
#    -50    26       1.7550556543E-006
#    -50    27       2.5805627126E-006
#    -50    28       1.4110933881E-005
#    -49    -1       2.9756384314E-008
#    -49     0       4.8932935471E-008
#    -49     1       5.4000653586E-007
#    -49     2       1.1766490270E-006
#    -49     3       7.0852047834E-007
#    -49     4       1.0804966020E-007
#    -49     5       3.7077930745E-007
#    -49     6       2.1782075421E-008
#    -49     7       1.5720385144E-006
#    -49     8       8.3283448992E-006
#    -49     9       2.8126274400E-006
#    -49    10       9.2600585427E-009
#    -49    11       2.3865242519E-006
#    -49    12       7.9675441277E-008
#    -49    13       7.0040327935E-006
#    -49    14       2.6164057745E-005
