 Diffraction intensities for potential:_6x6_05D10005.in                        
#    -54    14       1.3676362718E-006
#    -54    15       2.0656892478E-007
#    -54    16       4.4503923777E-006
#    -54    17       4.5418044044E-007
#    -54    18       1.8541415273E-005
#    -54    19       6.8633253083E-007
#    -54    20       1.9894076398E-007
#    -53     9       6.7138070415E-006
#    -53    10       1.8847544438E-007
#    -53    11       1.7803580328E-007
#    -53    12       2.7222332070E-007
#    -53    13       2.7496359007E-006
#    -53    14       2.6940665997E-007
#    -53    15       8.3432835968E-006
#    -53    16       8.1273420771E-007
#    -53    17       1.8708902529E-007
#    -53    18       5.2640286230E-007
#    -53    19       2.6360576175E-006
#    -53    20       1.3601634300E-007
#    -53    21       6.9296992291E-006
#    -53    22       1.9511840469E-007
#    -53    23       2.1182778463E-007
#    -53    24       1.2527226688E-007
#    -52     6       9.8763346635E-007
#    -52     7       2.8084190494E-007
#    -52     8       1.0080710243E-006
#    -52     9       3.8716577287E-007
#    -52    10       1.9610908055E-006
#    -52    11       6.5407134839E-007
#    -52    12       2.9883201164E-006
#    -52    13       2.6507864654E-007
#    -52    14       2.1835055690E-006
#    -52    15       5.1361079252E-007
#    -52    16       8.1459861100E-006
#    -52    17       4.9357139630E-007
#    -52    18       5.0097867116E-006
#    -52    19       7.3299439547E-007
#    -52    20       9.9969249453E-007
#    -52    21       4.7116030110E-007
#    -52    22       5.0414676805E-006
#    -52    23       9.0664486840E-009
#    -52    24       2.5572778273E-006
#    -52    25       1.1130730691E-008
#    -52    26       9.1853905982E-007
#    -51     3       1.2955564859E-007
#    -51     4       7.5468992407E-008
#    -51     5       1.8110223490E-006
#    -51     6       2.6437717296E-007
#    -51     7       3.1558850520E-006
#    -51     8       3.1543100017E-007
#    -51     9       3.6461886069E-007
#    -51    10       4.7245004921E-007
#    -51    11       4.7550607524E-006
#    -51    12       8.0427932555E-007
#    -51    13       1.3456190545E-005
#    -51    14       8.0121691541E-007
#    -51    15       5.1355255733E-007
#    -51    16       9.1526195903E-007
#    -51    17       1.1773343163E-005
#    -51    18       7.0693045767E-007
#    -51    19       1.2968956626E-005
#    -51    20       3.5759649422E-007
#    -51    21       5.7770610150E-007
#    -51    22       4.9632264712E-007
#    -51    23       3.7649803273E-006
#    -51    24       1.5377818194E-007
#    -51    25       5.7802405546E-006
#    -51    26       5.3684925345E-008
#    -51    27       3.1761228192E-007
#    -50     1       3.8882169338E-008
#    -50     2       1.4377094424E-007
#    -50     3       1.2771073839E-007
#    -50     4       1.2106753540E-006
#    -50     5       2.2952184593E-007
#    -50     6       1.8155588703E-006
#    -50     7       2.1750313795E-007
#    -50     8       3.0808168277E-006
#    -50     9       3.6384421441E-007
#    -50    10       3.5534781000E-006
#    -50    11       7.8896850139E-007
#    -50    12       6.4937065233E-006
#    -50    13       1.0944951148E-006
#    -50    14       1.2936542595E-005
#    -50    15       8.0298410014E-007
#    -50    16       4.4461722061E-006
#    -50    17       1.3243440661E-006
#    -50    18       5.0583943256E-006
#    -50    19       7.0601623587E-007
#    -50    20       8.9678761544E-006
#    -50    21       5.0429213870E-007
#    -50    22       9.7509516534E-006
#    -50    23       2.7242361279E-007
#    -50    24       8.1499812295E-007
#    -50    25       5.0603843366E-007
#    -50    26       3.7896190834E-006
#    -50    27       1.6172830860E-007
#    -50    28       1.1049276206E-005
#    -49    -1       7.5830647728E-007
#    -49     0       4.7034829092E-008
#    -49     1       6.7821856669E-008
#    -49     2       1.0021955930E-008
#    -49     3       1.6502662689E-006
#    -49     4       2.7563615139E-007
#    -49     5       2.4179472302E-006
#    -49     6       1.5207737415E-007
#    -49     7       1.0593463629E-007
#    -49     8       3.9888540757E-007
#    -49     9       6.9382123040E-006
#    -49    10       1.4280070733E-006
#    -49    11       6.9471595802E-006
#    -49    12       9.5593368095E-007
#    -49    13       4.7851155372E-007
#    -49    14       6.8140488027E-007
#    -49    15       2.1991311510E-005
#    -49    16       1.8490169819E-006
#    -49    17       9.1666662939E-006
#    -49    18       6.9387809024E-007
#    -49    19       5.3340730302E-007
#    -49    20       1.6706121710E-007
#    -49    21       7.7337410031E-006
#    -49    22       2.8807283272E-007
#    -49    23       2.0690718106E-006
#    -49    24       1.6492611223E-007
#    -49    25       3.3035257561E-008
#    -49    26       1.0664915394E-007
#    -49    27       1.5199447825E-006
#    -49    28       3.1864147598E-007
#    -49    29       2.8352586952E-008
#    -48    -3       4.5379082423E-008
#    -48    -2       8.3986729441E-008
#    -48    -1       2.1633079478E-007
#    -48     0       3.8813264293E-006
#    -48     1       9.3251109995E-008
#    -48     2       3.0176285020E-007
#    -48     3       4.0408489700E-008
#    -48     4       6.4068406768E-007
#    -48     5       3.4697125914E-007
#    -48     6       2.7324988836E-005
#    -48     7       8.0711532057E-007
#    -48     8       9.6048121715E-007
#    -48     9       1.5371545602E-007
#    -48    10       3.4070599079E-007
#    -48    11       1.6191395709E-007
#    -48    12       6.2241404617E-005
#    -48    13       2.8033673138E-006
#    -48    14       1.7882244053E-006
#    -48    15       1.3387906915E-006
#    -48    16       6.8095131733E-007
#    -48    17       4.7722643657E-007
#    -48    18       5.0432053905E-005
#    -48    19       1.4107957267E-006
#    -48    20       2.7738059286E-006
#    -48    21       1.0376843443E-006
