 Diffraction intensities for potential:ga5x5_10D10005.in                       
#    -28    13       2.6286529507E-005
#    -28    14       3.9966293734E-006
#    -28    15       4.1513143955E-005
#    -27     7       1.3005412740E-005
#    -27     8       8.7177714640E-005
#    -27     9       5.9853978462E-005
#    -27    10       3.9856842768E-005
#    -27    11       6.5594783256E-005
#    -27    12       6.1972258584E-006
#    -27    13       2.9622979611E-005
#    -27    14       1.2678600844E-004
#    -27    15       3.8880855403E-005
#    -27    16       3.2297549178E-005
#    -27    17       2.1017266383E-005
#    -27    18       3.7664391948E-005
#    -27    19       8.0145718323E-005
#    -27    20       3.5929231551E-006
#    -26     4       4.6788652377E-005
#    -26     5       7.9240294776E-007
#    -26     6       1.0190070817E-004
#    -26     7       1.5303448123E-004
#    -26     8       3.4892099658E-005
#    -26     9       1.1074971072E-005
#    -26    10       4.2006037385E-005
#    -26    11       4.6805732543E-005
#    -26    12       1.2149477578E-004
#    -26    13       8.8202793494E-005
#    -26    14       7.0900891569E-006
#    -26    15       1.0349755072E-004
#    -26    16       5.1057863323E-005
#    -26    17       8.8364662935E-006
#    -26    18       1.4331295798E-005
#    -26    19       9.2092845088E-005
#    -26    20       8.9421214871E-005
#    -26    21       3.7925833015E-005
#    -26    22       4.9993612909E-005
#    -25     2       9.5602238829E-005
#    -25     3       2.9243527919E-006
#    -25     4       6.8880615690E-005
#    -25     5       3.4089084223E-004
#    -25     6       1.7605959804E-004
#    -25     7       6.5533487097E-006
#    -25     8       3.3913437848E-006
#    -25     9       1.1628981181E-004
#    -25    10       5.8289925650E-004
#    -25    11       2.7825800288E-005
#    -25    12       8.5203231159E-006
#    -25    13       8.6793825667E-006
#    -25    14       5.8896976862E-005
#    -25    15       5.6373868049E-005
#    -25    16       5.3430536228E-005
#    -25    17       2.3258978629E-006
#    -25    18       3.4968507910E-005
#    -25    19       2.0554724687E-004
#    -25    20       2.6847785537E-004
#    -25    21       5.3335532575E-006
#    -25    22       2.5629524578E-005
#    -25    23       1.0249211126E-004
#    -24     0       1.0326763876E-004
#    -24     1       5.1316270917E-005
#    -24     2       7.3337445020E-005
#    -24     3       2.3823160892E-004
#    -24     4       2.2965592961E-004
#    -24     5       1.3692082480E-004
#    -24     6       7.2482385929E-005
#    -24     7       4.9260369257E-005
#    -24     8       1.3926238934E-004
#    -24     9       8.2972971033E-005
#    -24    10       9.2307149389E-005
#    -24    11       1.8197895579E-005
#    -24    12       6.3147740574E-005
#    -24    13       4.4808782597E-005
#    -24    14       3.9507939427E-005
#    -24    15       5.2527837781E-005
#    -24    16       3.2527013523E-005
#    -24    17       4.6500162948E-005
#    -24    18       1.2640131444E-004
#    -24    19       3.0059796093E-005
#    -24    20       1.3476240795E-004
#    -24    21       1.7832116418E-005
#    -24    22       1.4981028646E-004
#    -24    23       7.4014426170E-006
#    -24    24       5.0803111436E-006
#    -23    -2       8.0910470878E-005
#    -23    -1       7.9508891614E-005
#    -23     0       1.2566415223E-004
#    -23     1       2.2991672569E-004
#    -23     2       8.7991340206E-005
#    -23     3       7.2261619104E-005
#    -23     4       4.6215684460E-005
#    -23     5       4.1201167498E-005
#    -23     6       5.9043590094E-004
#    -23     7       5.7523853924E-005
#    -23     8       1.0943702301E-005
#    -23     9       1.3089110130E-004
#    -23    10       2.9319002785E-005
#    -23    11       3.1727850786E-004
#    -23    12       1.2371995082E-004
#    -23    13       7.5438434398E-005
#    -23    14       6.8025786136E-005
#    -23    15       7.7862973556E-005
#    -23    16       1.9447280836E-004
#    -23    17       4.7680034407E-005
#    -23    18       4.3077287218E-005
#    -23    19       2.8620010873E-005
#    -23    20       8.5969367145E-005
#    -23    21       5.7928475477E-006
#    -23    22       4.7312433761E-006
#    -23    23       1.9867326214E-004
#    -23    24       1.2708041726E-004
#    -23    25       1.7966833233E-004
#    -22    -4       6.2397000970E-005
#    -22    -3       3.4595953869E-005
#    -22    -2       4.6504348242E-005
#    -22    -1       8.0343325403E-005
#    -22     0       3.2819005787E-004
#    -22     1       3.1270016872E-005
#    -22     2       1.2195282008E-004
#    -22     3       2.8672497730E-005
#    -22     4       8.8993955602E-005
#    -22     5       1.7339274981E-007
#    -22     6       3.6610764686E-005
#    -22     7       7.0270325568E-005
#    -22     8       2.0537296589E-005
#    -22     9       2.3181676204E-004
#    -22    10       2.0032633505E-005
#    -22    11       3.1649995376E-005
#    -22    12       6.5628487735E-005
#    -22    13       5.1283024962E-005
#    -22    14       7.6363246880E-005
#    -22    15       5.5179445021E-005
#    -22    16       1.4320280582E-004
#    -22    17       2.7680310023E-004
#    -22    18       1.2416965789E-004
#    -22    19       3.5091850312E-004
#    -22    20       9.4436077622E-005
#    -22    21       9.5792809124E-006
#    -22    22       1.9723463198E-005
#    -22    23       5.0505082977E-005
#    -22    24       2.3179794671E-005
#    -22    25       3.1970532546E-006
#    -22    26       1.7786348387E-004
#    -21    -5       2.1125162633E-005
#    -21    -4       1.2207673322E-004
#    -21    -3       1.1879834138E-004
#    -21    -2       1.4863848196E-004
#    -21    -1       7.1648841716E-005
#    -21     0       7.9250293633E-005
#    -21     1       2.2203597289E-005
#    -21     2       2.8898858691E-004
#    -21     3       2.0995359952E-005
#    -21     4       2.1042612210E-004
#    -21     5       4.3495751353E-005
#    -21     6       3.5292768462E-005
#    -21     7       7.2093932886E-005
#    -21     8       9.1457472264E-005
#    -21     9       1.2600136958E-004
#    -21    10       1.3171242474E-004
#    -21    11       5.1954482496E-005
#    -21    12       2.8595347346E-004
#    -21    13       2.8441633959E-005
#    -21    14       5.5373550001E-005
#    -21    15       2.5900326953E-005
#    -21    16       1.9310810058E-004
#    -21    17       3.5311404261E-005
#    -21    18       2.6036796359E-005
#    -21    19       5.8804765552E-005
#    -21    20       2.3881074312E-004
#    -21    21       1.6602515707E-004
#    -21    22       1.0080123006E-005
#    -21    23       2.2290660477E-005
#    -21    24       5.6368670944E-005
#    -21    25       2.1267085734E-005
#    -21    26       1.0945927170E-005
#    -20    -7       1.1346923369E-005
#    -20    -6       5.6411116510E-005
#    -20    -5       6.4518013017E-005
#    -20    -4       3.2028309383E-004
#    -20    -3       1.5378307313E-004
#    -20    -2       4.0310098285E-005
#    -20    -1       1.7728119982E-004
#    -20     0       4.3297111049E-003
#    -20     1       1.3716557879E-004
#    -20     2       1.1469801092E-004
#    -20     3       1.8928842153E-004
#    -20     4       1.4190284563E-004
#    -20     5       8.8862969889E-003
#    -20     6       1.5290675910E-004
#    -20     7       1.3729576566E-004
#    -20     8       4.0694194333E-005
#    -20     9       4.6938043639E-005
#    -20    10       6.0889554536E-003
#    -20    11       3.1937091674E-005
#    -20    12       4.1621533526E-005
#    -20    13       1.2936328331E-004
#    -20    14       1.2787183399E-004
