 Diffraction intensities for potential:gv5x5_10D10002.in                       
#    -28    13       1.5599944376E-005
#    -28    14       2.2077592434E-005
#    -28    15       1.2985865136E-005
#    -27     7       3.9541667170E-005
#    -27     8       5.0294355981E-006
#    -27     9       5.9912622634E-005
#    -27    10       1.7019020067E-005
#    -27    11       2.0590850693E-005
#    -27    12       1.3681984310E-005
#    -27    13       3.2845424159E-005
#    -27    14       7.4552298160E-005
#    -27    15       1.3408480960E-005
#    -27    16       3.6571642999E-007
#    -27    17       5.9511214356E-006
#    -27    18       7.4923738319E-006
#    -27    19       5.3235459260E-006
#    -27    20       1.1673201679E-005
#    -26     4       1.7179931974E-004
#    -26     5       3.0893860920E-006
#    -26     6       2.1744429080E-004
#    -26     7       1.0370652978E-004
#    -26     8       4.1148513839E-005
#    -26     9       3.9489034192E-005
#    -26    10       5.1725262454E-005
#    -26    11       4.5391884866E-005
#    -26    12       2.2066182081E-005
#    -26    13       6.4275803126E-005
#    -26    14       6.0941446025E-005
#    -26    15       1.5118631179E-005
#    -26    16       6.2563178613E-007
#    -26    17       2.9836521594E-005
#    -26    18       3.6983683437E-006
#    -26    19       4.2518152159E-006
#    -26    20       9.1462855130E-006
#    -26    21       2.2284051733E-006
#    -26    22       1.0647749216E-005
#    -25     2       2.2192253030E-006
#    -25     3       1.8260594084E-004
#    -25     4       2.5916780597E-004
#    -25     5       6.8333637114E-004
#    -25     6       1.1468673962E-004
#    -25     7       4.1992349093E-005
#    -25     8       9.1176869644E-005
#    -25     9       1.7132180636E-006
#    -25    10       9.0749256089E-004
#    -25    11       5.0566739824E-005
#    -25    12       1.3707655029E-005
#    -25    13       1.5776142646E-005
#    -25    14       6.1076984123E-005
#    -25    15       3.5582825372E-004
#    -25    16       1.3978309888E-005
#    -25    17       1.6830047289E-005
#    -25    18       4.5316672827E-005
#    -25    19       2.8148005367E-006
#    -25    20       1.2584765639E-004
#    -25    21       5.6831602594E-008
#    -25    22       7.8152474117E-006
#    -25    23       1.4986214222E-005
#    -24     0       6.4467383491E-005
#    -24     1       1.1513879507E-004
#    -24     2       1.0718337651E-004
#    -24     3       1.7182442796E-004
