 Diffraction intensities for potential:ga5x5_06D10004.in                       
#    -28    13       4.3110429875E-005
#    -28    14       9.0234864164E-006
#    -28    15       1.7919671867E-005
#    -27     7       1.3435577830E-005
#    -27     8       5.3256435570E-005
#    -27     9       1.7999799642E-007
#    -27    10       1.5532024299E-005
#    -27    11       1.9480898733E-005
#    -27    12       1.1273234856E-005
#    -27    13       1.5507577530E-005
#    -27    14       2.9825420137E-005
#    -27    15       6.7991798807E-006
#    -27    16       8.4177471581E-006
#    -27    17       1.7597195348E-005
#    -27    18       4.4368975857E-006
#    -27    19       4.1020892106E-006
#    -27    20       1.9625128193E-005
#    -26     4       1.0671250535E-005
#    -26     5       1.1910270232E-005
#    -26     6       2.7056148358E-005
#    -26     7       4.1732979306E-005
#    -26     8       5.0221210039E-006
#    -26     9       6.3857217248E-006
#    -26    10       3.9067312483E-005
#    -26    11       2.3882767078E-006
#    -26    12       4.2917880481E-005
#    -26    13       9.0154910411E-006
#    -26    14       3.7493283889E-005
#    -26    15       1.1253043794E-005
#    -26    16       3.4851370131E-005
#    -26    17       1.0779266474E-005
#    -26    18       1.1543888464E-005
#    -26    19       1.9692152987E-005
#    -26    20       3.2939636413E-005
#    -26    21       1.9152669202E-005
#    -26    22       1.1857651316E-005
#    -25     2       6.7286966732E-005
#    -25     3       3.2562552557E-005
#    -25     4       6.4963680190E-005
#    -25     5       7.2310655000E-004
#    -25     6       4.7473368800E-006
#    -25     7       4.6409833000E-005
#    -25     8       3.1939898964E-005
#    -25     9       9.5666394231E-005
#    -25    10       8.6396660680E-004
#    -25    11       3.0635055220E-005
#    -25    12       8.7946970898E-006
#    -25    13       5.0517279475E-005
#    -25    14       9.5414271467E-005
#    -25    15       7.3583668806E-004
#    -25    16       1.0569517701E-004
#    -25    17       8.0417816489E-006
#    -25    18       1.2834034423E-004
#    -25    19       2.8706222130E-005
#    -25    20       6.6043909645E-004
#    -25    21       1.6392707113E-005
#    -25    22       1.1254615837E-004
#    -25    23       1.9316213135E-005
#    -24     0       7.0359449665E-005
#    -24     1       3.2151144977E-005
#    -24     2       9.6929661659E-005
#    -24     3       6.4114083402E-005
#    -24     4       1.7196948674E-004
#    -24     5       1.2788294063E-005
#    -24     6       3.6570234977E-005
#    -24     7       2.3952069478E-005
#    -24     8       1.5802578687E-006
#    -24     9       4.6142201297E-005
#    -24    10       4.1238849756E-006
#    -24    11       2.4335972233E-005
#    -24    12       4.7778061181E-006
#    -24    13       1.0089654916E-004
#    -24    14       3.6039288455E-005
#    -24    15       1.0164843639E-004
#    -24    16       3.1772723444E-005
#    -24    17       1.1900227552E-004
#    -24    18       3.4183911967E-006
#    -24    19       8.4812480610E-005
#    -24    20       4.7836179916E-005
#    -24    21       6.2999153568E-005
#    -24    22       4.0477890122E-005
#    -24    23       2.0414272955E-005
#    -24    24       5.5016248130E-005
#    -23    -2       1.5739120623E-005
#    -23    -1       2.5844925523E-005
#    -23     0       8.4838930040E-005
#    -23     1       3.8641614057E-006
#    -23     2       5.7980064075E-005
#    -23     3       1.1360483942E-004
#    -23     4       1.5439472187E-004
#    -23     5       8.9262339243E-006
#    -23     6       7.1489463534E-005
#    -23     7       2.5589477898E-005
#    -23     8       6.5933768841E-005
#    -23     9       4.9624655012E-005
#    -23    10       4.5153976617E-006
#    -23    11       9.8818224291E-005
#    -23    12       1.9880968662E-005
#    -23    13       3.7760196761E-005
#    -23    14       8.2455424443E-006
#    -23    15       1.8013693682E-006
#    -23    16       3.3921885472E-005
#    -23    17       1.5881532746E-005
#    -23    18       5.4485573178E-005
#    -23    19       1.8651749767E-005
#    -23    20       2.1598670407E-005
#    -23    21       1.4577403811E-005
#    -23    22       2.4505992901E-006
#    -23    23       6.2039358252E-005
#    -23    24       2.0510965948E-005
#    -23    25       5.9612993493E-005
#    -22    -4       2.2037858038E-005
#    -22    -3       2.1186676535E-005
#    -22    -2       4.1332775864E-005
#    -22    -1       1.4424925547E-004
#    -22     0       3.2936652738E-005
#    -22     1       1.3450967673E-004
#    -22     2       6.1172406202E-005
#    -22     3       3.1946045527E-004
#    -22     4       3.1007456356E-005
#    -22     5       3.4539127793E-005
#    -22     6       1.3274593467E-004
#    -22     7       4.1703553895E-005
#    -22     8       1.5116838247E-004
#    -22     9       3.3251943508E-006
#    -22    10       1.2120181685E-004
#    -22    11       3.4761607711E-005
#    -22    12       7.6162130980E-005
#    -22    13       9.1524262608E-005
#    -22    14       1.2621941302E-005
#    -22    15       2.0978947661E-004
#    -22    16       5.7114250434E-005
#    -22    17       5.3422346787E-005
#    -22    18       4.0202227405E-006
#    -22    19       5.5752529925E-005
#    -22    20       4.5446674825E-005
#    -22    21       5.3672616292E-005
#    -22    22       1.9743396582E-005
#    -22    23       4.4029504416E-005
#    -22    24       8.8979628830E-006
#    -22    25       3.4095874419E-005
#    -22    26       5.4471560341E-005
#    -21    -5       3.4672841881E-005
#    -21    -4       7.9604246573E-005
#    -21    -3       5.1245186449E-006
#    -21    -2       2.1220247993E-004
#    -21    -1       7.8043643561E-005
#    -21     0       7.9128093056E-005
#    -21     1       7.2842146799E-005
#    -21     2       9.9856219255E-005
#    -21     3       7.8511626515E-005
#    -21     4       5.7862788298E-006
#    -21     5       1.7638332754E-004
#    -21     6       9.9278277658E-006
