 Diffraction intensities for potential:ensembletest210001.in                   
#    -30   -12       6.7612498507E-005
#    -30   -11       1.3642554891E-005
#    -30   -10       1.3058692310E-004
#    -30    -9       1.7230783867E-005
#    -30    -8       4.8645557937E-005
#    -30    -7       8.0310504654E-005
#    -30    -6       9.0057141781E-006
#    -30    -5       1.9546951600E-005
#    -30    -4       1.4780159508E-005
#    -30    -3       9.4428476598E-005
#    -30    -2       8.8652104955E-005
#    -30    -1       3.5486862212E-006
#    -30     0       5.6464634710E-004
#    -30     1       1.0235742069E-005
#    -30     2       4.7184901365E-005
#    -30     3       3.8330823227E-005
#    -30     4       3.9042310004E-006
#    -30     5       8.6283484462E-004
#    -30     6       4.6970649056E-006
#    -30     7       3.2745952151E-005
#    -30     8       1.0567301944E-005
#    -30     9       8.1345853121E-007
#    -30    10       9.7031199700E-004
#    -30    11       2.2034607957E-007
#    -30    12       3.2159650194E-005
#    -30    13       1.5865937967E-005
#    -30    14       9.6075664221E-006
#    -30    15       6.1994867627E-004
#    -30    16       2.3207864537E-006
#    -30    17       4.7167062706E-006
#    -30    18       5.6275296727E-006
#    -30    19       3.3419935299E-006
#    -30    20       2.4655769808E-005
#    -30    21       3.0942486455E-005
#    -30    22       1.1943024684E-004
#    -30    23       2.9055925838E-004
#    -30    24       2.9001398988E-005
#    -30    25       1.3015992058E-004
#    -30    26       9.4339774376E-006
#    -30    27       6.9994454754E-005
#    -30    28       6.7491715517E-006
#    -29   -16       5.5771291810E-005
#    -29   -15       1.9680042163E-005
#    -29   -14       1.2611752104E-005
#    -29   -13       1.4411888546E-004
#    -29   -12       7.6957902238E-006
#    -29   -11       7.5191270869E-005
#    -29   -10       6.9927354908E-005
#    -29    -9       7.6369114261E-006
#    -29    -8       1.2561883548E-004
#    -29    -7       1.2619816983E-005
#    -29    -6       6.8089290052E-005
#    -29    -5       6.2707477875E-005
#    -29    -4       9.9693325701E-006
#    -29    -3       1.0039511920E-004
#    -29    -2       2.1493922076E-005
#    -29    -1       3.7625672955E-005
#    -29     0       5.1681069560E-005
#    -29     1       3.1063909273E-006
#    -29     2       5.8921229711E-005
#    -29     3       1.5596793158E-005
#    -29     4       2.8613064642E-005
#    -29     5       4.0311309022E-005
#    -29     6       1.1880943153E-005
#    -29     7       4.1154707778E-005
#    -29     8       1.7162690472E-007
#    -29     9       5.2264748234E-006
#    -29    10       1.9425213001E-005
#    -29    11       1.7724281656E-005
#    -29    12       9.2622742577E-005
#    -29    13       2.2688258382E-006
#    -29    14       8.6329723215E-005
#    -29    15       1.7943211914E-005
#    -29    16       1.5467782594E-006
#    -29    17       1.0135637214E-005
#    -29    18       2.7556817795E-006
#    -29    19       6.7006266731E-006
#    -29    20       3.6734271906E-005
#    -29    21       2.6759217163E-005
#    -29    22       1.2687785240E-004
#    -29    23       2.0175803313E-005
#    -29    24       1.4718475056E-004
#    -29    25       8.8323927808E-005
#    -29    26       9.1891989278E-007
#    -29    27       1.2167952282E-004
#    -28   -16       8.2488567390E-005
#    -28   -15       8.9810370972E-006
#    -28   -14       4.8272010012E-005
#    -28   -13       8.9428763880E-005
#    -28   -12       1.4761694323E-005
#    -28   -11       1.6195705117E-004
#    -28   -10       1.4840501491E-005
#    -28    -9       6.3787652029E-005
#    -28    -8       7.3527788352E-005
#    -28    -7       9.5500397657E-006
#    -28    -6       9.6000906763E-005
#    -28    -5       1.1019087504E-005
#    -28    -4       4.7968087041E-005
#    -28    -3       6.7523140139E-005
#    -28    -2       1.0407063669E-006
#    -28    -1       5.9988822782E-005
#    -28     0       1.0772239890E-005
#    -28     1       3.8179610799E-005
#    -28     2       6.4348037652E-005
#    -28     3       1.7486851768E-006
#    -28     4       6.7701181321E-005
#    -28     5       5.3772357213E-006
#    -28     6       6.5935688395E-005
#    -28     7       2.6889041835E-005
#    -28     8       8.3454483221E-006
#    -28     9       4.2851608006E-005
#    -28    10       6.7751682159E-006
#    -28    11       1.3791443576E-004
#    -28    12       1.1127655334E-004
#    -28    13       4.1422471976E-005
#    -28    14       1.8641809635E-004
#    -28    15       2.8801214370E-006
#    -28    16       3.6138902141E-005
#    -28    17       1.6894716506E-005
#    -28    18       3.3686100314E-006
#    -28    19       1.8030372787E-005
#    -28    20       1.1723421798E-005
#    -28    21       6.4360903661E-005
#    -28    22       1.1332144716E-004
#    -28    23       1.7930310080E-005
#    -28    24       2.0117407310E-004
#    -28    25       6.6117705144E-006
#    -28    26       8.0553411949E-005
#    -28    27       1.0598403493E-004
#    -27   -17       3.0820568657E-005
#    -27   -16       3.5027467883E-005
#    -27   -15       5.5680712914E-006
#    -27   -14       1.0777168739E-004
#    -27   -13       1.0543882471E-005
#    -27   -12       1.2685263367E-004
#    -27   -11       9.2115264517E-005
#    -27   -10       9.7276534629E-006
#    -27    -9       9.9193854619E-005
#    -27    -8       8.7326152941E-006
#    -27    -7       5.5754817733E-005
#    -27    -6       5.1179054581E-005
#    -27    -5       3.0758585837E-006
#    -27    -4       6.5943867669E-005
#    -27    -3       1.3489639984E-005
#    -27    -2       3.3094609346E-005
#    -27    -1       4.9205462381E-005
#    -27     0       5.0199038794E-006
#    -27     1       7.3836778453E-005
#    -27     2       1.3035593254E-005
#    -27     3       3.8597480911E-005
#    -27     4       4.2198749152E-005
#    -27     5       2.2143953011E-005
#    -27     6       9.5821470999E-005
#    -27     7       1.2016617656E-006
#    -27     8       6.8532659298E-005
#    -27     9       7.3817290104E-005
#    -27    10       3.3412215664E-005
#    -27    11       2.7053578627E-004
#    -27    12       1.4534535523E-005
#    -27    13       2.0075599377E-004
#    -27    14       1.0957046929E-004
#    -27    15       1.7222698975E-005
#    -27    16       6.6124370121E-005
#    -27    17       5.3598235632E-007
#    -27    18       1.7624710215E-005
#    -27    19       2.6650512567E-005
#    -27    20       6.2328338862E-006
#    -27    21       1.1374410524E-004
#    -27    22       2.7283592702E-005
#    -27    23       1.3121954129E-004
#    -27    24       9.4559508567E-005
#    -27    25       2.4158088894E-005
#    -27    26       1.4401703610E-004
#    -27    27       1.7722762936E-005
#    -26   -18       1.9218672414E-006
#    -26   -17       6.7469721056E-005
#    -26   -16       8.6602276309E-006
#    -26   -15       6.6803388100E-005
#    -26   -14       1.2176837109E-004
#    -26   -13       1.2697277796E-005
#    -26   -12       1.5305597874E-004
#    -26   -11       1.3123693821E-005
#    -26   -10       5.5210950425E-005
#    -26    -9       6.4129055523E-005
#    -26    -8       3.7507007724E-006
#    -26    -7       5.7640606182E-005
#    -26    -6       8.6553133532E-006
#    -26    -5       2.6933298746E-005
#    -26    -4       3.3507371384E-005
#    -26    -3       5.3685119720E-006
#    -26    -2       7.9559809153E-005
#    -26    -1       9.2084986330E-006
#    -26     0       4.0831868337E-005
#    -26     1       3.9902460179E-005
#    -26     2       4.2931485163E-006
#    -26     3       4.5320196192E-005
#    -26     4       1.6404596356E-006
#    -26     5       7.4894213979E-005
#    -26     6       4.1904678527E-005
#    -26     7       1.8862690686E-005
#    -26     8       1.0934172367E-004
#    -26     9       8.9506164039E-006
#    -26    10       1.3825140196E-004
#    -26    11       1.0688494647E-004
#    -26    12       4.1659718796E-005
#    -26    13       2.0653940708E-004
#    -26    14       3.2615113857E-006
#    -26    15       6.9607786465E-005
#    -26    16       3.9453016993E-005
#    -26    17       2.7513259736E-006
#    -26    18       3.3863932396E-005
#    -26    19       2.3980442530E-005
#    -26    20       3.7765388534E-005
#    -26    21       3.9468107052E-005
#    -26    22       1.6854411998E-005
#    -26    23       1.5541451744E-004
#    -26    24       3.6638300045E-005
#    -26    25       1.3987217359E-004
#    -26    26       3.3173000205E-004
#    -26    27       3.7587880888E-006
#    -25   -19       1.5259782936E-006
#    -25   -18       9.0058046107E-005
#    -25   -17       4.1789388319E-005
#    -25   -16       1.2797916786E-005
#    -25   -15       1.0765738107E-004
#    -25   -14       7.8607033079E-006
#    -25   -13       1.4481694939E-004
#    -25   -12       8.3769215683E-005
#    -25   -11       7.6357482824E-006
#    -25   -10       2.9323767863E-004
#    -25    -9       7.2424104988E-006
#    -25    -8       3.1167306481E-005
#    -25    -7       2.9059605233E-005
#    -25    -6       3.0498264268E-006
#    -25    -5       9.4686006303E-004
#    -25    -4       7.7335107531E-006
#    -25    -3       4.5787754449E-005
#    -25    -2       5.2853766657E-005
#    -25    -1       3.3539438785E-006
#    -25     0       2.0589100142E-003
#    -25     1       3.1053972591E-006
#    -25     2       1.3827956637E-005
#    -25     3       9.4930790744E-006
#    -25     4       1.4451578536E-005
#    -25     5       4.1814189004E-003
#    -25     6       4.5759299150E-006
#    -25     7       4.7434656533E-005
#    -25     8       4.6823819987E-005
#    -25     9       1.5841585110E-005
#    -25    10       5.1887522985E-003
#    -25    11       1.5877468485E-007
#    -25    12       1.2535256557E-004
#    -25    13       5.6589470403E-005
#    -25    14       1.3779299686E-005
#    -25    15       2.6588545477E-003
#    -25    16       8.2639696005E-006
#    -25    17       1.1249950830E-005
#    -25    18       3.7706396993E-005
#    -25    19       6.1675124016E-006
#    -25    20       9.6350065388E-004
#    -25    21       1.2254778438E-005
#    -25    22       1.1990806936E-004
#    -25    23       8.9817546995E-005
#    -25    24       3.4288002527E-005
#    -25    25       2.6387513972E-004
#    -25    26       5.4576490947E-005
#    -25    27       5.3381534133E-005
#    -24   -20       2.0942876501E-005
#    -24   -19       8.2819034887E-006
#    -24   -18       7.4875780158E-005
#    -24   -17       1.0865201509E-005
#    -24   -16       1.0822657266E-004
#    -24   -15       9.2740342953E-005
#    -24   -14       2.3086711958E-005
#    -24   -13       1.4802241560E-004
#    -24   -12       1.4052253406E-005
#    -24   -11       4.2980945731E-005
#    -24   -10       4.3492840908E-005
#    -24    -9       4.0863251343E-006
#    -24    -8       4.4548481385E-005
#    -24    -7       4.3398346778E-006
#    -24    -6       3.3920338956E-005
#    -24    -5       4.4761053178E-005
#    -24    -4       6.1851334863E-006
#    -24    -3       9.0204644426E-005
#    -24    -2       1.1458777423E-005
#    -24    -1       1.2567214162E-005
#    -24     0       2.7252310637E-006
#    -24     1       3.6016811138E-006
#    -24     2       2.5286151386E-005
#    -24     3       7.1210935750E-006
#    -24     4       1.9507406385E-005
#    -24     5       1.8175399491E-005
#    -24     6       4.2258323500E-006
#    -24     7       6.2846658992E-006
#    -24     8       6.2206993919E-007
#    -24     9       1.8150166742E-005
#    -24    10       4.2865747156E-005
#    -24    11       2.9352011214E-005
#    -24    12       1.9868088341E-004
#    -24    13       6.5806381167E-006
#    -24    14       1.0113911191E-004
#    -24    15       5.8621195218E-005
#    -24    16       9.4900210503E-006
#    -24    17       2.0456592449E-005
#    -24    18       1.0218207262E-005
#    -24    19       4.7434114030E-005
#    -24    20       7.7441100260E-005
#    -24    21       1.4557924924E-005
#    -24    22       2.1993801987E-004
#    -24    23       3.7667250626E-006
#    -24    24       2.6741736767E-004
#    -24    25       2.4596268840E-004
#    -24    26       1.0486335622E-004
#    -23   -20       7.2105061363E-006
#    -23   -19       6.3901539379E-005
#    -23   -18       9.6536746539E-005
#    -23   -17       1.7124493816E-005
#    -23   -16       1.7953617448E-004
#    -23   -15       1.8284410851E-005
#    -23   -14       9.0145639066E-005
#    -23   -13       7.5355775850E-005
#    -23   -12       5.7322030546E-006
#    -23   -11       6.3449514590E-005
#    -23   -10       1.1307991333E-005
#    -23    -9       1.9648356499E-005
#    -23    -8       2.2342485338E-005
#    -23    -7       3.6242654525E-006
#    -23    -6       7.3790429777E-005
#    -23    -5       1.5977425320E-005
#    -23    -4       5.7089925316E-005
#    -23    -3       6.0874165836E-005
#    -23    -2       3.4388605801E-006
#    -23    -1       2.1448604720E-005
#    -23     0       4.7958138578E-006
#    -23     1       5.2666005005E-005
#    -23     2       6.2521788684E-005
#    -23     3       1.7900689238E-006
#    -23     4       2.3007480075E-005
#    -23     5       1.1978027765E-005
#    -23     6       8.5301257627E-006
#    -23     7       1.7577346420E-005
#    -23     8       4.7069999973E-006
#    -23     9       1.3990888315E-004
#    -23    10       2.9914929402E-005
#    -23    11       2.6052462459E-004
#    -23    12       2.2227754858E-004
#    -23    13       6.5173568620E-005
#    -23    14       2.1767343916E-004
#    -23    15       1.2610554873E-005
#    -23    16       5.4866423373E-005
#    -23    17       3.1848861186E-005
#    -23    18       5.5974842312E-006
#    -23    19       1.1321975965E-004
#    -23    20       1.7584995121E-005
