 Diffraction intensities for potential:ga5x5_15D10004.in                       
#    -28    13       1.0740246805E-004
#    -28    14       2.6615501761E-005
#    -28    15       3.7268736947E-005
#    -27     7       3.5648700238E-005
#    -27     8       2.1928766276E-005
#    -27     9       9.1745858409E-005
#    -27    10       1.4843146046E-004
#    -27    11       2.4150668109E-004
#    -27    12       1.5095227046E-004
#    -27    13       7.0065773568E-005
#    -27    14       3.9081482121E-005
#    -27    15       1.1347542930E-004
#    -27    16       1.1684613285E-004
#    -27    17       3.3320345550E-005
#    -27    18       4.5005628622E-005
#    -27    19       1.0790259643E-004
#    -27    20       1.9881438555E-004
#    -26     4       2.0407859641E-005
#    -26     5       8.9696466959E-005
#    -26     6       2.1615198690E-005
#    -26     7       3.8418432346E-005
#    -26     8       8.5670367070E-005
#    -26     9       1.1289149210E-004
#    -26    10       2.1000514633E-004
#    -26    11       3.1632314617E-004
#    -26    12       2.9783453398E-004
#    -26    13       4.1513973834E-005
#    -26    14       1.2234988910E-005
#    -26    15       5.1201379630E-005
#    -26    16       2.9703711595E-006
#    -26    17       1.4761584689E-004
#    -26    18       1.0977014264E-006
#    -26    19       1.1309282950E-004
#    -26    20       2.2323047546E-004
#    -26    21       1.9375278968E-006
#    -26    22       3.5205339785E-005
#    -25     2       2.6115119434E-005
#    -25     3       4.4773545992E-006
#    -25     4       1.5944062308E-004
#    -25     5       2.9058611600E-004
#    -25     6       7.8524580124E-005
#    -25     7       1.8039195163E-004
#    -25     8       4.5072991025E-005
#    -25     9       1.9182505548E-004
#    -25    10       9.1426147451E-005
#    -25    11       4.9311064608E-005
#    -25    12       9.9277160246E-005
#    -25    13       3.9353660992E-004
#    -25    14       6.9442604136E-004
#    -25    15       5.1539685708E-004
#    -25    16       6.6426609258E-005
#    -25    17       7.8711572225E-005
#    -25    18       2.4817883734E-005
#    -25    19       1.0980487497E-005
#    -25    20       2.8012527946E-004
#    -25    21       9.1317883263E-005
#    -25    22       4.5423503502E-005
#    -25    23       1.1397487453E-005
#    -24     0       4.1937812594E-006
#    -24     1       1.7667252876E-005
#    -24     2       1.2288182213E-004
#    -24     3       1.3782924281E-004
#    -24     4       2.8610780749E-004
#    -24     5       7.9021656352E-005
#    -24     6       8.7994714312E-006
#    -24     7       2.7679565391E-005
#    -24     8       1.3117819247E-004
#    -24     9       7.6797693649E-005
#    -24    10       6.9047671646E-005
#    -24    11       5.8686092230E-006
#    -24    12       4.0977056747E-004
#    -24    13       3.3861991307E-004
#    -24    14       5.0000696191E-004
#    -24    15       2.4452153332E-004
#    -24    16       1.8804420674E-004
#    -24    17       1.0659982270E-004
#    -24    18       1.2350388469E-005
#    -24    19       5.9390674168E-004
#    -24    20       1.2699855974E-004
#    -24    21       9.1466601848E-006
#    -24    22       2.6964767866E-004
#    -24    23       8.2303920694E-006
#    -24    24       6.7519946629E-005
#    -23    -2       3.3902031101E-005
#    -23    -1       2.3670622854E-004
#    -23     0       1.6941245254E-004
#    -23     1       2.2916306396E-004
#    -23     2       5.5420261512E-005
#    -23     3       1.3087900268E-005
#    -23     4       3.6292333762E-004
#    -23     5       4.2394043360E-005
#    -23     6       2.7727837705E-005
#    -23     7       1.6099067276E-004
#    -23     8       5.2414583669E-004
#    -23     9       4.3841431565E-004
#    -23    10       1.2043687564E-004
#    -23    11       3.3058851705E-005
#    -23    12       7.6111622760E-005
#    -23    13       4.1327026887E-004
#    -23    14       6.4089048730E-005
#    -23    15       1.1545048121E-004
#    -23    16       3.6497629200E-005
#    -23    17       1.3929081671E-004
#    -23    18       1.3037839475E-004
#    -23    19       3.2507349174E-005
#    -23    20       3.0634617596E-005
#    -23    21       3.8327319874E-006
#    -23    22       1.3325428228E-006
#    -23    23       3.3924285141E-005
#    -23    24       2.4661982240E-005
#    -23    25       4.8847954471E-005
#    -22    -4       1.5274401776E-004
#    -22    -3       2.1134450873E-006
#    -22    -2       9.4854198018E-005
#    -22    -1       1.0757585951E-004
#    -22     0       4.3556266701E-004
#    -22     1       6.1356612107E-005
#    -22     2       2.3233301810E-004
#    -22     3       1.6904367771E-004
#    -22     4       1.1114131548E-005
#    -22     5       3.1395512038E-004
#    -22     6       6.0859477587E-004
#    -22     7       8.5600828519E-004
#    -22     8       8.6115969741E-005
#    -22     9       3.7523177867E-004
#    -22    10       4.7586847955E-005
#    -22    11       6.3654265953E-004
#    -22    12       2.4511219835E-005
#    -22    13       4.6305466943E-006
#    -22    14       3.2965475028E-004
#    -22    15       4.1699766526E-004
#    -22    16       2.1497210885E-005
#    -22    17       1.9345977095E-004
#    -22    18       2.7220674440E-005
#    -22    19       4.0453228767E-004
#    -22    20       5.6741877446E-005
#    -22    21       1.4116504522E-004
#    -22    22       4.2196411664E-005
#    -22    23       4.5004293598E-005
#    -22    24       2.2815684056E-004
#    -22    25       2.7980394233E-005
#    -22    26       1.9207003650E-006
#    -21    -5       8.7397922880E-005
#    -21    -4       9.9488592845E-005
#    -21    -3       2.8696832108E-005
#    -21    -2       2.4892514276E-004
#    -21    -1       5.4694764686E-005
#    -21     0       4.2330375427E-004
#    -21     1       1.3804022999E-005
#    -21     2       5.3572756140E-005
#    -21     3       2.9176156671E-004
#    -21     4       1.5839694649E-004
#    -21     5       5.1741098746E-004
#    -21     6       3.3304091286E-005
#    -21     7       3.7187858783E-004
#    -21     8       1.2980476471E-004
#    -21     9       7.2473114392E-005
#    -21    10       1.1016090404E-004
#    -21    11       3.6367311695E-004
#    -21    12       2.0971348838E-004
#    -21    13       3.7178582735E-004
#    -21    14       3.5813470822E-005
#    -21    15       1.7041101765E-004
#    -21    16       2.0647421446E-004
#    -21    17       1.1466851771E-004
#    -21    18       1.1538733632E-004
#    -21    19       1.0096566388E-004
#    -21    20       7.6958438667E-004
#    -21    21       1.2019865598E-004
#    -21    22       2.8379270540E-004
#    -21    23       6.9396761912E-005
#    -21    24       8.7190513140E-005
#    -21    25       1.2081433761E-004
#    -21    26       5.0505511057E-006
#    -20    -7       2.0368409741E-005
#    -20    -6       1.6148119108E-004
#    -20    -5       8.1969102050E-004
#    -20    -4       3.9249476066E-005
#    -20    -3       3.7034515962E-004
#    -20    -2       3.7383089336E-005
#    -20    -1       6.0831484432E-005
#    -20     0       6.7166447100E-003
#    -20     1       7.3312484412E-005
#    -20     2       8.8737285241E-005
#    -20     3       3.9370985832E-004
#    -20     4       4.2074489024E-005
#    -20     5       6.1647690633E-003
#    -20     6       4.8637273352E-004
#    -20     7       1.2270884330E-004
#    -20     8       3.0990915589E-004
#    -20     9       1.1527451227E-004
#    -20    10       2.0620779448E-003
#    -20    11       3.6618141472E-004
#    -20    12       4.1760820848E-004
#    -20    13       1.7853903131E-004
#    -20    14       2.8791913870E-005
#    -20    15       3.7131981576E-003
#    -20    16       2.9493358095E-004
#    -20    17       7.2804209232E-005
#    -20    18       2.3640050575E-006
#    -20    19       6.5289694595E-005
#    -20    20       1.0917927014E-003
#    -20    21       3.3842458319E-005
#    -20    22       1.0761644447E-004
#    -20    23       1.8728666327E-004
#    -20    24       1.5832989736E-006
#    -20    25       1.3488588499E-004
#    -20    26       4.3796005633E-005
#    -20    27       9.7099774502E-006
#    -19    -8       2.6638666524E-005
#    -19    -7       2.1225996498E-005
#    -19    -6       2.2564415555E-004
#    -19    -5       3.2908356515E-005
#    -19    -4       2.3623246545E-005
#    -19    -3       4.9587029666E-005
#    -19    -2       1.3101818963E-004
#    -19    -1       8.3768654682E-004
#    -19     0       1.0610125123E-005
#    -19     1       2.2498057504E-004
#    -19     2       3.9668385889E-004
#    -19     3       2.2085801494E-004
#    -19     4       1.7479642963E-004
#    -19     5       3.1964215108E-004
#    -19     6       4.5588717151E-005
#    -19     7       1.0761560348E-004
#    -19     8       1.3780444285E-005
#    -19     9       2.5036061327E-004
#    -19    10       2.6722778289E-004
#    -19    11       1.8056461567E-004
#    -19    12       1.8571052354E-004
#    -19    13       1.5211525119E-005
#    -19    14       1.0835719677E-004
#    -19    15       1.5866461944E-004
#    -19    16       1.0028173342E-005
#    -19    17       3.2814259690E-004
#    -19    18       1.4084646582E-004
#    -19    19       5.9191085913E-004
#    -19    20       4.7697593868E-005
#    -19    21       7.9726110041E-005
#    -19    22       1.8623237487E-004
#    -19    23       1.5658099845E-005
#    -19    24       5.2946613210E-006
#    -19    25       8.0671621363E-005
#    -19    26       1.5198531555E-005
#    -19    27       9.1446930019E-005
#    -18    -9       5.2733452925E-005
#    -18    -8       6.0486381939E-005
#    -18    -7       1.1761493022E-005
#    -18    -6       1.7451678629E-004
#    -18    -5       9.0142369052E-006
#    -18    -4       2.0100721709E-004
#    -18    -3       1.5058718918E-004
#    -18    -2       1.6612647844E-004
#    -18    -1       2.4853164890E-004
#    -18     0       3.2835891828E-004
#    -18     1       1.5703512558E-004
#    -18     2       2.9252081955E-004
#    -18     3       8.8975672640E-005
#    -18     4       1.1809823282E-003
#    -18     5       4.3304050785E-004
#    -18     6       5.2210641943E-004
#    -18     7       7.7475936074E-005
#    -18     8       2.8018427553E-004
#    -18     9       9.0231626917E-004
#    -18    10       1.6590319398E-004
#    -18    11       7.5552889006E-005
#    -18    12       4.4649356571E-004
#    -18    13       4.4159272111E-004
#    -18    14       1.0477386028E-003
#    -18    15       4.1831268669E-005
#    -18    16       7.4417988012E-005
#    -18    17       3.8080627962E-004
#    -18    18       3.4156230214E-004
#    -18    19       5.5808553123E-004
#    -18    20       1.8298883144E-004
#    -18    21       2.2796104800E-004
#    -18    22       9.4696329411E-005
#    -18    23       2.2358577587E-004
#    -18    24       1.3069531992E-005
#    -18    25       2.8508620743E-004
#    -18    26       3.9555387538E-005
#    -18    27       1.1035662816E-005
#    -17   -10       4.4805863348E-005
#    -17    -9       6.0706740111E-005
#    -17    -8       1.3442687634E-005
