 Diffraction intensities for potential:_6x6_05D10007.in                        
#    -54    14       4.1324553897E-007
#    -54    15       1.3693786101E-005
#    -54    16       2.3030778765E-006
#    -54    17       3.8441608409E-006
#    -54    18       5.5708207981E-005
#    -54    19       2.7469550643E-006
#    -54    20       2.6916608598E-007
#    -53     9       2.7641820593E-006
#    -53    10       2.2071785838E-006
#    -53    11       2.4803046638E-006
#    -53    12       1.3680456900E-006
#    -53    13       4.8739425434E-006
#    -53    14       1.0867169134E-005
#    -53    15       3.1652139463E-006
#    -53    16       9.2221742945E-006
#    -53    17       4.2712660282E-006
#    -53    18       5.3941228973E-006
#    -53    19       7.1381745480E-006
#    -53    20       1.0272581088E-005
#    -53    21       4.5913922335E-006
#    -53    22       4.4751037713E-006
#    -53    23       2.4868665485E-006
#    -53    24       1.5154434238E-006
#    -52     6       7.5789334626E-007
#    -52     7       1.4939925713E-006
#    -52     8       9.8529492998E-007
#    -52     9       9.9155903791E-006
#    -52    10       3.1023225338E-007
#    -52    11       7.4732611121E-007
#    -52    12       3.5204167398E-006
#    -52    13       1.9970353670E-006
#    -52    14       3.4464275633E-006
#    -52    15       1.5828080683E-005
#    -52    16       7.2019919587E-007
#    -52    17       9.8648184925E-008
#    -52    18       7.6604854787E-006
#    -52    19       2.6717616810E-006
#    -52    20       3.9044154027E-006
#    -52    21       1.9614077860E-005
#    -52    22       3.9488921343E-007
#    -52    23       1.1766994783E-006
#    -52    24       1.9018427977E-006
#    -52    25       6.8962118717E-007
#    -52    26       4.9076336514E-007
#    -51     3       5.2414334105E-007
#    -51     4       2.3510604954E-008
#    -51     5       3.8549651851E-006
#    -51     6       1.5498234153E-007
#    -51     7       3.8799854198E-006
#    -51     8       1.4582211364E-006
#    -51     9       1.7350918276E-006
#    -51    10       3.9247508283E-006
#    -51    11       1.1780238388E-005
#    -51    12       3.8494872066E-007
#    -51    13       1.8948513164E-005
#    -51    14       1.5594976508E-005
#    -51    15       3.2149115306E-006
#    -51    16       1.3217704539E-005
#    -51    17       2.9113002194E-005
#    -51    18       2.1168840370E-006
#    -51    19       2.2850445940E-005
#    -51    20       1.8627411242E-005
#    -51    21       1.9127832698E-006
#    -51    22       7.0132478402E-006
#    -51    23       1.3003867760E-005
#    -51    24       5.0285474400E-007
#    -51    25       5.3026997906E-006
#    -51    26       4.5673463323E-006
#    -51    27       7.4769902156E-009
#    -50     1       6.7293945891E-007
#    -50     2       5.8921867270E-009
#    -50     3       2.9809948863E-007
#    -50     4       1.7210128281E-007
#    -50     5       5.4929215335E-007
#    -50     6       8.6095704501E-007
#    -50     7       3.8344229675E-007
#    -50     8       5.9421651978E-007
#    -50     9       5.5187906059E-006
#    -50    10       5.5711660668E-006
#    -50    11       5.9373161977E-006
#    -50    12       1.0606987602E-005
#    -50    13       1.4745369537E-008
#    -50    14       2.8540097340E-006
#    -50    15       2.8500686782E-005
#    -50    16       1.7919619871E-005
#    -50    17       6.2268625035E-006
#    -50    18       2.4034696260E-005
#    -50    19       8.6757712774E-007
#    -50    20       2.9915062461E-006
#    -50    21       1.9375797294E-005
#    -50    22       1.5013875271E-005
#    -50    23       1.2960252412E-006
#    -50    24       6.3042689635E-006
