 Diffraction intensities for potential:gv5x5_05D10009.in                       
#    -28    13       2.2589133756E-005
#    -28    14       7.5942933503E-006
#    -28    15       7.1951423270E-005
#    -27     7       4.8155079799E-005
#    -27     8       1.5591638051E-005
#    -27     9       1.3399160994E-005
#    -27    10       3.1408202495E-005
#    -27    11       8.1229712240E-005
#    -27    12       1.0521194405E-005
#    -27    13       3.8891289612E-005
#    -27    14       1.8575149296E-005
#    -27    15       1.0601597897E-005
#    -27    16       4.0275194014E-006
#    -27    17       5.1533023476E-006
#    -27    18       3.3548144646E-006
#    -27    19       4.6414125168E-006
#    -27    20       3.7124203518E-006
#    -26     4       4.3120027768E-005
#    -26     5       2.1435071328E-005
#    -26     6       2.9384564638E-005
#    -26     7       5.1581364799E-005
#    -26     8       3.6383494126E-005
#    -26     9       2.2749765026E-005
#    -26    10       5.7991028884E-005
#    -26    11       7.2075769816E-005
#    -26    12       5.3932448702E-005
#    -26    13       4.5966069011E-005
#    -26    14       5.4136892236E-005
#    -26    15       1.8442339945E-006
#    -26    16       2.4567140393E-005
#    -26    17       5.1691517107E-006
#    -26    18       7.8044631136E-006
#    -26    19       1.5989829958E-006
#    -26    20       1.2017055336E-008
#    -26    21       1.1081766856E-006
#    -26    22       1.5531628069E-006
#    -25     2       1.0625365338E-006
#    -25     3       9.7371736028E-005
#    -25     4       1.0171653608E-005
#    -25     5       6.8095338944E-004
#    -25     6       6.9671272037E-005
#    -25     7       3.0088570516E-005
#    -25     8       8.5146104458E-005
#    -25     9       6.1887594343E-005
#    -25    10       5.1699136550E-004
#    -25    11       1.1765163631E-004
#    -25    12       1.1166379569E-004
#    -25    13       8.6362467202E-005
#    -25    14       2.1077763929E-005
#    -25    15       2.0954547025E-004
#    -25    16       2.7372850789E-005
#    -25    17       2.6044458462E-005
#    -25    18       3.3447262694E-005
#    -25    19       1.4583268477E-007
#    -25    20       2.3680138656E-004
#    -25    21       2.3490973194E-006
#    -25    22       7.2298636921E-006
#    -25    23       1.2793119606E-005
#    -24     0       2.4069688610E-005
#    -24     1       8.5077947760E-005
#    -24     2       8.3416247260E-006
#    -24     3       5.8462860455E-006
#    -24     4       3.2442188222E-005
#    -24     5       6.4572366070E-006
#    -24     6       5.4447388916E-005
#    -24     7       1.1870849240E-004
#    -24     8       1.5741727589E-005
#    -24     9       1.2834507608E-004
#    -24    10       8.1650011559E-005
#    -24    11       4.2177213917E-005
#    -24    12       1.1207552994E-004
#    -24    13       3.2263264279E-005
#    -24    14       5.5827679873E-006
#    -24    15       2.2375369545E-005
#    -24    16       1.4249215301E-006
#    -24    17       1.7378699017E-006
#    -24    18       1.2616172554E-005
#    -24    19       4.8912750037E-006
#    -24    20       1.2891123136E-005
#    -24    21       1.0690698172E-005
#    -24    22       7.2685106729E-006
#    -24    23       7.2661200863E-007
#    -24    24       2.4809728620E-006
#    -23    -2       1.1695522145E-004
#    -23    -1       6.7998982313E-005
#    -23     0       2.4477452070E-005
#    -23     1       1.2218489448E-005
#    -23     2       2.2293889980E-004
#    -23     3       2.4802063489E-005
#    -23     4       1.2864140293E-004
#    -23     5       8.4780340270E-005
#    -23     6       6.9011217019E-005
#    -23     7       2.5728672571E-004
#    -23     8       1.6486769675E-004
#    -23     9       8.1133667870E-005
#    -23    10       3.0024717661E-004
#    -23    11       6.4975809585E-005
#    -23    12       1.5032445114E-004
#    -23    13       4.0884729691E-005
#    -23    14       7.9956532410E-005
#    -23    15       2.7776740232E-005
#    -23    16       1.2894048544E-005
#    -23    17       1.6333746211E-005
#    -23    18       1.0507797505E-005
#    -23    19       1.0161751278E-005
#    -23    20       2.1137285547E-005
#    -23    21       8.6662913499E-006
#    -23    22       1.7884964887E-005
#    -23    23       1.6091622543E-006
#    -23    24       2.7974024465E-006
#    -23    25       5.9912782192E-006
#    -22    -4       1.7091630659E-005
#    -22    -3       1.4489776580E-005
#    -22    -2       9.7323244645E-005
#    -22    -1       1.2685968968E-004
#    -22     0       1.2551675919E-004
#    -22     1       3.6706492877E-006
#    -22     2       1.1956736580E-007
#    -22     3       1.1576991996E-004
#    -22     4       3.4329263504E-005
#    -22     5       1.0505145222E-004
#    -22     6       1.2379354999E-004
#    -22     7       1.1461927895E-004
#    -22     8       1.8905382510E-004
#    -22     9       1.4715448727E-004
#    -22    10       2.8488169357E-005
#    -22    11       2.7064018158E-004
#    -22    12       9.7773637248E-006
#    -22    13       2.8120689042E-005
#    -22    14       5.2921082667E-008
#    -22    15       1.1361233622E-005
#    -22    16       1.7750561540E-005
#    -22    17       1.5738164688E-006
#    -22    18       8.7670542114E-005
#    -22    19       2.9968131835E-006
#    -22    20       2.4756502384E-005
#    -22    21       1.8363214298E-006
#    -22    22       6.4812248656E-006
#    -22    23       1.0357632332E-006
#    -22    24       5.5300075794E-006
#    -22    25       4.1495305808E-006
#    -22    26       4.9065525676E-006
#    -21    -5       2.4635798054E-005
#    -21    -4       1.0805740384E-004
#    -21    -3       8.2729863807E-005
#    -21    -2       4.3438951650E-005
#    -21    -1       2.6539348220E-005
#    -21     0       9.3463752105E-005
#    -21     1       1.0351931393E-004
#    -21     2       5.1498218653E-005
#    -21     3       1.0133089975E-004
#    -21     4       5.6783711411E-005
#    -21     5       1.0128909863E-004
#    -21     6       1.7276865649E-004
#    -21     7       1.3682740075E-004
#    -21     8       1.4645182235E-004
#    -21     9       1.8384967888E-004
#    -21    10       8.4829995428E-005
#    -21    11       3.0364607442E-005
#    -21    12       2.7268630643E-005
#    -21    13       4.8229713632E-005
#    -21    14       1.8917382511E-005
#    -21    15       4.4569276031E-005
#    -21    16       2.9386455117E-006
#    -21    17       6.4930258996E-005
#    -21    18       1.9383583901E-006
#    -21    19       5.1624780099E-005
#    -21    20       2.6538136269E-006
#    -21    21       1.3447158913E-005
#    -21    22       5.5503085239E-007
#    -21    23       3.0360319912E-006
#    -21    24       5.4837373297E-007
#    -21    25       3.5478712581E-009
#    -21    26       4.9270819765E-006
#    -20    -7       3.5274093687E-005
#    -20    -6       9.6272341525E-005
#    -20    -5       4.2521378778E-004
#    -20    -4       4.1330100029E-005
#    -20    -3       2.9319618334E-004
#    -20    -2       1.8103689774E-004
#    -20    -1       9.3345546855E-005
#    -20     0       6.4606283224E-003
#    -20     1       3.6298346013E-005
#    -20     2       1.6117232723E-004
#    -20     3       1.4570711206E-004
#    -20     4       1.3274922722E-004
#    -20     5       1.0198010996E-002
#    -20     6       2.0887060898E-004
#    -20     7       2.3231176617E-004
#    -20     8       2.6604697145E-004
#    -20     9       1.9048539235E-005
#    -20    10       3.8026106884E-003
#    -20    11       2.4095919940E-005
#    -20    12       4.7555371445E-005
#    -20    13       2.2123728980E-005
#    -20    14       6.2174346039E-005
#    -20    15       7.5530529457E-003
#    -20    16       1.7970301854E-005
#    -20    17       1.3405653313E-004
#    -20    18       2.4005836551E-005
#    -20    19       3.2025094797E-005
#    -20    20       1.6120984358E-003
#    -20    21       1.9620466972E-005
#    -20    22       5.8371415427E-006
#    -20    23       3.0107822881E-006
#    -20    24       3.6723010028E-006
#    -20    25       2.2769721726E-004
#    -20    26       7.3694963373E-007
#    -20    27       6.7926785812E-007
#    -19    -8       9.2469596461E-006
#    -19    -7       6.4691196629E-005
#    -19    -6       1.0136059175E-004
#    -19    -5       1.6695317135E-004
#    -19    -4       4.8519399902E-005
#    -19    -3       1.4498637516E-005
#    -19    -2       8.6465960809E-005
#    -19    -1       1.0757655253E-004
#    -19     0       9.1797992505E-005
#    -19     1       1.9453343777E-005
#    -19     2       4.2572368475E-005
#    -19     3       2.4138745651E-005
#    -19     4       1.1259549897E-004
#    -19     5       1.3344636181E-004
#    -19     6       1.0237447473E-004
#    -19     7       2.9611047003E-004
#    -19     8       2.1850366979E-005
#    -19     9       9.5023589556E-005
#    -19    10       7.0540063881E-005
#    -19    11       4.7418469901E-006
#    -19    12       8.4426374880E-005
#    -19    13       3.8861595219E-005
#    -19    14       2.1495872058E-004
#    -19    15       1.3984756698E-006
#    -19    16       1.2476666189E-004
#    -19    17       1.1230450653E-004
#    -19    18       1.0031755318E-004
#    -19    19       9.6419633693E-006
#    -19    20       9.2803241767E-006
#    -19    21       6.1218330214E-006
#    -19    22       1.7576617880E-005
#    -19    23       1.9524910732E-005
#    -19    24       1.7945666872E-006
#    -19    25       2.9015179275E-008
#    -19    26       2.5526313406E-006
#    -19    27       8.4297740321E-006
#    -18    -9       3.1579656733E-005
#    -18    -8       4.3719947246E-005
