 Diffraction intensities for potential:gv5x5_03D10006.in                       
#    -28    13       8.4938909425E-006
#    -28    14       8.0503654750E-006
#    -28    15       1.2047727371E-006
#    -27     7       4.8324752754E-006
#    -27     8       1.4783723393E-005
#    -27     9       2.4595830090E-005
#    -27    10       3.2382873979E-006
#    -27    11       3.5003921039E-005
#    -27    12       1.0824846416E-005
#    -27    13       7.8283052143E-006
#    -27    14       2.6683805932E-005
#    -27    15       2.1095417864E-005
#    -27    16       1.5520994258E-005
#    -27    17       8.5925691507E-006
#    -27    18       5.9343150347E-006
#    -27    19       1.2158339117E-005
#    -27    20       1.3917414253E-007
#    -26     4       4.5344699261E-005
#    -26     5       3.3701007439E-006
#    -26     6       1.2689378345E-005
#    -26     7       6.1621860748E-005
#    -26     8       3.2470539048E-005
#    -26     9       1.1792876012E-006
#    -26    10       5.6290670843E-005
#    -26    11       1.1960709718E-005
#    -26    12       1.2379841571E-005
#    -26    13       4.4996535770E-005
#    -26    14       2.0469756979E-005
#    -26    15       1.3582585801E-005
#    -26    16       1.3427794540E-005
#    -26    17       1.8964150595E-005
#    -26    18       1.1455666563E-005
#    -26    19       1.0865046634E-005
#    -26    20       1.3778791853E-005
#    -26    21       1.6736870864E-006
#    -26    22       4.3751600894E-006
#    -25     2       3.7921337202E-005
#    -25     3       2.8822096423E-006
#    -25     4       2.0117421060E-005
#    -25     5       6.8552290051E-004
#    -25     6       1.0720353202E-004
#    -25     7       2.7938298447E-005
#    -25     8       1.1581413850E-005
#    -25     9       3.9694108004E-005
#    -25    10       9.4300068438E-004
#    -25    11       1.5412356426E-005
#    -25    12       3.5625408991E-005
#    -25    13       3.4922981546E-005
#    -25    14       2.5721393972E-005
#    -25    15       4.2025174274E-004
#    -25    16       7.7021570344E-005
#    -25    17       3.7676169401E-006
#    -25    18       1.9231485213E-005
#    -25    19       3.1688957551E-006
#    -25    20       2.8481160360E-004
#    -25    21       8.3453395434E-006
#    -25    22       4.7271957413E-006
#    -25    23       1.3331113112E-005
#    -24     0       5.7655584122E-005
#    -24     1       3.5866981336E-005
#    -24     2       4.1759116442E-005
#    -24     3       7.8708116176E-005
#    -24     4       1.1440175860E-004
#    -24     5       1.1880226519E-004
#    -24     6       2.2012254342E-005
#    -24     7       5.0955606500E-005
#    -24     8       4.9601485771E-005
#    -24     9       6.8967049250E-006
#    -24    10       2.2012691023E-005
