 Diffraction intensities for potential:_6x6_04D10018.in                        
#    -54    14       3.4269297158E-006
#    -54    15       1.2052365801E-006
#    -54    16       1.6445564713E-005
#    -54    17       1.6965570173E-006
#    -54    18       2.4118043101E-005
#    -54    19       2.8958933781E-006
#    -54    20       4.7058854515E-006
#    -53     9       1.7193647232E-006
#    -53    10       3.8574714292E-006
#    -53    11       2.4707187652E-007
#    -53    12       4.5136473336E-007
#    -53    13       3.7788665372E-006
#    -53    14       5.5014375445E-006
#    -53    15       6.2750059931E-006
#    -53    16       1.1919208610E-005
#    -53    17       1.6798978851E-007
#    -53    18       1.5329478022E-006
#    -53    19       8.0363925570E-006
#    -53    20       6.7601312069E-006
#    -53    21       7.9155010887E-006
#    -53    22       8.5122522533E-006
#    -53    23       6.0098838577E-007
#    -53    24       1.2797659260E-006
#    -52     6       2.5503452013E-007
#    -52     7       7.6387135243E-009
#    -52     8       2.9283906976E-006
#    -52     9       2.4220035371E-006
#    -52    10       3.6932240055E-006
#    -52    11       2.4207794111E-006
#    -52    12       5.3975357571E-008
#    -52    13       7.5947486691E-007
#    -52    14       2.6700425086E-006
#    -52    15       4.4460599293E-006
#    -52    16       5.9068375036E-006
#    -52    17       1.0616562893E-005
#    -52    18       2.6172909371E-007
#    -52    19       8.8322833280E-007
#    -52    20       4.4795972840E-006
#    -52    21       3.6483734870E-006
#    -52    22       1.8778867437E-006
#    -52    23       3.8340229946E-006
#    -52    24       3.3331575028E-007
#    -52    25       9.8592854607E-007
#    -52    26       2.9903298595E-006
#    -51     3       1.0832022825E-007
#    -51     4       2.0676948396E-007
#    -51     5       3.6366752965E-007
#    -51     6       2.8016366865E-006
#    -51     7       3.7251047220E-007
#    -51     8       1.4889107302E-006
#    -51     9       9.3383742531E-008
#    -51    10       3.3378823058E-006
#    -51    11       1.5193178077E-006
#    -51    12       1.9259587828E-005
#    -51    13       4.4480207918E-006
#    -51    14       1.4360054719E-005
#    -51    15       5.4695948520E-007
#    -51    16       1.3208141756E-005
#    -51    17       4.5999778112E-006
#    -51    18       3.0739589242E-005
#    -51    19       5.4953162004E-006
#    -51    20       1.8025982927E-005
#    -51    21       1.8002371933E-007
#    -51    22       9.1972574469E-006
#    -51    23       2.5600991560E-006
#    -51    24       9.7552201045E-006
#    -51    25       1.2454067757E-006
#    -51    26       3.3663736027E-006
#    -51    27       6.9041727993E-008
#    -50     1       2.7629959104E-006
