 Diffraction intensities for potential:gv5x5_06D10005.in                       
#    -28    13       7.2486137629E-006
#    -28    14       1.7933214317E-005
#    -28    15       5.6898817557E-006
#    -27     7       6.7711417375E-006
#    -27     8       5.8857497720E-008
#    -27     9       2.0661562137E-005
#    -27    10       3.9447646079E-006
#    -27    11       1.8831076864E-005
#    -27    12       1.2555171220E-005
#    -27    13       1.5496839497E-005
#    -27    14       6.9513016641E-006
#    -27    15       2.8283685566E-005
#    -27    16       1.3316737410E-005
#    -27    17       1.3793737544E-006
#    -27    18       5.0911360169E-006
#    -27    19       6.7725358837E-005
#    -27    20       1.4708018336E-005
#    -26     4       1.3578843789E-006
#    -26     5       6.2170656068E-006
#    -26     6       8.5356266219E-006
#    -26     7       7.3029493641E-006
#    -26     8       3.1601664734E-006
#    -26     9       3.5244270913E-006
#    -26    10       8.5116432816E-006
#    -26    11       1.9988789021E-005
#    -26    12       8.8641271590E-006
#    -26    13       4.2403394505E-006
#    -26    14       2.3258019949E-005
#    -26    15       2.6410984772E-006
#    -26    16       2.9790382999E-006
#    -26    17       2.1393704606E-005
#    -26    18       1.1248487796E-005
#    -26    19       8.6709441841E-005
#    -26    20       1.7879517619E-005
#    -26    21       1.0322122747E-005
#    -26    22       1.2002826106E-005
#    -25     2       6.7937728585E-006
#    -25     3       3.6094866318E-005
#    -25     4       4.3089731634E-006
#    -25     5       7.8349375034E-004
#    -25     6       5.2599501583E-006
#    -25     7       2.6801274539E-005
#    -25     8       2.7104521673E-006
#    -25     9       9.2315876531E-005
#    -25    10       6.1793508900E-004
#    -25    11       2.1455748691E-005
#    -25    12       3.4691310772E-005
#    -25    13       3.5663623823E-005
#    -25    14       2.4830475187E-005
#    -25    15       4.2994899557E-004
#    -25    16       6.3304494364E-006
#    -25    17       8.2394812283E-005
#    -25    18       4.8600485983E-005
#    -25    19       4.8993180631E-006
#    -25    20       2.8061003420E-004
#    -25    21       3.6543023999E-006
#    -25    22       1.0415245585E-004
#    -25    23       7.0124786892E-005
#    -24     0       2.4840391530E-005
#    -24     1       2.7396413799E-005
#    -24     2       2.5464946391E-005
#    -24     3       2.5867962199E-005
#    -24     4       2.2876679092E-006
#    -24     5       1.4745438699E-005
#    -24     6       1.9590700611E-005
#    -24     7       8.7503300966E-006
#    -24     8       2.0740829118E-005
#    -24     9       1.0611411348E-005
#    -24    10       2.9136388784E-005
#    -24    11       3.4437351924E-005
#    -24    12       1.7323887232E-005
#    -24    13       1.6135051247E-005
#    -24    14       2.0319798709E-005
#    -24    15       7.1815024261E-005
#    -24    16       1.6555333901E-004
#    -24    17       4.9120516650E-005
#    -24    18       4.7439627913E-005
#    -24    19       4.0132386399E-005
#    -24    20       3.8273005659E-005
#    -24    21       1.7011782566E-004
#    -24    22       5.1676250233E-005
#    -24    23       3.4010838061E-005
#    -24    24       6.9797856406E-005
#    -23    -2       5.7277793682E-005
#    -23    -1       3.9111426997E-005
