 Diffraction intensities for potential:gv5x5_10D10009.in                       
#    -28    13       5.3597887809E-006
#    -28    14       7.4016173432E-006
#    -28    15       1.4799372722E-005
#    -27     7       2.3190517473E-005
#    -27     8       3.0206749524E-005
#    -27     9       1.9205662437E-005
#    -27    10       3.2229299514E-005
#    -27    11       5.6005852738E-005
#    -27    12       1.1883379760E-006
#    -27    13       1.6073105786E-005
#    -27    14       1.6737298696E-005
#    -27    15       5.8438065187E-005
#    -27    16       1.7546640725E-004
#    -27    17       1.5373018066E-004
#    -27    18       8.8791894910E-006
#    -27    19       1.9546340656E-004
#    -27    20       3.7352767592E-006
#    -26     4       3.9022738406E-005
#    -26     5       3.1941387740E-007
#    -26     6       1.9786922321E-005
#    -26     7       8.3384799037E-005
#    -26     8       2.6973104525E-005
#    -26     9       3.3093456198E-005
#    -26    10       1.8122716359E-005
#    -26    11       5.9793465436E-005
#    -26    12       7.7037124234E-005
#    -26    13       1.6775407495E-004
#    -26    14       5.6932478349E-005
#    -26    15       3.1192999769E-005
#    -26    16       2.9657358882E-005
#    -26    17       9.3330520750E-005
#    -26    18       4.2342412584E-005
#    -26    19       1.4079433057E-004
#    -26    20       1.3814730371E-004
#    -26    21       5.9721461815E-006
#    -26    22       1.0474697356E-004
#    -25     2       1.4023604496E-004
#    -25     3       6.4736294546E-005
#    -25     4       1.1090486926E-005
#    -25     5       4.8482712034E-004
#    -25     6       1.6991171198E-004
#    -25     7       5.7709954730E-005
#    -25     8       2.3602693363E-004
#    -25     9       2.4068839880E-005
#    -25    10       8.2790271745E-004
#    -25    11       7.5870360466E-005
#    -25    12       6.6799477722E-005
#    -25    13       1.0397193493E-004
#    -25    14       7.0290797118E-005
#    -25    15       1.4162784609E-004
#    -25    16       1.8312004045E-005
#    -25    17       2.6977280288E-004
#    -25    18       2.6196580539E-004
#    -25    19       1.0502239687E-006
#    -25    20       1.6668753455E-004
#    -25    21       5.2245057510E-005
#    -25    22       3.2919767192E-005
#    -25    23       3.7016958044E-005
#    -24     0       6.3137132347E-005
#    -24     1       2.3498609986E-004
#    -24     2       3.9265712627E-005
#    -24     3       1.5102224500E-005
#    -24     4       1.7648296337E-005
#    -24     5       1.2287210411E-004
#    -24     6       2.6550765697E-004
#    -24     7       4.1972626211E-005
#    -24     8       2.5708510280E-005
#    -24     9       2.6609425707E-005
#    -24    10       1.3402825518E-005
#    -24    11       1.3067360616E-004
#    -24    12       1.7743041810E-004
#    -24    13       8.7951120287E-005
#    -24    14       7.9979179314E-006
#    -24    15       4.4977480527E-005
#    -24    16       7.0629117125E-005
#    -24    17       1.9907567076E-005
#    -24    18       3.7767024160E-004
#    -24    19       9.9027269377E-005
#    -24    20       1.2556814677E-006
#    -24    21       3.5687580485E-004
#    -24    22       2.5115052224E-005
#    -24    23       1.0512657805E-004
#    -24    24       1.2892349828E-004
#    -23    -2       5.7858622893E-005
#    -23    -1       1.5709758382E-004
#    -23     0       2.4060329785E-005
#    -23     1       6.1837483904E-005
#    -23     2       1.5221674517E-005
#    -23     3       1.8917949558E-004
#    -23     4       1.7653820857E-004
#    -23     5       1.9074077487E-004
#    -23     6       4.7856067688E-005
#    -23     7       3.6007122763E-006
#    -23     8       6.8339334340E-006
#    -23     9       1.4296598637E-004
#    -23    10       1.1851206337E-004
#    -23    11       3.7556170083E-005
#    -23    12       4.1461137584E-005
#    -23    13       1.8005955367E-004
#    -23    14       6.8026669422E-006
#    -23    15       1.5585154705E-005
#    -23    16       3.8513494715E-004
#    -23    17       2.0709877783E-004
#    -23    18       1.9307722842E-004
#    -23    19       2.5490760109E-004
#    -23    20       2.3047359844E-005
#    -23    21       2.6736228471E-004
#    -23    22       2.3861217412E-004
#    -23    23       6.3260003831E-005
#    -23    24       1.8309394818E-004
#    -23    25       4.0834294439E-005
#    -22    -4       4.2968747192E-006
#    -22    -3       5.6344129404E-005
#    -22    -2       2.1117138406E-004
#    -22    -1       1.0439905958E-004
#    -22     0       2.9024227782E-005
#    -22     1       6.8855467898E-005
#    -22     2       1.2170322656E-004
#    -22     3       2.1794479927E-004
#    -22     4       2.6816664413E-004
#    -22     5       1.5011729288E-005
#    -22     6       8.7212728638E-005
#    -22     7       2.1314652518E-005
#    -22     8       8.0249919315E-005
#    -22     9       3.6967636151E-006
#    -22    10       1.1235594520E-004
#    -22    11       1.0926540215E-004
#    -22    12       1.5545949562E-004
#    -22    13       1.7062660781E-004
#    -22    14       2.6552126565E-004
#    -22    15       5.2471885742E-006
#    -22    16       4.4335904157E-005
#    -22    17       2.9856590248E-004
#    -22    18       7.2595606716E-005
#    -22    19       3.5562266017E-004
#    -22    20       5.9094485840E-005
#    -22    21       2.1333405819E-004
#    -22    22       1.4895616910E-004
#    -22    23       2.3750941595E-005
#    -22    24       1.8902719929E-004
#    -22    25       2.0807995023E-006
#    -22    26       2.9706797931E-005
#    -21    -5       1.6119286358E-005
#    -21    -4       4.4675479799E-005
#    -21    -3       1.4967439293E-004
#    -21    -2       6.8196043515E-005
#    -21    -1       2.1499185572E-005
#    -21     0       2.1488628799E-005
#    -21     1       1.4811975526E-004
#    -21     2       4.0165638811E-004
#    -21     3       3.2956469384E-004
#    -21     4       2.5731224682E-005
#    -21     5       2.3179036899E-005
#    -21     6       1.1716554997E-004
#    -21     7       1.2990027075E-004
