 Diffraction intensities for potential:gv5x5_10D10006.in                       
#    -28    13       1.7733106087E-006
#    -28    14       5.3505750491E-006
#    -28    15       7.1969584017E-006
#    -27     7       6.0484444134E-006
#    -27     8       6.3488635367E-006
#    -27     9       4.4868653383E-005
#    -27    10       1.1581437716E-005
#    -27    11       1.0261276308E-005
#    -27    12       1.6524667999E-005
#    -27    13       8.4530259708E-006
#    -27    14       4.1512458318E-006
#    -27    15       1.7325538342E-005
#    -27    16       1.5739941591E-006
#    -27    17       1.2748638055E-005
#    -27    18       4.3980751557E-006
#    -27    19       2.9861754583E-006
#    -27    20       2.0525890618E-006
#    -26     4       8.5873870593E-005
#    -26     5       5.5348324230E-006
#    -26     6       1.4723521864E-005
#    -26     7       1.0568495956E-004
#    -26     8       3.6943972483E-006
#    -26     9       1.5137223193E-005
#    -26    10       3.7414734948E-005
#    -26    11       4.7193791298E-005
#    -26    12       7.4431122367E-007
#    -26    13       7.0921868690E-005
#    -26    14       1.0082350672E-005
#    -26    15       4.5745873695E-005
#    -26    16       2.0394837365E-005
#    -26    17       5.7728304641E-006
#    -26    18       2.1064796483E-006
#    -26    19       1.5391167637E-006
#    -26    20       1.2929564794E-005
#    -26    21       1.0369644597E-005
#    -26    22       1.2857926886E-007
#    -25     2       5.5085213837E-005
#    -25     3       2.8813962298E-005
#    -25     4       8.7324335448E-005
#    -25     5       7.0938188469E-004
#    -25     6       8.3070186598E-005
#    -25     7       2.6521406314E-005
#    -25     8       8.1286940144E-005
#    -25     9       1.3534658919E-005
#    -25    10       9.8696487461E-004
#    -25    11       1.5227678454E-005
#    -25    12       3.7573702661E-005
#    -25    13       7.1793938623E-005
#    -25    14       3.5504812521E-005
#    -25    15       3.0302428560E-004
#    -25    16       7.6812115245E-006
#    -25    17       1.6396950119E-005
#    -25    18       9.2005571061E-006
#    -25    19       2.0317618824E-006
#    -25    20       2.0904318319E-004
#    -25    21       9.9730916267E-006
#    -25    22       3.0300223855E-006
#    -25    23       3.6965843184E-005
#    -24     0       1.0997411864E-004
#    -24     1       2.7584640161E-004
#    -24     2       8.1889446664E-005
#    -24     3       1.5262534792E-004
#    -24     4       4.6975595639E-005
#    -24     5       3.3237365442E-005
#    -24     6       2.5186505235E-004
#    -24     7       3.0547108098E-005
#    -24     8       4.1979312800E-005
#    -24     9       1.0517723439E-004
#    -24    10       1.5835203788E-005
#    -24    11       6.9633635517E-006
#    -24    12       4.7082412305E-005
#    -24    13       8.1852582435E-005
#    -24    14       2.3229907256E-005
#    -24    15       5.3560926033E-006
#    -24    16       3.3473866614E-005
#    -24    17       9.5978088400E-005
#    -24    18       5.6801342209E-005
#    -24    19       6.7640194390E-007
#    -24    20       1.1785739392E-005
#    -24    21       1.8278096885E-005
#    -24    22       3.3229489710E-005
#    -24    23       1.1478369611E-005
#    -24    24       2.5753304209E-005
#    -23    -2       2.1069394199E-004
#    -23    -1       1.5626605662E-004
#    -23     0       1.1787677660E-005
#    -23     1       3.6324435161E-004
#    -23     2       4.5952529373E-005
#    -23     3       9.8626973404E-005
#    -23     4       1.3398709881E-004
#    -23     5       5.4850410231E-006
#    -23     6       1.2351651816E-004
#    -23     7       4.4761181826E-005
#    -23     8       5.0261016632E-005
#    -23     9       4.6334718786E-005
#    -23    10       3.9493134540E-005
#    -23    11       1.3303703529E-006
#    -23    12       3.9754154806E-004
#    -23    13       1.2721055210E-004
#    -23    14       2.7393248862E-005
#    -23    15       1.3636507333E-004
#    -23    16       1.9602508514E-005
#    -23    17       5.4192505014E-005
#    -23    18       4.6541680674E-005
#    -23    19       2.1994331826E-005
#    -23    20       8.6771086788E-006
#    -23    21       2.3026949084E-006
#    -23    22       5.2581366067E-006
#    -23    23       1.7575225130E-006
#    -23    24       1.6471518981E-005
#    -23    25       5.5316614456E-007
#    -22    -4       4.4542722383E-004
#    -22    -3       1.1730778411E-004
#    -22    -2       1.6217605741E-005
#    -22    -1       2.0497957491E-004
#    -22     0       7.1572281106E-005
#    -22     1       3.4717801759E-004
#    -22     2       1.0040562625E-004
#    -22     3       9.5628902538E-006
#    -22     4       1.6499712065E-004
#    -22     5       5.9268897479E-005
#    -22     6       1.8343990855E-005
#    -22     7       1.1152359590E-004
#    -22     8       3.1291047150E-005
#    -22     9       1.0335638498E-005
#    -22    10       2.0801127381E-005
#    -22    11       1.9620141837E-006
#    -22    12       8.5375363155E-005
#    -22    13       1.7104322419E-005
#    -22    14       2.5398648834E-005
#    -22    15       3.2720376245E-005
#    -22    16       1.3920802201E-005
