 Diffraction intensities for potential:_6x6_07D10030.in                        
#    -54    14       3.2947104392E-007
#    -54    15       2.8928094993E-007
#    -54    16       3.5367764980E-007
#    -54    17       1.9118228340E-007
#    -54    18       7.0878570500E-006
#    -54    19       1.1258032521E-006
#    -54    20       2.6479205646E-007
#    -53     9       4.4499202580E-007
#    -53    10       7.7698837534E-007
#    -53    11       2.7442563715E-008
#    -53    12       1.2101662219E-007
#    -53    13       3.0750147677E-008
#    -53    14       7.3455701507E-007
#    -53    15       6.4772788676E-007
#    -53    16       1.6855794147E-006
#    -53    17       5.4927566922E-008
#    -53    18       2.0031270297E-007
#    -53    19       5.8709085564E-008
#    -53    20       9.1781151981E-007
#    -53    21       9.9528679149E-007
#    -53    22       6.3645918537E-007
#    -53    23       3.5880362378E-008
#    -53    24       1.4243505150E-009
#    -52     6       1.4356994271E-007
#    -52     7       7.5438453050E-008
#    -52     8       1.9591760254E-007
#    -52     9       8.2507567267E-007
#    -52    10       1.4710572257E-007
#    -52    11       1.8046921874E-008
#    -52    12       2.4988193536E-007
#    -52    13       7.6014200994E-007
#    -52    14       7.1340543386E-007
#    -52    15       1.7008099794E-006
#    -52    16       1.9153561131E-007
#    -52    17       8.4251637839E-008
#    -52    18       2.1047906914E-007
#    -52    19       1.1695061490E-006
#    -52    20       1.1934395317E-006
#    -52    21       9.1694097995E-007
#    -52    22       4.2600796802E-007
#    -52    23       3.1125772271E-007
#    -52    24       3.1516408893E-008
#    -52    25       2.1356323502E-007
#    -52    26       7.1902089719E-007
#    -51     3       7.6723126632E-008
#    -51     4       5.3322839410E-009
#    -51     5       2.8479526509E-007
#    -51     6       1.2358579491E-006
#    -51     7       3.7585400155E-007
#    -51     8       2.5097099659E-007
#    -51     9       2.0721980424E-007
#    -51    10       8.5039264058E-008
#    -51    11       3.7408430261E-007
#    -51    12       4.0170004296E-006
#    -51    13       1.2114178163E-006
#    -51    14       5.8572771713E-007
#    -51    15       5.2749586760E-007
#    -51    16       6.0659624623E-007
#    -51    17       7.8002080512E-007
#    -51    18       4.3746036707E-006
#    -51    19       1.0570760684E-006
#    -51    20       5.6612829428E-007
#    -51    21       5.3742182959E-007
#    -51    22       1.2447762518E-007
#    -51    23       2.2897334662E-007
#    -51    24       7.9873884391E-007
#    -51    25       2.1696887892E-007
#    -51    26       2.0637370909E-007
#    -51    27       1.2769423959E-009
#    -50     1       1.0607982678E-008
#    -50     2       2.0353466025E-008
#    -50     3       3.7413417463E-007
#    -50     4       1.2201702974E-006
#    -50     5       5.0260291061E-007
#    -50     6       2.1574114125E-007
#    -50     7       1.0685836912E-007
#    -50     8       3.3066013206E-008
#    -50     9       1.5304832574E-006
#    -50    10       3.8348309287E-006
#    -50    11       1.2421538127E-006
#    -50    12       2.9519656106E-007
#    -50    13       1.1629980079E-006
#    -50    14       6.0631559511E-007
#    -50    15       4.6146176772E-006
#    -50    16       7.0076980421E-006
#    -50    17       1.3714995201E-006
#    -50    18       1.6368122027E-006
#    -50    19       1.3971052449E-006
#    -50    20       2.4094285594E-007
#    -50    21       1.5756421547E-006
#    -50    22       1.9589919508E-006
#    -50    23       1.7709069090E-007
#    -50    24       5.9318594127E-007
#    -50    25       4.4817679272E-007
#    -50    26       1.5538299358E-007
#    -50    27       4.1363914318E-007
