 Diffraction intensities for potential:_6x6_05D10004.in                        
#    -54    14       3.5679043346E-006
#    -54    15       5.2657573608E-006
#    -54    16       8.0733689658E-006
#    -54    17       3.0298182540E-006
#    -54    18       6.3877110042E-005
#    -54    19       5.7130561376E-006
#    -54    20       5.2603256287E-006
#    -53     9       3.8364114260E-006
#    -53    10       7.4705747023E-007
#    -53    11       7.6156364423E-007
#    -53    12       7.2192159014E-006
#    -53    13       7.1669785183E-007
#    -53    14       7.9602499062E-007
#    -53    15       9.2756283783E-006
#    -53    16       4.9641353687E-007
#    -53    17       8.7672690880E-007
#    -53    18       1.2569925327E-005
#    -53    19       8.3112652453E-007
#    -53    20       9.1552576843E-007
#    -53    21       6.4815185530E-006
#    -53    22       9.6723316907E-007
#    -53    23       3.4682859664E-007
#    -53    24       4.8363661981E-006
#    -52     6       1.4105680835E-006
#    -52     7       9.7866127708E-007
#    -52     8       2.3272626395E-006
#    -52     9       7.6171931946E-006
#    -52    10       3.0440581249E-006
#    -52    11       1.7517902678E-007
#    -52    12       1.6963792349E-006
#    -52    13       5.9368384757E-006
#    -52    14       9.6694126186E-006
#    -52    15       1.6704499577E-005
#    -52    16       4.9102669334E-006
#    -52    17       1.3066703961E-008
#    -52    18       4.0759317204E-006
#    -52    19       9.8796246289E-006
#    -52    20       1.5464806425E-005
#    -52    21       1.5899063032E-005
#    -52    22       3.0839081103E-006
#    -52    23       1.9572207451E-007
#    -52    24       6.3553101105E-007
#    -52    25       1.9093676698E-006
#    -52    26       4.0636368312E-006
#    -51     3       1.9499822947E-007
#    -51     4       7.9163546034E-007
#    -51     5       9.3009319553E-007
#    -51     6       8.2262484489E-008
#    -51     7       1.8264279481E-006
#    -51     8       1.3451811484E-006
#    -51     9       8.4729427651E-007
#    -51    10       1.9242659515E-006
#    -51    11       4.8920407908E-006
#    -51    12       1.0914726712E-006
#    -51    13       6.8427974484E-006
#    -51    14       1.4094773933E-005
#    -51    15       1.7699021956E-006
#    -51    16       8.5411445137E-006
#    -51    17       1.0796275979E-005
#    -51    18       8.6509149658E-007
#    -51    19       9.9457095391E-006
#    -51    20       7.8684519828E-006
#    -51    21       6.5968879737E-007
#    -51    22       5.2206064437E-006
#    -51    23       6.7677294741E-006
#    -51    24       1.5172852723E-006
#    -51    25       2.1414727447E-006
#    -51    26       8.3587424890E-008
#    -51    27       1.7584435358E-007
#    -50     1       1.1254454371E-006
#    -50     2       2.3039352412E-007
#    -50     3       2.7529640226E-007
#    -50     4       7.5190011872E-007
#    -50     5       4.2088860301E-006
#    -50     6       5.4470048013E-007
#    -50     7       4.9326524806E-007
#    -50     8       1.2705817649E-006
#    -50     9       1.3697629085E-006
#    -50    10       9.1856794543E-006
#    -50    11       2.1678356551E-005
#    -50    12       1.9679524927E-007
#    -50    13       4.1922876150E-006
#    -50    14       2.6468480535E-006
#    -50    15       9.6955769917E-006
#    -50    16       2.4139391915E-005
#    -50    17       3.3016767127E-005
#    -50    18       3.0111949302E-006
#    -50    19       5.0767048225E-006
#    -50    20       8.1040700968E-007
#    -50    21       6.1581956866E-006
#    -50    22       1.5165674172E-005
#    -50    23       7.3298516627E-006
#    -50    24       8.0917405866E-007
#    -50    25       1.8412327624E-006
#    -50    26       5.8557564238E-007
#    -50    27       1.8106412070E-006
#    -50    28       9.9690694937E-006
#    -49    -1       8.8459754113E-008
#    -49     0       1.6418726616E-006
#    -49     1       4.6482382734E-007
#    -49     2       1.5095323419E-007
#    -49     3       2.0432009840E-006
#    -49     4       1.4125278856E-006
#    -49     5       1.0066827314E-006
#    -49     6       3.7732979006E-006
#    -49     7       2.2335333785E-006
#    -49     8       9.2727601735E-007
#    -49     9       3.5362115292E-006
#    -49    10       1.7012015332E-006
#    -49    11       4.6428751260E-006
#    -49    12       1.9495640221E-005
#    -49    13       2.5374888270E-006
#    -49    14       3.0729054318E-006
#    -49    15       1.3339428909E-005
#    -49    16       1.1590152319E-006
#    -49    17       1.1339306352E-005
#    -49    18       2.0471496160E-005
#    -49    19       3.5509910813E-006
#    -49    20       1.1992162481E-006
#    -49    21       5.4740490168E-006
#    -49    22       2.9279938140E-009
#    -49    23       3.3054174122E-006
#    -49    24       3.7408021272E-006
#    -49    25       8.7492075722E-007
#    -49    26       2.4803960693E-006
#    -49    27       2.0276667838E-006
#    -49    28       2.9678739813E-006
#    -49    29       2.6044889499E-008
#    -48    -3       3.3200312374E-007
#    -48    -2       4.3484486485E-007
#    -48    -1       5.3717866220E-008
#    -48     0       5.3125122492E-006
#    -48     1       6.9622470662E-007
#    -48     2       8.7670920268E-007
#    -48     3       2.4810348751E-007
#    -48     4       1.4111848800E-006
#    -48     5       1.4140999930E-006
#    -48     6       1.9722429326E-006
#    -48     7       9.7115161932E-007
#    -48     8       6.4967673655E-007
#    -48     9       2.8302424793E-006
#    -48    10       3.5988906745E-006
#    -48    11       4.1045059883E-006
#    -48    12       7.9129461019E-006
#    -48    13       8.0230409827E-006
#    -48    14       7.4079461021E-006
#    -48    15       6.6356096083E-006
#    -48    16       9.2029979130E-006
#    -48    17       4.8609263453E-006
#    -48    18       3.2061626928E-005
#    -48    19       1.8516047198E-005
#    -48    20       1.2564366060E-005
#    -48    21       1.6038621182E-006
#    -48    22       1.0625522634E-005
#    -48    23       2.7072867101E-006
#    -48    24       1.4577739358E-005
#    -48    25       1.0325502937E-005
#    -48    26       4.2609160256E-006
#    -48    27       2.1041016750E-008
#    -48    28       9.8659693904E-007
#    -48    29       1.1564639265E-006
#    -48    30       4.6954752355E-007
#    -47    -4       4.9647146847E-008
#    -47    -3       5.8934880714E-007
#    -47    -2       1.4423440437E-007
#    -47    -1       9.5102504010E-007
#    -47     0       3.6721200189E-006
#    -47     1       6.3323913589E-008
#    -47     2       1.8042709371E-008
#    -47     3       3.5188886596E-008
#    -47     4       3.2006014063E-007
#    -47     5       6.7457239748E-007
#    -47     6       2.8580808669E-007
#    -47     7       1.3616060413E-006
#    -47     8       4.4980582259E-007
#    -47     9       5.6228308426E-006
#    -47    10       1.0293197096E-006
#    -47    11       9.9870010239E-007
#    -47    12       1.3059051137E-005
#    -47    13       2.3244782859E-006
#    -47    14       2.2339829994E-006
#    -47    15       2.2547532174E-005
#    -47    16       3.0827216009E-006
#    -47    17       1.7363172119E-006
#    -47    18       2.9284411379E-005
#    -47    19       7.2798188206E-007
#    -47    20       1.9958948133E-006
#    -47    21       1.5762522205E-005
#    -47    22       1.2102319311E-006
#    -47    23       1.0100414116E-006
#    -47    24       6.1009520090E-006
#    -47    25       8.9375544485E-007
#    -47    26       3.1772180371E-007
#    -47    27       2.4794624491E-006
#    -47    28       1.4708681024E-006
#    -47    29       1.8884098986E-007
#    -47    30       3.5947773731E-007
#    -47    31       1.7421324117E-007
#    -46    -6       2.8416691571E-007
#    -46    -5       4.9240337526E-007
#    -46    -4       9.8374703506E-007
#    -46    -3       1.6704106689E-006
#    -46    -2       4.7843473790E-007
#    -46    -1       4.4260184328E-007
