 Diffraction intensities for potential:gv5x5_06D10009.in                       
#    -28    13       1.9527093976E-005
#    -28    14       9.0600591462E-006
#    -28    15       7.2102841712E-006
#    -27     7       1.9865455446E-005
#    -27     8       9.1772847985E-006
#    -27     9       1.5775751624E-006
#    -27    10       6.1489421947E-006
#    -27    11       1.4489122195E-005
#    -27    12       2.5462112315E-005
#    -27    13       2.7192803230E-006
#    -27    14       1.2749658322E-005
#    -27    15       3.7373158841E-005
#    -27    16       7.6875940989E-006
#    -27    17       1.0692839972E-005
#    -27    18       3.8730224493E-006
#    -27    19       3.0225271531E-005
#    -27    20       8.4375596945E-006
#    -26     4       2.3106694315E-005
#    -26     5       1.4747697338E-005
#    -26     6       1.5832150751E-005
#    -26     7       2.6566708251E-005
#    -26     8       5.0332140605E-006
#    -26     9       1.1015354805E-005
#    -26    10       6.9152363131E-006
#    -26    11       1.2767654763E-005
#    -26    12       2.5549226373E-005
#    -26    13       6.8713705045E-006
#    -26    14       1.0535171649E-005
#    -26    15       3.1523893056E-005
#    -26    16       2.8303790180E-005
#    -26    17       2.6654856216E-006
#    -26    18       7.1732760402E-006
#    -26    19       4.3915806313E-005
#    -26    20       7.9030543097E-006
#    -26    21       4.9264398481E-006
#    -26    22       1.2540450948E-005
#    -25     2       1.3759123721E-005
#    -25     3       6.2154202751E-006
#    -25     4       1.1614407845E-005
#    -25     5       9.6630418872E-004
#    -25     6       1.9954465890E-005
#    -25     7       2.8823592036E-005
#    -25     8       1.0307289827E-005
#    -25     9       9.9929534669E-006
#    -25    10       1.1928361758E-003
#    -25    11       1.1793928879E-005
#    -25    12       3.5283733089E-005
#    -25    13       3.8447396939E-006
#    -25    14       3.6458433038E-005
#    -25    15       5.4524122370E-004
#    -25    16       1.2911557172E-005
#    -25    17       4.9173540790E-006
#    -25    18       6.4287852403E-005
#    -25    19       8.6417205475E-005
#    -25    20       1.7588199823E-004
#    -25    21       6.8287975852E-006
#    -25    22       6.2565745286E-006
#    -25    23       2.2148344203E-005
#    -24     0       1.7933630152E-005
#    -24     1       3.1616997771E-005
#    -24     2       7.3690932420E-006
#    -24     3       2.0615598580E-006
#    -24     4       4.2161870573E-005
#    -24     5       1.2895862708E-005
#    -24     6       5.7345315611E-006
#    -24     7       4.4880551032E-005
#    -24     8       1.4284697677E-005
#    -24     9       3.0078045768E-005
#    -24    10       7.9090703605E-006
#    -24    11       6.1434103609E-005
#    -24    12       5.9290704152E-005
#    -24    13       5.6342594215E-006
#    -24    14       3.7915191502E-005
#    -24    15       5.6827838059E-005
#    -24    16       9.5428919907E-005
#    -24    17       9.3040475003E-006
#    -24    18       5.2512681002E-005
#    -24    19       4.7381737930E-005
#    -24    20       2.6968765140E-005
#    -24    21       4.8684991875E-005
#    -24    22       2.3751955229E-005
#    -24    23       9.6036635460E-006
#    -24    24       7.3717426254E-006
#    -23    -2       1.3914094673E-005
#    -23    -1       1.6655272247E-006
#    -23     0       9.7196534677E-006
#    -23     1       6.0305777737E-005
#    -23     2       9.2363161821E-006
#    -23     3       5.2693437789E-006
#    -23     4       2.4850319535E-005
#    -23     5       4.1123183892E-005
#    -23     6       4.3880598405E-005
#    -23     7       4.8368726410E-005
#    -23     8       1.2714658565E-004
#    -23     9       1.6021035774E-005
#    -23    10       3.5237089432E-006
#    -23    11       5.4867803230E-005
#    -23    12       5.6760525165E-005
#    -23    13       7.7732270510E-005
#    -23    14       9.2628922312E-005
#    -23    15       1.3784834220E-004
#    -23    16       5.1705500785E-005
#    -23    17       1.8116602291E-005
#    -23    18       7.9446876615E-005
#    -23    19       1.1138114484E-004
#    -23    20       5.9827790743E-005
#    -23    21       1.5476743233E-005
#    -23    22       2.2733719717E-005
#    -23    23       7.7034082037E-006
#    -23    24       2.0562445933E-005
#    -23    25       1.0962406353E-005
#    -22    -4       2.0641808360E-007
#    -22    -3       6.4885691789E-006
#    -22    -2       9.3366358518E-006
#    -22    -1       1.5211319540E-005
#    -22     0       1.5056939657E-005
#    -22     1       4.2277767673E-005
#    -22     2       6.0938601581E-005
#    -22     3       1.4975661112E-005
#    -22     4       2.4909494523E-006
#    -22     5       2.9213093899E-005
#    -22     6       3.5976422443E-005
#    -22     7       2.2963552576E-005
#    -22     8       6.7487989646E-005
#    -22     9       5.1138929376E-005
#    -22    10       6.9636864963E-006
#    -22    11       7.1367466233E-005
#    -22    12       6.6598177693E-005
#    -22    13       1.6586293202E-005
#    -22    14       1.1066604262E-004
#    -22    15       2.4284374393E-004
#    -22    16       1.1775482256E-004
#    -22    17       1.8106082778E-005
#    -22    18       1.1209321093E-004
