 Diffraction intensities for potential:ga5x5_02D10006.in                       
#    -28    13       6.0231794161E-007
#    -28    14       1.2592448239E-005
#    -28    15       1.1187768722E-006
#    -27     7       1.5102158772E-005
#    -27     8       2.2330194763E-006
#    -27     9       4.9539565578E-006
#    -27    10       8.6219543176E-006
#    -27    11       4.2980722455E-006
#    -27    12       8.7330959796E-006
#    -27    13       3.7804826732E-006
#    -27    14       5.7618148579E-006
#    -27    15       4.2866516455E-006
#    -27    16       5.9487289823E-007
#    -27    17       2.0591679764E-006
#    -27    18       2.2664001141E-006
#    -27    19       1.7632730194E-006
#    -27    20       2.1180550898E-006
#    -26     4       8.7089431293E-006
#    -26     5       3.6659785010E-006
#    -26     6       5.8483167913E-006
#    -26     7       1.4442796236E-005
#    -26     8       2.0130818066E-005
#    -26     9       8.8525969020E-006
#    -26    10       2.5312809001E-005
#    -26    11       1.9113325596E-005
#    -26    12       9.1610300413E-006
#    -26    13       1.8244412231E-005
#    -26    14       7.1991963176E-006
#    -26    15       5.2194040698E-006
#    -26    16       3.8098940927E-006
#    -26    17       9.4828554978E-008
#    -26    18       3.9090826035E-006
#    -26    19       3.3752815758E-006
#    -26    20       1.4018240145E-006
#    -26    21       2.2039128682E-006
#    -26    22       2.5312370217E-006
#    -25     2       1.4887347895E-006
#    -25     3       4.3299942138E-006
#    -25     4       7.5957607953E-006
#    -25     5       8.7131270145E-004
#    -25     6       1.7499091181E-005
#    -25     7       3.3159944000E-005
#    -25     8       3.7405188444E-005
#    -25     9       2.5750259345E-005
#    -25    10       6.3302794470E-004
#    -25    11       2.4733933005E-005
#    -25    12       1.7112124229E-005
#    -25    13       9.9961965818E-006
#    -25    14       5.0812575230E-006
#    -25    15       4.5751777914E-004
#    -25    16       1.5881393134E-005
#    -25    17       4.5493635706E-007
#    -25    18       7.6432075777E-006
#    -25    19       4.7609990950E-006
#    -25    20       3.3681394137E-004
#    -25    21       4.5572953235E-007
#    -25    22       1.6983406780E-006
#    -25    23       4.2538213381E-006
#    -24     0       2.4506152948E-006
#    -24     1       7.3864851246E-006
#    -24     2       3.6679862728E-006
#    -24     3       3.3226829546E-006
#    -24     4       1.9074255059E-005
#    -24     5       1.1440612353E-005
#    -24     6       1.6999415791E-005
#    -24     7       5.1152647736E-005
#    -24     8       5.6477649633E-005
#    -24     9       1.9185923296E-005
#    -24    10       3.9074185324E-005
#    -24    11       3.6641160254E-005
#    -24    12       2.7965687601E-005
#    -24    13       9.8698674219E-006
#    -24    14       2.3252258722E-006
#    -24    15       1.0914148846E-005
#    -24    16       3.4108612197E-005
#    -24    17       6.8736383082E-006
#    -24    18       2.1940109846E-006
#    -24    19       1.0200029100E-005
#    -24    20       8.6822297301E-006
#    -24    21       3.3365285584E-006
#    -24    22       3.2612327160E-006
#    -24    23       5.6232113361E-006
#    -24    24       1.8848925961E-006
#    -23    -2       3.0741885277E-006
#    -23    -1       3.8275952610E-006
#    -23     0       2.2345982295E-006
#    -23     1       1.2067673179E-005
#    -23     2       2.3848720304E-006
#    -23     3       5.9072147412E-006
#    -23     4       4.2918807304E-005
#    -23     5       2.8906797382E-005
#    -23     6       1.4978085330E-005
#    -23     7       8.1069943014E-005
#    -23     8       8.8022146799E-005
