 Diffraction intensities for potential:ga5x5_09D10008.in                       
#    -28    13       1.3846209733E-004
#    -28    14       7.9891742940E-005
#    -28    15       3.7770186988E-005
#    -27     7       1.8581467423E-005
#    -27     8       1.8794704590E-004
#    -27     9       7.9271662872E-005
#    -27    10       4.1999068367E-005
#    -27    11       6.9318417582E-005
#    -27    12       8.3318033606E-005
#    -27    13       1.5400158909E-005
#    -27    14       6.2093301230E-005
#    -27    15       1.7554435975E-005
#    -27    16       1.4991136100E-004
#    -27    17       2.0996562277E-005
#    -27    18       2.8205368066E-006
#    -27    19       1.5019254873E-004
#    -27    20       4.9188104367E-005
#    -26     4       1.9031302880E-004
#    -26     5       5.4510333537E-007
#    -26     6       7.2428857343E-005
#    -26     7       3.9642840862E-005
#    -26     8       2.7739145171E-005
#    -26     9       4.7830938735E-005
#    -26    10       1.4538142647E-005
#    -26    11       9.6092828867E-006
#    -26    12       3.7700759358E-006
#    -26    13       1.9784807399E-004
#    -26    14       4.5300502639E-006
#    -26    15       4.4296452862E-005
#    -26    16       3.5576877952E-005
#    -26    17       6.9519524585E-005
#    -26    18       8.4772546115E-007
#    -26    19       1.2475734846E-005
#    -26    20       8.1534758331E-005
#    -26    21       5.6984819463E-006
#    -26    22       7.4595039946E-005
#    -25     2       6.5286541615E-004
#    -25     3       1.7826052148E-006
#    -25     4       6.5205897190E-005
#    -25     5       2.7518193226E-004
#    -25     6       3.8265093795E-005
#    -25     7       1.0866227172E-004
#    -25     8       1.3808411976E-005
#    -25     9       3.7270521970E-006
#    -25    10       5.8359415464E-004
#    -25    11       4.5191044374E-005
#    -25    12       1.2269177169E-004
#    -25    13       3.2232217401E-006
#    -25    14       3.2976755379E-005
#    -25    15       3.3852140379E-004
#    -25    16       3.7415728097E-005
#    -25    17       7.4649377811E-006
#    -25    18       5.7928949577E-005
#    -25    19       1.3303356365E-005
#    -25    20       1.4894586694E-004
#    -25    21       6.1952127690E-005
#    -25    22       2.6178491914E-007
#    -25    23       5.2820648882E-005
#    -24     0       2.9013789050E-005
#    -24     1       1.3470273454E-004
#    -24     2       1.2488060664E-004
#    -24     3       3.2653163760E-004
#    -24     4       4.2368017118E-004
#    -24     5       3.0652379482E-005
#    -24     6       2.5728418687E-004
#    -24     7       1.3387927700E-004
#    -24     8       2.6098424514E-005
#    -24     9       1.0612939488E-004
#    -24    10       5.6144750021E-005
#    -24    11       4.7952580539E-005
#    -24    12       1.1560545735E-004
#    -24    13       6.8263389430E-005
#    -24    14       2.6089354886E-005
#    -24    15       2.1622567371E-005
#    -24    16       2.5672209736E-005
#    -24    17       3.2956427669E-005
#    -24    18       4.2792391027E-005
#    -24    19       1.3477881958E-005
#    -24    20       6.9006545923E-007
#    -24    21       6.0660823788E-006
#    -24    22       6.2439467238E-005
#    -24    23       5.2005897527E-005
#    -24    24       3.3694465422E-005
#    -23    -2       1.0385433391E-004
#    -23    -1       6.1663996605E-005
#    -23     0       7.2095467652E-005
#    -23     1       3.7672876606E-005
#    -23     2       2.2442859198E-004
#    -23     3       2.9614665795E-005
#    -23     4       3.6021614773E-005
#    -23     5       3.1447988748E-005
#    -23     6       1.6972305308E-004
#    -23     7       3.4469681264E-004
#    -23     8       2.7871800242E-005
#    -23     9       3.4687166512E-005
#    -23    10       1.5865355993E-004
#    -23    11       3.5543787134E-004
#    -23    12       2.2409335259E-006
#    -23    13       2.2847206777E-005
#    -23    14       8.6144968817E-006
#    -23    15       1.3391378589E-005
#    -23    16       4.7843556858E-005
#    -23    17       4.4481543874E-006
#    -23    18       1.6805046436E-005
#    -23    19       1.2247610783E-004
#    -23    20       7.0015600231E-005
#    -23    21       7.6265953168E-005
#    -23    22       1.0890527993E-005
#    -23    23       6.1824611352E-005
#    -23    24       2.1047394534E-004
#    -23    25       1.1078256428E-004
#    -22    -4       2.4969211761E-005
#    -22    -3       1.4512201179E-005
#    -22    -2       1.7024401581E-004
#    -22    -1       4.7976659989E-005
#    -22     0       7.4480998063E-005
#    -22     1       2.1088266064E-005
#    -22     2       1.4078843830E-004
#    -22     3       3.5092080421E-004
#    -22     4       9.9690452428E-006
#    -22     5       5.0367362604E-005
#    -22     6       5.1524602025E-005
#    -22     7       1.2626772313E-005
#    -22     8       1.1448859229E-004
#    -22     9       1.5351695474E-004
#    -22    10       8.6576280755E-005
#    -22    11       6.6818347297E-006
#    -22    12       2.3182052359E-004
#    -22    13       1.8437774499E-005
