 Diffraction intensities for potential:_6x6_05D10023.in                        
#    -54    14       7.4406206816E-008
#    -54    15       5.1404215758E-006
#    -54    16       1.0174823645E-006
#    -54    17       3.1559782064E-006
#    -54    18       2.9512114376E-005
#    -54    19       1.3861263879E-006
#    -54    20       4.1247857284E-007
#    -53     9       2.2721813779E-006
#    -53    10       1.1857948294E-006
#    -53    11       2.1215469497E-007
#    -53    12       1.4030166342E-007
#    -53    13       2.8936221225E-006
#    -53    14       3.2732576087E-006
#    -53    15       3.4072990574E-006
#    -53    16       2.5651756664E-006
#    -53    17       8.4216275292E-007
#    -53    18       3.2540516883E-008
#    -53    19       6.5094887176E-006
#    -53    20       2.0399576521E-006
#    -53    21       2.1147588196E-006
#    -53    22       1.2040415373E-006
#    -53    23       6.0150357377E-007
#    -53    24       9.0134344594E-008
#    -52     6       6.5726339768E-007
#    -52     7       1.8966224249E-006
#    -52     8       1.4033460946E-006
#    -52     9       4.0247173715E-006
#    -52    10       2.9023819008E-006
#    -52    11       1.8691205683E-006
#    -52    12       2.2948983891E-006
#    -52    13       6.3145862747E-006
#    -52    14       4.7456571931E-006
#    -52    15       1.1012771771E-005
#    -52    16       1.0034456811E-005
#    -52    17       3.1704738448E-006
#    -52    18       3.5667350242E-006
#    -52    19       7.8670807578E-006
#    -52    20       5.7604949031E-006
#    -52    21       9.4294427031E-006
#    -52    22       5.1254072775E-006
#    -52    23       1.6415648305E-006
#    -52    24       2.0440260733E-006
#    -52    25       1.5470524982E-006
#    -52    26       2.1502853394E-006
#    -51     3       1.4171621731E-007
#    -51     4       4.2616191347E-007
#    -51     5       1.6910930783E-007
#    -51     6       2.5484995012E-006
#    -51     7       3.3463154680E-007
#    -51     8       1.8633561368E-006
#    -51     9       2.8026342430E-007
#    -51    10       1.7795191547E-006
#    -51    11       1.0490023583E-006
#    -51    12       1.0917506524E-005
#    -51    13       1.0765882552E-006
#    -51    14       4.9869187618E-006
#    -51    15       1.8441198026E-006
#    -51    16       4.5127859234E-006
#    -51    17       1.9383252917E-006
#    -51    18       1.1105727330E-005
#    -51    19       1.1484044552E-006
#    -51    20       3.8157637339E-006
#    -51    21       1.0813401476E-006
#    -51    22       1.5453320802E-006
#    -51    23       6.5172979570E-007
#    -51    24       2.9966963279E-006
#    -51    25       3.4503215517E-007
#    -51    26       3.7553716836E-007
#    -51    27       2.1279467704E-007
#    -50     1       1.7198998397E-007
#    -50     2       4.0535098279E-009
#    -50     3       4.5762847542E-007
#    -50     4       9.0697660677E-007
#    -50     5       2.1337045700E-006
#    -50     6       5.9408651683E-007
#    -50     7       6.0800319833E-007
#    -50     8       1.9364881172E-006
#    -50     9       4.8114538766E-006
#    -50    10       4.8191193568E-006
#    -50    11       8.2798719709E-006
#    -50    12       3.6390169057E-006
#    -50    13       4.9680614980E-006
#    -50    14       8.7888634484E-006
#    -50    15       1.7256093150E-005
#    -50    16       1.3461500257E-005
#    -50    17       1.4512617112E-005
#    -50    18       1.0915619224E-005
#    -50    19       4.8079681299E-006
#    -50    20       6.1369579418E-006
#    -50    21       9.2625187616E-006
#    -50    22       6.6507220944E-006
#    -50    23       3.5148277318E-006
#    -50    24       4.6981393439E-006
#    -50    25       1.0583169237E-006
#    -50    26       2.2301587351E-006
#    -50    27       1.9950213824E-006
#    -50    28       4.6824929579E-006
#    -49    -1       8.3348632121E-007
#    -49     0       6.4760333129E-008
#    -49     1       5.7357376131E-008
#    -49     2       2.5143180020E-007
#    -49     3       3.1230563151E-007
#    -49     4       1.0091700426E-006
#    -49     5       2.9539309820E-006
#    -49     6       1.9760894770E-007
#    -49     7       2.6790517538E-007
#    -49     8       1.4620231366E-006
#    -49     9       1.6823591564E-006
#    -49    10       3.7755086582E-006
#    -49    11       9.4067762532E-006
#    -49    12       2.1643272156E-007
#    -49    13       2.1768923505E-006
#    -49    14       4.9300797055E-006
#    -49    15       6.9416716831E-006
#    -49    16       5.5159897926E-006
#    -49    17       1.5918155069E-005
#    -49    18       7.7548228126E-008
#    -49    19       1.5755319573E-006
#    -49    20       5.1629949806E-007
#    -49    21       2.7353464828E-006
#    -49    22       1.6592470188E-006
#    -49    23       4.5543973206E-006
#    -49    24       1.9245704458E-007
#    -49    25       5.3347628105E-007
#    -49    26       5.1860032804E-007
#    -49    27       6.0284778232E-007
#    -49    28       1.4785199518E-006
#    -49    29       4.2603502890E-007
#    -48    -3       1.1492477614E-007
#    -48    -2       1.2745135772E-007
#    -48    -1       8.8295739017E-007
#    -48     0       4.9714737755E-006
#    -48     1       1.5391984998E-008
#    -48     2       4.6480782580E-008
#    -48     3       1.8803237382E-007
#    -48     4       2.0790759736E-007
#    -48     5       1.3516968811E-006
#    -48     6       2.5818130259E-005
#    -48     7       1.5728593972E-006
#    -48     8       1.1443115794E-007
#    -48     9       2.4305354439E-006
#    -48    10       8.0394558074E-007
#    -48    11       2.9630870323E-006
#    -48    12       6.5104251526E-005
