 Diffraction intensities for potential:ga5x5_04D10001.in                       
#    -28    13       5.2577866330E-006
#    -28    14       1.2030617206E-005
#    -28    15       2.2973545233E-006
#    -27     7       5.3856755253E-006
#    -27     8       1.7757696177E-006
#    -27     9       3.3617906595E-006
#    -27    10       1.0695615189E-005
#    -27    11       6.8316692715E-006
#    -27    12       2.8248620002E-006
#    -27    13       6.0720987902E-006
#    -27    14       8.4771572544E-006
#    -27    15       2.6938702031E-005
#    -27    16       2.5018747686E-005
#    -27    17       6.0625743245E-006
#    -27    18       4.6807940100E-006
#    -27    19       1.2280690703E-005
#    -27    20       6.9599932215E-006
#    -26     4       1.2732123216E-005
#    -26     5       5.0032763317E-006
#    -26     6       5.5938127759E-007
#    -26     7       1.7209268083E-005
#    -26     8       1.2674831678E-005
#    -26     9       9.8595715771E-006
#    -26    10       2.5718093512E-006
#    -26    11       8.5980251259E-006
#    -26    12       3.1801943521E-005
#    -26    13       7.6186779342E-005
#    -26    14       4.3372218784E-005
#    -26    15       2.2766752781E-005
#    -26    16       2.1416190360E-005
#    -26    17       2.9067031327E-005
#    -26    18       9.8163752152E-006
#    -26    19       1.7042116240E-006
#    -26    20       5.7855199899E-006
#    -26    21       6.9505352940E-006
#    -26    22       8.5060966728E-006
#    -25     2       1.0143663161E-006
#    -25     3       5.9597920136E-006
#    -25     4       1.9092682635E-005
#    -25     5       9.9146527410E-004
#    -25     6       2.1337865724E-005
#    -25     7       3.0292717229E-006
#    -25     8       2.5200337635E-005
#    -25     9       3.3374079376E-005
#    -25    10       9.4281059722E-004
#    -25    11       8.2565943578E-006
#    -25    12       8.0234406266E-006
#    -25    13       4.1800865376E-005
#    -25    14       4.7259987547E-005
#    -25    15       2.0321372269E-004
#    -25    16       2.8119956155E-005
#    -25    17       2.1058887209E-005
#    -25    18       5.2295161435E-005
#    -25    19       8.0328680299E-006
#    -25    20       3.4951553323E-004
#    -25    21       9.5473793222E-007
#    -25    22       4.9075068626E-006
#    -25    23       1.2082162274E-006
#    -24     0       6.2838943159E-006
#    -24     1       2.2468115512E-005
#    -24     2       2.4415379282E-005
#    -24     3       1.3811553812E-005
#    -24     4       2.5751768452E-005
#    -24     5       1.4676231380E-005
#    -24     6       8.8144548540E-005
#    -24     7       2.5507611490E-005
#    -24     8       1.0143480463E-005
#    -24     9       8.8576532683E-006
#    -24    10       4.0799947241E-005
#    -24    11       1.0737177620E-004
#    -24    12       5.3359504128E-005
#    -24    13       2.7736091833E-005
#    -24    14       5.6186199123E-005
#    -24    15       4.4178737092E-005
#    -24    16       3.4495555807E-005
#    -24    17       8.0690277673E-006
#    -24    18       7.6025994352E-006
#    -24    19       2.6556334767E-005
#    -24    20       1.3640475786E-005
#    -24    21       5.4098233411E-006
#    -24    22       1.9530013036E-006
#    -24    23       2.5758069198E-006
#    -24    24       3.0414857227E-006
#    -23    -2       5.7965544560E-006
#    -23    -1       2.1989252998E-005
#    -23     0       4.8867853481E-005
#    -23     1       1.0015856452E-005
#    -23     2       3.1843538308E-005
#    -23     3       6.2316934841E-005
#    -23     4       2.8907356878E-005
#    -23     5       3.5229792495E-005
#    -23     6       6.2968818910E-006
#    -23     7       1.1605350075E-004
#    -23     8       7.6833206458E-005
#    -23     9       4.1016376687E-005
#    -23    10       3.6698230534E-005
#    -23    11       5.1163066194E-005
#    -23    12       1.1419252533E-004
#    -23    13       6.2084322734E-005
#    -23    14       4.3939261317E-005
#    -23    15       5.5765265225E-005
#    -23    16       5.2849409617E-005
#    -23    17       2.6704998888E-005
#    -23    18       2.4887271778E-006
#    -23    19       1.8861784132E-006
#    -23    20       2.6677911726E-006
#    -23    21       4.4919194266E-006
#    -23    22       4.0133128920E-006
#    -23    23       3.2350094409E-006
#    -23    24       3.4468544989E-006
#    -23    25       2.1480635558E-007
#    -22    -4       2.8389160914E-005
#    -22    -3       5.9083719099E-006
#    -22    -2       1.5425563904E-005
#    -22    -1       2.5227297702E-005
#    -22     0       5.2986685561E-005
#    -22     1       2.8742356705E-005
#    -22     2       4.9774210817E-005
#    -22     3       4.7155818276E-005
#    -22     4       2.9563814209E-005
#    -22     5       1.0487185703E-004
#    -22     6       1.8362288624E-005
#    -22     7       2.0029871627E-005
#    -22     8       9.8536697433E-005
#    -22     9       7.3173992254E-005
#    -22    10       1.0413629464E-004
