 Diffraction intensities for potential:ga5x5_01D10003.in                       
#    -28    13       3.2893524199E-007
#    -28    14       4.3106009774E-006
#    -28    15       1.6426950428E-006
#    -27     7       1.1129180138E-006
#    -27     8       5.8022608088E-007
#    -27     9       1.5027173509E-006
#    -27    10       9.2588898645E-007
#    -27    11       2.0873393362E-006
#    -27    12       2.2827275589E-006
#    -27    13       1.8287382329E-006
#    -27    14       2.3603655507E-006
#    -27    15       9.9361098839E-007
#    -27    16       3.1237036543E-006
#    -27    17       6.6949284906E-006
#    -27    18       4.0872793387E-006
#    -27    19       4.5052530474E-006
#    -27    20       3.6648690253E-006
#    -26     4       1.2466204684E-006
#    -26     5       1.5637530136E-006
#    -26     6       1.3384003161E-006
#    -26     7       8.3742898596E-007
#    -26     8       3.8659710124E-006
#    -26     9       2.2913846687E-007
#    -26    10       5.3853265600E-007
#    -26    11       1.8505622130E-006
#    -26    12       4.1606946244E-006
#    -26    13       8.0347202650E-006
#    -26    14       9.1428869802E-006
#    -26    15       6.9272877079E-006
#    -26    16       9.3801383836E-006
#    -26    17       4.6404249489E-006
#    -26    18       1.6137754294E-006
#    -26    19       6.5238359335E-006
#    -26    20       7.6309493747E-006
#    -26    21       1.8617771680E-006
#    -26    22       4.9181484495E-006
#    -25     2       9.7386202611E-008
#    -25     3       1.8605505608E-006
#    -25     4       1.3884870380E-006
#    -25     5       7.7910299378E-004
#    -25     6       4.4058478899E-007
#    -25     7       2.4104851333E-007
#    -25     8       1.8059540764E-008
#    -25     9       7.4961121194E-007
#    -25    10       9.1991262584E-004
#    -25    11       5.7022450158E-006
#    -25    12       9.0200359245E-006
#    -25    13       1.2611881315E-005
#    -25    14       1.5772720637E-005
#    -25    15       6.3484468404E-004
#    -25    16       1.3826319337E-005
#    -25    17       1.3485106793E-005
#    -25    18       1.1266056544E-005
#    -25    19       1.2543648455E-005
#    -25    20       3.9413263668E-004
#    -25    21       1.0525645407E-005
#    -25    22       4.8606652405E-006
#    -25    23       3.4292843430E-006
#    -24     0       2.0421131697E-007
#    -24     1       6.7896079910E-007
#    -24     2       1.8623062431E-006
#    -24     3       3.9959297234E-006
#    -24     4       2.5221321069E-006
#    -24     5       2.8947532251E-006
#    -24     6       6.3956100838E-007
#    -24     7       1.1491592141E-006
#    -24     8       1.2816721187E-006
#    -24     9       8.4943940164E-007
#    -24    10       4.6080649854E-006
#    -24    11       1.2820107491E-005
#    -24    12       1.8735941613E-005
#    -24    13       2.3245842666E-005
#    -24    14       2.7407140561E-005
#    -24    15       2.6944686798E-005
#    -24    16       2.5931018505E-005
#    -24    17       2.5464966716E-005
#    -24    18       1.9855937452E-005
#    -24    19       2.2679197051E-005
#    -24    20       2.2612104246E-005
#    -24    21       8.8643151799E-006
#    -24    22       9.8035903250E-006
#    -24    23       7.7218131419E-006
#    -24    24       4.8921151849E-006
#    -23    -2       1.1167092778E-007
#    -23    -1       6.6816747321E-007
#    -23     0       1.5783656093E-006
#    -23     1       1.9041670237E-006
#    -23     2       2.3163223819E-006
