 Diffraction intensities for potential:_5x5_04D10008.in                        
#    -45    11       8.6708528803E-006
#    -45    12       2.8697824469E-007
#    -45    13       2.7921281379E-008
#    -45    14       7.9594055284E-005
#    -45    15       1.9112271319E-004
#    -45    16       1.1172874471E-004
#    -44     7       6.0888678564E-005
#    -44     8       1.5979078247E-005
#    -44     9       1.4184037182E-005
#    -44    10       1.5389895541E-005
#    -44    11       1.1138206029E-005
#    -44    12       9.6813296372E-005
#    -44    13       2.1454757884E-005
#    -44    14       1.8155737709E-005
#    -44    15       1.9654206166E-005
#    -44    16       3.8698713977E-005
#    -44    17       8.6830372609E-005
#    -44    18       1.7399254976E-005
#    -44    19       5.1475680064E-006
#    -44    20       8.9141165233E-007
#    -43     4       2.0590029599E-006
#    -43     5       1.2927355979E-005
#    -43     6       5.0075381255E-005
#    -43     7       9.2460177473E-005
#    -43     8       1.6156786697E-005
#    -43     9       2.1282573280E-006
#    -43    10       2.6112826688E-005
#    -43    11       1.8148440064E-004
#    -43    12       2.4109979570E-004
#    -43    13       2.2352571287E-005
#    -43    14       7.7200119277E-006
#    -43    15       1.2137080361E-005
#    -43    16       1.9057422655E-004
#    -43    17       2.0793493842E-004
#    -43    18       2.6698716042E-005
#    -43    19       4.6039680442E-006
#    -43    20       2.2630291382E-005
#    -43    21       1.1013712432E-004
#    -43    22       1.2930190959E-004
#    -42     2       1.1897212865E-005
#    -42     3       9.0199897845E-005
#    -42     4       6.0458052714E-005
#    -42     5       5.0734643734E-006
#    -42     6       1.1277832552E-006
#    -42     7       1.6641793977E-005
#    -42     8       1.6132068034E-004
#    -42     9       1.6578674424E-004
#    -42    10       2.4970446924E-005
#    -42    11       3.0061522875E-007
#    -42    12       1.7534538487E-005
#    -42    13       3.2968068131E-004
#    -42    14       2.8471521373E-004
#    -42    15       3.2327954280E-005
#    -42    16       3.3053479738E-006
#    -42    17       1.5645139653E-005
#    -42    18       3.0852900497E-004
#    -42    19       3.0069114968E-004
#    -42    20       1.9849746548E-005
#    -42    21       8.5170993513E-007
#    -42    22       1.9331601106E-005
#    -42    23       8.8077197244E-005
#    -41     0       6.5336857133E-006
#    -41     1       1.4607036973E-006
#    -41     2       3.6168534918E-006
#    -41     3       7.7447824606E-005
#    -41     4       1.1974194739E-005
#    -41     5       1.7541585098E-005
#    -41     6       5.2241744434E-006
#    -41     7       2.2107153697E-005
#    -41     8       9.7749858176E-005
#    -41     9       3.0409149746E-005
#    -41    10       1.0199298611E-005
#    -41    11       1.7488135776E-005
#    -41    12       4.6980583250E-005
#    -41    13       2.5995228553E-004
#    -41    14       6.3994705957E-005
#    -41    15       4.3025323792E-005
#    -41    16       7.3541986268E-005
#    -41    17       4.5805448620E-005
#    -41    18       2.4720846379E-004
#    -41    19       3.3710266445E-005
#    -41    20       4.7771292660E-005
#    -41    21       5.8437286258E-005
#    -41    22       6.6417244876E-005
#    -41    23       1.4198714271E-004
#    -41    24       2.5342686658E-005
#    -40    -2       4.9886669734E-006
#    -40    -1       1.2726148830E-005
#    -40     0       2.4146006233E-004
#    -40     1       7.8334042250E-005
#    -40     2       6.2740184732E-007
#    -40     3       6.0599717958E-007
#    -40     4       1.0492871586E-004
#    -40     5       2.3465028652E-004
#    -40     6       8.9761388717E-005
#    -40     7       4.3835995902E-006
#    -40     8       6.2607297815E-006
#    -40     9       1.0956027557E-004
#    -40    10       4.8544279406E-004
#    -40    11       2.0096946250E-004
#    -40    12       1.0028366675E-005
#    -40    13       5.7441829094E-006
#    -40    14       3.3544253004E-004
#    -40    15       6.7593039690E-004
#    -40    16       3.0892359164E-004
#    -40    17       4.7908624239E-006
#    -40    18       9.7221486676E-006
#    -40    19       2.6727157881E-004
#    -40    20       4.6278948917E-004
#    -40    21       1.8577210151E-004
#    -40    22       8.8825703780E-006
#    -40    23       1.6967921310E-006
#    -40    24       1.2893926327E-004
#    -40    25       1.5435368529E-004
#    -39    -4       1.1141091480E-005
#    -39    -3       5.5793976619E-005
#    -39    -2       2.8208404670E-006
#    -39    -1       1.5478287700E-005
#    -39     0       7.1172646555E-006
#    -39     1       1.6010013552E-005
#    -39     2       7.7897673064E-005
#    -39     3       1.4461234936E-005
#    -39     4       2.4284060339E-005
#    -39     5       1.6317769963E-005
#    -39     6       4.0186210210E-005
#    -39     7       1.5577560657E-004
#    -39     8       4.1382641698E-005
#    -39     9       3.4083178395E-005
#    -39    10       2.9740807541E-005
#    -39    11       6.2116903949E-005
#    -39    12       2.6793264049E-004
#    -39    13       4.5177870781E-005
#    -39    14       4.6195666060E-005
#    -39    15       6.2621062735E-005
#    -39    16       8.5726108034E-005
#    -39    17       3.6539412946E-004
#    -39    18       1.0506200593E-004
#    -39    19       1.8326530699E-005
#    -39    20       1.6438945455E-005
#    -39    21       5.0486276289E-005
#    -39    22       1.6048461148E-004
#    -39    23       6.9425217106E-005
#    -39    24       1.0066598060E-004
#    -39    25       2.7520375505E-005
#    -39    26       5.2535945114E-005
#    -38    -5       7.8453688464E-006
#    -38    -4       6.6746441153E-005
#    -38    -3       1.2512689789E-004
#    -38    -2       1.1191070028E-005
#    -38    -1       6.3689292236E-007
#    -38     0       1.1204986974E-005
#    -38     1       9.9925257024E-005
#    -38     2       1.6171112564E-004
#    -38     3       2.1567843005E-005
#    -38     4       5.2900419204E-006
#    -38     5       2.6122957670E-005
#    -38     6       2.2711162199E-004
#    -38     7       2.4552388752E-004
#    -38     8       2.2056548093E-005
#    -38     9       1.9448966042E-007
#    -38    10       4.9899127136E-005
#    -38    11       4.0118005207E-004
#    -38    12       4.4213872355E-004
#    -38    13       6.2513188023E-005
#    -38    14       2.1031537586E-005
#    -38    15       3.8251138674E-005
#    -38    16       4.9069858512E-004
#    -38    17       5.2872836113E-004
#    -38    18       8.4437799291E-005
#    -38    19       3.3676844835E-006
#    -38    20       5.6700859533E-005
#    -38    21       3.8457636346E-004
#    -38    22       4.2694709178E-004
#    -38    23       4.1697990755E-005
#    -38    24       4.8246532206E-006
#    -38    25       1.8922384696E-005
#    -38    26       1.5904376357E-004
#    -37    -7       9.0044404234E-005
#    -37    -6       3.4406720180E-005
#    -37    -5       2.9564829796E-006
#    -37    -4       1.1387540561E-006
#    -37    -3       1.2530989325E-005
#    -37    -2       1.3448520588E-004
#    -37    -1       9.4469269084E-005
#    -37     0       6.8135979544E-006
#    -37     1       5.1655317916E-006
#    -37     2       1.2423384529E-005
#    -37     3       2.5696254189E-004
