 Diffraction intensities for potential:gv5x5_02D10007.in                       
#    -28    13       8.1382358721E-007
#    -28    14       3.0643132697E-006
#    -28    15       1.9430294269E-006
#    -27     7       2.5454265057E-007
#    -27     8       1.1111172456E-006
#    -27     9       1.3462565613E-006
#    -27    10       4.6703595507E-007
#    -27    11       1.5937846784E-006
#    -27    12       1.2832512113E-006
#    -27    13       3.1940153407E-006
#    -27    14       4.3448807624E-006
#    -27    15       1.5447938206E-006
#    -27    16       1.7188942002E-006
#    -27    17       4.0572129534E-006
#    -27    18       1.9542779731E-006
#    -27    19       1.7935309988E-006
#    -27    20       5.1487462353E-007
#    -26     4       1.4096924174E-006
#    -26     5       1.4326165758E-006
#    -26     6       7.1643340771E-007
#    -26     7       1.7536541698E-006
#    -26     8       2.1554660969E-006
#    -26     9       2.2214822030E-008
#    -26    10       3.4025679954E-006
#    -26    11       3.3448634369E-006
#    -26    12       1.0803235050E-006
#    -26    13       8.7300265563E-006
#    -26    14       5.3810244295E-006
#    -26    15       2.2763520151E-006
#    -26    16       1.6069572582E-006
#    -26    17       1.8466946055E-006
#    -26    18       2.6418847943E-006
#    -26    19       5.4865192853E-006
#    -26    20       8.7150248088E-007
#    -26    21       1.2132977666E-007
#    -26    22       1.9392602122E-006
#    -25     2       2.8048462681E-006
#    -25     3       1.7810092407E-006
#    -25     4       5.4091745876E-007
#    -25     5       8.0492949270E-004
#    -25     6       2.4531542387E-006
#    -25     7       2.2438235693E-006
#    -25     8       2.5158585253E-006
#    -25     9       8.9492682677E-007
#    -25    10       9.8460719347E-004
#    -25    11       4.2812076597E-007
#    -25    12       5.1205961341E-007
#    -25    13       7.1156322586E-006
#    -25    14       1.1113159136E-005
#    -25    15       3.8855597313E-004
#    -25    16       1.4690311744E-006
#    -25    17       1.3818467644E-005
#    -25    18       6.9799809991E-006
#    -25    19       4.8111956393E-006
#    -25    20       2.9725486302E-004
#    -25    21       9.9137848740E-007
#    -25    22       1.3120772710E-006
#    -25    23       1.4713718474E-006
#    -24     0       9.0187734702E-007
#    -24     1       2.9055384191E-006
#    -24     2       2.6616036067E-006
#    -24     3       3.7467588119E-006
#    -24     4       3.5234411400E-007
#    -24     5       7.9046756672E-007
#    -24     6       3.1332202149E-006
#    -24     7       3.1209344417E-006
#    -24     8       1.5863935617E-006
#    -24     9       2.9129772934E-006
#    -24    10       3.3231352103E-006
#    -24    11       2.2071220516E-007
#    -24    12       4.5892485227E-006
