 Diffraction intensities for potential:ga5x5_04D10005.in                       
#    -28    13       1.4552223246E-006
#    -28    14       2.5560331121E-005
#    -28    15       3.6711785451E-006
#    -27     7       5.3057198011E-006
#    -27     8       1.7270922356E-007
#    -27     9       6.0856356684E-006
#    -27    10       2.2766788090E-006
#    -27    11       1.0303707867E-006
#    -27    12       1.3483575233E-005
#    -27    13       6.4989454794E-006
#    -27    14       5.0075799101E-007
#    -27    15       3.0980506554E-005
#    -27    16       1.2456796164E-005
#    -27    17       8.0531673408E-006
#    -27    18       2.5303496281E-005
#    -27    19       5.9276330561E-006
#    -27    20       1.8152344057E-005
#    -26     4       1.5700722547E-006
#    -26     5       1.4538426322E-006
#    -26     6       7.8096911882E-006
#    -26     7       2.5140123835E-006
#    -26     8       2.5862279296E-006
#    -26     9       3.9289111467E-006
#    -26    10       1.1287620576E-005
#    -26    11       2.8538206485E-006
#    -26    12       2.7660739509E-006
#    -26    13       6.3283411924E-005
#    -26    14       1.0059455093E-005
#    -26    15       3.4657169322E-005
#    -26    16       1.2488420661E-005
#    -26    17       4.8565844828E-005
#    -26    18       7.3892398281E-005
#    -26    19       2.1539381638E-005
#    -26    20       4.5565081350E-006
#    -26    21       2.7320306807E-007
#    -26    22       2.6587835700E-005
#    -25     2       2.9279319374E-006
#    -25     3       1.9333166752E-006
#    -25     4       7.6731182482E-006
#    -25     5       8.0183165651E-004
#    -25     6       2.8868037344E-007
#    -25     7       8.4035665218E-006
#    -25     8       1.2674514737E-005
#    -25     9       2.3935857884E-005
#    -25    10       9.8330610234E-004
#    -25    11       1.4804029941E-005
#    -25    12       2.5469562938E-005
#    -25    13       3.3204063665E-005
#    -25    14       9.7364836624E-005
#    -25    15       1.5409090153E-004
#    -25    16       7.3154810142E-005
#    -25    17       1.4599089014E-005
#    -25    18       3.3581669723E-006
#    -25    19       3.7316497947E-005
#    -25    20       4.8804729045E-004
#    -25    21       1.0813809150E-005
#    -25    22       2.7596455196E-006
#    -25    23       1.0710854598E-006
#    -24     0       2.6464933564E-006
#    -24     1       4.3959773195E-006
#    -24     2       6.0831303904E-008
#    -24     3       6.7636004077E-006
#    -24     4       2.4295882130E-006
#    -24     5       2.0707077049E-006
#    -24     6       3.6682655391E-006
#    -24     7       1.9951991029E-005
#    -24     8       6.0403616408E-005
