 Diffraction intensities for potential:_5x5_05D10009.in                        
#    -45    11       5.9643308985E-007
#    -45    12       5.0843149384E-005
#    -45    13       1.1188169582E-004
#    -45    14       1.8967785563E-007
#    -45    15       3.7611988379E-004
#    -45    16       3.0247807215E-005
#    -44     7       1.2457417346E-005
#    -44     8       1.1999309024E-005
#    -44     9       2.1347662868E-006
#    -44    10       5.2811634411E-006
#    -44    11       1.4600266504E-005
#    -44    12       5.3909771635E-005
#    -44    13       3.2421738901E-005
#    -44    14       8.9868773433E-006
#    -44    15       7.4980869598E-006
#    -44    16       4.1177159830E-005
#    -44    17       2.6888023014E-005
#    -44    18       1.5253846768E-005
#    -44    19       1.5115956025E-005
#    -44    20       1.0145144614E-006
#    -43     4       1.0876000733E-005
#    -43     5       3.3717482568E-005
#    -43     6       6.7792763044E-005
#    -43     7       1.1343259297E-005
#    -43     8       1.4778097895E-004
#    -43     9       1.8819933208E-005
#    -43    10       7.5026941617E-005
#    -43    11       2.3440994727E-004
#    -43    12       8.6030698585E-005
#    -43    13       1.9757135247E-004
#    -43    14       2.9961458675E-005
#    -43    15       6.7562976349E-005
#    -43    16       2.2701894414E-004
#    -43    17       6.3859054847E-005
#    -43    18       1.1719792169E-004
#    -43    19       4.7218594211E-005
#    -43    20       6.8696176125E-005
#    -43    21       7.5296493952E-005
#    -43    22       5.5202422742E-005
#    -42     2       7.3532197962E-005
#    -42     3       1.0628493880E-005
#    -42     4       9.1120453999E-005
#    -42     5       1.2020481719E-005
#    -42     6       4.0255114342E-006
#    -42     7       1.1260077700E-004
#    -42     8       5.4254485445E-005
#    -42     9       2.4500827039E-004
#    -42    10       1.0445673694E-004
#    -42    11       3.8169335006E-005
#    -42    12       1.8333818839E-004
#    -42    13       1.3459143984E-004
#    -42    14       3.1473058489E-004
#    -42    15       7.0478619017E-005
#    -42    16       1.8778480630E-005
#    -42    17       1.6542816471E-004
#    -42    18       8.2106714698E-005
#    -42    19       4.3694313360E-004
#    -42    20       1.0228032347E-004
#    -42    21       3.3989595748E-005
#    -42    22       1.5581373273E-004
#    -42    23       3.3963516160E-005
#    -41     0       5.5697368017E-006
#    -41     1       3.2691277822E-006
#    -41     2       1.1373382016E-005
#    -41     3       3.9126727802E-005
#    -41     4       1.4638372193E-005
#    -41     5       9.0229268227E-006
#    -41     6       8.5719782555E-006
#    -41     7       2.4172907466E-005
#    -41     8       9.1828900068E-005
#    -41     9       4.6564595472E-005
#    -41    10       2.5768396737E-005
#    -41    11       2.4108485257E-006
#    -41    12       6.2701129888E-005
#    -41    13       1.3239655231E-004
#    -41    14       4.8918534183E-005
#    -41    15       4.1588206614E-005
#    -41    16       2.3769624163E-005
#    -41    17       9.2365245025E-005
#    -41    18       8.9972958386E-005
#    -41    19       3.8130348299E-005
#    -41    20       1.9112825306E-005
#    -41    21       2.9630308200E-005
#    -41    22       4.7020341311E-005
#    -41    23       5.5122951532E-005
#    -41    24       2.9246047199E-005
#    -40    -2       7.2781058278E-005
#    -40    -1       3.3787939396E-006
#    -40     0       4.0272179817E-004
#    -40     1       5.0101202374E-006
#    -40     2       8.3463190306E-005
#    -40     3       4.2070042621E-005
#    -40     4       7.8276297641E-006
#    -40     5       2.8103379532E-004
#    -40     6       5.8868882983E-006
#    -40     7       1.9582482498E-004
#    -40     8       2.4759421740E-004
#    -40     9       8.1755619333E-006
#    -40    10       9.4059629211E-004
#    -40    11       2.9500777707E-005
#    -40    12       3.8587379731E-004
#    -40    13       4.0087151876E-004
#    -40    14       2.3794031183E-005
#    -40    15       1.0724237568E-003
#    -40    16       4.9869220436E-005
#    -40    17       3.2272791144E-004
#    -40    18       5.0756841824E-004
#    -40    19       2.2299655871E-005
#    -40    20       7.6361510998E-004
#    -40    21       1.3557468550E-005
#    -40    22       1.8865189847E-004
#    -40    23       2.4468538885E-004
#    -40    24       9.7796454120E-006
#    -40    25       3.8580214185E-004
#    -39    -4       1.0750903991E-005
#    -39    -3       1.0507493816E-005
#    -39    -2       1.1132716083E-005
#    -39    -1       4.8853039921E-006
#    -39     0       9.9755134029E-006
#    -39     1       2.3776805966E-005
#    -39     2       2.1800022352E-005
#    -39     3       1.5951853732E-005
#    -39     4       1.8500728945E-006
#    -39     5       2.9603673916E-005
#    -39     6       3.0580082214E-005
#    -39     7       7.1750328764E-005
#    -39     8       4.9188988700E-005
#    -39     9       5.1929185018E-006
#    -39    10       2.8721519832E-005
#    -39    11       5.3642435242E-005
#    -39    12       1.6177780867E-004
#    -39    13       7.5470853823E-005
#    -39    14       4.4471281241E-005
#    -39    15       4.5938679429E-005
#    -39    16       1.0098519592E-004
#    -39    17       1.0602522082E-004
#    -39    18       1.0449043753E-004
#    -39    19       1.1401263693E-005
#    -39    20       2.8666858526E-005
#    -39    21       5.7821761970E-005
#    -39    22       1.5749867249E-004
#    -39    23       1.3388408773E-004
#    -39    24       3.1710101779E-005
#    -39    25       5.9382180903E-005
#    -39    26       1.2095659122E-005
#    -38    -5       3.3591128735E-005
#    -38    -4       8.9752150081E-005
#    -38    -3       3.9200334236E-005
#    -38    -2       8.3078798144E-005
#    -38    -1       2.3432615936E-005
#    -38     0       7.3123587630E-005
#    -38     1       1.1219726381E-004
#    -38     2       3.3914471444E-005
#    -38     3       1.4970099915E-004
#    -38     4       3.0021223375E-005
#    -38     5       7.8365648331E-005
#    -38     6       2.4212996957E-004
#    -38     7       6.4858920389E-005
#    -38     8       1.7041841591E-004
#    -38     9       4.2640986592E-005
#    -38    10       1.2724971538E-004
#    -38    11       5.6844319795E-004
#    -38    12       1.5979376271E-004
#    -38    13       5.4508366538E-004
#    -38    14       7.2664704092E-005
#    -38    15       1.8019926072E-004
#    -38    16       5.5592730048E-004
#    -38    17       1.6027392796E-004
#    -38    18       4.6083059916E-004
#    -38    19       4.0413147110E-005
#    -38    20       1.5522714953E-004
#    -38    21       5.1072436542E-004
#    -38    22       2.4992657127E-004
#    -38    23       4.8356646606E-004
#    -38    24       1.0671490520E-004
#    -38    25       1.1254533319E-004
#    -38    26       1.7697628740E-004
#    -37    -7       1.2657196641E-005
#    -37    -6       6.7002247934E-005
#    -37    -5       1.1895818963E-005
#    -37    -4       1.4516670466E-005
#    -37    -3       4.1366123714E-005
#    -37    -2       2.1428101341E-005
