 Diffraction intensities for potential:pot10003.in                             
#     -1    -6       7.7730974497E-016
#     -1    -5       1.5821322754E-015
#     -1    -4       2.4146206495E-015
#     -1    -3       8.0110374923E-015
#     -1    -2       1.1160115308E-014
#     -1    -1       1.4894926006E-015
#     -1     0       3.3024178350E-015
#     -1     1       6.5940831269E-015
#     -1     2       2.9049251837E-016
#     -1     3       3.0024605050E-016
#      0    -6       1.1372864784E-002
#      0    -5       5.0411110287E-002
#      0    -4       1.4794715796E-001
#      0    -3       8.6749045496E-004
#      0    -2       1.9047041543E-002
#      0    -1       4.5387641636E-002
#      0     0       4.3772553272E-002
#      0     1       9.5043383731E-003
#      0     2       7.0298194414E-002
#      1    -5       1.3678384308E-015
#      1    -4       1.3260825341E-015
#      1    -3       1.0113089100E-014
#      1    -2       1.0847934853E-014
#      1    -1       2.8216721382E-014
#      1     0       1.7765479809E-014
#      2    -4       2.5898483076E-016
#      2    -3       7.4347834212E-016
#      2    -2       4.9168321819E-015
#     -6     0       6.3366166803E-003
#     -6     1       3.6870654556E-003
#     -6     2       3.4993004189E-002
#     -6     3       6.4524693148E-002
#     -5    -1       2.2969608021E-015
#     -5     0       3.9501655865E-014
#     -5     1       3.2623179421E-013
#     -5     2       1.7328633226E-013
#     -5     3       7.5836617433E-015
#     -5     4       1.6020674003E-014
#     -4    -2       4.0578676288E-013
#     -4    -1       3.7667511072E-013
#     -4     0       2.1374759892E-013
#     -4     1       5.7925510987E-014
#     -4     2       8.6863796228E-013
#     -4     3       5.4656531018E-013
#     -4     4       5.0769695009E-014
#     -3    -3       1.3126444066E-002
#     -3    -2       3.6643940699E-002
#     -3    -1       1.1413005532E-001
#     -3     0       5.0203878932E-002
#     -3     1       1.9096534137E-002
#     -3     2       8.0920420932E-002
#     -3     3       5.6530274572E-003
#     -2    -3       1.4011781084E-013
#     -2    -2       1.1531464385E-013
#     -2    -1       2.9263595151E-013
#     -2     0       1.2586320602E-012
#     -2     1       6.1057102854E-013
#     -2     2       3.8799541522E-013
#     -2     3       8.2834152952E-014
#     -1    -4       6.3676738046E-013
#     -1    -3       1.6498707145E-012
#     -1    -2       1.4965464165E-013
#     -1    -1       4.9009083163E-013
#     -1     0       4.4156510912E-014
#     -1     1       4.3066914670E-013
#     -1     2       1.2878866946E-012
#      0    -4       1.9143293121E-002
#      0    -3       1.3650823606E-001
#      0    -2       7.9552679745E-002
#      0    -1       1.2005264316E-002
#      0     0       2.5602319728E-001
#      0     1       6.7454196879E-002
#      1    -3       1.3823941424E-013
#      1    -2       4.4140080548E-013
#      1    -1       6.6181601873E-013
#      1     0       6.6773868541E-014
