 Diffraction intensities for potential:_5x5_03D10005.in                        
#    -45    11       4.6445855628E-007
#    -45    12       4.5751711256E-005
#    -45    13       7.6396122161E-005
#    -45    14       3.4014425297E-005
#    -45    15       1.0571315453E-004
#    -45    16       3.3337920899E-005
#    -44     7       6.2214364631E-007
#    -44     8       1.3995891029E-005
#    -44     9       2.3233740278E-005
#    -44    10       1.8110172397E-006
#    -44    11       1.9809989304E-005
#    -44    12       6.5801577563E-006
#    -44    13       1.4500879159E-005
#    -44    14       2.6482251210E-005
#    -44    15       9.2585848942E-006
#    -44    16       4.3558159131E-005
#    -44    17       1.9918645069E-006
#    -44    18       2.0209898103E-005
#    -44    19       1.2365797679E-005
#    -44    20       1.8617921509E-005
#    -43     4       1.3216698572E-005
#    -43     5       1.0817291692E-005
#    -43     6       3.2547210111E-005
#    -43     7       2.4317572034E-006
#    -43     8       8.8932613668E-005
#    -43     9       2.9984506776E-005
#    -43    10       5.6003425497E-005
#    -43    11       1.4068541236E-004
#    -43    12       1.4815175845E-005
#    -43    13       1.0421725299E-004
#    -43    14       5.3298271799E-005
#    -43    15       4.1373505739E-005
#    -43    16       9.7092611209E-005
#    -43    17       6.2647124763E-006
#    -43    18       1.7078152170E-004
#    -43    19       8.1727962103E-005
#    -43    20       4.8622762626E-005
#    -43    21       4.5432124950E-005
#    -43    22       1.8251048145E-005
#    -42     2       4.3710051461E-005
#    -42     3       3.3306566184E-006
#    -42     4       3.5743125089E-005
#    -42     5       1.3330285070E-005
#    -42     6       5.5704542079E-006
#    -42     7       5.2095896742E-005
#    -42     8       7.0839598449E-006
#    -42     9       1.1436904564E-004
#    -42    10       6.4444296744E-005
#    -42    11       5.9475190596E-005
#    -42    12       2.0177863330E-004
#    -42    13       1.9246512221E-005
#    -42    14       1.4509132148E-004
#    -42    15       5.3350216024E-005
#    -42    16       5.2338023834E-005
#    -42    17       1.2588978252E-004
#    -42    18       1.2663202935E-005
#    -42    19       1.7690944178E-004
#    -42    20       6.1000358983E-005
#    -42    21       4.8787613689E-005
#    -42    22       1.2119259680E-004
#    -42    23       9.6591179265E-007
#    -41     0       3.2701051108E-006
#    -41     1       2.2138980427E-005
#    -41     2       6.4776148269E-006
#    -41     3       1.0123186630E-006
#    -41     4       1.7652114483E-005
#    -41     5       7.6544441658E-006
#    -41     6       1.4614466951E-005
#    -41     7       3.1530349111E-005
#    -41     8       4.9367039587E-006
#    -41     9       6.0541636686E-005
#    -41    10       7.1416726689E-006
#    -41    11       8.3492076785E-005
#    -41    12       7.1419427317E-005
#    -41    13       2.2061616121E-005
#    -41    14       6.9470782714E-005
#    -41    15       6.3584594925E-006
#    -41    16       4.5374899390E-005
#    -41    17       4.6372715984E-005
#    -41    18       1.6656133605E-005
#    -41    19       6.9978886194E-005
#    -41    20       3.2333444098E-005
#    -41    21       2.9940787210E-005
#    -41    22       7.8383363459E-005
#    -41    23       1.8223433874E-006
#    -41    24       7.3895206494E-005
#    -40    -2       4.5777031456E-005
#    -40    -1       1.7122733243E-005
#    -40     0       1.2144625442E-004
#    -40     1       2.3036391229E-005
#    -40     2       9.4001911372E-005
#    -40     3       4.3405070090E-005
#    -40     4       2.1813573781E-005
#    -40     5       1.0801564131E-004
#    -40     6       2.1965534754E-005
#    -40     7       1.6441035579E-004
#    -40     8       1.6183005397E-004
#    -40     9       2.5876495048E-005
#    -40    10       3.4776851776E-004
#    -40    11       4.6565167396E-005
#    -40    12       2.6083356700E-004
#    -40    13       2.7921758460E-004
#    -40    14       1.2276767254E-004
#    -40    15       3.0585665064E-004
#    -40    16       8.1753346631E-005
#    -40    17       2.3962164615E-004
#    -40    18       2.5586523685E-004
#    -40    19       6.3977512037E-005
#    -40    20       2.1620361762E-004
#    -40    21       5.7613217184E-005
#    -40    22       5.5389558830E-005
#    -40    23       1.5095045102E-004
#    -40    24       3.8809074271E-005
#    -40    25       1.6211549647E-004
#    -39    -4       1.3226026336E-005
#    -39    -3       2.0564999419E-006
#    -39    -2       8.3081063842E-006
#    -39    -1       1.2787728850E-005
#    -39     0       2.0486642963E-006
#    -39     1       2.4790969120E-005
#    -39     2       2.8686435303E-006
#    -39     3       1.4274709361E-005
#    -39     4       2.3642575035E-005
#    -39     5       5.7750609643E-006
#    -39     6       4.7797123097E-005
#    -39     7       9.8654673191E-006
#    -39     8       3.1314844404E-005
#    -39     9       4.7465887058E-005
#    -39    10       8.0831801599E-006
#    -39    11       9.5609772701E-005
#    -39    12       1.0717806196E-005
#    -39    13       7.0267473418E-005
#    -39    14       9.0382052862E-005
#    -39    15       2.7662027098E-005
#    -39    16       1.2479623612E-004
#    -39    17       9.0052454488E-006
#    -39    18       8.9405525280E-005
#    -39    19       7.6766759997E-005
#    -39    20       3.3958359603E-005
#    -39    21       9.8611086970E-005
#    -39    22       1.8653078497E-005
#    -39    23       6.2320188501E-005
#    -39    24       6.2706009088E-005
#    -39    25       1.6717376483E-006
#    -39    26       2.6482954546E-005
#    -38    -5       1.4257756307E-005
#    -38    -4       4.0214990359E-005
#    -38    -3       4.1505218511E-006
#    -38    -2       1.0562908427E-004
#    -38    -1       2.7623766808E-005
#    -38     0       1.7463797237E-005
#    -38     1       5.4099057189E-005
#    -38     2       2.8953297584E-006
#    -38     3       1.2465960598E-004
#    -38     4       4.3486648785E-005
#    -38     5       5.4997567823E-005
#    -38     6       1.0772790217E-004
#    -38     7       1.0712825237E-005
#    -38     8       1.2500094622E-004
#    -38     9       5.9676267827E-005
#    -38    10       8.7737647222E-005
#    -38    11       2.5047811387E-004
#    -38    12       1.6818773251E-005
#    -38    13       3.4351064460E-004
#    -38    14       1.4987439558E-004
#    -38    15       1.4437524650E-004
#    -38    16       2.5007179825E-004
#    -38    17       1.8293407768E-005
#    -38    18       4.4260377392E-004
#    -38    19       9.8588892422E-005
#    -38    20       1.0431071402E-004
#    -38    21       2.3599358235E-004
#    -38    22       2.6687145731E-005
#    -38    23       2.2493575196E-004
#    -38    24       2.0053619535E-004
#    -38    25       4.4416346370E-005
#    -38    26       6.5521322045E-005
#    -37    -7       5.7881541418E-006
#    -37    -6       3.8737467369E-005
#    -37    -5       8.3801326848E-006
#    -37    -4       1.7221819484E-005
#    -37    -3       3.4880419640E-005
#    -37    -2       7.2592738421E-006
#    -37    -1       4.2859101499E-005
#    -37     0       2.4283210300E-005
#    -37     1       1.9029798734E-005
#    -37     2       7.0426773551E-005
#    -37     3       9.7994198866E-006
#    -37     4       1.3736529113E-004
#    -37     5       7.5015392459E-005
#    -37     6       4.3440189362E-005
#    -37     7       1.5564367493E-004
#    -37     8       1.3501731795E-005
#    -37     9       1.6213208015E-004
#    -37    10       8.1385112435E-005
#    -37    11       1.0586683282E-004
#    -37    12       2.8495568876E-004
#    -37    13       1.7814625042E-005
#    -37    14       2.8073530672E-004
#    -37    15       1.1479607704E-004
#    -37    16       9.0464318570E-005
#    -37    17       2.2625871136E-004
#    -37    18       1.1364865566E-005
#    -37    19       2.4031644581E-004
#    -37    20       9.9866187207E-005
