 Diffraction intensities for potential:gv5x5_02D10009.in                       
#    -28    13       8.4753564848E-007
#    -28    14       3.5929456137E-007
#    -28    15       6.0242795805E-008
#    -27     7       1.3272269006E-006
#    -27     8       1.0263257820E-007
#    -27     9       1.6112776735E-006
#    -27    10       3.7990641679E-008
#    -27    11       1.4385810532E-007
#    -27    12       3.4389228178E-007
#    -27    13       1.2787521339E-007
#    -27    14       3.8664643839E-007
#    -27    15       4.1260386137E-008
#    -27    16       2.9942407860E-007
#    -27    17       2.7922021045E-007
#    -27    18       1.8234711706E-006
#    -27    19       2.5692613011E-009
#    -27    20       2.4017209474E-006
#    -26     4       2.5177620159E-006
#    -26     5       1.6246494999E-007
#    -26     6       1.4396177258E-006
#    -26     7       3.7056549005E-006
#    -26     8       3.3912585023E-007
#    -26     9       3.0049085389E-006
#    -26    10       1.5254272197E-006
#    -26    11       4.9351006420E-007
#    -26    12       1.9799529330E-006
#    -26    13       8.0384096073E-007
#    -26    14       3.5795592051E-007
#    -26    15       1.9220692632E-006
#    -26    16       7.4210308203E-009
#    -26    17       1.4406275853E-006
#    -26    18       2.2108672423E-007
#    -26    19       2.4972420140E-006
#    -26    20       1.7706632862E-006
#    -26    21       1.0857847311E-007
#    -26    22       1.8656818955E-006
#    -25     2       4.4767150732E-006
#    -25     3       1.0171340914E-006
#    -25     4       3.2656424088E-006
#    -25     5       7.5700318686E-004
#    -25     6       1.8018104317E-006
#    -25     7       1.2030900478E-006
#    -25     8       2.7538715403E-006
#    -25     9       2.8270315340E-006
#    -25    10       8.7127900860E-004
#    -25    11       1.8790867610E-006
#    -25    12       2.9323915830E-006
#    -25    13       1.1112063153E-008
#    -25    14       4.1491208239E-006
#    -25    15       3.6974815929E-004
#    -25    16       1.4895657749E-006
#    -25    17       1.2096055012E-005
#    -25    18       5.3542918848E-007
#    -25    19       5.6656417977E-006
#    -25    20       2.9271465480E-004
#    -25    21       3.1718820509E-006
#    -25    22       4.5666561421E-006
#    -25    23       3.1223070200E-006
#    -24     0       1.3405309314E-006
#    -24     1       2.6709718667E-006
#    -24     2       4.7257824072E-006
#    -24     3       9.0638482987E-008
#    -24     4       8.1053968276E-006
#    -24     5       1.4080485944E-006
#    -24     6       5.5803771759E-006
#    -24     7       5.6047464331E-006
#    -24     8       4.4519466988E-006
#    -24     9       6.6189539609E-006
#    -24    10       1.2388977403E-006
#    -24    11       4.5932257355E-006
#    -24    12       5.8612817462E-006
#    -24    13       1.3299398781E-006
#    -24    14       6.7668435543E-006
#    -24    15       2.0827103362E-006
#    -24    16       7.8607908114E-006
#    -24    17       5.4089789646E-006
#    -24    18       2.4870416391E-006
#    -24    19       7.8038970062E-006
#    -24    20       8.9734666835E-007
#    -24    21       4.9790169288E-006
#    -24    22       3.7481845655E-008
#    -24    23       6.1469537297E-006
#    -24    24       3.9410509845E-007
#    -23    -2       3.3930132155E-006
#    -23    -1       3.4232074854E-006
#    -23     0       7.4316251974E-007
#    -23     1       4.5535462732E-006
#    -23     2       4.6611920093E-006
#    -23     3       1.3057139232E-006
#    -23     4       9.9663239568E-006
#    -23     5       5.0161756506E-008
#    -23     6       1.1323296099E-005
#    -23     7       5.0354456614E-006
#    -23     8       3.3488823347E-006
#    -23     9       1.0260233017E-005
#    -23    10       1.4758662990E-006
#    -23    11       8.2284427213E-006
#    -23    12       4.8579477788E-006
#    -23    13       3.3760772249E-006
#    -23    14       8.1936397580E-006
#    -23    15       5.1595429074E-008
#    -23    16       1.0709451509E-005
#    -23    17       5.8322170369E-007
#    -23    18       1.3024513909E-005
#    -23    19       3.4086485125E-006
#    -23    20       5.4451045691E-006
#    -23    21       6.7826200082E-006
#    -23    22       1.5901983246E-006
#    -23    23       3.1937197146E-006
#    -23    24       8.8749181921E-007
#    -23    25       7.0371363987E-006
#    -22    -4       6.1224365183E-007
#    -22    -3       1.8272454089E-006
#    -22    -2       5.7398316704E-007
#    -22    -1       3.4241559297E-006
#    -22     0       1.6334554077E-006
#    -22     1       3.1584541879E-006
#    -22     2       3.5504656283E-006
#    -22     3       1.8200415807E-006
