 Diffraction intensities for potential:gv5x5_08D10001.in                       
#    -28    13       7.0421489786E-005
#    -28    14       4.3692645958E-005
#    -28    15       1.4357510149E-005
#    -27     7       8.9115419705E-006
#    -27     8       8.3018583338E-005
#    -27     9       4.9319596282E-005
#    -27    10       4.7809416383E-005
#    -27    11       2.7138614298E-004
#    -27    12       5.0995258745E-006
#    -27    13       7.6023093502E-005
#    -27    14       7.6615028746E-006
#    -27    15       6.3908840798E-006
#    -27    16       6.9475314409E-006
#    -27    17       4.3760468059E-006
#    -27    18       8.2842711602E-006
#    -27    19       1.4511972558E-005
#    -27    20       7.0258246337E-007
#    -26     4       1.0363346404E-004
#    -26     5       6.3954618740E-005
#    -26     6       1.6825367739E-004
#    -26     7       1.7970381469E-004
#    -26     8       7.6016105879E-006
#    -26     9       4.3514665913E-005
#    -26    10       6.1541944604E-005
#    -26    11       1.2254746125E-004
#    -26    12       5.1470757519E-005
#    -26    13       8.9352946575E-005
#    -26    14       4.4123550112E-005
#    -26    15       6.6572990756E-005
#    -26    16       5.0197762578E-005
#    -26    17       4.3169215130E-005
#    -26    18       1.2795843735E-005
#    -26    19       5.5688239256E-006
#    -26    20       1.0453839185E-005
#    -26    21       4.2336882076E-006
#    -26    22       2.4318324546E-006
#    -25     2       4.5937602697E-005
#    -25     3       1.1871478910E-004
#    -25     4       1.5486551380E-004
#    -25     5       5.2008534470E-004
#    -25     6       9.8230663327E-005
#    -25     7       1.2904291423E-005
#    -25     8       2.7224814761E-004
#    -25     9       2.9404496600E-005
#    -25    10       4.0046287710E-004
#    -25    11       8.0302551754E-005
#    -25    12       3.6333115268E-005
#    -25    13       8.6457910482E-005
#    -25    14       3.2717929933E-005
#    -25    15       3.4356536574E-004
#    -25    16       4.0405788391E-005
#    -25    17       9.0361214085E-005
#    -25    18       3.9225718952E-005
#    -25    19       3.1157184782E-005
#    -25    20       3.9548758344E-004
#    -25    21       1.1389659254E-005
#    -25    22       9.0535223604E-006
#    -25    23       9.8377043685E-006
#    -24     0       1.9141373468E-004
#    -24     1       8.5684058040E-005
#    -24     2       2.5141586392E-004
#    -24     3       8.4919582670E-005
#    -24     4       8.6900001535E-005
#    -24     5       1.5615720361E-004
#    -24     6       2.7208298081E-004
#    -24     7       5.6051807022E-005
#    -24     8       3.8546902207E-005
#    -24     9       5.7281329204E-006
#    -24    10       1.6546444918E-004
#    -24    11       5.8261739735E-005
#    -24    12       2.2166944790E-005
#    -24    13       8.6521795513E-005
#    -24    14       1.1580913177E-004
#    -24    15       5.2365472668E-005
#    -24    16       8.4366260223E-006
#    -24    17       3.4687702666E-005
#    -24    18       3.4178447776E-005
#    -24    19       4.2468272421E-005
#    -24    20       5.0349082029E-005
#    -24    21       5.6501850044E-005
#    -24    22       4.4565759528E-005
#    -24    23       2.7661231617E-005
#    -24    24       7.0782496162E-007
#    -23    -2       5.9304850315E-005
#    -23    -1       1.0521880398E-004
#    -23     0       2.5157813584E-004
#    -23     1       7.9189797257E-006
#    -23     2       3.4767351325E-004
#    -23     3       2.1292694977E-004
#    -23     4       1.4773001330E-004
#    -23     5       5.3965195442E-006
#    -23     6       2.1451646074E-004
#    -23     7       1.1216085190E-004
#    -23     8       1.6680692657E-004
#    -23     9       2.1485885506E-004
#    -23    10       8.5332860115E-005
#    -23    11       1.1982958428E-004
#    -23    12       2.7462808390E-004
#    -23    13       4.3539248687E-005
#    -23    14       6.3330985993E-005
#    -23    15       2.1431985551E-005
#    -23    16       5.2230887730E-005
#    -23    17       8.4984804670E-005
#    -23    18       2.6514258411E-005
#    -23    19       1.6575034054E-005
#    -23    20       9.1517485624E-005
#    -23    21       5.4885944812E-005
#    -23    22       1.8631212363E-005
#    -23    23       3.6119107089E-005
#    -23    24       6.0109851168E-005
#    -23    25       2.1031644742E-005
#    -22    -4       3.5959368487E-005
#    -22    -3       1.6419723531E-004
#    -22    -2       6.2015836077E-006
#    -22    -1       1.0577467925E-004
#    -22     0       3.8581881613E-004
#    -22     1       7.0090443907E-005
#    -22     2       2.1689026831E-004
#    -22     3       1.8078547532E-005
#    -22     4       2.9472417937E-004
#    -22     5       3.8569276254E-004
#    -22     6       8.2067904892E-005
#    -22     7       1.0995623913E-005
#    -22     8       1.2202363838E-004
#    -22     9       6.0926141785E-006
#    -22    10       1.4782939739E-004
#    -22    11       2.5893030685E-004
#    -22    12       7.8882675628E-005
#    -22    13       6.6734796909E-005
#    -22    14       4.1015701034E-004
#    -22    15       1.9338151645E-005
#    -22    16       9.4023481320E-005
#    -22    17       5.6747331486E-005
#    -22    18       3.3949706644E-005
#    -22    19       2.1298709848E-005
#    -22    20       3.5795966661E-005
#    -22    21       6.0388304211E-007
#    -22    22       5.2042259527E-005
#    -22    23       3.7200605008E-005
#    -22    24       8.8447438540E-006
#    -22    25       3.4669134710E-005
#    -22    26       1.9528584315E-005
#    -21    -5       3.4846028010E-006
#    -21    -4       7.4781831906E-005
#    -21    -3       1.6401461333E-004
#    -21    -2       8.8418196237E-005
#    -21    -1       3.4630248646E-004
#    -21     0       3.7570356375E-005
#    -21     1       1.2026342527E-004
#    -21     2       4.0907347335E-004
#    -21     3       3.0626926521E-004
#    -21     4       8.1520859396E-006
#    -21     5       1.3391026065E-004
#    -21     6       5.2728024679E-005
#    -21     7       9.7415935679E-005
#    -21     8       4.6746019692E-004
#    -21     9       5.6348678359E-005
#    -21    10       1.1768862651E-004
#    -21    11       9.4219275010E-005
#    -21    12       1.5949039707E-004
#    -21    13       2.7333514520E-005
#    -21    14       4.6324964369E-005
#    -21    15       1.5033413147E-005
#    -21    16       1.7499287756E-004
#    -21    17       6.2627015990E-005
#    -21    18       2.8695813129E-005
#    -21    19       9.4596775869E-005
#    -21    20       5.2155136982E-005
#    -21    21       3.9110224282E-006
#    -21    22       1.4535485236E-005
#    -21    23       7.2135014880E-007
#    -21    24       4.2534500779E-006
#    -21    25       5.6328872099E-006
#    -21    26       3.7569888715E-006
#    -20    -7       2.3829871474E-005
#    -20    -6       4.5570448296E-005
#    -20    -5       4.6501074682E-004
#    -20    -4       1.5589229963E-004
#    -20    -3       1.6524420949E-004
#    -20    -2       2.4168470929E-004
#    -20    -1       1.1446003543E-004
#    -20     0       4.7130171134E-003
#    -20     1       9.0677867444E-005
#    -20     2       1.6204067639E-004
#    -20     3       1.2424204967E-004
#    -20     4       3.1217069097E-004
#    -20     5       8.4038744541E-003
#    -20     6       1.9135239528E-004
#    -20     7       1.5760634660E-004
#    -20     8       9.4080243259E-005
#    -20     9       9.0378798585E-005
#    -20    10       4.3149411066E-003
#    -20    11       5.3885361300E-005
#    -20    12       3.6425067047E-005
#    -20    13       1.9363951231E-004
#    -20    14       8.9708359649E-005
#    -20    15       8.3794352437E-003
#    -20    16       9.7749482244E-007
#    -20    17       1.2750644640E-004
#    -20    18       9.8942272920E-005
#    -20    19       6.5968764831E-005
#    -20    20       2.4853667464E-003
#    -20    21       1.1252222759E-004
#    -20    22       5.8192884980E-005
#    -20    23       1.9307805237E-005
#    -20    24       1.3679109168E-005
#    -20    25       2.5831678745E-004
#    -20    26       1.8612939113E-006
#    -20    27       6.2651767788E-006
#    -19    -8       2.5489676011E-005
#    -19    -7       6.4369133629E-005
#    -19    -6       8.5110286408E-005
#    -19    -5       8.7926617113E-005
#    -19    -4       1.7017221403E-004
#    -19    -3       8.0506823571E-005
#    -19    -2       8.1559684490E-005
#    -19    -1       5.0786993380E-004
#    -19     0       4.3204443541E-004
#    -19     1       4.3892883483E-005
#    -19     2       1.0468136730E-003
#    -19     3       2.2541469623E-005
#    -19     4       1.8751259983E-004
#    -19     5       2.4463882305E-005
#    -19     6       1.1734643960E-005
#    -19     7       1.7700186315E-004
#    -19     8       3.9001979216E-004
#    -19     9       6.5542780710E-005
#    -19    10       2.1844315020E-005
#    -19    11       4.8351336142E-004
#    -19    12       5.1321863794E-005
#    -19    13       3.1037588705E-005
#    -19    14       1.9744776029E-005
#    -19    15       1.1320819654E-004
#    -19    16       2.5212801120E-005
#    -19    17       1.8366659165E-004
#    -19    18       1.0047048589E-004
#    -19    19       1.7187774716E-004
#    -19    20       1.1213395438E-004
#    -19    21       9.6124059546E-005
#    -19    22       1.8673550984E-005
#    -19    23       1.1212380229E-004
#    -19    24       1.7464611732E-005
#    -19    25       4.7564448203E-006
#    -19    26       6.2195329518E-006
#    -19    27       9.4759018071E-007
#    -18    -9       1.5586547969E-005
#    -18    -8       6.3114818843E-005
#    -18    -7       1.3295532355E-004
#    -18    -6       3.1144962538E-005
#    -18    -5       5.4020324354E-005
#    -18    -4       2.9296516392E-004
#    -18    -3       3.7621629008E-005
#    -18    -2       3.6237903821E-004
#    -18    -1       3.0044044862E-004
#    -18     0       9.7809874064E-005
#    -18     1       1.9779073246E-004
#    -18     2       1.7857418645E-004
#    -18     3       1.8839030663E-004
#    -18     4       4.3450018735E-004
#    -18     5       4.0453748606E-004
#    -18     6       4.0944209712E-006
#    -18     7       9.8630922752E-005
#    -18     8       2.9491941776E-005
#    -18     9       9.8858614877E-005
#    -18    10       1.2096225544E-004
#    -18    11       1.1937396768E-004
#    -18    12       5.3940509242E-005
#    -18    13       2.1824988520E-004
#    -18    14       2.1179028647E-004
#    -18    15       9.8501586652E-005
#    -18    16       4.3023912405E-005
#    -18    17       7.8749664655E-005
#    -18    18       1.1061641007E-004
#    -18    19       7.0706981998E-005
#    -18    20       1.6412032374E-004
#    -18    21       9.6499555980E-005
#    -18    22       1.0221377286E-004
#    -18    23       6.2716498402E-005
#    -18    24       2.0240070266E-007
#    -18    25       1.1389461502E-004
#    -18    26       2.0792953273E-005
#    -18    27       1.4534569169E-005
#    -17   -10       2.8307562672E-005
#    -17    -9       3.8336379734E-006
#    -17    -8       7.7970489945E-005
#    -17    -7       1.1739598750E-004
#    -17    -6       3.7129961488E-005
#    -17    -5       7.4236684195E-005
#    -17    -4       1.0418065623E-004
#    -17    -3       1.7381959609E-004
#    -17    -2       7.0210299436E-005
