 Diffraction intensities for potential:gv5x5_06D10007.in                       
#    -28    13       2.2587022825E-005
#    -28    14       3.8408769143E-005
#    -28    15       1.3909569432E-005
#    -27     7       2.4901066999E-005
#    -27     8       6.1641999364E-005
#    -27     9       1.4139000276E-005
#    -27    10       1.0786327646E-005
#    -27    11       3.9223463777E-005
#    -27    12       2.1298949833E-005
#    -27    13       7.7606093774E-006
#    -27    14       5.4149634023E-007
#    -27    15       1.1822277277E-005
#    -27    16       1.9858174078E-005
#    -27    17       5.8000086477E-006
#    -27    18       1.3822878841E-005
#    -27    19       7.7178170628E-006
#    -27    20       8.7835397928E-006
#    -26     4       3.3341714937E-005
#    -26     5       1.2544630079E-005
#    -26     6       1.1206031143E-004
#    -26     7       2.4563131096E-005
#    -26     8       3.8941970371E-005
#    -26     9       1.3984827290E-005
#    -26    10       2.5209596404E-005
#    -26    11       1.0985785771E-005
#    -26    12       1.5156632338E-005
#    -26    13       3.3714521726E-005
#    -26    14       5.6187652785E-006
#    -26    15       9.1048848761E-007
#    -26    16       1.2499588465E-005
#    -26    17       2.8634451063E-006
#    -26    18       1.5083642596E-006
#    -26    19       2.7944797443E-005
#    -26    20       3.3014474735E-005
#    -26    21       4.4741406730E-006
#    -26    22       5.1979350547E-006
#    -25     2       5.4701136849E-005
#    -25     3       1.3003618940E-004
#    -25     4       3.5415671366E-005
#    -25     5       5.4665555034E-004
#    -25     6       2.4274225449E-005
#    -25     7       6.1716604712E-005
#    -25     8       2.5093719223E-005
#    -25     9       7.0425069119E-005
#    -25    10       8.6507768689E-004
#    -25    11       1.2825362164E-007
#    -25    12       2.2425441544E-005
#    -25    13       2.6565078135E-005
#    -25    14       4.1988478555E-007
#    -25    15       2.5524638337E-004
#    -25    16       1.1756226069E-004
#    -25    17       3.2556150163E-005
#    -25    18       1.7711370339E-005
#    -25    19       9.8376456276E-006
#    -25    20       2.9591296169E-004
#    -25    21       2.5652066641E-005
#    -25    22       3.2127814341E-005
#    -25    23       7.8957618388E-006
#    -24     0       5.5217149989E-005
#    -24     1       6.9096470731E-005
#    -24     2       8.5666766560E-005
#    -24     3       3.4809923525E-005
#    -24     4       1.1091159402E-004
#    -24     5       5.5238626290E-005
#    -24     6       1.9581848821E-004
#    -24     7       6.1291808710E-005
#    -24     8       8.3053044046E-005
#    -24     9       5.1232981330E-005
#    -24    10       5.8312006760E-005
#    -24    11       8.6372967594E-006
#    -24    12       4.1260076947E-006
#    -24    13       1.1006595881E-004
#    -24    14       6.4002288030E-005
#    -24    15       8.4320980978E-006
#    -24    16       1.8881207049E-005
#    -24    17       1.8342980568E-005
#    -24    18       5.6154827534E-005
#    -24    19       4.4468002699E-005
#    -24    20       6.7939988042E-005
#    -24    21       8.9256597619E-006
#    -24    22       2.5979052027E-005
#    -24    23       1.5138991290E-005
#    -24    24       9.9237178645E-006
#    -23    -2       6.6774333127E-005
#    -23    -1       1.4169142733E-004
#    -23     0       4.3252187285E-005
