 Diffraction intensities for potential:x6x6_03D10002.in                        
#    -54    14       1.3863366000E-015
#    -54    15       6.7917002698E-005
#    -54    16       5.2033702700E-017
#    -54    17       6.9779609401E-016
#    -54    18       8.6371241809E-005
#    -54    19       1.5067678241E-015
#    -54    20       7.3483855614E-016
#    -53     9       2.0822391958E-015
#    -53    10       2.1830197275E-005
#    -53    11       6.0953242510E-015
#    -53    12       2.1504916588E-015
#    -53    13       9.2169474362E-005
#    -53    14       4.2075650698E-016
#    -53    15       4.1794305855E-015
#    -53    16       6.0184404712E-005
#    -53    17       8.5273505079E-016
#    -53    18       3.7146129214E-015
#    -53    19       1.2250755223E-004
#    -53    20       8.3549896046E-016
#    -53    21       2.7195137874E-015
#    -53    22       6.0264979157E-005
#    -53    23       1.9027283050E-017
#    -53    24       6.1677683372E-016
#    -52     6       9.2837953230E-016
#    -52     7       1.5941446106E-015
#    -52     8       1.5677986910E-005
#    -52     9       3.1900839871E-015
#    -52    10       8.2905570563E-017
#    -52    11       3.5837945291E-005
#    -52    12       2.0891112682E-015
#    -52    13       2.8458229218E-015
#    -52    14       6.0502151919E-005
#    -52    15       1.9618622247E-015
#    -52    16       3.5769499187E-015
#    -52    17       7.8031626811E-005
#    -52    18       1.9862701498E-015
#    -52    19       4.1061234878E-015
#    -52    20       5.4982531673E-005
#    -52    21       5.0781564833E-016
#    -52    22       2.9973699186E-015
#    -52    23       1.6766881346E-005
#    -52    24       7.0271552335E-017
#    -52    25       7.0860040967E-016
#    -52    26       6.5694871396E-005
#    -51     3       3.0433846103E-005
#    -51     4       4.1055780265E-015
#    -51     5       4.2167782077E-016
#    -51     6       1.9221033890E-005
#    -51     7       2.9087791180E-015
#    -51     8       1.9608087418E-014
#    -51     9       7.3357290964E-005
#    -51    10       4.3568710143E-015
#    -51    11       4.7541127758E-015
#    -51    12       6.1660897714E-005
#    -51    13       3.0887262938E-015
#    -51    14       3.0200064713E-015
#    -51    15       5.8355924166E-005
#    -51    16       2.9932615017E-015
#    -51    17       4.1279293410E-015
#    -51    18       9.7791492489E-005
#    -51    19       2.3497395430E-015
#    -51    20       3.4817084849E-015
#    -51    21       8.7499887277E-005
#    -51    22       4.6673011570E-016
#    -51    23       1.8250563680E-015
#    -51    24       7.8649544778E-005
#    -51    25       2.9062743537E-016
#    -51    26       3.3341587234E-015
#    -51    27       5.7426685232E-005
#    -50     1       1.9650811265E-005
#    -50     2       7.4329406688E-015
#    -50     3       3.6235413086E-015
#    -50     4       2.4341086919E-005
#    -50     5       6.8702768467E-015
#    -50     6       8.0483147930E-015
#    -50     7       6.3974871405E-005
#    -50     8       3.5749088213E-015
#    -50     9       4.8344334226E-015
#    -50    10       6.2092954144E-005
#    -50    11       5.3934760662E-015
#    -50    12       8.0367676927E-015
#    -50    13       9.5689417552E-005
#    -50    14       3.5497439187E-015
#    -50    15       3.4409030957E-015
#    -50    16       1.1354971007E-004
#    -50    17       2.9084545287E-015
#    -50    18       1.5205279331E-015
#    -50    19       1.2404977473E-004
#    -50    20       1.8151466861E-015
#    -50    21       1.3318875846E-015
#    -50    22       1.5691514634E-004
#    -50    23       2.9818578298E-016
#    -50    24       1.3678144068E-015
#    -50    25       3.5768758567E-005
#    -50    26       5.0633592467E-016
#    -50    27       1.2581543943E-015
#    -50    28       8.6302974813E-005
#    -49    -1       1.9568185505E-005
#    -49     0       1.1040585324E-014
#    -49     1       1.2827506926E-014
#    -49     2       4.0643862987E-005
#    -49     3       1.6217164108E-014
#    -49     4       1.7734385747E-015
#    -49     5       3.6338945510E-005
#    -49     6       2.7731112485E-015
#    -49     7       7.5671416541E-015
#    -49     8       8.4697775778E-005
#    -49     9       7.1301294889E-015
#    -49    10       5.6770770947E-016
#    -49    11       8.2504087659E-005
#    -49    12       4.9781605815E-015
#    -49    13       1.0206753802E-014
#    -49    14       1.3369525814E-004
#    -49    15       3.8557899140E-015
#    -49    16       3.0488195660E-015
#    -49    17       8.8259929376E-005
#    -49    18       3.5631124492E-015
#    -49    19       2.7444081985E-015
#    -49    20       2.0512701655E-004
#    -49    21       1.3099461024E-015
#    -49    22       1.1871482462E-015
#    -49    23       1.3861268102E-004
#    -49    24       8.8609068902E-016
#    -49    25       1.5863283553E-015
#    -49    26       1.0412752989E-004
#    -49    27       7.9585567669E-016
#    -49    28       9.4268042049E-018
#    -49    29       4.2312310212E-005
#    -48    -3       3.0357540375E-005
#    -48    -2       9.3237769702E-015
#    -48    -1       5.1084285674E-015
#    -48     0       5.3599236542E-005
#    -48     1       1.8467070435E-014
#    -48     2       6.4329425957E-015
#    -48     3       4.2985329331E-005
#    -48     4       1.7782054345E-014
#    -48     5       1.4231834552E-015
#    -48     6       4.7874150634E-005
#    -48     7       5.0360548131E-015
#    -48     8       3.4653145135E-015
#    -48     9       1.2500117197E-004
#    -48    10       1.2391998829E-014
#    -48    11       3.0971073619E-015
#    -48    12       1.9659092404E-004
#    -48    13       8.3829334911E-015
#    -48    14       5.3788186741E-015
#    -48    15       1.4835259220E-004
#    -48    16       5.4271545679E-015
#    -48    17       3.5158973945E-015
#    -48    18       1.2520266365E-004
#    -48    19       4.4418288811E-015
#    -48    20       2.4752381937E-015
#    -48    21       1.7922088989E-004
#    -48    22       1.8220724146E-015
#    -48    23       8.8712758712E-017
#    -48    24       1.2746250726E-004
#    -48    25       1.0076247009E-015
#    -48    26       3.1574991615E-016
#    -48    27       8.5262090983E-005
#    -48    28       1.1381093562E-015
#    -48    29       5.5599618195E-016
#    -48    30       6.9839195450E-006
#    -47    -4       1.0923716458E-014
#    -47    -3       2.0099652087E-015
#    -47    -2       4.0731147578E-005
#    -47    -1       8.6877951780E-015
#    -47     0       5.2616562322E-015
#    -47     1       9.6362373366E-005
#    -47     2       3.6245183764E-014
#    -47     3       6.4246449886E-015
#    -47     4       2.6117658998E-005
#    -47     5       1.7457513461E-014
#    -47     6       7.2991822399E-015
#    -47     7       9.1376982666E-005
#    -47     8       1.6329598820E-014
#    -47     9       3.4022598377E-015
#    -47    10       1.0838159420E-004
#    -47    11       1.6274397387E-014
#    -47    12       1.5255561215E-015
#    -47    13       2.1072019703E-004
#    -47    14       6.6443509821E-015
#    -47    15       3.4857360205E-015
#    -47    16       1.6657992685E-004
#    -47    17       8.1042253130E-015
#    -47    18       2.6801139653E-015
#    -47    19       2.2229094426E-004
#    -47    20       2.5228295608E-015
#    -47    21       2.0336693084E-015
#    -47    22       1.9122559221E-004
#    -47    23       2.8616032412E-015
#    -47    24       4.0352048154E-016
#    -47    25       1.0306965807E-004
#    -47    26       1.7219004468E-015
#    -47    27       7.5208937730E-016
#    -47    28       1.3392965142E-004
#    -47    29       8.4268840302E-016
#    -47    30       2.6484138271E-016
#    -47    31       1.1224496487E-004
#    -46    -6       9.8377520934E-015
#    -46    -5       4.1598361340E-016
#    -46    -4       2.4082488155E-005
#    -46    -3       2.7040783973E-014
#    -46    -2       1.1364629276E-015
#    -46    -1       9.5530569892E-005
#    -46     0       5.0407009417E-014
#    -46     1       4.5511731170E-015
#    -46     2       5.3455396306E-005
#    -46     3       2.8916646760E-014
#    -46     4       7.4027410600E-015
#    -46     5       6.5505665235E-005
#    -46     6       1.8347056407E-014
#    -46     7       7.8616666601E-015
#    -46     8       9.1686779553E-005
#    -46     9       1.8278187785E-014
#    -46    10       5.9698278401E-015
#    -46    11       1.2985566069E-004
#    -46    12       1.2944289595E-014
#    -46    13       1.7189808771E-015
#    -46    14       1.3039391197E-004
#    -46    15       8.2760534187E-015
#    -46    16       1.7514068543E-015
#    -46    17       1.6607705449E-004
#    -46    18       6.6346516380E-015
#    -46    19       1.1625245840E-015
#    -46    20       1.9019983493E-004
#    -46    21       3.3383930020E-015
#    -46    22       1.6777431842E-015
#    -46    23       1.1375444743E-004
#    -46    24       3.7707959365E-015
#    -46    25       2.0232479398E-016
#    -46    26       2.0587814867E-004
#    -46    27       2.1180185509E-015
#    -46    28       8.0695609715E-016
#    -46    29       1.0042832683E-004
#    -46    30       6.5860237998E-016
#    -46    31       1.0727574535E-015
#    -45    -7       5.8356057385E-016
#    -45    -6       1.8872240727E-005
#    -45    -5       2.2593732965E-014
#    -45    -4       6.1921883744E-015
#    -45    -3       4.2762829601E-005
#    -45    -2       4.3532165311E-014
#    -45    -1       2.5893798593E-016
#    -45     0       6.2999696978E-005
#    -45     1       4.5908275788E-014
#    -45     2       1.2978296308E-015
#    -45     3       8.6179461378E-005
#    -45     4       3.1544709658E-014
#    -45     5       3.2934799074E-015
