 Diffraction intensities for potential:_5x5_04D10007.in                        
#    -45    11       1.8779663330E-006
#    -45    12       4.6213908872E-005
#    -45    13       8.8135318391E-005
#    -45    14       1.3131159275E-005
#    -45    15       2.3619195399E-004
#    -45    16       2.3248072403E-006
#    -44     7       3.4561062465E-005
#    -44     8       1.5103735796E-006
#    -44     9       4.3792998062E-006
#    -44    10       4.2852447563E-005
#    -44    11       2.3505256778E-005
#    -44    12       7.5605351108E-005
#    -44    13       2.7734668043E-006
#    -44    14       1.8846855373E-006
#    -44    15       4.7844282337E-005
#    -44    16       5.3563038218E-005
#    -44    17       7.7109241370E-005
#    -44    18       1.1184333882E-005
#    -44    19       2.1072652673E-006
#    -44    20       3.8952485958E-005
#    -43     4       5.2704187048E-006
#    -43     5       1.1461769347E-005
#    -43     6       2.4370062084E-005
#    -43     7       4.4597474402E-005
#    -43     8       8.6704295128E-005
#    -43     9       4.2110702896E-005
#    -43    10       4.7489917232E-005
#    -43    11       1.3350849992E-004
#    -43    12       1.0898696387E-004
#    -43    13       1.1603069512E-004
#    -43    14       6.4133102216E-005
#    -43    15       3.0569006439E-005
#    -43    16       1.2007921104E-004
#    -43    17       1.0840726660E-004
#    -43    18       1.7461280976E-004
#    -43    19       5.2138710560E-005
#    -43    20       2.3307290521E-005
#    -43    21       1.3080234066E-005
#    -43    22       8.6497979357E-005
#    -42     2       2.5874150854E-005
#    -42     3       4.5033348976E-005
#    -42     4       3.0051813297E-005
#    -42     5       4.6935421675E-006
#    -42     6       1.1469429579E-005
#    -42     7       5.4117332362E-005
#    -42     8       6.1066479400E-005
#    -42     9       1.1643488244E-004
#    -42    10       5.2436477875E-005
#    -42    11       4.5151879611E-005
#    -42    12       2.0249658780E-004
#    -42    13       1.3313895640E-004
#    -42    14       1.4139383705E-004
#    -42    15       3.8495469531E-005
#    -42    16       5.9773741503E-005
#    -42    17       1.0054622685E-004
#    -42    18       8.7499771981E-005
#    -42    19       1.9258108376E-004
#    -42    20       4.9266235980E-005
#    -42    21       4.4594620424E-005
#    -42    22       1.5233975639E-004
#    -42    23       6.3306975670E-005
#    -41     0       3.2309622709E-005
#    -41     1       4.4433679177E-006
#    -41     2       1.9275939826E-006
#    -41     3       6.6801483995E-005
#    -41     4       1.2875193774E-005
#    -41     5       2.1806662264E-005
#    -41     6       1.1020849007E-006
#    -41     7       5.0995856792E-006
#    -41     8       6.8989977524E-005
#    -41     9       5.2213148807E-005
#    -41    10       1.0480939327E-004
#    -41    11       1.4619848386E-005
#    -41    12       1.7173954240E-005
#    -41    13       1.9344307671E-004
#    -41    14       5.1463446772E-005
#    -41    15       1.4598609012E-004
#    -41    16       7.8045953937E-006
#    -41    17       4.2869268393E-006
#    -41    18       1.5075065470E-004
#    -41    19       7.5459686930E-005
#    -41    20       1.1395817000E-004
#    -41    21       8.9473866317E-006
#    -41    22       1.5627016530E-006
#    -41    23       1.0262217064E-004
#    -41    24       2.5506812827E-005
#    -40    -2       2.5579792366E-005
#    -40    -1       4.4431061999E-006
#    -40     0       2.7164759360E-004
#    -40     1       2.7475616161E-006
#    -40     2       6.5413243802E-005
#    -40     3       4.0602613011E-005
#    -40     4       3.5541305851E-006
#    -40     5       2.0235857551E-004
#    -40     6       6.1658561261E-007
#    -40     7       1.6207438058E-004
#    -40     8       1.5138910931E-004
#    -40     9       4.8464759807E-006
#    -40    10       5.8352634862E-004
#    -40    11       1.4016570773E-005
#    -40    12       2.4416119342E-004
#    -40    13       3.3929893415E-004
#    -40    14       2.0842365261E-005
#    -40    15       6.2434080630E-004
#    -40    16       4.6340486674E-006
#    -40    17       2.4367648244E-004
#    -40    18       2.7560940070E-004
#    -40    19       1.2734210903E-005
#    -40    20       4.7184791812E-004
#    -40    21       2.3138642925E-006
