 Diffraction intensities for potential:_5x5_01D10001.in                        
#    -45    11       8.4785259836E-007
#    -45    12       1.0523091992E-005
#    -45    13       1.0086476769E-005
#    -45    14       1.8829018464E-005
#    -45    15       1.0997051781E-005
#    -45    16       1.3013735424E-005
#    -44     7       5.0293121849E-006
#    -44     8       5.9198049261E-006
#    -44     9       1.0829884431E-005
#    -44    10       4.3732769810E-006
#    -44    11       7.6009909808E-006
#    -44    12       2.1161180957E-005
#    -44    13       1.1658822057E-005
#    -44    14       2.1971137677E-005
#    -44    15       1.3554826942E-005
#    -44    16       2.2750745522E-005
#    -44    17       9.1336227293E-006
#    -44    18       1.5504491609E-005
#    -44    19       7.7052960176E-006
#    -44    20       5.9085357559E-006
#    -43     4       6.2636139516E-006
#    -43     5       5.5890840472E-006
#    -43     6       8.4071029225E-006
#    -43     7       9.0379333853E-006
#    -43     8       1.1084234945E-005
#    -43     9       1.2044902298E-005
#    -43    10       1.1677994319E-005
#    -43    11       2.1603487988E-005
#    -43    12       2.1850340739E-005
#    -43    13       1.6174182231E-005
#    -43    14       2.3159503791E-005
#    -43    15       1.7881106796E-005
#    -43    16       1.3924891568E-005
#    -43    17       1.9118164468E-005
#    -43    18       4.9648207555E-005
#    -43    19       1.9779777893E-005
#    -43    20       1.8898627996E-005
#    -43    21       1.0154713056E-005
#    -43    22       1.8311904825E-005
#    -42     2       5.6337375755E-006
#    -42     3       7.9277137922E-006
#    -42     4       7.4400977712E-006
#    -42     5       5.8460820267E-006
#    -42     6       1.2708559075E-006
#    -42     7       5.8082389269E-006
#    -42     8       2.5148585649E-005
#    -42     9       1.4921996283E-005
#    -42    10       1.9375228739E-005
#    -42    11       2.0151323958E-005
#    -42    12       2.9008809277E-005
#    -42    13       4.2998484815E-005
#    -42    14       2.0491302847E-005
#    -42    15       2.1754305104E-005
#    -42    16       2.6003686386E-005
#    -42    17       2.3907911709E-005
#    -42    18       2.6264375670E-005
#    -42    19       3.2982560461E-005
#    -42    20       2.4600084127E-005
#    -42    21       1.8606778880E-005
#    -42    22       1.6822933016E-005
#    -42    23       3.5915523592E-005
#    -41     0       7.1933055002E-006
#    -41     1       7.6237586823E-006
#    -41     2       5.0747932100E-006
#    -41     3       1.1597864358E-005
#    -41     4       7.6337405523E-006
#    -41     5       1.0392068544E-005
#    -41     6       1.5703503496E-005
#    -41     7       1.6211794923E-005
#    -41     8       1.3676071513E-005
#    -41     9       2.1811509144E-005
#    -41    10       2.0917437788E-005
#    -41    11       3.6359743858E-005
#    -41    12       2.4393493131E-005
#    -41    13       2.6207258167E-005
#    -41    14       2.7753973969E-005
#    -41    15       3.0867427344E-005
#    -41    16       3.9576918690E-005
#    -41    17       3.2254746651E-005
#    -41    18       4.3668332992E-005
#    -41    19       3.4471034405E-005
#    -41    20       3.2204112758E-005
#    -41    21       2.9131105830E-005
#    -41    22       2.9064063197E-005
#    -41    23       1.5081461762E-005
#    -41    24       1.4677262294E-005
#    -40    -2       5.6070547247E-006
#    -40    -1       7.5529992736E-006
#    -40     0       1.3266008889E-005
#    -40     1       1.4130086624E-005
#    -40     2       2.4158706041E-005
#    -40     3       7.1502879047E-006
#    -40     4       1.7018653648E-005
#    -40     5       1.7452018798E-005
#    -40     6       1.6434189848E-005
#    -40     7       3.4550884506E-005
#    -40     8       2.1693246343E-005
#    -40     9       1.2460057290E-005
#    -40    10       3.8882815554E-005
#    -40    11       2.5969967753E-005
#    -40    12       3.6610197862E-005
#    -40    13       3.8905001280E-005
#    -40    14       6.3694509643E-005
#    -40    15       2.5553599773E-005
#    -40    16       3.7078564736E-005
#    -40    17       4.8043209735E-005
#    -40    18       4.2998432420E-005
#    -40    19       4.4724761543E-005
#    -40    20       1.7588649972E-005
#    -40    21       5.1334830152E-005
#    -40    22       8.2957848588E-006
#    -40    23       1.2648985744E-005
#    -40    24       2.6892268059E-005
#    -40    25       7.8050809341E-006
#    -39    -4       6.2550231116E-006
#    -39    -3       7.8796954316E-006
#    -39    -2       5.0527064456E-006
#    -39    -1       1.4091387075E-005
#    -39     0       2.9630774665E-006
#    -39     1       1.0511110923E-005
#    -39     2       8.4752169563E-006
#    -39     3       9.2138862344E-006
#    -39     4       2.0269739630E-005
#    -39     5       1.2654089873E-005
#    -39     6       1.6031002204E-005
#    -39     7       1.9678445898E-005
#    -39     8       1.7528898260E-005
#    -39     9       2.7483184966E-005
#    -39    10       2.4433614317E-005
#    -39    11       4.0420898797E-005
