 Diffraction intensities for potential:gv5x5_07D10006.in                       
#    -28    13       1.8509968663E-005
#    -28    14       1.2376788402E-004
#    -28    15       8.0682381179E-006
#    -27     7       9.2451637043E-006
#    -27     8       1.2934578807E-005
#    -27     9       1.4968084337E-005
#    -27    10       3.5488658857E-005
#    -27    11       2.8629699003E-005
#    -27    12       2.8815085161E-005
#    -27    13       2.0125586099E-005
#    -27    14       1.3393909068E-005
#    -27    15       4.8843512437E-005
#    -27    16       3.4334832264E-005
#    -27    17       5.5904275263E-005
#    -27    18       1.1702729131E-005
#    -27    19       8.4843944751E-005
#    -27    20       3.2868793948E-005
#    -26     4       1.1917036143E-005
#    -26     5       4.8080013266E-006
#    -26     6       1.6855202155E-005
#    -26     7       2.9817574306E-005
#    -26     8       1.6265687689E-005
#    -26     9       1.7024358075E-007
#    -26    10       3.7939701914E-005
#    -26    11       7.2583369514E-005
#    -26    12       1.4442762414E-004
#    -26    13       1.8922375981E-005
#    -26    14       4.6160977924E-005
#    -26    15       1.2698906357E-006
#    -26    16       4.1451949744E-005
#    -26    17       1.0670346148E-004
#    -26    18       3.5054878626E-005
#    -26    19       1.2241436201E-004
#    -26    20       2.5255636181E-006
#    -26    21       3.8543063189E-005
#    -26    22       7.8010525598E-005
#    -25     2       5.8980387104E-006
#    -25     3       1.3730099916E-005
#    -25     4       4.3203684588E-006
#    -25     5       8.0890867562E-004
#    -25     6       2.3016967060E-005
#    -25     7       1.1905966654E-004
#    -25     8       8.3556203176E-005
#    -25     9       4.5540412450E-005
#    -25    10       8.9804990899E-004
#    -25    11       6.0338186346E-005
#    -25    12       4.6438422228E-005
#    -25    13       2.4352319548E-004
#    -25    14       5.7538333028E-005
#    -25    15       1.1692312926E-004
#    -25    16       3.5536203785E-005
#    -25    17       1.1520198708E-004
#    -25    18       9.4705506044E-005
#    -25    19       9.3161310256E-007
#    -25    20       1.3517059066E-004
#    -25    21       9.8594349313E-005
#    -25    22       1.0604669504E-004
#    -25    23       3.1041826137E-005
#    -24     0       1.7371417154E-006
#    -24     1       3.1563265839E-005
#    -24     2       1.4395175965E-005
#    -24     3       1.7639509811E-007
#    -24     4       3.0662176577E-005
#    -24     5       8.5127316003E-006
#    -24     6       9.6878943884E-006
#    -24     7       1.5129252490E-005
#    -24     8       6.9116099578E-005
#    -24     9       1.7833754674E-004
#    -24    10       1.7136427788E-005
#    -24    11       6.2916392165E-005
#    -24    12       1.1818441247E-004
#    -24    13       1.4517601815E-004
#    -24    14       3.0174853868E-005
#    -24    15       7.1979700952E-005
#    -24    16       1.8734818161E-005
#    -24    17       3.3401912807E-004
#    -24    18       1.5797203545E-005
#    -24    19       1.2688748607E-004
#    -24    20       1.0257533241E-004
#    -24    21       1.3898412432E-004
#    -24    22       4.2145952105E-005
#    -24    23       3.4571792631E-005
#    -24    24       1.0534984029E-004
#    -23    -2       1.0563642897E-005
#    -23    -1       9.4558056375E-006
#    -23     0       9.0680488875E-007
#    -23     1       4.4514678579E-005
#    -23     2       5.6172992980E-005
#    -23     3       1.3873357302E-006
#    -23     4       2.2331374296E-005
#    -23     5       1.2642914458E-004
#    -23     6       6.7070006789E-005
#    -23     7       1.8002139798E-005
#    -23     8       7.9811557644E-006
#    -23     9       9.0461545749E-005
#    -23    10       2.4426469108E-004
#    -23    11       2.6989913657E-004
#    -23    12       3.9222517300E-005
#    -23    13       4.7844253962E-005
#    -23    14       2.9058199331E-004
#    -23    15       1.4973789735E-004
#    -23    16       2.1333826158E-004
#    -23    17       1.0766000118E-005
#    -23    18       2.2408367078E-005
#    -23    19       2.5124522996E-004
#    -23    20       1.4452697258E-004
#    -23    21       6.9629795432E-005
#    -23    22       4.2631804911E-006
#    -23    23       6.9710882764E-005
#    -23    24       9.3951520817E-005
#    -23    25       8.4643996435E-005
#    -22    -4       3.9791357136E-007
#    -22    -3       1.0036363123E-005
#    -22    -2       4.0778177721E-006
#    -22    -1       2.3019824824E-005
#    -22     0       1.1010492915E-005
#    -22     1       5.2574842393E-006
#    -22     2       4.0201925525E-005
#    -22     3       1.1114260418E-004
#    -22     4       2.2179077175E-005
#    -22     5       1.6257676888E-005
#    -22     6       4.6651767176E-005
#    -22     7       2.8239130492E-004
#    -22     8       2.8009260293E-005
#    -22     9       4.6298520088E-005
#    -22    10       5.4900224936E-005
#    -22    11       3.1732167936E-004
#    -22    12       3.9503059995E-004
#    -22    13       6.9886602375E-005
#    -22    14       2.7551781810E-005
#    -22    15       3.2908046799E-004
#    -22    16       9.3400836940E-005
#    -22    17       9.1687839682E-005
#    -22    18       1.4540476597E-004
#    -22    19       2.3931667774E-004
#    -22    20       1.8761323518E-004
#    -22    21       1.2430467841E-005
#    -22    22       6.3406596113E-005
#    -22    23       1.1477993268E-004
#    -22    24       6.3996841329E-005
#    -22    25       1.9948504350E-005
#    -22    26       4.3521753078E-005
#    -21    -5       2.6428725456E-007
#    -21    -4       9.6101716477E-007
#    -21    -3       5.1317604268E-006
#    -21    -2       1.0496870204E-004
#    -21    -1       9.3375875915E-006
#    -21     0       2.2865940145E-005
#    -21     1       2.4637052051E-005
#    -21     2       6.6871890863E-005
#    -21     3       1.9870409803E-004
#    -21     4       1.8916437900E-004
#    -21     5       2.8410803969E-005
#    -21     6       2.1030386152E-005
#    -21     7       4.6774652782E-005
#    -21     8       4.3291721377E-004
#    -21     9       4.4416190991E-005
#    -21    10       3.0989067643E-006
#    -21    11       6.7305069142E-005
#    -21    12       1.5878233562E-004
#    -21    13       2.1974692140E-004
#    -21    14       5.2118963511E-004
#    -21    15       6.0295768544E-005
#    -21    16       4.7394364015E-005
#    -21    17       2.8361018614E-004
#    -21    18       3.9509251343E-005
#    -21    19       1.7464697243E-004
#    -21    20       5.0719668575E-005
#    -21    21       1.6296674118E-004
#    -21    22       1.7789844336E-004
#    -21    23       1.1055653407E-004
#    -21    24       1.8605053721E-005
#    -21    25       4.7176872548E-005
#    -21    26       1.7156033403E-006
#    -20    -7       1.7106477129E-006
#    -20    -6       2.9903979998E-006
#    -20    -5       6.3109482077E-004
#    -20    -4       1.4369395078E-005
#    -20    -3       2.5977327823E-005
#    -20    -2       1.0665302058E-005
#    -20    -1       5.1241952083E-005
#    -20     0       6.5205431575E-003
#    -20     1       2.3290354779E-005
#    -20     2       8.5020293177E-005
#    -20     3       3.1587467880E-005
#    -20     4       1.0855313847E-004
#    -20     5       1.1694646010E-002
#    -20     6       1.6690454030E-004
#    -20     7       9.8911195940E-005
#    -20     8       5.8745940270E-005
#    -20     9       3.3722792900E-004
#    -20    10       5.1057534187E-003
#    -20    11       9.9968777060E-005
#    -20    12       1.9557983329E-005
#    -20    13       5.9674687916E-005
#    -20    14       1.5792087921E-006
#    -20    15       4.9604470719E-003
#    -20    16       1.2490350319E-004
#    -20    17       2.6264036426E-004
#    -20    18       2.5526798487E-004
#    -20    19       1.0912784962E-005
#    -20    20       2.2461264706E-003
#    -20    21       1.0974228665E-004
#    -20    22       1.2793960922E-004
#    -20    23       2.4279816582E-004
#    -20    24       2.6756504795E-005
#    -20    25       4.5556433192E-004
#    -20    26       1.8668297577E-005
#    -20    27       1.0804235607E-005
#    -19    -8       8.3575464764E-007
#    -19    -7       4.8089474353E-006
#    -19    -6       7.3106660279E-006
#    -19    -5       4.2742470859E-006
#    -19    -4       5.8318269234E-006
#    -19    -3       8.3567801511E-005
#    -19    -2       1.3954215305E-005
#    -19    -1       8.7634103823E-005
#    -19     0       8.7397304225E-006
#    -19     1       1.5711209828E-004
#    -19     2       4.9516491684E-004
#    -19     3       1.2183965113E-005
#    -19     4       1.5783190889E-004
