 Diffraction intensities for potential:_6x6_03D10022.in                        
#    -54    14       1.6944951385E-005
#    -54    15       9.2855285456E-006
#    -54    16       1.4733886950E-005
#    -54    17       2.1542868640E-006
#    -54    18       7.4840001556E-005
#    -54    19       2.3813987451E-005
#    -54    20       2.0804684351E-005
#    -53     9       2.2299158121E-005
#    -53    10       7.4707445045E-006
#    -53    11       3.0859369491E-006
#    -53    12       3.8525176969E-006
#    -53    13       3.0977345680E-005
#    -53    14       3.4982491815E-006
#    -53    15       3.9221924827E-005
#    -53    16       2.9377779148E-005
#    -53    17       3.1464445903E-006
#    -53    18       5.0303662330E-006
#    -53    19       4.3026749807E-005
#    -53    20       6.9475285979E-006
#    -53    21       4.6751558092E-005
#    -53    22       2.7056103721E-005
#    -53    23       1.2472077624E-005
#    -53    24       7.3828844833E-006
#    -52     6       2.5988171534E-006
#    -52     7       1.6953325639E-005
#    -52     8       2.1587523471E-008
#    -52     9       3.5243953872E-006
#    -52    10       6.7709285202E-006
#    -52    11       1.7184387197E-005
#    -52    12       1.6690000270E-005
#    -52    13       4.6697627605E-005
#    -52    14       2.4250911123E-008
#    -52    15       4.4692211733E-006
#    -52    16       1.8575457207E-005
#    -52    17       3.3948037950E-005
#    -52    18       2.0708150261E-005
#    -52    19       7.1849023805E-005
#    -52    20       8.4591424155E-007
#    -52    21       1.3995041336E-005
#    -52    22       2.4651242846E-005
#    -52    23       1.7893098087E-005
#    -52    24       1.8103491954E-005
#    -52    25       1.2124128645E-005
#    -52    26       7.4687725888E-007
#    -51     3       5.2193401516E-006
#    -51     4       1.7802865025E-005
#    -51     5       5.9076402630E-006
#    -51     6       2.0032448175E-006
#    -51     7       3.6866474551E-006
#    -51     8       4.7635407103E-005
#    -51     9       7.9873280038E-006
#    -51    10       3.5608336741E-005
#    -51    11       8.6353944380E-006
#    -51    12       6.1980466355E-006
#    -51    13       1.0742766010E-005
#    -51    14       5.6191428123E-005
#    -51    15       5.3758503468E-006
#    -51    16       6.0130836825E-005
#    -51    17       9.4279776208E-006
#    -51    18       9.8612597268E-006
#    -51    19       8.6473339276E-006
#    -51    20       7.9261117362E-005
#    -51    21       8.5570907050E-006
#    -51    22       7.9059576735E-005
#    -51    23       6.2350185657E-006
#    -51    24       7.0422466281E-006
#    -51    25       8.1429747810E-006
#    -51    26       3.2074822073E-005
#    -51    27       7.0793829421E-006
#    -50     1       9.4499546994E-006
#    -50     2       9.0441745614E-006
#    -50     3       5.7362399744E-006
#    -50     4       6.4049041528E-009
#    -50     5       2.5268821720E-005
#    -50     6       2.4695331023E-005
#    -50     7       2.4231908693E-005
#    -50     8       2.1243221861E-005
#    -50     9       6.8961614845E-006
#    -50    10       1.2585566558E-007
#    -50    11       4.6801222410E-005
#    -50    12       3.9339289219E-005
#    -50    13       4.2584291130E-005
#    -50    14       3.2129910583E-005
#    -50    15       1.6678303976E-005
#    -50    16       6.2093929565E-008
#    -50    17       1.0468167774E-004
#    -50    18       3.0163400037E-005
#    -50    19       4.2347545325E-005
#    -50    20       3.5138303316E-005
#    -50    21       1.4859737772E-005
#    -50    22       4.1053163993E-007
#    -50    23       8.1817820268E-005
#    -50    24       2.8046936606E-005
#    -50    25       2.7585655465E-005
#    -50    26       3.7030913828E-005
#    -50    27       4.1764894016E-006
#    -50    28       1.2447376417E-007
#    -49    -1       1.2981744645E-006
#    -49     0       2.6294416089E-006
#    -49     1       4.9278040393E-007
#    -49     2       2.0664576648E-005
#    -49     3       4.0801665722E-005
#    -49     4       9.4471860794E-006
#    -49     5       1.3779727174E-005
#    -49     6       3.4384017939E-006
#    -49     7       6.1856837611E-006
#    -49     8       3.6040801241E-005
#    -49     9       6.3847903082E-005
#    -49    10       8.1376057418E-006
#    -49    11       3.2779413379E-005
#    -49    12       1.3015223370E-005
#    -49    13       1.3781909899E-005
#    -49    14       6.6153656351E-005
#    -49    15       1.0319259835E-004
#    -49    16       1.6043670967E-005
#    -49    17       3.8116541484E-005
#    -49    18       1.2113898415E-005
#    -49    19       1.5551956812E-005
#    -49    20       6.8462285782E-005
#    -49    21       7.6231563458E-005
#    -49    22       1.3640391107E-005
#    -49    23       7.1933721764E-005
#    -49    24       1.6079728160E-005
#    -49    25       1.5748487501E-005
#    -49    26       6.4272696525E-005
#    -49    27       1.2055504347E-004
#    -49    28       1.5062635579E-005
#    -49    29       1.6534699905E-005
#    -48    -3       3.1131562579E-006
#    -48    -2       1.1879047587E-005
#    -48    -1       1.7566866733E-006
#    -48     0       4.6872640367E-005
#    -48     1       7.4822191997E-006
#    -48     2       1.5214310178E-005
#    -48     3       1.7279712816E-006
#    -48     4       9.2639814117E-006
#    -48     5       3.9333967243E-006
#    -48     6       4.4168234914E-005
#    -48     7       9.6297618537E-006
#    -48     8       1.3916095438E-005
#    -48     9       1.4520458433E-005
#    -48    10       1.8313167754E-005
#    -48    11       9.6578296110E-006
#    -48    12       1.7608319473E-004
#    -48    13       1.1853593441E-005
#    -48    14       5.1580552191E-005
#    -48    15       2.1752193201E-005
#    -48    16       6.9503830828E-005
#    -48    17       1.4255031288E-005
#    -48    18       1.1774844785E-004
#    -48    19       2.8819997171E-005
#    -48    20       5.1253050949E-005
#    -48    21       1.0019581512E-005
#    -48    22       1.1820878253E-004
#    -48    23       1.5960497420E-005
#    -48    24       1.2563656040E-004
#    -48    25       3.1292283615E-005
#    -48    26       4.1374790191E-005
#    -48    27       2.0696501086E-005
#    -48    28       1.6834073113E-005
#    -48    29       8.6485523026E-006
#    -48    30       2.8697970713E-005
#    -47    -4       5.8350318870E-006
#    -47    -3       2.9834073942E-005
#    -47    -2       1.2692337814E-005
#    -47    -1       6.6320376956E-006
#    -47     0       4.8374783041E-006
#    -47     1       2.2688342203E-005
#    -47     2       1.4721454678E-006
#    -47     3       4.2636884009E-005
#    -47     4       9.7641886876E-006
#    -47     5       5.8682791381E-006
#    -47     6       9.4744750450E-006
#    -47     7       2.1655728586E-005
#    -47     8       6.7740302388E-006
#    -47     9       7.7025978692E-005
#    -47    10       4.1717975203E-005
#    -47    11       4.7637714991E-006
#    -47    12       1.1550989060E-005
#    -47    13       9.5227111584E-005
#    -47    14       1.9437158424E-005
#    -47    15       1.1497037767E-004
#    -47    16       7.3141484787E-005
#    -47    17       2.4595925061E-005
#    -47    18       2.1297431105E-005
#    -47    19       8.3689391638E-005
#    -47    20       2.1097690705E-005
#    -47    21       1.7687630551E-004
#    -47    22       9.4514900223E-005
#    -47    23       2.8433221711E-005
#    -47    24       2.5739654365E-005
#    -47    25       5.8246639756E-005
#    -47    26       5.6221677423E-006
#    -47    27       6.5280113085E-005
#    -47    28       4.6018117173E-005
#    -47    29       1.0472574458E-005
#    -47    30       7.7841856849E-006
#    -47    31       2.6484511229E-005
#    -46    -6       3.0347513043E-006
#    -46    -5       2.7443461438E-005
#    -46    -4       3.7549116156E-007
#    -46    -3       4.1436003570E-006
#    -46    -2       5.9214365937E-006
#    -46    -1       2.2103511614E-005
#    -46     0       1.7135512287E-005
#    -46     1       3.9848524639E-005
#    -46     2       3.4282389012E-007
#    -46     3       9.9684589958E-006
#    -46     4       7.2212994103E-006
#    -46     5       2.1868205420E-005
#    -46     6       2.8012633686E-005
#    -46     7       5.5067307609E-005
#    -46     8       9.2192306602E-007
#    -46     9       7.2854850110E-006
#    -46    10       3.3218958128E-005
#    -46    11       5.6679753495E-005
#    -46    12       3.0316474307E-005
#    -46    13       1.2581098137E-004
#    -46    14       2.0958020351E-006
#    -46    15       1.5907879675E-005
#    -46    16       5.5202773803E-005
#    -46    17       7.2566546422E-005
