 Diffraction intensities for potential:smallensembletest10001.in               
#    -15   -11       1.8701027851E-004
#    -15   -10       9.9725733634E-005
#    -15    -9       4.2371437586E-006
#    -15    -8       1.5722490182E-005
#    -15    -7       1.6571498623E-004
#    -15    -6       3.7459964126E-004
#    -15    -5       1.5089871132E-004
#    -15    -4       1.8285900370E-005
#    -15    -3       1.1373979325E-004
#    -15    -2       3.3941612722E-004
#    -15    -1       4.8270424252E-005
#    -15     0       4.7792088461E-005
#    -15     1       5.1302565501E-006
#    -15     2       3.1261622616E-004
#    -15     3       2.3279010727E-004
#    -15     4       2.5199466262E-005
#    -15     5       9.4767091217E-005
#    -15     6       3.1957642558E-004
#    -15     7       2.3676023667E-004
#    -15     8       5.4369519290E-006
#    -15     9       8.6099605487E-005
#    -15    10       1.5302438997E-004
#    -15    11       2.1834306949E-004
#    -15    12       5.8762042097E-006
#    -15    13       2.0941005010E-004
#    -15    14       5.3758914548E-004
#    -15    15       6.3690475782E-005
#    -15    16       1.2806042453E-006
#    -15    17       5.9080801846E-005
#    -15    18       7.7100282353E-006
#    -15    19       7.0802694135E-005
#    -15    20       2.6909531561E-005
#    -14   -19       6.6715938639E-005
#    -14   -18       6.6514121946E-007
#    -14   -17       1.4904600990E-004
#    -14   -16       3.2242331683E-004
#    -14   -15       1.9726874759E-004
#    -14   -14       3.5395587532E-006
#    -14   -13       1.3467622233E-004
#    -14   -12       2.6525925845E-004
#    -14   -11       3.4070637601E-005
#    -14   -10       1.1021326593E-005
#    -14    -9       3.6725496719E-005
#    -14    -8       3.5722405528E-004
#    -14    -7       2.4303607279E-004
#    -14    -6       8.0072412321E-006
#    -14    -5       5.5275335732E-006
#    -14    -4       3.8687844067E-005
#    -14    -3       3.5604020449E-005
#    -14    -2       2.7184243579E-005
#    -14    -1       5.1596519059E-006
#    -14     0       7.1316434142E-004
#    -14     1       8.7324170850E-004
#    -14     2       3.3041081901E-005
#    -14     3       4.5375488753E-004
#    -14     4       5.7637587024E-004
#    -14     5       2.9997391488E-004
#    -14     6       9.1931852118E-007
#    -14     7       2.7585163295E-004
#    -14     8       1.1329679375E-004
#    -14     9       2.5249762971E-005
#    -14    10       8.8451101361E-006
#    -14    11       1.5646384030E-004
#    -14    12       4.8552976804E-004
#    -14    13       2.0599805798E-004
#    -14    14       3.2469185716E-005
#    -14    15       4.2543488541E-005
#    -14    16       1.5947201006E-004
#    -14    17       2.7681290487E-005
#    -14    18       1.4436401998E-005
#    -14    19       4.0292645809E-004
#    -13   -19       2.5200375939E-004
#    -13   -18       4.0785171709E-004
#    -13   -17       2.8819983341E-004
#    -13   -16       2.1328340971E-006
#    -13   -15       1.4234994613E-004
#    -13   -14       2.1077315186E-004
#    -13   -13       1.1468747175E-004
#    -13   -12       1.4941711193E-005
#    -13   -11       4.9671916544E-005
#    -13   -10       1.4859313603E-004
#    -13    -9       2.0900066016E-004
#    -13    -8       5.4229388225E-006
#    -13    -7       6.8634528733E-005
#    -13    -6       7.1252950661E-005
#    -13    -5       3.8974062814E-005
#    -13    -4       5.6432715499E-006
#    -13    -3       3.6623505320E-005
#    -13    -2       3.1172140573E-004
#    -13    -1       8.7261115479E-004
#    -13     0       4.7135894980E-005
#    -13     1       1.2500966741E-003
#    -13     2       2.0871162362E-003
#    -13     3       4.1502837628E-004
#    -13     4       3.2841642614E-005
#    -13     5       7.6474953691E-004
#    -13     6       1.1153905678E-003
#    -13     7       2.1889484905E-004
#    -13     8       2.8048711344E-006
#    -13     9       5.3888139078E-005
#    -13    10       3.1648514255E-004
#    -13    11       2.0549766684E-005
#    -13    12       7.7590989117E-006
#    -13    13       5.1950425730E-007
#    -13    14       8.3241070245E-005
#    -13    15       7.7289678111E-006
#    -13    16       2.2773788289E-005
#    -13    17       1.2914172434E-004
#    -13    18       5.5729186070E-004
#    -13    19       6.4261454341E-004
#    -12   -20       1.0194253629E-004
#    -12   -19       7.8954848256E-005
#    -12   -18       1.3810622802E-006
#    -12   -17       1.5881868186E-004
#    -12   -16       4.0941213651E-004
#    -12   -15       7.8506618327E-005
#    -12   -14       6.0244089045E-006
#    -12   -13       3.6253160400E-005
#    -12   -12       1.0451335291E-003
#    -12   -11       9.3857327713E-005
#    -12   -10       6.1136369350E-006
#    -12    -9       1.5599079999E-004
#    -12    -8       5.8670551610E-003
#    -12    -7       9.9196706116E-005
#    -12    -6       2.6742554264E-006
#    -12    -5       1.5315901672E-004
#    -12    -4       1.3172401818E-002
#    -12    -3       2.3173374596E-004
#    -12    -2       3.3259454425E-005
#    -12    -1       1.2515318562E-003
#    -12     0       2.1540616029E-002
#    -12     1       1.2377524890E-003
#    -12     2       6.3850902293E-005
#    -12     3       7.1933598180E-004
#    -12     4       2.3846928819E-002
#    -12     5       4.6661375030E-004
#    -12     6       6.4406583823E-006
#    -12     7       5.5601321919E-005
#    -12     8       1.2247344048E-002
#    -12     9       3.9938310217E-004
#    -12    10       1.6701541483E-005
#    -12    11       1.8714426532E-004
#    -12    12       1.5592012173E-002
#    -12    13       1.5604675971E-004
#    -12    14       3.4725910407E-005
#    -12    15       1.3751576870E-004
#    -12    16       1.1975466045E-003
#    -12    17       8.4309108104E-005
#    -12    18       2.9850068796E-005
#    -11   -20       1.5516999907E-005
#    -11   -19       2.1034458121E-004
#    -11   -18       4.5071376537E-004
#    -11   -17       1.6684551128E-004
#    -11   -16       1.9019146469E-006
#    -11   -15       5.6604553702E-005
#    -11   -14       6.8625632421E-006
#    -11   -13       1.4706491688E-005
#    -11   -12       7.0936969710E-006
#    -11   -11       2.2268493076E-004
#    -11   -10       4.0730443009E-004
#    -11    -9       9.9142520172E-005
#    -11    -8       4.4717186437E-006
#    -11    -7       2.9901670358E-004
#    -11    -6       7.6999582801E-004
#    -11    -5       2.2949026321E-004
#    -11    -4       2.5419688617E-005
#    -11    -3       4.5332107671E-004
#    -11    -2       2.0867065316E-003
#    -11    -1       1.2385198665E-003
#    -11     0       3.9901662370E-005
#    -11     1       6.6533049374E-004
#    -11     2       2.3289513610E-004
#    -11     3       7.8315663779E-005
#    -11     4       2.3863296512E-005
#    -11     5       1.8745276919E-004
#    -11     6       2.1994532134E-004
#    -11     7       2.1731650018E-004
#    -11     8       2.3150846233E-005
#    -11     9       5.6471472762E-004
#    -11    10       4.9261780004E-004
#    -11    11       1.7450494683E-004
#    -11    12       3.7670431494E-005
#    -11    13       2.2125341327E-004
#    -11    14       6.1018144852E-004
#    -11    15       3.0739037098E-004
#    -11    16       6.7159198830E-005
#    -11    17       8.5594503036E-004
#    -10   -21       3.6911391622E-005
#    -10   -20       5.0276383626E-004
#    -10   -19       2.1083817381E-004
#    -10   -18       1.2369110140E-006
#    -10   -17       2.3517579049E-004
#    -10   -16       3.7808746640E-004
#    -10   -15       2.7537862829E-005
#    -10   -14       4.8208828900E-006
#    -10   -13       9.5591654454E-005
#    -10   -12       3.0356242102E-004
#    -10   -11       1.9072655746E-004
#    -10   -10       4.5975672291E-006
#    -10    -9       6.7478620927E-005
#    -10    -8       7.8623769716E-004
#    -10    -7       5.9997019161E-004
#    -10    -6       5.9874268996E-006
#    -10    -5       9.5157427392E-005
#    -10    -4       5.7757459179E-004
#    -10    -3       4.1421384359E-004
#    -10    -2       6.4088021675E-005
#    -10    -1       6.6466860990E-004
#    -10     0       1.8688487020E-004
#    -10     1       1.1529294559E-004
#    -10     2       3.2678488021E-005
#    -10     3       2.9026203053E-004
#    -10     4       1.1013896945E-003
#    -10     5       8.4322289339E-004
#    -10     6       8.1707782903E-006
#    -10     7       6.3894602941E-004
#    -10     8       1.8026507591E-003
#    -10     9       7.4848941903E-004
#    -10    10       9.8323618600E-007
#    -10    11       4.1956268535E-004
#    -10    12       9.9350874776E-004
#    -10    13       7.4005928257E-004
#    -10    14       5.8916246064E-005
#    -10    15       2.9230288852E-004
#    -10    16       8.4988352458E-004
#    -10    17       6.7874329599E-004
#     -9   -21       6.9071750867E-005
#     -9   -20       4.6231491989E-006
#     -9   -19       1.9126702937E-004
#     -9   -18       7.7856395048E-004
#     -9   -17       2.4359128800E-004
#     -9   -16       1.5788280339E-006
#     -9   -15       4.5179770540E-005
#     -9   -14       4.2816390766E-005
#     -9   -13       4.1267002034E-005
#     -9   -12       5.7126173906E-006
#     -9   -11       1.2801051102E-004
#     -9   -10       1.7144088727E-004
#     -9    -9       3.4955625811E-004
#     -9    -8       5.5395529823E-006
#     -9    -7       3.1888139300E-004
#     -9    -6       3.1980762375E-004
#     -9    -5       3.0053605555E-004
#     -9    -4       3.3112889694E-005
#     -9    -3       7.1981096359E-004
#     -9    -2       2.3248749479E-004
#     -9    -1       1.1520998180E-004
#     -9     0       5.8077620075E-005
#     -9     1       1.1324568982E-003
#     -9     2       2.3092856550E-003
#     -9     3       9.5644985785E-004
#     -9     4       2.8983011304E-005
#     -9     5       1.5759459812E-003
#     -9     6       2.1828848234E-003
#     -9     7       7.6487211406E-004
#     -9     8       2.4544518231E-005
#     -9     9       4.4167548351E-004
#     -9    10       6.1553098935E-004
#     -9    11       3.6532226204E-004
#     -9    12       4.6939586839E-008
#     -9    13       3.7275591582E-004
#     -9    14       6.5016817106E-004
#     -9    15       5.0404868410E-004
#     -9    16       1.7848166917E-005
#     -8   -21       1.4191900592E-004
#     -8   -20       5.0651247640E-004
#     -8   -19       3.2959344961E-004
#     -8   -18       1.8035651791E-006
#     -8   -17       1.8762691392E-004
#     -8   -16       9.4828851048E-005
#     -8   -15       3.8442314602E-005
#     -8   -14       1.0173823201E-005
#     -8   -13       1.5924867437E-004
#     -8   -12       3.2742668571E-003
#     -8   -11       8.5745460239E-005
#     -8   -10       1.5540585224E-006
#     -8    -9       4.0716118728E-004
#     -8    -8       8.5688852344E-003
#     -8    -7       2.3515686817E-004
#     -8    -6       1.0308547396E-006
#     -8    -5       7.6892926223E-004
#     -8    -4       2.3821471838E-002
#     -8    -3       7.7936394449E-005
#     -8    -2       3.2583996101E-005
#     -8    -1       1.1336034115E-003
#     -8     0       2.8029845155E-002
#     -8     1       2.0908540644E-003
#     -8     2       5.8992141879E-005
#     -8     3       1.3390486346E-003
#     -8     4       1.1430012288E-002
#     -8     5       1.7209882449E-003
#     -8     6       1.7402863224E-005
#     -8     7       9.7887364936E-004
#     -8     8       1.7666287780E-002
#     -8     9       1.0923495164E-004
#     -8    10       8.1358492622E-005
#     -8    11       1.1042833474E-004
#     -8    12       1.8867416565E-002
#     -8    13       5.4071974757E-004
#     -8    14       2.5798672470E-004
#     -8    15       4.3667324562E-004
#     -7   -21       1.4266320537E-004
#     -7   -20       2.7788348087E-006
#     -7   -19       3.1676190568E-004
#     -7   -18       6.1899860717E-004
#     -7   -17       2.0962798385E-004
#     -7   -16       1.9016406592E-006
#     -7   -15       1.3170948522E-004
#     -7   -14       1.4807878969E-004
#     -7   -13       6.4068594518E-005
#     -7   -12       3.0002112948E-006
#     -7   -11       2.4732293267E-004
#     -7   -10       5.4818474734E-004
#     -7    -9       3.2954556625E-004
#     -7    -8       5.4631537355E-006
#     -7    -7       2.7829178486E-004
#     -7    -6       1.1201386799E-003
#     -7    -5       4.6654488831E-004
#     -7    -4       2.3452068858E-005
#     -7    -3       2.8832347529E-004
#     -7    -2       2.3106728865E-003
#     -7    -1       2.0938855639E-003
#     -7     0       6.5198210251E-005
#     -7     1       1.8077679819E-003
#     -7     2       1.3226205282E-003
#     -7     3       1.2085247233E-003
#     -7     4       7.1876952854E-005
#     -7     5       2.8423774582E-004
#     -7     6       5.5035907951E-004
#     -7     7       2.0432709534E-004
#     -7     8       5.1060300736E-005
#     -7     9       9.3260799651E-005
#     -7    10       9.3614882668E-005
#     -7    11       1.9435605362E-004
#     -7    12       5.4553764133E-005
#     -7    13       6.1883236173E-004
#     -7    14       2.5674413433E-003
#     -7    15       6.2608431461E-004
#     -6   -22       1.1154439758E-005
#     -6   -21       9.1129099613E-005
#     -6   -20       3.9933837775E-004
#     -6   -19       4.2196948401E-004
#     -6   -18       7.6351777804E-006
#     -6   -17       1.8127783774E-004
#     -6   -16       2.5375591476E-004
#     -6   -15       8.6849503757E-005
#     -6   -14       5.7982923904E-006
#     -6   -13       2.2729197620E-004
#     -6   -12       5.5449496911E-004
#     -6   -11       3.8128860470E-004
#     -6   -10       6.2136529398E-007
#     -6    -9       8.5458882718E-005
#     -6    -8       1.1384452138E-004
#     -6    -7       2.1797996633E-004
#     -6    -6       6.1982922625E-006
#     -6    -5       1.8517520306E-004
#     -6    -4       1.0973564666E-003
#     -6    -3       9.5722729081E-004
#     -6    -2       5.8659047750E-005
#     -6    -1       1.8084253859E-003
#     -6     0       2.2042243129E-003
#     -6     1       2.1403910329E-004
#     -6     2       3.0276646707E-005
#     -6     3       5.1564984617E-006
#     -6     4       1.6725400885E-004
#     -6     5       2.6342290658E-004
#     -6     6       9.9639160508E-006
#     -6     7       2.9145912582E-006
#     -6     8       1.1263906293E-003
#     -6     9       1.5510802220E-003
#     -6    10       1.3185815646E-005
#     -6    11       7.7250355029E-006
#     -6    12       8.5742642922E-004
#     -6    13       5.5860612978E-004
#     -6    14       2.0821842206E-005
#     -5   -22       8.8291564702E-005
#     -5   -21       1.3137992590E-004
#     -5   -20       1.8159181587E-005
#     -5   -19       2.4270517172E-004
#     -5   -18       4.8764264843E-004
#     -5   -17       2.8336233175E-004
#     -5   -16       2.4609325881E-006
#     -5   -15       7.6051629143E-005
#     -5   -14       2.1367105547E-004
#     -5   -13       2.7735041748E-004
#     -5   -12       3.2356258658E-006
#     -5   -11       3.3057667653E-004
#     -5   -10       1.5067728882E-004
#     -5    -9       2.5381706098E-005
#     -5    -8       3.1086772590E-006
#     -5    -7       5.7043292086E-005
#     -5    -6       2.1804708011E-004
#     -5    -5       8.4205825448E-004
#     -5    -4       2.8934951859E-005
#     -5    -3       1.3372657101E-003
#     -5    -2       1.3244693988E-003
#     -5    -1       2.1453666853E-004
#     -5     0       7.5520552327E-006
#     -5     1       2.4679207512E-004
#     -5     2       5.3070292465E-004
#     -5     3       1.7496246167E-004
#     -5     4       2.6112617306E-005
#     -5     5       3.4257155436E-004
#     -5     6       6.3482913051E-004
#     -5     7       4.2872120642E-004
#     -5     8       5.3854041260E-006
#     -5     9       2.9827748589E-003
#     -5    10       8.4684031739E-004
#     -5    11       3.3920082300E-006
#     -5    12       3.2372620007E-005
#     -5    13       3.8479993309E-004
#     -4   -22       4.2293302633E-006
#     -4   -21       1.5976058441E-004
#     -4   -20       3.8148232083E-004
#     -4   -19       3.3319977423E-004
#     -4   -18       1.7712565205E-005
#     -4   -17       8.1238761361E-005
#     -4   -16       1.1232776528E-003
#     -4   -15       1.4435894041E-004
#     -4   -14       8.1079670284E-006
#     -4   -13       3.7981852294E-004
#     -4   -12       1.1027557614E-003
#     -4   -11       2.1732292716E-004
#     -4   -10       9.1817523226E-006
#     -4    -9       5.4190411037E-005
#     -4    -8       1.2233856267E-002
#     -4    -7       2.1838527750E-004
#     -4    -6       7.9418321928E-006
#     -4    -5       1.5739694881E-003
#     -4    -4       1.1435071144E-002
#     -4    -3       1.2085975088E-003
#     -4    -2       3.0449357478E-005
#     -4    -1       2.4692755628E-004
#     -4     0       8.8436044712E-003
#     -4     1       4.6696346945E-004
#     -4     2       4.1846144907E-005
#     -4     3       4.9735056379E-004
#     -4     4       1.4329756887E-003
#     -4     5       5.4672905642E-004
#     -4     6       4.9893213168E-006
#     -4     7       3.0638112967E-003
#     -4     8       4.5103701216E-002
#     -4     9       2.0986651412E-003
#     -4    10       3.6957228249E-005
#     -4    11       7.9033309857E-004
#     -4    12       1.9296492521E-002
#     -3   -22       2.3235063926E-004
#     -3   -21       2.5184424920E-004
#     -3   -20       3.8494180568E-005
#     -3   -19       1.2068159583E-004
#     -3   -18       3.2751268481E-004
#     -3   -17       1.2887650388E-004
#     -3   -16       2.0301721238E-006
#     -3   -15       2.0946831028E-004
#     -3   -14       6.4569092934E-004
#     -3   -13       4.2671897443E-004
#     -3   -12       5.4871983828E-006
#     -3   -11       1.5510992469E-004
#     -3   -10       3.1665074789E-004
#     -3    -9       4.0067442283E-004
#     -3    -8       2.2740211917E-005
#     -3    -7       6.3919872094E-004
#     -3    -6       2.1841863498E-003
#     -3    -5       1.7230493948E-003
#     -3    -4       7.2036182542E-005
#     -3    -3       5.2300555009E-006
#     -3    -2       5.2969709398E-004
#     -3    -1       4.6672414645E-004
#     -3     0       5.7592791474E-005
#     -3     1       2.7797248879E-004
#     -3     2       2.5872721244E-004
#     -3     3       3.5444265329E-004
#     -3     4       2.6218116620E-005
#     -3     5       5.1818999566E-005
#     -3     6       1.4106258573E-003
#     -3     7       1.7172177240E-003
#     -3     8       5.1687035429E-005
#     -3     9       1.8349595753E-003
#     -3    10       2.7989231101E-003
#     -3    11       7.1020602075E-004
#     -2   -22       9.3638234812E-006
#     -2   -21       2.6011935084E-004
#     -2   -20       3.7455281274E-004
#     -2   -19       1.9237252627E-004
#     -2   -18       2.3398590401E-005
#     -2   -17       9.0943107120E-005
#     -2   -16       2.1343538951E-004
#     -2   -15       8.2131718085E-005
#     -2   -14       1.0171184933E-005
#     -2   -13       2.0817759205E-004
#     -2   -12       4.8367691489E-004
#     -2   -11       2.0920506494E-005
#     -2   -10       1.6712482206E-005
#     -2    -9       5.6684814568E-004
#     -2    -8       1.8072130028E-003
#     -2    -7       7.6609688088E-004
#     -2    -6       1.7210665514E-005
#     -2    -5       2.8504624600E-004
#     -2    -4       1.6856482296E-004
#     -2    -3       1.7452281625E-004
#     -2    -2       4.1539865750E-005
#     -2    -1       2.7766338118E-004
#     -2     0       6.3478285959E-005
#     -2     1       3.0651722359E-005
#     -2     2       2.9398512178E-005
#     -2     3       2.6611215645E-005
#     -2     4       2.8533960895E-004
#     -2     5       3.0035417807E-004
#     -2     6       3.9627842798E-006
#     -2     7       2.4325217849E-004
#     -2     8       1.0849602456E-003
#     -2     9       5.3976546527E-005
#     -2    10       1.0193781596E-005
#     -1   -22       2.4205430115E-004
#     -1   -21       8.1079066140E-005
#     -1   -20       2.5678184002E-005
#     -1   -19       3.7671376172E-004
#     -1   -18       4.2300558439E-004
#     -1   -17       1.7328173253E-004
#     -1   -16       8.0488011569E-006
#     -1   -15       1.8190242684E-004
#     -1   -14       5.3662287959E-004
#     -1   -13       2.0578698442E-004
#     -1   -12       8.0346691324E-006
#     -1   -11       1.8777609980E-004
#     -1   -10       4.9418997510E-004
#     -1    -9       7.4924393047E-004
#     -1    -8       2.4439793965E-005
#     -1    -7       9.8159808269E-004
#     -1    -6       5.5159622384E-004
#     -1    -5       2.6314681787E-004
#     -1    -4       2.5936259415E-005
#     -1    -3       4.9601445078E-004
#     -1    -2       2.5841707305E-004
#     -1    -1       3.0551955538E-005
#     -1     0       1.0536798302E-004
#     -1     1       1.1321758534E-003
#     -1     2       1.7439999909E-003
#     -1     3       2.1782967584E-004
#     -1     4       3.3782789866E-005
#     -1     5       1.1366126545E-003
#     -1     6       2.1376049630E-004
#     -1     7       2.1399072935E-004
#     -1     8       2.0452382879E-005
#     -1     9       9.5424605015E-005
#      0   -22       9.1678675030E-006
#      0   -21       3.4033144846E-004
#      0   -20       5.0572913373E-004
#      0   -19       3.1372184150E-004
#      0   -18       2.2240715933E-005
#      0   -17       1.3823024304E-004
#      0   -16       2.9353877516E-003
#      0   -15       6.3665949173E-005
#      0   -14       3.2695621914E-005
#      0   -13       5.9740181701E-007
#      0   -12       1.5589679649E-002
#      0   -11       1.7446059628E-004
#      0   -10       9.5198613963E-007
#      0    -9       4.4376124846E-004
#      0    -8       1.7657031952E-002
#      0    -7       2.0451758413E-004
#      0    -6       9.7210229979E-006
#      0    -5       3.4207703483E-004
#      0    -4       1.4358190036E-003
#      0    -3       3.5358068955E-004
#      0    -2       2.9585332906E-005
#      0    -1       1.1325988109E-003
#      0     0       4.0927756958E-002
#      0     1       1.1787943157E-003
#      0     2       6.7889637612E-005
#      0     3       5.4224338690E-004
#      0     4       9.1180796887E-003
#      0     5       2.4270759330E-003
#      0     6       1.3479629586E-004
#      0     7       3.7877620459E-004
#      0     8       1.2048531964E-002
#      1   -22       1.8057656210E-004
#      1   -21       1.6178689517E-004
#      1   -20       2.4594254703E-005
#      1   -19       4.0755365551E-004
#      1   -18       2.7649623039E-005
#      1   -17       1.7980684301E-005
#      1   -16       1.2899933617E-006
#      1   -15       4.2765339295E-005
#      1   -14       8.3148322507E-005
#      1   -13       1.5611447927E-004
#      1   -12       3.7967741706E-005
#      1   -11       4.2173114177E-004
#      1   -10       6.1645184223E-004
#      1    -9       1.0924995876E-004
#      1    -8       5.1317560043E-005
#      1    -7       2.9589408449E-006
#      1    -6       6.3426812904E-004
#      1    -5       5.4610748506E-004
#      1    -4       2.6402741313E-005
#      1    -3       2.6758753726E-005
#      1    -2       1.7451061750E-003
#      1    -1       1.1793368747E-003
#      1     0       2.0747803104E-005
#      1     1       1.2007755806E-003
#      1     2       1.1947686399E-004
#      1     3       6.6715830208E-004
#      1     4       4.1704109466E-006
#      1     5       1.0797168550E-003
#      1     6       5.4251980023E-004
#      1     7       1.4587029398E-003
#      2   -21       2.5858976822E-004
#      2   -20       3.6113976603E-004
#      2   -19       2.7654362848E-004
#      2   -18       1.9742227834E-005
#      2   -17       5.9357132139E-005
#      2   -16       1.5916983330E-004
#      2   -15       7.7192902678E-006
#      2   -14       3.4977486088E-005
#      2   -13       2.2239545186E-004
#      2   -12       9.9513418166E-004
#      2   -11       3.6500816932E-004
#      2   -10       8.2211959251E-005
#      2    -9       9.3495768626E-005
#      2    -8       1.1272909053E-003
#      2    -7       4.2991261293E-004
#      2    -6       4.9722625559E-006
#      2    -5       5.1476541248E-005
#      2    -4       2.8542458611E-004
#      2    -3       2.1819686672E-004
#      2    -2       6.8025668536E-005
#      2    -1       1.2010614571E-003
#      2     0       1.5189868828E-003
#      2     1       5.5347105331E-004
#      2     2       9.1612173091E-005
#      2     3       6.6077722205E-004
#      2     4       1.7277625177E-003
#      2     5       4.7903070991E-004
#      3   -21       3.6738444126E-004
#      3   -20       3.9689280270E-005
#      3   -19       7.6014000937E-005
#      3   -18       7.8033221898E-006
#      3   -17       2.7705547918E-005
#      3   -16       2.2915104665E-005
#      3   -15       1.3756042004E-004
#      3   -14       6.0995204636E-004
#      3   -13       7.3959424199E-004
#      3   -12       6.1921211816E-008
#      3   -11       1.1022633679E-004
#      3   -10       9.3558596085E-005
#      3    -9       1.5535874836E-003
#      3    -8       5.4874868154E-006
#      3    -7       3.0620010500E-003
#      3    -6       1.4099844717E-003
#      3    -5       3.0056891336E-004
#      3    -4       3.3766892277E-005
#      3    -3       5.4310310345E-004
#      3    -2       1.1966729895E-004
#      3    -1       5.5419167844E-004
#      3     0       9.6305436968E-005
#      3     1       1.4752912365E-003
#      3     2       5.2458439940E-003
#      3     3       4.8379568310E-004
#      3     4       1.9668198588E-004
#      4   -20       2.0779472358E-003
#      4   -19       7.0481926695E-005
#      4   -18       1.4536510016E-005
#      4   -17       1.2884909488E-004
#      4   -16       1.1988321933E-003
#      4   -15       3.0616505122E-004
#      4   -14       5.8801358204E-005
#      4   -13       3.7360992489E-004
#      4   -12       1.8865968137E-002
#      4   -11       1.9424345435E-004
#      4   -10       1.3128350431E-005
#      4    -9       2.9809605075E-003
#      4    -8       4.5095800042E-002
#      4    -7       1.7195860884E-003
#      4    -6       3.9618136646E-006
#      4    -5       1.1362687812E-003
#      4    -4       9.1193306050E-003
#      4    -3       6.6681011335E-004
#      4    -2       9.1305561016E-005
#      4    -1       1.4753786431E-003
#      4     0       6.0501359205E-002
#      4     1       1.7783841421E-003
#      4     2       8.8073200167E-005
#      4     3       3.6234554692E-004
#      5   -20       2.6779892895E-005
#      5   -19       4.0276724575E-004
#      5   -18       5.5767705353E-004
#      5   -17       8.3909175310E-005
#      5   -16       6.7686348537E-005
#      5   -15       2.9223782717E-004
#      5   -14       6.5016040980E-004
#      5   -13       5.4045572759E-004
#      5   -12       5.4260067181E-005
#      5   -11       7.6580564713E-006
#      5   -10       8.4808768778E-004
#      5    -9       2.1022604426E-003
#      5    -8       5.1158326011E-005
#      5    -7       2.4345615012E-004
#      5    -6       2.1338314127E-004
#      5    -5       2.4249021663E-003
#      5    -4       4.1618972796E-006
#      5    -3       6.6060113667E-004
#      5    -2       5.2466585981E-003
#      5    -1       1.7798618455E-003
#      5     0       3.5821833681E-004
#      5     1       2.8881666108E-004
#      6   -19       6.4230499938E-004
#      6   -18       2.9805299482E-005
#      6   -17       8.5541899011E-004
#      6   -16       8.5018297850E-004
#      6   -15       5.0470666980E-004
#      6   -14       2.5842359464E-004
#      6   -13       6.1944752398E-004
#      6   -12       8.5644081178E-004
#      6   -11       3.3381046687E-006
#      6   -10       3.7244108001E-005
#      6    -9       1.8348398204E-003
#      6    -8       1.0855899927E-003
#      6    -7       2.1441793258E-004
#      6    -6       1.3513546138E-004
#      6    -5       1.0792132904E-003
#      6    -4       1.7272133253E-003
#      6    -3       4.8349718035E-004
#      6    -2       8.8078709270E-005
#      6    -1       2.8824159406E-004
#      7   -17       6.7927941281E-004
#      7   -16       1.8012385414E-005
#      7   -15       4.3628449058E-004
#      7   -14       2.5658977026E-003
#      7   -13       5.5722805175E-004
#      7   -12       3.2406695565E-005
#      7   -11       7.8998422591E-004
#      7   -10       2.7995079084E-003
#      7    -9       5.4163569320E-005
#      7    -8       2.0529252188E-005
#      7    -7       3.7852402377E-004
#      7    -6       5.4282090225E-004
#      7    -5       4.7885385490E-004
#      7    -4       1.9678797304E-004
#      7    -3       3.6229884371E-004
#      8   -15       6.2614030045E-004
#      8   -14       2.0858730338E-005
#      8   -13       3.8489992747E-004
#      8   -12       1.9297590707E-002
#      8   -11       7.0887382051E-004
#      8   -10       1.0190869422E-005
#      8    -9       9.5522398549E-005
#      8    -8       1.2043937332E-002
#      8    -7       1.4595292470E-003
