 Diffraction intensities for potential:gv5x5_20D10002.in                       
#    -28    13       2.0057183148E-005
#    -28    14       1.5990375630E-005
#    -28    15       6.2303713228E-005
#    -27     7       5.7808860687E-006
#    -27     8       3.1647059215E-004
#    -27     9       9.7368018339E-006
#    -27    10       3.4441193542E-005
#    -27    11       4.1385301844E-005
#    -27    12       1.4276903535E-005
#    -27    13       4.6016949322E-005
#    -27    14       7.0537939261E-005
#    -27    15       5.8493435056E-006
#    -27    16       7.6359431457E-005
#    -27    17       7.7771547770E-006
#    -27    18       7.9195516624E-005
#    -27    19       6.1091068938E-005
#    -27    20       4.5649770112E-005
#    -26     4       1.6390354648E-004
#    -26     5       2.5628627762E-005
#    -26     6       4.9506732619E-004
#    -26     7       1.4024664601E-004
#    -26     8       1.5644328968E-005
#    -26     9       2.3684857491E-004
#    -26    10       5.1443575842E-005
#    -26    11       1.8205923999E-006
#    -26    12       7.0568576973E-005
#    -26    13       6.9252495910E-005
#    -26    14       5.1611917453E-005
#    -26    15       2.4307456211E-005
#    -26    16       6.4578148911E-005
#    -26    17       2.1114290450E-005
#    -26    18       1.0028912082E-004
#    -26    19       7.6981640726E-005
#    -26    20       7.7075879413E-006
#    -26    21       6.2467541031E-006
#    -26    22       2.8014438155E-005
#    -25     2       1.0500400998E-004
#    -25     3       1.2324431266E-004
#    -25     4       3.9027014321E-004
#    -25     5       1.6120355813E-004
#    -25     6       9.7831700760E-005
#    -25     7       6.5776313812E-005
#    -25     8       4.2800412569E-005
#    -25     9       3.2831366151E-005
#    -25    10       8.0514922230E-004
#    -25    11       1.0822200436E-004
#    -25    12       3.2470160845E-005
#    -25    13       1.0615522269E-004
#    -25    14       1.2718109911E-004
#    -25    15       6.3488755263E-005
#    -25    16       5.7609635958E-005
#    -25    17       3.8335146484E-005
#    -25    18       2.2643054913E-004
#    -25    19       1.7597442204E-004
#    -25    20       4.0569513356E-004
#    -25    21       2.1759067948E-004
#    -25    22       1.1395289407E-005
#    -25    23       1.2918403708E-005
#    -24     0       1.6033289616E-004
#    -24     1       6.4053010557E-005
#    -24     2       8.9164026429E-005
#    -24     3       4.5006631268E-004
#    -24     4       4.6919438756E-004
#    -24     5       9.4112246271E-005
#    -24     6       1.1407065157E-004
#    -24     7       2.0298290493E-004
#    -24     8       2.9546312723E-007
#    -24     9       8.4596236308E-006
#    -24    10       1.3616816867E-004
#    -24    11       4.2960607633E-005
#    -24    12       2.5716727309E-004
#    -24    13       5.9340835627E-005
#    -24    14       2.4906105438E-004
#    -24    15       3.0169015342E-005
#    -24    16       2.3573095411E-005
#    -24    17       9.8612652088E-005
#    -24    18       2.5818795902E-005
#    -24    19       4.3883032464E-004
#    -24    20       2.9398076468E-006
#    -24    21       3.7772082546E-005
#    -24    22       2.3255448347E-004
#    -24    23       7.2747351988E-005
#    -24    24       3.4645559362E-005
#    -23    -2       4.6805526800E-005
#    -23    -1       1.4228621550E-004
#    -23     0       1.6140046617E-004
#    -23     1       3.8466324120E-004
#    -23     2       3.6594109874E-004
#    -23     3       1.4962505302E-005
#    -23     4       2.4701195174E-004
#    -23     5       4.0819040730E-005
#    -23     6       1.0761107178E-004
#    -23     7       4.1806334123E-005
#    -23     8       3.3395121360E-004
#    -23     9       1.7522543824E-005
#    -23    10       2.3889752460E-004
#    -23    11       8.6296575503E-006
#    -23    12       6.4604695189E-005
#    -23    13       1.2834283471E-004
