 Diffraction intensities for potential:8x8MoS210001.in                         
#    -47     7       9.3945013579E-014
#    -47     8       1.2598676472E-012
#    -47     9       1.7070089746E-012
#    -47    10       9.1020430320E-013
#    -47    11       6.2446920505E-013
#    -47    12       1.4055287104E-012
#    -47    13       1.8185336594E-012
#    -47    14       1.4783498739E-012
#    -47    15       5.8245503314E-013
#    -47    16       1.8824545867E-012
#    -47    17       1.9638505339E-012
#    -47    18       2.8174784802E-012
#    -47    19       1.6130139962E-011
#    -47    20       1.5527524317E-011
#    -47    21       4.3135379470E-012
#    -47    22       4.9948019696E-012
#    -47    23       8.2920604729E-013
#    -47    24       4.2926573315E-012
#    -47    25       2.8654491703E-012
#    -47    26       4.5748999585E-012
#    -47    27       2.5343326545E-011
#    -47    28       7.4433043151E-012
#    -47    29       5.2830436231E-013
#    -47    30       8.5270834396E-013
#    -47    31       9.4213523021E-013
#    -47    32       2.9890009927E-012
#    -47    33       1.1588245765E-012
#    -47    34       5.2685504424E-012
#    -47    35       5.9357559344E-013
#    -47    36       4.0277701050E-012
#    -47    37       2.0181727855E-012
#    -47    38       9.9769893740E-013
#    -47    39       2.3310002040E-013
#    -47    40       5.0556308698E-013
#    -47    41       2.8063190555E-013
#    -47    42       7.2086339893E-013
#    -47    43       9.3224968817E-012
#    -47    44       9.4246227055E-014
#    -46   -26       2.2820593563E-009
#    -46   -25       4.1065821262E-010
#    -46   -24       6.5552166405E-010
#    -46   -23       8.6417230125E-010
#    -46   -22       4.4954524695E-010
#    -46   -21       3.4960769101E-009
#    -46   -20       6.9307257332E-010
#    -46   -19       5.0766920385E-010
#    -46   -18       5.6337890437E-010
#    -46   -17       1.2317059346E-010
#    -46   -16       3.3435636895E-011
#    -46   -15       4.1064981053E-011
#    -46   -14       2.6504330650E-012
#    -46   -13       3.9433514542E-010
#    -46   -12       1.6985868468E-010
#    -46   -11       1.8023422492E-010
#    -46   -10       2.1109199987E-010
#    -46    -9       8.7564939191E-011
#    -46    -8       4.1360530786E-011
#    -46    -7       2.2617509423E-011
#    -46    -6       2.1711118695E-011
#    -46    -5       2.3602055054E-011
#    -46    -4       1.8450142746E-011
#    -46    -3       2.7304381282E-011
#    -46    -2       4.5754557150E-011
#    -46    -1       2.5023072590E-011
#    -46     0       1.5566248454E-011
#    -46     1       1.1573767977E-011
#    -46     2       9.6482423144E-012
#    -46     3       1.4203147523E-013
#    -46     4       2.6321149889E-013
#    -46     5       1.3585554648E-012
#    -46     6       1.5324747433E-012
#    -46     7       6.7004541942E-013
#    -46     8       4.5489150823E-013
#    -46     9       1.5503770970E-013
#    -46    10       5.0984854812E-012
#    -46    11       7.0490554942E-013
#    -46    12       8.0648819277E-013
#    -46    13       1.6041776014E-013
#    -46    14       2.7538067260E-012
#    -46    15       1.4780316472E-012
#    -46    16       9.2911094744E-013
#    -46    17       1.5799855276E-012
#    -46    18       3.2625291203E-012
#    -46    19       1.0642193862E-012
#    -46    20       1.4551752958E-012
#    -46    21       6.7116171321E-013
#    -46    22       4.9145871051E-012
#    -46    23       3.1492677316E-012
#    -46    24       6.0262866689E-013
#    -46    25       2.9984804948E-012
#    -46    26       1.6343049398E-012
#    -46    27       9.1030055400E-013
#    -46    28       2.0296561482E-012
#    -46    29       4.5242066602E-013
#    -46    30       5.2863383984E-013
#    -46    31       6.6201751338E-013
#    -46    32       2.4465079070E-012
#    -46    33       4.1181038316E-012
#    -46    34       7.6492487848E-012
#    -46    35       1.3511221902E-011
#    -46    36       6.5066687253E-012
#    -46    37       1.3224824579E-012
#    -46    38       2.6061267357E-013
#    -46    39       1.1386849021E-013
#    -46    40       6.6664180993E-013
#    -46    41       1.7060573343E-014
#    -46    42       3.6417869145E-014
#    -46    43       2.5779943039E-012
#    -46    44       7.8061113242E-012
#    -45   -27       9.7389373859E-011
#    -45   -26       8.9513743624E-011
#    -45   -25       2.5026848130E-010
#    -45   -24       4.6969624533E-010
#    -45   -23       5.2485305973E-010
#    -45   -22       2.9904544329E-010
#    -45   -21       1.3541737653E-008
#    -45   -20       4.7455125132E-010
#    -45   -19       5.3086574119E-010
#    -45   -18       1.1826624198E-010
#    -45   -17       6.9031220541E-012
#    -45   -16       1.3886005993E-014
#    -45   -15       2.3357297018E-011
#    -45   -14       2.4945787311E-011
#    -45   -13       6.5324719685E-009
#    -45   -12       9.0047915767E-011
#    -45   -11       2.1109810341E-010
#    -45   -10       4.8509330769E-011
#    -45    -9       8.4950453826E-012
#    -45    -8       9.6198971685E-012
#    -45    -7       2.2374340728E-012
#    -45    -6       1.6560907478E-012
#    -45    -5       1.6873909024E-009
#    -45    -4       7.3552493942E-012
#    -45    -3       6.2674341807E-011
#    -45    -2       1.5124228835E-011
#    -45    -1       5.0531640278E-012
#    -45     0       7.3379103622E-012
#    -45     1       5.2304914533E-012
#    -45     2       3.6533302065E-012
#    -45     3       2.2839234162E-010
#    -45     4       5.2941097011E-013
#    -45     5       6.9370324232E-012
#    -45     6       3.8158595451E-012
#    -45     7       3.2864106887E-012
#    -45     8       1.3793621819E-012
#    -45     9       1.6841528201E-012
#    -45    10       1.1056153212E-012
#    -45    11       1.4842224205E-011
#    -45    12       1.4724486481E-012
#    -45    13       1.3642653569E-012
#    -45    14       1.5559751274E-013
#    -45    15       1.7378406288E-012
#    -45    16       4.6201518930E-013
#    -45    17       3.0671202301E-013
#    -45    18       8.0635587516E-013
#    -45    19       4.2850111046E-012
#    -45    20       9.6936626429E-013
#    -45    21       4.5143245240E-012
#    -45    22       3.4455678840E-013
#    -45    23       9.9273995609E-012
#    -45    24       9.4731035150E-013
#    -45    25       5.6946342604E-013
#    -45    26       9.8438852414E-013
#    -45    27       1.1909560589E-012
#    -45    28       3.8102709381E-013
#    -45    29       1.5459386625E-012
#    -45    30       2.9851033227E-012
#    -45    31       5.9113983948E-012
#    -45    32       2.3490290919E-012
#    -45    33       3.8085067975E-012
#    -45    34       4.7782034254E-012
#    -45    35       3.5593333366E-012
#    -45    36       2.5495647492E-012
#    -45    37       3.4396047797E-012
#    -45    38       2.0320355208E-012
#    -45    39       1.0564425383E-012
#    -45    40       3.5930137932E-013
#    -45    41       1.6819013152E-011
#    -45    42       7.2828600543E-014
#    -45    43       3.0913972078E-013
#    -45    44       4.4103626916E-011
#    -44   -27       4.5354384013E-011
#    -44   -26       1.0406568629E-009
#    -44   -25       2.1416877819E-010
#    -44   -24       3.4093613953E-010
#    -44   -23       4.0997712704E-010
#    -44   -22       1.3624439243E-009
#    -44   -21       1.1744290204E-009
#    -44   -20       5.0666680701E-010
#    -44   -19       3.8445432085E-010
#    -44   -18       9.7118725061E-010
#    -44   -17       3.0320998079E-011
#    -44   -16       5.5129721436E-012
#    -44   -15       4.7963478511E-012
#    -44   -14       3.4583221836E-010
#    -44   -13       2.9150989874E-010
#    -44   -12       1.6646066617E-010
#    -44   -11       1.7529854123E-010
#    -44   -10       6.1560412545E-010
#    -44    -9       4.2268425917E-011
#    -44    -8       1.5808357946E-011
#    -44    -7       1.1311542178E-011
#    -44    -6       4.9623234821E-011
#    -44    -5       3.8278048369E-011
#    -44    -4       4.4185116905E-011
#    -44    -3       4.4072841395E-011
#    -44    -2       3.0333576226E-010
#    -44    -1       1.3313084587E-011
#    -44     0       5.4332559882E-012
#    -44     1       8.2310257316E-012
#    -44     2       9.7083785126E-012
#    -44     3       6.7579493634E-013
#    -44     4       4.6979858666E-012
#    -44     5       2.5472637604E-012
#    -44     6       1.2290519567E-010
#    -44     7       8.0679272608E-016
#    -44     8       6.8216039216E-013
#    -44     9       5.7193089919E-014
#    -44    10       3.9896339069E-012
#    -44    11       1.2319017277E-012
#    -44    12       9.1230792900E-013
#    -44    13       9.7683103344E-013
#    -44    14       2.7597519256E-011
#    -44    15       5.6976917857E-013
#    -44    16       3.5657495283E-011
#    -44    17       6.9220919715E-013
#    -44    18       3.8532104883E-013
#    -44    19       8.8341585817E-013
#    -44    20       1.3957904468E-012
#    -44    21       1.6918868869E-012
#    -44    22       1.0553412674E-011
#    -44    23       5.3320935387E-013
#    -44    24       1.6589684633E-010
#    -44    25       4.5035577653E-013
#    -44    26       6.1397603066E-013
#    -44    27       1.4452708984E-014
#    -44    28       1.1844483728E-012
#    -44    29       1.1473880913E-012
#    -44    30       1.7600508859E-011
#    -44    31       2.8663006422E-012
#    -44    32       7.9331800053E-011
#    -44    33       2.8644816869E-012
#    -44    34       2.9414772268E-012
#    -44    35       4.1873314581E-013
#    -44    36       2.1261836704E-012
#    -44    37       1.7223315578E-012
#    -44    38       2.5691993570E-012
#    -44    39       1.4175837004E-012
#    -44    40       4.2739917891E-012
#    -44    41       1.5231581944E-012
#    -44    42       8.9744109265E-014
#    -44    43       1.8674170362E-012
#    -44    44       2.8031716085E-013
#    -43   -28       1.2162539636E-010
#    -43   -27       1.4690411882E-011
#    -43   -26       5.5550675318E-011
#    -43   -25       2.7492180347E-010
#    -43   -24       2.6738871885E-010
#    -43   -23       2.5384856362E-009
#    -43   -22       3.6286821712E-009
#    -43   -21       4.1298130125E-010
#    -43   -20       4.0494812867E-010
#    -43   -19       1.8450734425E-010
#    -43   -18       1.0113011803E-010
#    -43   -17       1.5694461392E-011
#    -43   -16       1.1122441165E-011
#    -43   -15       6.0682419646E-010
#    -43   -14       8.9245604883E-010
#    -43   -13       1.0541512366E-010
#    -43   -12       1.4948751109E-010
#    -43   -11       9.1391474215E-011
#    -43   -10       7.1403048996E-011
#    -43    -9       4.1055359024E-011
#    -43    -8       2.0788254791E-011
#    -43    -7       9.6709777412E-011
#    -43    -6       2.1705352720E-010
#    -43    -5       2.4074542303E-011
#    -43    -4       3.1468783574E-011
#    -43    -3       1.9165738512E-011
#    -43    -2       1.7294730423E-011
#    -43    -1       1.3294658927E-011
#    -43     0       8.0109015591E-012
#    -43     1       2.3802013991E-011
#    -43     2       7.1322568555E-011
#    -43     3       1.7922559300E-012
#    -43     4       1.4805944231E-012
#    -43     5       4.2327948470E-013
#    -43     6       4.0262315964E-014
#    -43     7       1.1735814578E-013
#    -43     8       6.9407868530E-013
#    -43     9       6.7283993240E-012
#    -43    10       1.0807166126E-011
#    -43    11       4.7377925288E-013
#    -43    12       3.5570777703E-013
#    -43    13       3.6319126380E-013
#    -43    14       3.6871851565E-013
#    -43    15       1.7745964196E-013
#    -43    16       2.7356639253E-013
#    -43    17       1.1399625834E-011
#    -43    18       1.6496599220E-012
#    -43    19       4.8298417411E-013
#    -43    20       7.3668217712E-013
#    -43    21       4.1947311506E-014
#    -43    22       1.7263628020E-012
#    -43    23       1.2861232013E-012
#    -43    24       3.1536973482E-013
#    -43    25       5.8643625852E-011
#    -43    26       2.8226851168E-013
#    -43    27       1.9399863675E-012
#    -43    28       3.9521475365E-013
#    -43    29       1.8321194388E-012
#    -43    30       9.1492932969E-013
#    -43    31       1.4024596940E-011
#    -43    32       2.5352044568E-012
#    -43    33       5.8288172192E-011
#    -43    34       1.8731872077E-012
#    -43    35       5.9213765993E-012
#    -43    36       3.7495522712E-012
#    -43    37       2.7179756041E-012
#    -43    38       2.9897570177E-012
#    -43    39       1.2481146364E-011
#    -43    40       4.9910527967E-012
#    -43    41       1.2073598515E-011
#    -43    42       1.6767974950E-012
#    -43    43       1.7908882657E-012
#    -43    44       2.8517817583E-013
#    -42   -29       2.5287350342E-010
#    -42   -28       5.6550957441E-010
#    -42   -27       1.2978953386E-010
#    -42   -26       6.3646902005E-010
#    -42   -25       3.5468068356E-010
#    -42   -24       2.3889540696E-009
#    -42   -23       1.4925951117E-008
#    -42   -22       1.0040735585E-009
#    -42   -21       1.2024872706E-010
#    -42   -20       4.1720669715E-011
#    -42   -19       1.0116400012E-010
#    -42   -18       4.8975888971E-012
#    -42   -17       8.5279560882E-013
#    -42   -16       4.9815014087E-010
#    -42   -15       1.8776090401E-009
#    -42   -14       3.3590542022E-010
#    -42   -13       3.2342339874E-011
#    -42   -12       1.6296019407E-011
#    -42   -11       9.3760237328E-011
#    -42   -10       2.9477935915E-012
#    -42    -9       1.0898195830E-011
#    -42    -8       6.7594375361E-011
#    -42    -7       2.7576855478E-010
#    -42    -6       1.2585128479E-010
#    -42    -5       1.8743892483E-012
#    -42    -4       1.0092845313E-012
#    -42    -3       3.3124193771E-011
#    -42    -2       7.6654890872E-013
#    -42    -1       1.6711938725E-012
#    -42     0       8.8295766124E-012
#    -42     1       2.8450580508E-011
#    -42     2       2.9405857938E-011
#    -42     3       1.5931030663E-012
#    -42     4       6.1050324413E-013
#    -42     5       1.1899016297E-011
#    -42     6       7.3845248012E-013
#    -42     7       1.0071830468E-012
#    -42     8       8.3698946069E-013
#    -42     9       3.9453937209E-012
#    -42    10       6.6340536841E-012
#    -42    11       1.1081886319E-014
#    -42    12       1.9452067534E-013
#    -42    13       2.1970037659E-012
#    -42    14       9.6476624915E-014
#    -42    15       3.0389960125E-012
#    -42    16       1.0868249015E-012
#    -42    17       2.0194448714E-013
#    -42    18       6.3616685236E-013
#    -42    19       3.2057551070E-014
#    -42    20       4.0859775785E-012
#    -42    21       1.7887639432E-013
#    -42    22       1.1076195958E-013
#    -42    23       3.2324781550E-012
#    -42    24       3.8927064724E-012
#    -42    25       4.5556215897E-013
#    -42    26       4.8821766702E-015
#    -42    27       1.3254525223E-012
#    -42    28       1.8393223890E-011
#    -42    29       2.0438300738E-012
#    -42    30       4.2692397750E-012
#    -42    31       1.7031060449E-011
#    -42    32       1.4266109322E-011
#    -42    33       4.0232120000E-012
#    -42    34       1.3146284988E-012
#    -42    35       2.5138359023E-012
#    -42    36       3.8665871194E-012
#    -42    37       3.0362469985E-012
#    -42    38       3.5463726005E-012
#    -42    39       9.5230500990E-012
#    -42    40       2.0258910526E-012
#    -42    41       2.8083475759E-012
#    -42    42       1.6034665745E-012
#    -42    43       3.3896264618E-012
#    -42    44       9.2108887738E-013
#    -41   -30       5.7765693042E-010
#    -41   -29       9.9612165931E-010
#    -41   -28       3.8199734618E-010
#    -41   -27       3.1755489429E-010
#    -41   -26       7.3375596789E-010
#    -41   -25       2.6087410891E-009
#    -41   -24       8.2521625389E-010
#    -41   -23       3.8788084315E-010
#    -41   -22       2.7420189731E-010
#    -41   -21       4.9796334880E-010
#    -41   -20       7.2647963391E-011
#    -41   -19       1.7521954733E-011
#    -41   -18       7.9221676380E-010
#    -41   -17       2.6822962000E-010
#    -41   -16       1.8527926865E-010
#    -41   -15       1.1457561071E-010
#    -41   -14       8.6986185079E-011
#    -41   -13       3.3583866938E-010
#    -41   -12       5.5260582628E-011
#    -41   -11       3.0497036206E-011
#    -41   -10       4.6280799449E-010
#    -41    -9       1.1621796691E-011
#    -41    -8       2.0508562610E-011
#    -41    -7       1.8563126219E-011
#    -41    -6       9.8925393933E-012
#    -41    -5       1.3740046039E-010
#    -41    -4       7.9398784667E-012
#    -41    -3       6.0246793097E-012
#    -41    -2       1.7453968515E-010
#    -41    -1       7.2495136464E-012
#    -41     0       5.2557055995E-012
#    -41     1       2.7661031754E-012
#    -41     2       3.8238677737E-012
#    -41     3       3.7420917596E-011
#    -41     4       2.0134375835E-012
#    -41     5       2.1908473680E-012
#    -41     6       3.6167603280E-011
#    -41     7       4.2911073285E-011
#    -41     8       9.8000418929E-015
#    -41     9       1.8602156648E-013
#    -41    10       7.1674278893E-014
#    -41    11       1.2065153237E-011
#    -41    12       7.5973630725E-013
#    -41    13       2.0826608716E-012
#    -41    14       1.3111210802E-011
#    -41    15       4.7111049153E-011
#    -41    16       6.4434741467E-013
#    -41    17       2.7431946796E-011
#    -41    18       5.6828222641E-013
#    -41    19       6.7519788367E-013
#    -41    20       3.5538982405E-013
#    -41    21       4.9060671263E-014
#    -41    22       4.4791229176E-013
#    -41    23       9.8758724895E-012
#    -41    24       9.3504556854E-013
#    -41    25       1.0656099058E-010
#    -41    26       1.0986811942E-012
#    -41    27       2.5217723110E-013
#    -41    28       2.7537767626E-012
#    -41    29       4.0837817177E-012
#    -41    30       4.6870339661E-012
#    -41    31       6.2877880080E-012
#    -41    32       3.4105010660E-012
#    -41    33       5.3437431953E-011
#    -41    34       3.4996340562E-012
#    -41    35       1.1062492154E-012
#    -41    36       3.1100460807E-012
#    -41    37       1.9297963953E-012
#    -41    38       3.6824334164E-012
#    -41    39       4.0099236002E-012
#    -41    40       7.3917233829E-012
#    -41    41       1.9008034179E-013
#    -41    42       2.0311603054E-012
#    -41    43       5.7998986570E-013
#    -40   -31       5.6671612655E-010
#    -40   -30       5.6356264385E-010
#    -40   -29       5.5361049786E-010
#    -40   -28       5.6494391745E-010
#    -40   -27       3.8225869633E-010
#    -40   -26       1.7508326758E-010
#    -40   -25       8.8443813384E-010
#    -40   -24       4.2450654133E-010
#    -40   -23       6.8527094426E-011
#    -40   -22       5.0122402869E-011
#    -40   -21       1.0625112564E-010
#    -40   -20       5.1995248481E-012
#    -40   -19       3.1890976814E-012
#    -40   -18       6.7644483747E-012
#    -40   -17       1.6119198156E-010
#    -40   -16       8.1013725649E-011
#    -40   -15       2.4989356645E-011
#    -40   -14       2.1826337220E-011
#    -40   -13       7.5792006894E-011
#    -40   -12       1.7206274915E-011
#    -40   -11       2.4079864536E-011
#    -40   -10       6.0470470062E-012
#    -40    -9       1.0518121531E-011
#    -40    -8       1.1246376079E-011
#    -40    -7       2.9308260230E-013
#    -40    -6       5.0501320539E-013
#    -40    -5       1.5733076772E-011
#    -40    -4       4.0157656974E-012
#    -40    -3       7.6159375680E-012
#    -40    -2       4.0009067977E-012
#    -40    -1       5.5521788313E-013
#    -40     0       1.6695655255E-011
#    -40     1       1.3512781784E-012
#    -40     2       4.4293085543E-013
#    -40     3       2.7246022617E-012
#    -40     4       9.6870246410E-013
#    -40     5       1.8946675245E-012
#    -40     6       2.4929132985E-014
#    -40     7       7.6154052723E-013
#    -40     8       1.1389312077E-010
#    -40     9       6.4920405659E-013
#    -40    10       6.5342189613E-013
#    -40    11       6.6126054047E-013
#    -40    12       7.5767194092E-013
#    -40    13       7.4651067550E-013
#    -40    14       3.7021297411E-013
#    -40    15       6.9376172704E-013
#    -40    16       2.1244948063E-010
#    -40    17       4.0900111483E-012
#    -40    18       2.3120044484E-012
#    -40    19       1.3944019802E-012
#    -40    20       2.5846809130E-012
#    -40    21       1.6889445480E-012
#    -40    22       3.9912977192E-012
#    -40    23       2.2391988677E-012
#    -40    24       9.6787268806E-011
#    -40    25       3.8342989614E-012
#    -40    26       6.2164513598E-012
#    -40    27       3.0008124653E-013
#    -40    28       9.9193601324E-013
#    -40    29       2.7930605387E-012
#    -40    30       2.8403416802E-012
#    -40    31       5.1292238477E-012
#    -40    32       2.6280063391E-011
#    -40    33       8.7200116148E-012
#    -40    34       6.8991623529E-012
#    -40    35       2.6920034680E-012
#    -40    36       7.2046579160E-013
#    -40    37       5.3248131153E-012
#    -40    38       2.4964081892E-012
#    -40    39       4.5198021733E-012
#    -40    40       3.9836918497E-012
#    -40    41       4.4964262622E-012
#    -40    42       6.1053229700E-012
#    -40    43       5.7062388512E-012
#    -39   -31       3.7931780689E-010
#    -39   -30       1.7464129939E-010
#    -39   -29       5.5573963946E-010
#    -39   -28       2.9424766844E-010
#    -39   -27       4.6830822889E-010
#    -39   -26       7.2695912484E-010
#    -39   -25       6.8685968454E-010
#    -39   -24       3.6961065354E-010
#    -39   -23       8.8256310819E-011
#    -39   -22       3.1072292017E-010
#    -39   -21       1.1318687396E-011
#    -39   -20       2.5880195987E-011
#    -39   -19       3.0276167575E-012
#    -39   -18       5.8948365273E-011
#    -39   -17       1.1612868944E-010
#    -39   -16       9.6974520944E-011
#    -39   -15       2.4277673087E-011
#    -39   -14       1.2412817331E-010
#    -39   -13       2.8172756523E-011
#    -39   -12       4.8277382131E-011
#    -39   -11       1.0950135495E-011
#    -39   -10       2.6667071276E-012
#    -39    -9       2.1080755890E-011
#    -39    -8       5.6438454218E-012
#    -39    -7       1.2381047592E-013
#    -39    -6       1.3754469838E-011
#    -39    -5       6.0573870555E-012
#    -39    -4       1.3168327582E-011
#    -39    -3       5.5480088711E-012
#    -39    -2       3.1767784408E-012
#    -39    -1       5.3870544471E-012
#    -39     0       7.8334897258E-014
#    -39     1       5.1762325326E-013
#    -39     2       1.3833600977E-012
#    -39     3       1.7254444876E-012
#    -39     4       4.8215156377E-012
#    -39     5       3.5158371267E-012
#    -39     6       3.1183714305E-012
#    -39     7       4.7844544561E-012
#    -39     8       2.0858369461E-012
#    -39     9       1.7648206888E-012
#    -39    10       1.1866178351E-012
#    -39    11       3.1270506896E-012
#    -39    12       3.6914433778E-012
#    -39    13       2.2258843028E-012
#    -39    14       2.4455971972E-012
#    -39    15       4.2307247191E-012
#    -39    16       4.9225328029E-012
#    -39    17       5.9787377187E-012
#    -39    18       6.3932482570E-012
#    -39    19       3.8216936382E-012
#    -39    20       8.0282403106E-012
#    -39    21       8.5144481984E-012
#    -39    22       7.5690298153E-012
#    -39    23       9.1027198428E-012
#    -39    24       6.4141301396E-012
#    -39    25       3.6951152511E-012
#    -39    26       2.1030042616E-012
#    -39    27       2.1872097953E-013
#    -39    28       2.1094781694E-012
#    -39    29       3.2511678557E-012
#    -39    30       4.6031541688E-012
#    -39    31       5.6755732540E-012
#    -39    32       8.5686199663E-012
#    -39    33       6.9398671462E-012
#    -39    34       7.0318597115E-012
#    -39    35       1.3645543014E-012
#    -39    36       3.1630678900E-013
#    -39    37       5.2153178077E-013
#    -39    38       2.1078629283E-012
#    -39    39       6.4565595726E-012
#    -39    40       7.1262352723E-012
#    -39    41       1.2898356726E-010
#    -39    42       2.3357756515E-012
#    -39    43       3.0895553770E-011
#    -38   -32       4.4202344339E-010
#    -38   -31       9.7557263579E-010
#    -38   -30       2.5203544609E-010
#    -38   -29       1.3827984959E-008
#    -38   -28       2.4471708914E-010
#    -38   -27       7.4782444724E-010
#    -38   -26       2.3477979214E-009
#    -38   -25       2.5591664828E-009
#    -38   -24       2.4540934438E-010
#    -38   -23       6.0151579659E-011
#    -38   -22       5.4176336768E-011
#    -38   -21       3.0060399943E-009
#    -38   -20       1.9067550158E-011
#    -38   -19       1.6796569051E-011
#    -38   -18       3.8237085126E-010
#    -38   -17       4.1755711606E-010
#    -38   -16       5.7054862828E-011
#    -38   -15       2.8036790742E-011
#    -38   -14       4.5679891570E-011
#    -38   -13       6.4551595482E-010
#    -38   -12       4.8658339854E-011
#    -38   -11       1.8914472406E-011
#    -38   -10       1.4056841147E-010
#    -38    -9       3.3814718922E-011
#    -38    -8       3.0128687920E-012
#    -38    -7       7.3137976156E-013
#    -38    -6       1.3164755243E-011
#    -38    -5       1.1054364832E-010
#    -38    -4       1.6694344831E-011
#    -38    -3       1.0037702571E-011
#    -38    -2       3.6952502126E-011
#    -38    -1       3.3444306489E-012
#    -38     0       4.8931638095E-013
#    -38     1       1.7223608825E-014
#    -38     2       5.0391819150E-012
#    -38     3       1.8165228939E-011
#    -38     4       7.4826706572E-012
#    -38     5       6.0429436154E-012
#    -38     6       1.4620802748E-011
#    -38     7       2.8657652173E-012
#    -38     8       2.9287747492E-012
#    -38     9       2.9305297342E-012
#    -38    10       1.1876687098E-012
#    -38    11       1.2746437688E-012
#    -38    12       2.0856044378E-012
#    -38    13       4.5540519051E-012
#    -38    14       4.6592058326E-012
#    -38    15       8.2426431245E-012
#    -38    16       1.1397566974E-011
#    -38    17       1.1295267270E-011
#    -38    18       1.3980031724E-011
#    -38    19       1.4168006054E-011
#    -38    20       1.0107402750E-011
#    -38    21       1.4748768947E-011
#    -38    22       9.2903996977E-012
#    -38    23       8.8636147864E-012
#    -38    24       9.3360184720E-012
#    -38    25       5.0224906711E-012
#    -38    26       5.6624986777E-012
#    -38    27       4.6517498166E-012
#    -38    28       2.8467236636E-012
#    -38    29       2.2885805777E-012
#    -38    30       7.1348415756E-012
#    -38    31       9.9711266675E-012
#    -38    32       9.4005850995E-012
#    -38    33       1.3889413688E-011
#    -38    34       9.6156905683E-012
#    -38    35       1.2033272432E-011
#    -38    36       8.8937319173E-012
#    -38    37       1.4409401413E-012
#    -38    38       1.1431111346E-012
#    -38    39       6.4434333340E-012
#    -38    40       1.3288951804E-011
#    -38    41       1.5840549220E-011
#    -38    42       1.6285535415E-011
#    -38    43       5.3757205989E-012
#    -37   -33       1.9047205649E-009
#    -37   -32       8.7403248680E-010
#    -37   -31       5.8035906905E-010
#    -37   -30       1.2893091410E-009
#    -37   -29       3.9599296428E-009
#    -37   -28       1.6693953759E-009
#    -37   -27       6.7998156420E-011
#    -37   -26       1.4475193943E-010
#    -37   -25       4.3374653810E-010
#    -37   -24       7.9534527033E-011
#    -37   -23       7.4517533378E-011
#    -37   -22       8.3138248581E-011
#    -37   -21       7.9445865450E-010
#    -37   -20       4.1974631802E-010
#    -37   -19       2.4105232512E-011
#    -37   -18       3.8917617530E-011
#    -37   -17       1.0048474131E-010
#    -37   -16       3.5418429215E-011
#    -37   -15       4.4387775355E-011
#    -37   -14       1.3086022927E-011
#    -37   -13       5.2217175391E-010
#    -37   -12       1.1739808959E-010
#    -37   -11       3.0962848224E-011
#    -37   -10       6.6657288381E-012
#    -37    -9       9.0838378097E-012
#    -37    -8       3.3835519561E-012
#    -37    -7       7.3604243625E-012
#    -37    -6       2.6807994787E-012
#    -37    -5       2.6569710990E-010
#    -37    -4       1.9236144013E-011
#    -37    -3       6.7734701130E-012
#    -37    -2       7.1770985261E-013
#    -37    -1       1.1140812835E-012
#    -37     0       1.5246326008E-012
#    -37     1       4.6122632439E-012
#    -37     2       4.0159404900E-012
#    -37     3       4.6245903177E-011
#    -37     4       1.0150382175E-011
#    -37     5       4.1751457159E-012
#    -37     6       1.9063365505E-012
#    -37     7       1.7984759890E-012
#    -37     8       1.2852036576E-012
#    -37     9       1.1172295526E-012
#    -37    10       2.1922758145E-012
#    -37    11       2.6275306126E-011
#    -37    12       3.9160973099E-012
#    -37    13       8.3244250687E-012
#    -37    14       1.5022605515E-011
#    -37    15       1.0813825208E-011
#    -37    16       1.9759340804E-011
#    -37    17       2.4019939809E-011
#    -37    18       2.2766781754E-011
#    -37    19       2.0156621256E-011
#    -37    20       1.7841193575E-011
#    -37    21       1.6512172374E-011
#    -37    22       1.8136996076E-011
#    -37    23       1.0418096422E-011
#    -37    24       1.2117209618E-011
#    -37    25       9.8070550935E-012
#    -37    26       6.1776811695E-012
#    -37    27       3.3788306452E-012
#    -37    28       3.5508594102E-012
#    -37    29       4.3460566901E-012
#    -37    30       4.5085885847E-012
#    -37    31       1.7119955439E-011
#    -37    32       1.4008670789E-011
#    -37    33       7.3345824988E-011
#    -37    34       1.5907051871E-011
#    -37    35       1.2448762826E-011
#    -37    36       7.3255605421E-011
#    -37    37       3.1275985518E-012
#    -37    38       1.5880947473E-012
#    -37    39       9.3677014286E-012
#    -37    40       2.7533316803E-011
#    -37    41       1.0454973681E-008
#    -37    42       2.9454487343E-011
#    -36   -33       6.7129308257E-010
#    -36   -32       1.3706147049E-008
#    -36   -31       5.2368948524E-010
#    -36   -30       4.3122255459E-010
#    -36   -29       8.7929497349E-011
#    -36   -28       2.7067294896E-010
#    -36   -27       2.1565326019E-010
#    -36   -26       7.4106790522E-010
#    -36   -25       9.4426515852E-011
#    -36   -24       2.2346875608E-009
#    -36   -23       2.2258973595E-011
#    -36   -22       5.1243905838E-011
#    -36   -21       2.1181302598E-011
#    -36   -20       2.3138089360E-011
#    -36   -19       3.7867227744E-011
#    -36   -18       3.1972175468E-010
#    -36   -17       3.8128488096E-011
#    -36   -16       3.8733262052E-010
#    -36   -15       2.0744892102E-011
#    -36   -14       7.0289671654E-011
#    -36   -13       3.2958041098E-011
#    -36   -12       1.3914080277E-011
#    -36   -11       2.0613744592E-011
#    -36   -10       8.9252824747E-011
#    -36    -9       4.7248738521E-012
#    -36    -8       8.3714886078E-011
#    -36    -7       5.4000050558E-012
