 Diffraction intensities for potential:_6x6_05D10002.in                        
#    -54    14       1.9093039625E-005
#    -54    15       4.8635012750E-005
#    -54    16       2.0375281261E-005
#    -54    17       3.0360114911E-006
#    -54    18       2.0217997890E-004
#    -54    19       1.0958273275E-006
#    -54    20       1.1420752660E-005
#    -53     9       2.6549249159E-005
#    -53    10       6.1865922370E-006
#    -53    11       2.1633569729E-006
#    -53    12       1.9773126905E-006
#    -53    13       8.3225532371E-007
#    -53    14       3.4987830956E-005
#    -53    15       5.1168132488E-005
#    -53    16       5.4266177497E-005
#    -53    17       2.1344021949E-006
#    -53    18       4.9289562326E-006
#    -53    19       9.0792378315E-006
#    -53    20       4.5522241475E-005
#    -53    21       5.2834736125E-005
#    -53    22       3.4376626681E-005
#    -53    23       8.1033734777E-006
#    -53    24       9.5541665449E-006
#    -52     6       6.9974352459E-006
#    -52     7       5.5823133266E-006
#    -52     8       8.9986936919E-006
#    -52     9       1.1929900483E-005
#    -52    10       2.1764751231E-005
#    -52    11       1.0963912402E-005
#    -52    12       8.8102329280E-005
#    -52    13       2.2690467499E-005
#    -52    14       2.4047145223E-006
#    -52    15       2.0267910602E-005
#    -52    16       8.3234223426E-006
#    -52    17       3.2005585112E-005
#    -52    18       1.1335257958E-004
#    -52    19       3.5716492520E-005
#    -52    20       4.4178205724E-006
#    -52    21       2.4112956249E-005
#    -52    22       6.2358482153E-006
#    -52    23       8.2517272983E-006
#    -52    24       7.4268970533E-005
#    -52    25       1.0147106599E-005
#    -52    26       3.1588237970E-006
#    -51     3       3.0774363420E-006
#    -51     4       4.9879427723E-005
#    -51     5       2.0033269811E-005
#    -51     6       3.4087390084E-006
#    -51     7       1.4338519721E-005
#    -51     8       1.2151475182E-004
#    -51     9       6.7329624299E-006
#    -51    10       7.9692740770E-005
#    -51    11       2.8181440634E-005
#    -51    12       1.3024985185E-005
#    -51    13       2.9165432048E-005
#    -51    14       1.2696051427E-004
#    -51    15       3.9985951770E-006
#    -51    16       1.3967523849E-004
#    -51    17       4.5752944829E-005
#    -51    18       8.0962941915E-006
#    -51    19       2.8774214023E-005
#    -51    20       1.6977591449E-004
#    -51    21       1.8456949124E-005
#    -51    22       1.9695320033E-004
#    -51    23       2.9087582559E-005
#    -51    24       8.5412524217E-006
#    -51    25       6.1765918605E-005
#    -51    26       1.1939787552E-004
#    -51    27       4.7858532394E-006
#    -50     1       7.1935627196E-006
#    -50     2       5.7577452655E-006
#    -50     3       1.9056883014E-005
#    -50     4       1.6657161520E-006
#    -50     5       1.0895621818E-005
#    -50     6       9.2370283223E-005
#    -50     7       2.1076397190E-005
#    -50     8       4.7780305956E-006
#    -50     9       1.6424897612E-005
#    -50    10       1.1308234107E-005
#    -50    11       1.9443823172E-005
#    -50    12       1.1335116047E-004
#    -50    13       1.6896401234E-005
#    -50    14       1.2775153780E-005
#    -50    15       3.8742015126E-005
#    -50    16       1.3138791408E-005
#    -50    17       4.1174853423E-005
