 Diffraction intensities for potential:gv5x5_07D10008.in                       
#    -28    13       2.5419010576E-005
#    -28    14       1.5530165681E-004
#    -28    15       2.6682880806E-005
#    -27     7       2.4020581931E-005
#    -27     8       6.5998693392E-005
#    -27     9       5.7356827321E-006
#    -27    10       9.9770066172E-006
#    -27    11       8.7290440952E-006
#    -27    12       2.2751090511E-005
#    -27    13       3.7241384463E-005
#    -27    14       5.1783039044E-005
#    -27    15       2.6062442899E-005
#    -27    16       8.1517779774E-005
#    -27    17       1.1857292364E-004
#    -27    18       9.3945223260E-006
#    -27    19       1.0228715768E-004
#    -27    20       7.5507388889E-005
#    -26     4       5.4343894304E-005
#    -26     5       1.4482467036E-005
#    -26     6       8.3115055715E-005
#    -26     7       1.2474729897E-004
#    -26     8       1.5486321568E-005
#    -26     9       6.3739821474E-006
#    -26    10       4.6772267274E-005
#    -26    11       1.3089525027E-004
#    -26    12       7.8882042888E-005
#    -26    13       4.2862092544E-005
#    -26    14       5.7301909981E-005
#    -26    15       3.1263397517E-005
#    -26    16       4.6208845498E-006
#    -26    17       1.7648489861E-004
#    -26    18       6.9140944758E-006
#    -26    19       2.0905587533E-005
#    -26    20       6.1103107425E-005
#    -26    21       4.9917578336E-005
#    -26    22       2.0067163366E-004
#    -25     2       3.4015753797E-005
#    -25     3       2.4513899431E-005
#    -25     4       3.2646838063E-005
#    -25     5       2.3360040832E-004
#    -25     6       1.5418213656E-004
#    -25     7       1.3157639102E-005
#    -25     8       7.2959873578E-005
#    -25     9       1.1958544989E-004
#    -25    10       9.2324281411E-004
#    -25    11       1.5986155052E-005
#    -25    12       7.1455995211E-005
#    -25    13       1.3395875947E-004
#    -25    14       1.0566289837E-005
#    -25    15       1.8274034209E-004
#    -25    16       2.1820435491E-005
#    -25    17       3.0906086161E-005
#    -25    18       2.5314814137E-005
#    -25    19       1.4464945531E-004
#    -25    20       4.6154815015E-004
#    -25    21       4.8402638281E-005
#    -25    22       1.0607534515E-005
#    -25    23       2.9450635102E-005
#    -24     0       5.0153537951E-005
#    -24     1       4.7950062951E-005
#    -24     2       7.0646185285E-005
#    -24     3       1.1012455744E-004
#    -24     4       8.6260079575E-005
#    -24     5       1.4774741975E-005
#    -24     6       1.2626348568E-004
#    -24     7       9.7404396091E-005
#    -24     8       1.4196577542E-004
#    -24     9       7.1314849759E-005
#    -24    10       4.5286055017E-006
#    -24    11       9.2554383072E-005
#    -24    12       1.6529179923E-004
#    -24    13       1.5077880082E-004
#    -24    14       2.5377542894E-005
#    -24    15       5.8115533820E-005
#    -24    16       7.5273354380E-005
#    -24    17       8.5230985811E-005
#    -24    18       3.4753897122E-004
#    -24    19       3.6972871406E-005
#    -24    20       4.2865687653E-005
#    -24    21       1.2300414283E-005
#    -24    22       2.9657487922E-004
#    -24    23       2.9408024291E-004
#    -24    24       9.7258635286E-007
#    -23    -2       6.2867630111E-006
#    -23    -1       9.5846331061E-005
#    -23     0       1.0952282808E-004
#    -23     1       5.8949083868E-005
#    -23     2       3.1636052386E-005
#    -23     3       9.8471933484E-005
#    -23     4       7.0839842029E-005
#    -23     5       3.8370353277E-005
#    -23     6       1.8617686282E-004
#    -23     7       2.4210492204E-004
#    -23     8       2.9143760979E-005
#    -23     9       6.4748819076E-005
#    -23    10       3.1418731258E-004
#    -23    11       1.1852761749E-004
#    -23    12       1.2078690856E-004
#    -23    13       1.5243062411E-004
#    -23    14       5.7682784063E-005
#    -23    15       5.2134707931E-005
#    -23    16       2.3074769661E-004
#    -23    17       9.7194608165E-005
#    -23    18       4.9637227300E-005
#    -23    19       1.7295471190E-004
#    -23    20       1.7909706130E-004
#    -23    21       9.7626913129E-005
#    -23    22       1.3971535985E-004
#    -23    23       1.1917748224E-004
#    -23    24       1.9996596204E-004
#    -23    25       2.0839047443E-004
#    -22    -4       2.1426463601E-006
#    -22    -3       6.5797500975E-005
#    -22    -2       9.6364073288E-005
#    -22    -1       4.0785296581E-005
#    -22     0       9.2290655971E-005
#    -22     1       4.0525535934E-005
#    -22     2       9.9214818728E-005
#    -22     3       9.9837828953E-005
#    -22     4       4.5971456404E-004
#    -22     5       1.6818821508E-004
#    -22     6       3.0251217958E-006
#    -22     7       1.8796456627E-004
#    -22     8       2.4334804846E-004
#    -22     9       3.9614125590E-005
#    -22    10       1.4116190917E-004
#    -22    11       1.2580746565E-004
#    -22    12       1.0643749101E-004
#    -22    13       4.2085195972E-005
#    -22    14       2.5093998264E-004
#    -22    15       4.4153071569E-006
#    -22    16       8.2839066829E-005
#    -22    17       1.7191549665E-004
#    -22    18       3.4725931336E-005
#    -22    19       1.5549821793E-004
#    -22    20       3.5553693428E-004
#    -22    21       1.2471356556E-004
#    -22    22       2.4096850493E-004
#    -22    23       7.9342418027E-005
#    -22    24       1.1720569277E-004
#    -22    25       1.3120230883E-004
#    -22    26       1.2637860217E-005
#    -21    -5       7.0514449121E-006
#    -21    -4       2.1140915752E-005
#    -21    -3       8.3675359558E-005
#    -21    -2       6.5567980449E-005
#    -21    -1       3.5787706585E-005
#    -21     0       8.0838541893E-005
#    -21     1       1.9492791401E-004
#    -21     2       2.3396672077E-004
#    -21     3       6.7593640473E-005
#    -21     4       9.6555570092E-005
#    -21     5       7.8803772208E-005
#    -21     6       2.2929724971E-004
#    -21     7       8.8035086175E-005
#    -21     8       1.7221941198E-004
#    -21     9       1.0855105177E-004
#    -21    10       6.4015713160E-005
#    -21    11       8.0539276442E-005
#    -21    12       1.3018871198E-004
#    -21    13       1.4707893545E-004
#    -21    14       2.4394788973E-005
#    -21    15       2.3917685713E-005
#    -21    16       1.9522461889E-006
#    -21    17       8.4205879436E-004
#    -21    18       1.7619281374E-004
#    -21    19       1.2176048831E-005
#    -21    20       1.8207636903E-004
#    -21    21       4.3750667417E-005
#    -21    22       3.4822680834E-004
#    -21    23       2.4390291617E-004
#    -21    24       1.9405723681E-005
#    -21    25       5.3549720462E-005
#    -21    26       1.3583844731E-005
#    -20    -7       1.9406773537E-005
#    -20    -6       7.2821013418E-006
#    -20    -5       4.5539792168E-004
#    -20    -4       3.5646887912E-005
#    -20    -3       1.4264141449E-005
#    -20    -2       1.1343507306E-004
#    -20    -1       2.4054727322E-004
#    -20     0       6.3477537083E-003
#    -20     1       4.5417733125E-005
#    -20     2       1.4902374786E-005
#    -20     3       2.4350691645E-004
#    -20     4       5.0011167961E-005
#    -20     5       8.6916474829E-003
#    -20     6       8.4217782719E-005
#    -20     7       1.4064270310E-005
#    -20     8       1.2012683639E-004
#    -20     9       3.8930983715E-004
#    -20    10       6.8152733248E-003
#    -20    11       2.1083024773E-004
#    -20    12       2.8256356017E-004
#    -20    13       2.9455676740E-005
#    -20    14       5.4227041937E-005
#    -20    15       4.5685034646E-003
#    -20    16       2.5978208272E-006
#    -20    17       4.6241361346E-005
#    -20    18       3.9316162578E-005
#    -20    19       1.3474366590E-004
#    -20    20       1.6760220470E-003
#    -20    21       4.1008405751E-005
#    -20    22       1.5478265966E-006
#    -20    23       1.1374471445E-005
#    -20    24       9.1675790295E-005
#    -20    25       6.0790786453E-004
#    -20    26       7.5582261115E-005
#    -20    27       3.5990864346E-005
#    -19    -8       2.3183307020E-005
#    -19    -7       2.0496157054E-005
#    -19    -6       4.1613755366E-006
#    -19    -5       1.4366540210E-005
#    -19    -4       2.5881032893E-005
#    -19    -3       1.5682805547E-004
#    -19    -2       2.4012727573E-005
#    -19    -1       1.1951727770E-005
#    -19     0       7.9843277014E-005
#    -19     1       6.1214262834E-005
#    -19     2       1.8811653873E-004
#    -19     3       1.9632001462E-004
#    -19     4       1.3911764389E-004
#    -19     5       6.5440142665E-006
#    -19     6       4.3927581958E-005
#    -19     7       5.1845017273E-004
#    -19     8       1.6787434536E-004
#    -19     9       1.3737232819E-004
#    -19    10       1.4204730240E-004
#    -19    11       1.4325508841E-004
#    -19    12       9.0288607369E-005
#    -19    13       1.3663254344E-004
#    -19    14       7.7652714445E-005
#    -19    15       5.4686559945E-006
#    -19    16       4.3089330137E-005
#    -19    17       1.4176414491E-004
#    -19    18       4.8372808983E-004
#    -19    19       1.8579141070E-006
#    -19    20       1.0172281782E-004
#    -19    21       6.1703962496E-006
#    -19    22       3.5695901246E-004
#    -19    23       3.7975928986E-004
#    -19    24       2.8716957094E-005
#    -19    25       3.6582108542E-005
#    -19    26       4.2883161638E-007
#    -19    27       9.3864512157E-005
#    -18    -9       7.9550998394E-006
#    -18    -8       2.4674772045E-005
#    -18    -7       5.8139834911E-005
#    -18    -6       7.4094044027E-005
#    -18    -5       1.0479638631E-005
#    -18    -4       1.5787915097E-005
#    -18    -3       2.6279916226E-005
#    -18    -2       8.6237013703E-006
#    -18    -1       3.6025680094E-005
#    -18     0       3.2273893233E-004
#    -18     1       1.2818689933E-004
#    -18     2       5.1377659747E-005
#    -18     3       9.1169078652E-005
#    -18     4       1.4267489144E-004
#    -18     5       7.1404861895E-006
#    -18     6       1.4392683638E-004
#    -18     7       3.1754636919E-004
#    -18     8       8.6547966543E-005
#    -18     9       2.9812283779E-005
#    -18    10       7.4412499153E-005
#    -18    11       1.3930031575E-004
#    -18    12       1.4398607166E-004
#    -18    13       5.7260992215E-005
#    -18    14       2.8306402529E-005
#    -18    15       2.3012847626E-004
#    -18    16       1.0597151645E-004
#    -18    17       8.9094549459E-005
#    -18    18       3.9578670686E-004
#    -18    19       3.0238170655E-004
#    -18    20       5.3867448408E-004
#    -18    21       8.7840793672E-005
#    -18    22       1.4393764910E-004
#    -18    23       4.4635729135E-006
#    -18    24       6.4688081397E-005
#    -18    25       1.2671361073E-004
#    -18    26       1.0415692728E-005
#    -18    27       6.5507245532E-005
#    -17   -10       7.7759308003E-007
#    -17    -9       7.9888219646E-006
#    -17    -8       2.0754066358E-005
#    -17    -7       1.2342824795E-006
#    -17    -6       1.0979570390E-004
#    -17    -5       7.1477993170E-005
#    -17    -4       8.2818521611E-006
#    -17    -3       1.1370957601E-004
#    -17    -2       1.2815311462E-004
#    -17    -1       8.0533513402E-005
#    -17     0       9.5296232790E-006
#    -17     1       8.0268051573E-005
#    -17     2       1.0060421519E-005
#    -17     3       8.8943819104E-005
#    -17     4       1.4196326611E-004
#    -17     5       3.0462451046E-004
