 Diffraction intensities for potential:g-5x5_00D10001.in                       
#    -37     8       8.6769715560E-039
#    -37     9       2.2607965442E-048
#    -37    10       1.2245374739E-025
#    -37    11       7.0511044546E-054
#    -37    12       8.9718937674E-053
#    -37    13       1.2750455034E-039
#    -37    14       2.4589604791E-047
#    -37    15       6.8479667180E-026
#    -37    16       1.9612310831E-054
#    -37    17       2.4945351114E-052
#    -37    18       1.0479464350E-040
#    -37    19       1.3225629867E-045
#    -37    20       1.6133419968E-026
#    -37    21       1.0692234950E-054
#    -37    22       1.0754211670E-052
#    -37    23       4.6768674315E-042
#    -37    24       5.2331142490E-043
#    -37    25       1.3217103420E-027
#    -37    26       3.2746633661E-053
#    -37    27       9.0666693053E-054
#    -36    -8       3.6047205800E-036
#    -36    -7       5.9644282515E-016
#    -36    -6       6.0033317295E-050
#    -36    -5       7.4534565533E-025
#    -36    -4       9.4153565362E-047
#    -36    -3       1.4196123481E-034
#    -36    -2       6.6102906771E-017
#    -36    -1       9.9702911945E-050
#    -36     0       1.8793361239E-023
#    -36     1       4.2118958017E-044
#    -36     2       3.0526860207E-033
#    -36     3       7.1638064685E-018
#    -36     4       9.0719010769E-050
#    -36     5       1.0075915380E-022
#    -36     6       5.6138497223E-042
#    -36     7       9.6853209022E-033
#    -36     8       6.9059081064E-019
#    -36     9       7.3037497386E-050
#    -36    10       1.5124219352E-022
#    -36    11       5.9972906831E-041
#    -36    12       1.2033554656E-032
#    -36    13       8.1908901251E-020
#    -36    14       1.9397867632E-050
#    -36    15       8.9891983680E-023
#    -36    16       7.8760381269E-037
#    -36    17       3.9214810969E-033
#    -36    18       7.6908685917E-021
#    -36    19       4.5499419258E-051
#    -36    20       2.2408089708E-023
#    -36    21       1.1494515675E-033
#    -36    22       9.1370856406E-034
#    -36    23       3.2663837083E-022
#    -36    24       1.5163264384E-051
#    -36    25       1.9867899119E-024
#    -36    26       1.0064825986E-030
#    -36    27       4.6497965974E-035
#    -35    -9       1.2673258836E-026
#    -35    -8       1.0706984106E-025
#    -35    -7       2.5976769233E-025
#    -35    -6       7.5008706797E-023
#    -35    -5       4.2029273326E-005
#    -35    -4       5.9279860213E-024
#    -35    -3       5.3383272264E-024
#    -35    -2       1.5694803717E-025
#    -35    -1       4.4419121536E-022
#    -35     0       2.4747757800E-004
#    -35     1       1.0033290478E-022
#    -35     2       2.9327790053E-023
#    -35     3       1.5102838406E-024
#    -35     4       9.9103551983E-022
#    -35     5       4.5340746625E-004
#    -35     6       2.6432205526E-022
#    -35     7       7.8882354570E-023
#    -35     8       4.2201069227E-024
#    -35     9       3.8278038014E-022
#    -35    10       5.1030872156E-004
#    -35    11       9.2481956355E-023
#    -35    12       7.8083827281E-023
#    -35    13       3.8485139245E-024
#    -35    14       5.5442588578E-022
#    -35    15       4.3066204633E-004
#    -35    16       2.3079908257E-021
#    -35    17       3.2533727023E-023
#    -35    18       1.1986288853E-024
#    -35    19       1.0086140830E-022
#    -35    20       1.5177420819E-004
#    -35    21       1.9448504568E-020
#    -35    22       5.5245958337E-024
#    -35    23       3.0026298695E-025
#    -35    24       2.2786512375E-022
#    -35    25       8.2065937946E-006
#    -35    26       1.3195164642E-019
#    -35    27       2.4849993455E-025
#    -34   -11       7.2538831763E-036
#    -34   -10       1.6842083649E-026
#    -34    -9       1.1063870308E-051
#    -34    -8       1.4920309331E-038
#    -34    -7       2.8964226563E-032
#    -34    -6       4.9463782005E-036
#    -34    -5       2.6314608752E-024
#    -34    -4       1.4759318634E-051
#    -34    -3       2.2781808933E-038
#    -34    -2       6.7093879993E-031
#    -34    -1       1.4281419418E-036
#    -34     0       5.1198703548E-023
#    -34     1       9.0601764114E-051
#    -34     2       1.7543841954E-038
#    -34     3       4.8355175723E-030
#    -34     4       3.9123437375E-037
#    -34     5       2.1742817179E-022
#    -34     6       1.8417919666E-050
#    -34     7       7.7895372097E-039
#    -34     8       1.1813331601E-029
#    -34     9       9.2159474844E-038
#    -34    10       2.9090722472E-022
#    -34    11       1.6393613511E-050
#    -34    12       2.3324927424E-039
#    -34    13       1.1592435327E-029
#    -34    14       1.6787357263E-038
#    -34    15       1.4293191366E-022
#    -34    16       6.0178280701E-051
#    -34    17       4.0926024083E-040
#    -34    18       4.0182553022E-030
#    -34    19       1.9313654268E-039
#    -34    20       3.1115557431E-023
#    -34    21       1.4295060202E-051
#    -34    22       8.5747999827E-042
#    -34    23       5.5702136788E-031
#    -34    24       1.0330325351E-040
#    -34    25       3.2512349599E-024
#    -34    26       5.5636016807E-052
#    -34    27       2.6026548405E-043
#    -33   -12       4.1641161260E-039
#    -33   -11       2.3140908776E-054
#    -33   -10       4.3185119004E-028
#    -33    -9       4.9914062261E-050
#    -33    -8       6.1846212826E-025
#    -33    -7       1.1613599506E-039
#    -33    -6       8.6838921607E-054
#    -33    -5       4.8294168288E-026
#    -33    -4       7.2269827709E-049
#    -33    -3       4.4180011739E-021
#    -33    -2       2.7208559172E-040
#    -33    -1       5.6463086957E-051
#    -33     0       7.8534567119E-025
#    -33     1       5.5031637776E-048
#    -33     2       2.4405792100E-020
#    -33     3       6.7312864203E-041
#    -33     4       3.8093956080E-049
#    -33     5       2.7443224883E-024
#    -33     6       1.8814897214E-047
#    -33     7       1.6192647502E-020
#    -33     8       1.1581577546E-041
#    -33     9       4.7423748243E-047
#    -33    10       3.2515110564E-024
#    -33    11       2.3159706846E-047
#    -33    12       1.5338370327E-021
#    -33    13       1.4745707755E-042
#    -33    14       8.3214513972E-045
#    -33    15       1.5487377314E-024
#    -33    16       9.6187474761E-048
#    -33    17       8.0208316342E-022
#    -33    18       7.6627510835E-044
#    -33    19       7.5994490980E-043
#    -33    20       3.4157553394E-025
#    -33    21       1.4303317092E-048
#    -33    22       5.2822691319E-023
#    -33    23       2.7151160775E-044
#    -33    24       1.4493476946E-041
#    -33    25       2.9278862584E-026
#    -33    26       6.4653330105E-050
#    -33    27       3.9506827057E-023
#    -32   -13       2.5498279547E-051
#    -32   -12       1.0951399830E-037
#    -32   -11       1.0369476240E-053
#    -32   -10       1.4087922405E-027
#    -32    -9       1.3618913220E-053
#    -32    -8       6.7242514190E-052
#    -32    -7       6.9315129925E-038
#    -32    -6       1.4838661520E-050
#    -32    -5       8.2884990245E-026
#    -32    -4       2.0962644557E-053
#    -32    -3       1.6542148720E-052
#    -32    -2       2.9239623118E-038
#    -32    -1       3.3087506750E-049
#    -32     0       9.7121716904E-025
#    -32     1       4.8349502412E-053
#    -32     2       6.7961296429E-052
#    -32     3       9.8875673619E-039
#    -32     4       2.5866070453E-047
#    -32     5       3.0704839508E-024
#    -32     6       1.5151833625E-052
#    -32     7       3.0495236037E-051
#    -32     8       2.9468260182E-039
#    -32     9       4.3001159079E-046
#    -32    10       3.3675601804E-024
#    -32    11       2.5659969999E-052
#    -32    12       3.8653435320E-051
#    -32    13       8.4514649414E-040
#    -32    14       3.8119202621E-045
#    -32    15       1.5705349923E-024
#    -32    16       1.3138144106E-052
#    -32    17       1.5764950192E-051
#    -32    18       1.4267675777E-040
#    -32    19       4.5605525167E-043
#    -32    20       3.2988149159E-025
#    -32    21       7.3504897070E-054
#    -32    22       2.5754218587E-052
#    -32    23       5.8643946659E-042
#    -32    24       1.0540485474E-040
#    -32    25       2.4687764602E-026
#    -32    26       7.6035165783E-053
#    -32    27       1.4856635016E-053
#    -32    28       2.5145671495E-044
#    -31   -14       1.2422249769E-048
#    -31   -13       5.0358875025E-036
#    -31   -12       8.1348109422E-016
#    -31   -11       2.5540994466E-050
#    -31   -10       1.8952000061E-024
#    -31    -9       7.1310597093E-047
#    -31    -8       5.2381800072E-034
#    -31    -7       1.9561741215E-016
#    -31    -6       1.5249938032E-050
#    -31    -5       1.0075933917E-022
#    -31    -4       5.1071461278E-044
#    -31    -3       1.6585671814E-032
#    -31    -2       3.9573207550E-017
#    -31    -1       9.5002036586E-050
#    -31     0       9.6252019484E-022
#    -31     1       1.0936274574E-041
#    -31     2       1.0852962641E-031
#    -31     3       8.2488814901E-018
#    -31     4       1.3609812991E-049
#    -31     5       3.0909302922E-021
#    -31     6       1.0413934763E-039
#    -31     7       2.7951482305E-031
#    -31     8       2.0895651514E-018
#    -31     9       1.0852871952E-049
#    -31    10       3.6130653592E-021
#    -31    11       4.9158662433E-037
#    -31    12       2.6986324922E-031
#    -31    13       4.9071652771E-019
#    -31    14       1.0138641011E-049
#    -31    15       1.7130514926E-021
#    -31    16       3.4310700896E-034
#    -31    17       9.7541546847E-032
#    -31    18       6.5725218297E-020
#    -31    19       2.9536450062E-050
#    -31    20       3.4320076608E-022
#    -31    21       8.3571136913E-032
#    -31    22       1.3484536241E-032
#    -31    23       3.2037332126E-021
#    -31    24       1.5444902281E-050
#    -31    25       2.5874925360E-023
#    -31    26       1.3734806084E-029
#    -31    27       5.3753112851E-034
#    -31    28       1.6032062080E-023
#    -30   -15       3.9856861037E-006
#    -30   -14       2.5309815200E-027
#    -30   -13       3.8455666100E-025
#    -30   -12       1.7125495646E-026
#    -30   -11       7.2978776318E-024
#    -30   -10       4.7739167773E-005
#    -30    -9       5.3980100962E-024
#    -30    -8       4.2795283029E-024
#    -30    -7       7.3086472425E-025
#    -30    -6       7.9808380581E-024
#    -30    -5       4.5340744315E-004
#    -30    -4       9.9087346638E-023
#    -30    -3       1.2600065017E-022
#    -30    -2       1.0680391352E-023
#    -30    -1       2.4593145303E-022
#    -30     0       1.2954254465E-003
#    -30     1       2.2993143848E-022
#    -30     2       7.8540822267E-022
#    -30     3       5.5354000618E-023
#    -30     4       1.5049480424E-021
#    -30     5       2.3203515736E-003
#    -30     6       1.2039340358E-021
#    -30     7       1.7981020378E-021
#    -30     8       1.1083935752E-022
#    -30     9       4.6587187759E-021
#    -30    10       2.4705220499E-003
#    -30    11       3.7102733432E-021
#    -30    12       1.6915988248E-021
#    -30    13       9.1112117770E-023
#    -30    14       3.0640078587E-021
#    -30    15       1.8421737592E-003
#    -30    16       2.2219074501E-021
#    -30    17       6.2281969361E-022
#    -30    18       2.7736147617E-023
#    -30    19       1.0280615488E-021
#    -30    20       4.1701158814E-004
#    -30    21       3.6989365212E-020
#    -30    22       8.4931872782E-023
#    -30    23       2.0472652007E-024
#    -30    24       6.2463950585E-023
#    -30    25       8.1059109564E-005
#    -30    26       1.5852546724E-020
#    -30    27       5.6549404794E-024
#    -30    28       9.8230738286E-026
#    -29   -16       3.6357469352E-033
#    -29   -15       2.0750863421E-026
#    -29   -14       2.5513304470E-049
#    -29   -13       1.0800421188E-039
#    -29   -12       3.6783877448E-032
#    -29   -11       7.2351620804E-034
#    -29   -10       4.9519900460E-024
#    -29    -9       8.8963885623E-051
#    -29    -8       5.2062119925E-039
#    -29    -7       2.1271492520E-030
#    -29    -6       1.1604711617E-034
#    -29    -5       2.1742433770E-022
#    -29    -4       5.5268801558E-049
#    -29    -3       5.9325207997E-039
#    -29    -2       3.3287184995E-029
#    -29    -1       1.9309573980E-035
#    -29     0       1.8563342833E-021
#    -29     1       1.0258724983E-048
#    -29     2       5.3262865004E-039
#    -29     3       1.4651857846E-028
#    -29     4       2.8537042821E-036
#    -29     5       5.0581593465E-021
#    -29     6       7.3022246394E-049
#    -29     7       3.0421368857E-039
#    -29     8       2.7704324251E-028
#    -29     9       4.0621233792E-037
#    -29    10       5.5585449497E-021
#    -29    11       2.8241422777E-049
#    -29    12       1.1325624626E-039
