 Diffraction intensities for potential:_6x6_04D10015.in                        
#    -54    14       2.5023767083E-006
#    -54    15       1.0216044133E-005
#    -54    16       4.8056190960E-006
#    -54    17       1.4570303974E-006
#    -54    18       4.9358307732E-005
#    -54    19       3.7789128605E-006
#    -54    20       1.9297223458E-006
#    -53     9       7.1810144674E-006
#    -53    10       5.4644067109E-007
#    -53    11       7.9024939614E-008
#    -53    12       1.9349152337E-006
#    -53    13       1.2136951021E-005
#    -53    14       4.1088035796E-006
#    -53    15       1.8519160207E-005
#    -53    16       1.3819010800E-006
#    -53    17       3.7262698431E-008
#    -53    18       1.4753691494E-006
#    -53    19       2.2635649910E-005
#    -53    20       7.3464068385E-006
#    -53    21       1.9134398741E-005
#    -53    22       9.6473012071E-007
#    -53    23       6.3806415095E-008
#    -53    24       3.5162909740E-007
#    -52     6       2.3535081781E-007
#    -52     7       1.3017224632E-006
#    -52     8       3.2431923898E-007
#    -52     9       1.5131297471E-006
#    -52    10       9.6578816077E-006
#    -52    11       2.4465203155E-006
#    -52    12       1.5094471022E-006
#    -52    13       5.3810320850E-006
#    -52    14       9.2764535795E-007
#    -52    15       1.0989753071E-006
#    -52    16       4.4623060245E-005
#    -52    17       3.4516116380E-006
#    -52    18       2.3145425050E-006
#    -52    19       6.4514184564E-006
#    -52    20       2.0546426836E-006
#    -52    21       2.8051574064E-006
#    -52    22       1.9289326464E-005
#    -52    23       1.2471047881E-006
#    -52    24       1.0111641797E-006
#    -52    25       3.1723245109E-006
#    -52    26       9.9945313711E-007
#    -51     3       1.0278463169E-007
#    -51     4       6.1261483836E-007
#    -51     5       1.9989001638E-006
#    -51     6       1.6274329980E-006
#    -51     7       3.6057892069E-006
#    -51     8       4.0508340681E-007
#    -51     9       1.7040276149E-008
#    -51    10       1.0263792096E-006
#    -51    11       1.0534501431E-005
#    -51    12       7.7849422337E-006
#    -51    13       2.3757646372E-005
#    -51    14       2.3973437664E-006
#    -51    15       1.4211781115E-008
#    -51    16       5.1136044823E-006
#    -51    17       2.4809363410E-005
#    -51    18       1.1688247200E-005
#    -51    19       2.6923488416E-005
#    -51    20       1.6962223698E-006
#    -51    21       8.6995504629E-008
#    -51    22       2.1788505927E-006
#    -51    23       9.1265146677E-006
#    -51    24       3.5741650049E-006
#    -51    25       9.3138349471E-006
#    -51    26       3.3098204618E-007
#    -51    27       2.1976515054E-007
#    -50     1       1.7297088119E-007
#    -50     2       2.8830420737E-007
#    -50     3       3.0242948924E-008
#    -50     4       1.7876135527E-007
#    -50     5       9.2271503226E-007
#    -50     6       1.2670965794E-006
#    -50     7       2.4019155413E-007
#    -50     8       2.9010675282E-006
#    -50     9       3.9588658564E-007
#    -50    10       1.7795470685E-006
#    -50    11       6.8983607846E-006
#    -50    12       2.5408016235E-006
#    -50    13       1.7108617757E-006
#    -50    14       3.3513283526E-005
#    -50    15       1.8255077595E-006
#    -50    16       4.7083964589E-006
#    -50    17       1.1511172224E-005
#    -50    18       5.2926839229E-006
#    -50    19       2.5096443112E-006
#    -50    20       3.8645914492E-005
#    -50    21       1.7948845470E-006
#    -50    22       4.5967466886E-006
#    -50    23       2.8251673894E-006
#    -50    24       8.0132518556E-007
#    -50    25       2.6733613204E-007
#    -50    26       1.3328750727E-005
#    -50    27       4.3663444555E-007
#    -50    28       4.2822673763E-006
#    -49    -1       6.8989504067E-007
#    -49     0       6.7391398604E-008
#    -49     1       6.7078639821E-008
#    -49     2       5.3234737006E-007
#    -49     3       1.8865969423E-007
#    -49     4       4.7939701716E-007
#    -49     5       1.4813097481E-006
#    -49     6       1.4869742261E-007
#    -49     7       7.9516893246E-008
#    -49     8       1.5369191543E-006
#    -49     9       2.8666845935E-006
#    -49    10       8.4866046627E-006
