 Diffraction intensities for potential:gv5x5_01D10004.in                       
#    -28    13       3.2725449116E-007
#    -28    14       3.4843478209E-007
#    -28    15       8.3242447056E-007
#    -27     7       7.1573087282E-008
#    -27     8       1.9930016287E-008
#    -27     9       5.0941252590E-008
#    -27    10       7.8224199340E-008
#    -27    11       2.6146415364E-007
#    -27    12       2.1194023661E-007
#    -27    13       4.6975845068E-007
#    -27    14       3.7764419250E-007
#    -27    15       3.0776247939E-007
#    -27    16       5.6951273420E-007
#    -27    17       2.2371468005E-007
#    -27    18       8.4925484227E-008
#    -27    19       1.3736751358E-007
#    -27    20       5.1094540893E-008
#    -26     4       1.0865995598E-008
#    -26     5       2.0289100602E-008
#    -26     6       1.3556950242E-008
#    -26     7       2.4271644733E-008
#    -26     8       6.8220748248E-007
#    -26     9       1.7787664670E-008
#    -26    10       1.0621841365E-007
#    -26    11       2.1091695128E-007
#    -26    12       3.7298170110E-007
#    -26    13       3.9159424969E-006
#    -26    14       3.5513018996E-007
#    -26    15       2.8874532709E-007
#    -26    16       3.0744897662E-007
#    -26    17       2.6498068069E-007
#    -26    18       1.4206948186E-006
#    -26    19       4.1492793260E-007
#    -26    20       1.1835974781E-007
#    -26    21       1.4000421182E-008
#    -26    22       2.7807835798E-008
#    -25     2       2.9445871473E-007
#    -25     3       2.5912351996E-007
#    -25     4       2.0724374408E-007
#    -25     5       8.1713633900E-004
#    -25     6       4.1296085552E-007
#    -25     7       1.9416340074E-007
#    -25     8       3.8596982229E-008
#    -25     9       1.0482914630E-007
#    -25    10       9.4345524028E-004
#    -25    11       1.3635190710E-008
#    -25    12       8.7698798030E-007
#    -25    13       5.5524613876E-007
#    -25    14       5.8815205498E-007
#    -25    15       4.2237713129E-004
#    -25    16       7.4918814049E-007
#    -25    17       5.8614336560E-008
#    -25    18       2.2029109968E-007
#    -25    19       1.6507177181E-007
#    -25    20       3.0038143191E-004
#    -25    21       5.4608407289E-008
#    -25    22       3.4633099706E-008
#    -25    23       6.7213669776E-007
#    -24     0       1.1345076905E-007
#    -24     1       7.9042708309E-008
#    -24     2       3.2737100884E-007
#    -24     3       4.5324244829E-009
#    -24     4       4.9009435995E-007
#    -24     5       4.9874691898E-007
#    -24     6       2.3983853741E-007
#    -24     7       9.2364738790E-007
#    -24     8       1.1956679624E-006
#    -24     9       2.7728723286E-007
#    -24    10       2.3779539594E-007
#    -24    11       1.4578523107E-006
#    -24    12       7.9994464659E-007
