 Diffraction intensities for potential:x6x6_03D10001.in                        
#    -33   -20       4.0087077413E-005
#    -33   -19       1.2226809157E-005
#    -33   -18       1.2023803355E-005
#    -33   -17       7.6426318026E-006
#    -33   -16       1.4845322237E-004
#    -33   -15       1.6788561043E-005
#    -33   -14       1.2424514465E-004
#    -33   -13       2.5045597428E-005
#    -33   -12       1.3221829664E-005
#    -33   -11       1.1110071637E-005
#    -33   -10       7.0459350003E-005
#    -33    -9       6.1501282627E-006
#    -33    -8       4.0630474268E-005
#    -33    -7       6.7182613299E-006
#    -33    -6       9.1955060490E-006
#    -33    -5       1.8186564665E-005
#    -33    -4       3.4868611017E-005
#    -33    -3       1.2371827994E-006
#    -33    -2       5.2041429003E-005
#    -33    -1       9.3613976252E-006
#    -33     0       1.9623993150E-005
#    -33     1       2.2046031499E-005
#    -33     2       5.7444206147E-005
#    -33     3       9.7632002674E-006
#    -33     4       6.1257805876E-005
#    -33     5       2.1219295671E-005
#    -33     6       2.6729968545E-006
#    -33     7       1.6051343927E-005
#    -33     8       1.1769814294E-004
#    -33     9       1.7093681092E-006
#    -33    10       9.5277431995E-005
#    -33    11       9.8735704883E-007
#    -33    12       3.9755697417E-005
#    -33    13       1.9260418088E-005
#    -33    14       1.8619134775E-004
#    -33    15       4.5553324011E-005
#    -33    16       2.3107380041E-004
#    -33    17       3.3539822034E-005
#    -33    18       1.7731946498E-005
#    -33    19       3.5274214125E-005
#    -33    20       5.4266452614E-005
#    -33    21       5.3283853215E-006
#    -33    22       3.0130339537E-005
#    -33    23       1.4710349685E-005
#    -33    24       5.5354438612E-006
#    -33    25       1.3265226716E-005
#    -33    26       1.0291260770E-004
#    -33    27       1.6223636333E-005
#    -33    28       9.0636679783E-005
#    -33    29       1.4600122393E-005
#    -33    30       2.0620390791E-005
#    -33    31       2.2684865475E-005
#    -33    32       1.0654034997E-004
#    -33    33       3.3465202212E-006
#    -32   -21       2.9532742370E-005
#    -32   -20       2.7201996947E-005
#    -32   -19       5.9392623685E-005
#    -32   -18       5.6039689151E-007
#    -32   -17       1.1404795236E-005
#    -32   -16       5.8884745478E-005
#    -32   -15       8.3452965706E-005
#    -32   -14       4.6251075409E-005
#    -32   -13       9.5543867655E-005
#    -32   -12       5.5071017842E-007
#    -32   -11       7.1880310807E-006
#    -32   -10       1.6921272456E-005
#    -32    -9       2.2915146546E-005
#    -32    -8       1.3246992587E-005
#    -32    -7       2.2806874336E-005
#    -32    -6       3.6318721034E-006
#    -32    -5       3.7205836173E-006
#    -32    -4       2.1674307216E-005
#    -32    -3       1.9055055574E-005
#    -32    -2       2.4372485667E-005
#    -32    -1       8.0968838560E-005
#    -32     0       1.1240003986E-006
#    -32     1       3.2136342009E-005
#    -32     2       1.8823539275E-005
#    -32     3       7.8021196332E-006
#    -32     4       2.1130186680E-005
#    -32     5       5.8958641306E-005
#    -32     6       3.5663146369E-006
#    -32     7       1.2953643534E-005
#    -32     8       7.3762477835E-005
#    -32     9       8.1593673411E-005
#    -32    10       7.5636957788E-005
#    -32    11       1.3653881511E-004
#    -32    12       1.2141124967E-005
#    -32    13       3.3205937745E-005
#    -32    14       8.5308850450E-005
#    -32    15       1.3411200510E-004
#    -32    16       1.3166311428E-004
#    -32    17       2.1929570920E-004
#    -32    18       1.8440485233E-006
#    -32    19       9.9116787619E-006
#    -32    20       6.0070324336E-005
#    -32    21       1.9634198524E-005
#    -32    22       1.8071473273E-005
#    -32    23       2.7802349007E-005
#    -32    24       5.9627862386E-006
#    -32    25       5.3805999071E-006
#    -32    26       3.4193545401E-005
#    -32    27       5.5556453562E-005
#    -32    28       5.6612995623E-005
#    -32    29       1.0211742178E-004
#    -32    30       6.7922058177E-007
#    -32    31       2.1976159782E-005
#    -32    32       7.0768190262E-005
#    -32    33       4.1807883993E-005
#    -31   -22       5.9077345203E-006
#    -31   -21       3.8198810610E-005
#    -31   -20       1.7794610891E-005
#    -31   -19       9.3368047413E-005
#    -31   -18       4.1136569186E-005
#    -31   -17       1.7154053873E-005
#    -31   -16       1.6574091269E-005
#    -31   -15       6.7242491179E-005
#    -31   -14       1.9494544982E-005
#    -31   -13       1.0141402647E-004
#    -31   -12       4.2203996978E-005
#    -31   -11       3.8642543870E-006
#    -31   -10       3.6475848174E-006
#    -31    -9       1.1380073867E-005
#    -31    -8       1.0336729059E-006
#    -31    -7       2.7268082075E-005
#    -31    -6       5.7714921215E-006
#    -31    -5       3.1763902414E-006
#    -31    -4       1.8609737063E-005
#    -31    -3       3.2159865792E-005
#    -31    -2       1.1279152542E-006
#    -31    -1       8.7358593975E-005
#    -31     0       3.1463645220E-005
#    -31     1       2.0306829510E-005
#    -31     2       1.4317346624E-005
#    -31     3       5.5845867405E-006
#    -31     4       6.5068807158E-006
#    -31     5       5.3645575094E-005
#    -31     6       4.6336623247E-005
#    -31     7       2.3326465991E-005
#    -31     8       8.1640398852E-006
#    -31     9       9.4087907465E-005
#    -31    10       1.1341515064E-005
#    -31    11       1.4779271743E-004
#    -31    12       6.2777258038E-005
#    -31    13       3.9289599123E-005
#    -31    14       2.6957057767E-005
#    -31    15       1.0816961937E-004
#    -31    16       3.0232804333E-005
#    -31    17       2.2244695619E-004
#    -31    18       6.4671046699E-005
#    -31    19       2.3383477412E-005
#    -31    20       1.5718865110E-005
#    -31    21       4.5518319207E-005
#    -31    22       1.6325385988E-006
#    -31    23       3.9104034589E-005
#    -31    24       5.9869559136E-006
#    -31    25       1.3084706896E-005
#    -31    26       9.0211258469E-006
#    -31    27       1.1948552297E-004
#    -31    28       9.3203893390E-006
#    -31    29       1.0325494262E-004
#    -31    30       1.6628736305E-004
#    -31    31       7.1149338350E-006
#    -31    32       1.3846166273E-005
#    -30   -23       8.7237049261E-006
#    -30   -22       3.0919194018E-005
#    -30   -21       1.0623045627E-005
#    -30   -20       2.5405012132E-005
#    -30   -19       1.4026681106E-005
#    -30   -18       1.0472360258E-004
#    -30   -17       1.8105436537E-005
#    -30   -16       5.7034782377E-005
#    -30   -15       1.4519146807E-005
#    -30   -14       3.7865723785E-005
#    -30   -13       6.8116129230E-006
#    -30   -12       2.6352097205E-004
#    -30   -11       3.6699765099E-006
#    -30   -10       5.0872427818E-006
#    -30    -9       2.8673354401E-006
#    -30    -8       6.7560931995E-006
#    -30    -7       9.3094489552E-006
#    -30    -6       8.8861545696E-004
#    -30    -5       4.6313264177E-006
#    -30    -4       1.5485471106E-005
#    -30    -3       2.5915589574E-005
#    -30    -2       1.0016116213E-005
#    -30    -1       1.4846240935E-005
#    -30     0       2.3231443612E-003
#    -30     1       3.3792192719E-007
#    -30     2       6.2759819258E-006
#    -30     3       2.4587053207E-006
#    -30     4       1.8382394471E-005
#    -30     5       8.9569483254E-006
#    -30     6       3.7208445380E-003
#    -30     7       7.5295492715E-006
#    -30     8       5.3984145632E-005
#    -30     9       2.5665112444E-006
#    -30    10       2.8077043209E-005
#    -30    11       1.7743088126E-005
#    -30    12       5.6340571338E-003
#    -30    13       1.2410364648E-005
#    -30    14       7.3228632187E-005
#    -30    15       2.7497074779E-005
#    -30    16       7.7084979713E-005
#    -30    17       3.4671241689E-005
#    -30    18       3.1897703734E-003
#    -30    19       6.8749386011E-006
#    -30    20       2.4725345951E-005
#    -30    21       3.5765865521E-005
#    -30    22       2.7549953641E-005
#    -30    23       1.1484896096E-005
#    -30    24       9.1299314044E-004
#    -30    25       5.4800293242E-005
#    -30    26       4.5195974970E-005
#    -30    27       7.2975646552E-007
#    -30    28       5.0780207001E-005
#    -30    29       1.4919928643E-005
#    -30    30       2.5489182639E-004
#    -30    31       1.6451691340E-004
#    -30    32       5.0799959547E-005
#    -29   -24       6.6716643601E-006
#    -29   -23       4.3581799276E-005
#    -29   -22       1.5182460555E-005
#    -29   -21       5.5397743862E-005
#    -29   -20       1.1660146504E-005
#    -29   -19       1.7891398958E-005
#    -29   -18       5.5584600632E-005
#    -29   -17       1.2858545551E-004
#    -29   -16       2.4862465718E-005
#    -29   -15       6.6702113896E-005
#    -29   -14       1.1630276461E-005
#    -29   -13       1.4446022931E-005
#    -29   -12       1.1818197553E-005
#    -29   -11       1.5239896990E-005
#    -29   -10       6.9635663991E-007
#    -29    -9       3.1443125540E-006
#    -29    -8       9.9073064759E-006
#    -29    -7       2.4148514982E-007
#    -29    -6       3.6499990222E-005
#    -29    -5       4.0588685134E-005
#    -29    -4       3.5993343393E-006
#    -29    -3       3.2567802798E-005
#    -29    -2       8.3672186600E-006
#    -29    -1       2.9494375581E-006
#    -29     0       6.0362999611E-006
#    -29     1       6.7246849707E-006
#    -29     2       4.1853296189E-007
#    -29     3       1.2369472436E-005
#    -29     4       8.5349571214E-006
#    -29     5       1.7976962672E-005
#    -29     6       2.8220604247E-005
#    -29     7       3.0976127182E-005
#    -29     8       1.3599654534E-005
#    -29     9       1.0624908770E-005
#    -29    10       1.1762211910E-005
#    -29    11       7.0941931874E-006
#    -29    12       5.8469617321E-005
#    -29    13       9.1209509120E-005
#    -29    14       5.2249899338E-005
#    -29    15       1.2537463539E-004
#    -29    16       4.8087125672E-005
#    -29    17       1.5524881865E-005
#    -29    18       1.0435578277E-004
#    -29    19       1.1025538530E-004
#    -29    20       9.9145681731E-006
#    -29    21       1.8361886967E-005
#    -29    22       1.1425731880E-005
#    -29    23       2.0665629086E-005
#    -29    24       5.6064306082E-005
#    -29    25       1.0523088179E-004
#    -29    26       1.3846080027E-005
#    -29    27       1.2520154161E-004
#    -29    28       1.0043525971E-004
#    -29    29       3.5113630949E-005
#    -29    30       1.2183708199E-004
#    -29    31       1.9471608788E-004
#    -29    32       2.6238464130E-005
#    -28   -24       7.1358076108E-007
#    -28   -23       5.8758107032E-005
#    -28   -22       4.9550985977E-005
#    -28   -21       4.8671245484E-005
#    -28   -20       6.2614680429E-005
#    -28   -19       1.5602597858E-005
#    -28   -18       5.2992419667E-007
#    -28   -17       1.2915953604E-004
#    -28   -16       4.9044953954E-005
#    -28   -15       5.2830603059E-005
#    -28   -14       3.8120256458E-005
#    -28   -13       1.1694261669E-005
#    -28   -12       1.4642309484E-006
#    -28   -11       1.1209061187E-005
#    -28   -10       9.8729942217E-007
#    -28    -9       6.3352790681E-006
#    -28    -8       5.9432992891E-006
#    -28    -7       1.1122534031E-005
#    -28    -6       3.1886440673E-006
#    -28    -5       7.7030897475E-005
#    -28    -4       1.1036202864E-005
#    -28    -3       1.7634336883E-005
#    -28    -2       3.0614829932E-006
#    -28    -1       2.2661307586E-006
#    -28     0       9.1730890171E-006
#    -28     1       3.5649428095E-005
#    -28     2       4.3381419232E-005
#    -28     3       3.6957518960E-005
#    -28     4       3.4959885579E-005
#    -28     5       9.9175434999E-006
#    -28     6       1.6699434708E-006
#    -28     7       3.8531062904E-007
#    -28     8       1.7356645450E-006
#    -28     9       2.9202681775E-005
#    -28    10       1.8497040054E-005
#    -28    11       4.2577253693E-005
#    -28    12       1.7125646627E-006
#    -28    13       2.2506924518E-004
#    -28    14       8.7083331710E-005
#    -28    15       1.7601741939E-004
#    -28    16       1.1890202509E-004
#    -28    17       4.2317245892E-005
#    -28    18       3.3289397911E-006
#    -28    19       2.1859341640E-004
#    -28    20       3.1308660774E-005
#    -28    21       6.7645225379E-005
#    -28    22       7.7708167179E-006
#    -28    23       4.9199959062E-005
#    -28    24       9.9757037954E-008
#    -28    25       7.1891033078E-005
#    -28    26       3.9569936765E-005
#    -28    27       7.4515341657E-005
#    -28    28       1.5845880700E-004
#    -28    29       2.5854921909E-005
#    -28    30       1.3882748840E-005
#    -28    31       3.9424323293E-004
#    -28    32       8.8952448041E-005
#    -27   -25       4.1287399442E-006
#    -27   -24       1.6639113890E-007
#    -27   -23       7.7274797030E-006
#    -27   -22       1.4070027708E-004
#    -27   -21       1.5640667135E-005
#    -27   -20       1.3709733215E-004
#    -27   -19       1.6233836199E-005
#    -27   -18       1.8346802926E-005
#    -27   -17       1.2011089245E-005
#    -27   -16       1.1057254386E-004
#    -27   -15       6.5097174853E-006
#    -27   -14       5.1134231748E-005
#    -27   -13       1.2018897064E-006
#    -27   -12       4.5210382087E-006
#    -27   -11       1.3175078527E-006
#    -27   -10       5.2270219589E-006
#    -27    -9       3.9442963200E-006
#    -27    -8       4.7128879762E-005
#    -27    -7       4.7752510515E-006
#    -27    -6       1.2993552908E-005
#    -27    -5       2.4732261241E-005
#    -27    -4       4.5427847042E-005
#    -27    -3       8.8370455903E-006
#    -27    -2       4.3713997847E-006
#    -27    -1       5.1054328523E-006
#    -27     0       3.0109099296E-005
#    -27     1       5.5524637096E-006
#    -27     2       1.3939176893E-004
#    -27     3       6.8132386046E-006
#    -27     4       8.5207891356E-005
#    -27     5       8.0457364039E-006
#    -27     6       4.1174511676E-007
#    -27     7       1.8161852504E-005
#    -27     8       1.0581722357E-004
#    -27     9       1.1579686353E-005
#    -27    10       2.5130010096E-004
#    -27    11       7.7516360303E-006
#    -27    12       6.9655587824E-005
#    -27    13       9.8970023532E-005
#    -27    14       3.8102630504E-004
#    -27    15       7.4210900205E-005
#    -27    16       3.4331500821E-004
#    -27    17       4.2483722378E-005
#    -27    18       3.3700445799E-005
#    -27    19       2.9070805861E-005
#    -27    20       1.0681488596E-004
#    -27    21       3.0836047773E-006
#    -27    22       3.8692431633E-005
#    -27    23       4.3775629882E-006
#    -27    24       3.3890469692E-005
#    -27    25       3.4712943662E-005
#    -27    26       2.0497834555E-004
#    -27    27       2.4069855169E-005
#    -27    28       6.0989949472E-004
#    -27    29       6.1811673089E-005
#    -27    30       2.6090769955E-005
#    -27    31       7.0745857948E-006
#    -26   -26       1.4120307130E-005
#    -26   -25       7.9829207087E-005
#    -26   -24       2.3220270001E-007
#    -26   -23       1.6822222523E-005
#    -26   -22       1.2421630496E-004
#    -26   -21       7.4441650215E-005
#    -26   -20       6.1344695036E-005
#    -26   -19       1.4872381511E-004
#    -26   -18       8.6047600467E-007
#    -26   -17       2.1292394516E-005
#    -26   -16       4.8138096017E-005
#    -26   -15       4.6917363732E-005
#    -26   -14       1.6519088935E-005
#    -26   -13       1.6788235549E-005
#    -26   -12       2.1753832969E-006
#    -26   -11       1.5242282076E-007
#    -26   -10       4.8999192343E-006
#    -26    -9       1.0175610619E-005
#    -26    -8       5.5559107048E-005
#    -26    -7       9.1980843064E-005
#    -26    -6       3.0325015081E-006
#    -26    -5       4.3302490164E-006
#    -26    -4       2.0618696344E-005
#    -26    -3       2.6212518266E-005
#    -26    -2       8.4288163074E-006
#    -26    -1       1.1473873963E-004
#    -26     0       1.8675768818E-006
#    -26     1       4.6934289167E-005
#    -26     2       5.3378475975E-005
#    -26     3       4.6593632786E-005
#    -26     4       2.9203301451E-005
#    -26     5       5.4928203344E-005
#    -26     6       1.7215521412E-006
#    -26     7       9.2599055616E-006
#    -26     8       1.2723405217E-004
#    -26     9       1.3323306607E-004
#    -26    10       2.0181680678E-004
#    -26    11       3.5956611299E-004
#    -26    12       1.2127008649E-005
#    -26    13       6.3442431831E-005
#    -26    14       2.5786391779E-004
#    -26    15       2.1059502801E-004
#    -26    16       2.2281192435E-004
#    -26    17       3.5627750932E-004
#    -26    18       3.8455777990E-006
#    -26    19       2.3471502137E-005
#    -26    20       5.6692509688E-005
#    -26    21       3.4088633000E-005
#    -26    22       5.6066206552E-005
#    -26    23       7.6173399472E-005
#    -26    24       6.2266935977E-006
#    -26    25       1.1868562476E-005
#    -26    26       1.1041086210E-004
#    -26    27       1.5706531878E-004
#    -26    28       1.1610534687E-004
#    -26    29       1.3725763387E-004
#    -26    30       1.9922364184E-007
#    -26    31       4.3865256188E-005
#    -25   -26       7.5241395788E-006
#    -25   -25       2.5777281377E-005
#    -25   -24       5.7285187275E-005
#    -25   -23       1.7044296811E-005
#    -25   -22       2.5517514481E-005
#    -25   -21       1.0472616211E-004
#    -25   -20       1.8689800295E-005
#    -25   -19       8.0692760619E-005
#    -25   -18       5.1648288453E-005
#    -25   -17       1.8690431409E-005
#    -25   -16       1.3068710468E-005
#    -25   -15       4.1720390641E-005
#    -25   -14       5.9402374588E-006
#    -25   -13       1.2271462821E-005
#    -25   -12       1.9863907632E-006
#    -25   -11       3.5744379856E-006
#    -25   -10       2.0840201145E-006
#    -25    -9       2.3065455203E-005
#    -25    -8       1.8130992711E-005
#    -25    -7       1.6340705717E-004
#    -25    -6       3.9909524315E-005
#    -25    -5       1.4842299340E-005
#    -25    -4       4.5830965532E-006
#    -25    -3       2.9225838977E-005
#    -25    -2       2.3891752158E-005
#    -25    -1       1.2335153954E-004
#    -25     0       9.5911433034E-005
#    -25     1       3.7808599695E-005
#    -25     2       2.4271174665E-005
#    -25     3       2.9893852427E-005
#    -25     4       4.5050727800E-006
#    -25     5       7.8577971305E-005
#    -25     6       5.8003726171E-005
#    -25     7       3.7075212706E-005
#    -25     8       2.1173830598E-005
#    -25     9       2.2380622110E-004
#    -25    10       2.7830889300E-005
#    -25    11       4.3630045548E-004
#    -25    12       1.8712843944E-004
#    -25    13       9.1927426266E-005
#    -25    14       4.3311301480E-005
#    -25    15       2.8035604166E-004
#    -25    16       5.3429509184E-005
#    -25    17       3.5899727175E-004
#    -25    18       1.1202992714E-004
#    -25    19       5.2343624781E-005
#    -25    20       1.2872597648E-005
#    -25    21       8.2755916914E-005
#    -25    22       1.0905824075E-006
#    -25    23       1.2843627233E-004
#    -25    24       6.9195620984E-006
#    -25    25       1.5638861118E-005
#    -25    26       4.0899881830E-006
#    -25    27       1.2640744157E-005
#    -25    28       1.0289656398E-004
#    -25    29       2.0439325926E-004
#    -25    30       1.1155191361E-004
#    -25    31       1.7444893651E-005
#    -24   -27       3.4263021069E-006
#    -24   -26       3.8787419824E-005
#    -24   -25       1.9112743397E-005
#    -24   -24       1.4735424610E-004
#    -24   -23       1.7364064349E-005
#    -24   -22       5.3894372378E-005
#    -24   -21       2.7072572078E-005
#    -24   -20       4.3681071168E-005
#    -24   -19       1.9707378508E-005
#    -24   -18       2.5583777200E-004
#    -24   -17       9.7541403257E-006
#    -24   -16       3.2595649435E-005
#    -24   -15       2.1927068743E-006
#    -24   -14       1.4990835025E-005
#    -24   -13       6.5743726914E-007
#    -24   -12       9.6042110136E-004
#    -24   -11       1.6565531414E-005
#    -24   -10       3.6314192351E-005
#    -24    -9       2.1840449124E-006
#    -24    -8       5.2748476238E-005
#    -24    -7       4.0226616256E-005
#    -24    -6       3.8447580088E-003
#    -24    -5       1.5450817994E-005
#    -24    -4       2.9212764567E-005
#    -24    -3       8.5703204665E-006
#    -24    -2       5.4796899949E-005
#    -24    -1       6.1811891375E-006
#    -24     0       1.2572913542E-002
#    -24     1       9.0364437194E-007
#    -24     2       2.8740681435E-005
#    -24     3       2.0770427494E-006
#    -24     4       1.3433622485E-005
#    -24     5       2.8445708144E-005
#    -24     6       1.3432642204E-002
#    -24     7       1.8825870052E-005
#    -24     8       1.0820342276E-004
#    -24     9       9.4446730102E-006
#    -24    10       5.4171917276E-005
#    -24    11       6.7304173625E-005
#    -24    12       9.8718987283E-003
#    -24    13       6.5612162490E-005
#    -24    14       1.4058831922E-004
#    -24    15       3.4758896169E-005
#    -24    16       1.1537723456E-004
#    -24    17       5.9154976667E-005
#    -24    18       2.3794814162E-003
#    -24    19       5.5820949353E-006
#    -24    20       7.0718196500E-005
#    -24    21       3.4936989464E-006
#    -24    22       6.1216241664E-005
#    -24    23       1.9127319828E-005
#    -24    24       2.1982677632E-003
#    -24    25       1.2335074605E-004
#    -24    26       6.4788975118E-005
#    -24    27       5.5139835856E-005
#    -24    28       5.7921807870E-005
#    -24    29       1.6999952996E-005
#    -24    30       1.2471231500E-003
#    -23   -27       3.8859674198E-005
#    -23   -26       1.8354651920E-005
#    -23   -25       5.0824511870E-005
#    -23   -24       9.5003204880E-005
#    -23   -23       1.3476362746E-004
#    -23   -22       1.9005135430E-005
#    -23   -21       6.1260544573E-005
#    -23   -20       1.2877244777E-005
#    -23   -19       8.6466009822E-006
#    -23   -18       4.6041840687E-005
#    -23   -17       4.9449450259E-005
#    -23   -16       7.4761458601E-006
#    -23   -15       1.4700398436E-005
#    -23   -14       5.2704368329E-006
#    -23   -13       8.3195992646E-006
#    -23   -12       9.7281207955E-006
#    -23   -11       7.0006559280E-005
#    -23   -10       4.3551384171E-005
#    -23    -9       9.3301257255E-005
#    -23    -8       4.7233282155E-006
#    -23    -7       1.7399651307E-005
#    -23    -6       2.4827617732E-005
#    -23    -5       3.2499603719E-005
#    -23    -4       3.9758783633E-006
#    -23    -3       5.5983258457E-005
#    -23    -2       7.4285727601E-006
#    -23    -1       1.2621143857E-005
#    -23     0       2.0635427698E-005
#    -23     1       6.7332323491E-006
#    -23     2       3.0227587267E-006
#    -23     3       1.2168459511E-005
#    -23     4       4.9798278914E-006
#    -23     5       3.3095919542E-005
#    -23     6       7.0731664695E-005
#    -23     7       7.8660994222E-005
#    -23     8       3.0611871213E-005
#    -23     9       2.3433156515E-005
#    -23    10       1.7842823643E-006
#    -23    11       1.6277349223E-005
#    -23    12       1.1133524306E-004
#    -23    13       1.3783373757E-004
#    -23    14       5.8233962755E-005
#    -23    15       9.2884419793E-005
#    -23    16       1.5576867234E-005
#    -23    17       3.3344328680E-005
#    -23    18       6.9787233809E-005
#    -23    19       8.5797639813E-005
#    -23    20       2.6605832167E-005
#    -23    21       4.7839726880E-005
#    -23    22       5.1669464991E-006
#    -23    23       6.7608276096E-007
#    -23    24       4.6316417710E-005
#    -23    25       1.2628424871E-004
#    -23    26       4.1182185337E-005
#    -23    27       3.2587557891E-005
#    -23    28       9.4554118029E-006
#    -23    29       4.0003529350E-006
#    -23    30       1.2831949783E-004
#    -22   -28       3.5300232682E-005
#    -22   -27       8.4604516207E-005
#    -22   -26       3.5545066178E-005
#    -22   -25       2.9486745628E-005
#    -22   -24       6.3154059637E-007
#    -22   -23       1.2423343330E-004
#    -22   -22       6.2525266052E-005
#    -22   -21       7.1973508974E-005
#    -22   -20       4.7632060609E-005
#    -22   -19       6.9721039113E-006
#    -22   -18       2.3969306187E-006
#    -22   -17       2.5576420648E-005
#    -22   -16       1.2570607477E-005
#    -22   -15       1.1227727467E-005
#    -22   -14       5.3340986558E-006
#    -22   -13       8.2438726380E-006
#    -22   -12       5.6352597429E-007
#    -22   -11       1.1201789070E-004
#    -22   -10       8.7488876231E-005
#    -22    -9       1.0239415076E-004
#    -22    -8       3.5136448527E-005
#    -22    -7       3.0948485043E-006
#    -22    -6       5.6815851041E-006
#    -22    -5       1.1433057789E-005
#    -22    -4       7.8672578168E-006
#    -22    -3       3.2981555977E-005
#    -22    -2       1.0097387985E-005
#    -22    -1       4.6118119459E-006
#    -22     0       5.4640127327E-006
#    -22     1       6.9550246624E-005
#    -22     2       9.6745773248E-005
#    -22     3       7.4811040740E-005
#    -22     4       7.6728226420E-005
#    -22     5       1.0278672706E-005
#    -22     6       8.7033631415E-006
#    -22     7       1.0423382141E-005
#    -22     8       3.4117311985E-005
#    -22     9       1.3099577506E-005
#    -22    10       4.3726798414E-005
#    -22    11       2.2689205020E-005
#    -22    12       1.3512857544E-005
#    -22    13       3.5469544464E-005
#    -22    14       3.0971990180E-005
#    -22    15       1.1117638109E-004
#    -22    16       3.3944770632E-005
#    -22    17       1.0379885409E-005
#    -22    18       1.0746418744E-006
#    -22    19       5.1691797856E-005
#    -22    20       3.5076489666E-005
#    -22    21       3.0463471534E-005
#    -22    22       1.5162910838E-005
#    -22    23       4.1979109556E-006
#    -22    24       1.1181044670E-006
#    -22    25       1.9050558530E-004
#    -22    26       6.7950305087E-005
#    -22    27       1.4842809883E-004
#    -22    28       9.7180789250E-005
#    -22    29       1.3650285291E-005
#    -21   -28       9.3114422998E-005
#    -21   -27       1.6033291590E-005
#    -21   -26       7.0080604031E-005
#    -21   -25       1.0247721657E-005
#    -21   -24       7.3567993182E-006
#    -21   -23       1.6523112580E-005
#    -21   -22       1.1710798678E-004
#    -21   -21       1.9604876553E-005
#    -21   -20       5.9956683763E-005
#    -21   -19       1.3048452428E-005
#    -21   -18       7.2708981273E-006
#    -21   -17       7.2506635302E-007
#    -21   -16       8.4707220566E-006
#    -21   -15       2.1088062121E-006
#    -21   -14       5.4543605090E-005
#    -21   -13       2.3493079320E-005
#    -21   -12       1.3162776766E-005
#    -21   -11       1.7062571655E-005
#    -21   -10       1.3731906376E-004
#    -21    -9       4.2568458628E-005
#    -21    -8       3.1538643203E-005
#    -21    -7       8.6804987790E-006
#    -21    -6       9.5070125070E-007
#    -21    -5       3.2410865909E-005
#    -21    -4       4.6373154387E-005
#    -21    -3       8.3167891730E-006
#    -21    -2       4.3535264127E-006
#    -21    -1       1.7843170535E-005
#    -21     0       5.0427173058E-005
#    -21     1       3.5216312023E-005
#    -21     2       4.5227284415E-004
#    -21     3       3.2125536863E-005
#    -21     4       2.4931205529E-004
#    -21     5       5.2040291758E-005
#    -21     6       1.3987081604E-005
#    -21     7       5.1956519158E-005
#    -21     8       2.5988759738E-004
#    -21     9       7.1207654041E-006
#    -21    10       1.4266821620E-004
#    -21    11       2.1335911984E-005
#    -21    12       2.0741352099E-005
#    -21    13       2.9850614226E-005
#    -21    14       3.4013893602E-005
#    -21    15       3.8788946953E-005
#    -21    16       8.7108851626E-005
#    -21    17       2.1405642963E-005
#    -21    18       6.6878540712E-006
#    -21    19       3.2651474570E-005
#    -21    20       5.7040491662E-005
#    -21    21       2.5024814864E-005
#    -21    22       3.0381288927E-005
#    -21    23       1.1263335555E-006
#    -21    24       2.6154718064E-005
#    -21    25       6.3662201645E-005
#    -21    26       1.4332934609E-004
#    -21    27       9.5364249815E-005
#    -21    28       5.3826512286E-004
#    -21    29       2.1159744689E-005
#    -20   -29       1.0115017061E-005
#    -20   -28       1.1759455305E-005
#    -20   -27       3.9877241015E-005
#    -20   -26       6.9401455001E-005
#    -20   -25       1.6069181634E-004
#    -20   -24       3.6965381523E-007
#    -20   -23       1.3615170736E-005
#    -20   -22       5.2216644578E-005
#    -20   -21       3.1259258630E-005
#    -20   -20       4.1044934007E-005
#    -20   -19       5.4325384432E-005
#    -20   -18       2.7783653865E-006
#    -20   -17       8.0782510917E-006
#    -20   -16       2.1485569077E-005
#    -20   -15       5.9691997425E-005
#    -20   -14       4.5381675563E-005
#    -20   -13       1.4980293271E-004
#    -20   -12       4.7357270220E-006
#    -20   -11       1.5219903890E-005
#    -20   -10       1.1681896236E-005
#    -20    -9       2.2933143870E-005
#    -20    -8       3.2765820075E-005
#    -20    -7       3.9251754653E-005
#    -20    -6       7.8427526940E-006
#    -20    -5       1.2325345873E-006
#    -20    -4       4.3288492562E-005
#    -20    -3       4.2953713306E-005
#    -20    -2       3.1090308541E-005
#    -20    -1       3.6122448000E-004
#    -20     0       5.5300421259E-006
#    -20     1       1.3917109841E-004
#    -20     2       3.1380529322E-004
#    -20     3       3.5600452750E-004
#    -20     4       1.4425367758E-004
#    -20     5       4.3034323923E-004
#    -20     6       1.1356033557E-005
#    -20     7       5.8137338845E-005
#    -20     8       2.7740464754E-004
#    -20     9       2.4497569350E-004
#    -20    10       7.5166729867E-005
#    -20    11       1.4884876880E-004
#    -20    12       2.3794702459E-006
#    -20    13       1.7313984132E-005
#    -20    14       6.1836540661E-005
#    -20    15       1.9229220248E-005
#    -20    16       1.8733847530E-006
#    -20    17       2.4121418505E-005
#    -20    18       7.4374366941E-006
#    -20    19       4.0601057441E-006
#    -20    20       1.3882826830E-005
#    -20    21       5.1185300444E-007
#    -20    22       2.2446664952E-005
#    -20    23       1.0213228945E-004
#    -20    24       6.6340839007E-006
#    -20    25       6.0359020528E-005
#    -20    26       5.8818944348E-005
#    -20    27       8.9315183589E-005
#    -20    28       1.6076811921E-004
#    -19   -29       1.0616546690E-005
#    -19   -28       1.3016339640E-005
#    -19   -27       1.0373509297E-004
#    -19   -26       2.7151138141E-005
