 Diffraction intensities for potential:gv5x5_01D10007.in                       
#    -28    13       4.8564799244E-007
#    -28    14       2.0130499599E-007
#    -28    15       4.9481645853E-007
#    -27     7       7.2489283767E-008
#    -27     8       1.2802331178E-007
#    -27     9       2.1024019626E-008
#    -27    10       9.1563394443E-008
#    -27    11       1.0102869752E-007
#    -27    12       2.6294250733E-008
#    -27    13       5.9747649441E-008
#    -27    14       8.3284495676E-008
#    -27    15       3.2684069992E-008
#    -27    16       2.0238306813E-007
#    -27    17       1.1035990738E-007
#    -27    18       1.8956904879E-008
#    -27    19       2.2077195537E-007
#    -27    20       1.5806218643E-007
#    -26     4       1.7263855770E-007
#    -26     5       5.0832840911E-008
#    -26     6       1.9696158044E-009
#    -26     7       8.5873277695E-008
#    -26     8       7.6788633457E-007
#    -26     9       4.8197953262E-007
#    -26    10       3.2723612251E-007
#    -26    11       3.3429894120E-007
#    -26    12       5.7944017454E-007
#    -26    13       4.2562814921E-006
#    -26    14       2.1003414717E-007
#    -26    15       4.0523875230E-008
#    -26    16       3.0729224124E-009
#    -26    17       1.0051648095E-008
#    -26    18       1.2716850263E-006
#    -26    19       1.3375158196E-007
#    -26    20       1.4809892129E-007
#    -26    21       2.1246177253E-007
#    -26    22       3.5681424831E-007
#    -25     2       6.7057112866E-008
#    -25     3       8.5061357336E-008
#    -25     4       4.3678283540E-008
#    -25     5       8.1524709542E-004
#    -25     6       2.1930440042E-007
#    -25     7       9.7052801580E-007
#    -25     8       4.0759251798E-007
#    -25     9       8.7772122013E-007
#    -25    10       8.9836222838E-004
#    -25    11       9.4570176012E-007
#    -25    12       1.8503741897E-006
#    -25    13       1.7393072554E-006
#    -25    14       1.5008341497E-007
#    -25    15       4.3941891783E-004
#    -25    16       1.9625209325E-007
#    -25    17       4.6401449582E-008
#    -25    18       9.6323451602E-008
#    -25    19       2.6211727715E-007
#    -25    20       2.8678166550E-004
#    -25    21       6.0403791902E-007
#    -25    22       1.2135242358E-007
#    -25    23       7.7405440454E-007
#    -24     0       1.5132141748E-008
#    -24     1       1.0295274441E-007
#    -24     2       4.1916294841E-007
#    -24     3       3.9045681932E-007
#    -24     4       5.3880126232E-007
#    -24     5       7.3772355079E-007
#    -24     6       2.4201782124E-006
#    -24     7       3.1488186184E-006
#    -24     8       5.0242513417E-006
#    -24     9       2.4335470731E-006
#    -24    10       2.9307868741E-006
#    -24    11       5.0557245071E-006
#    -24    12       3.4320892636E-006
#    -24    13       3.0587519245E-006
#    -24    14       5.1840065277E-007
#    -24    15       8.0316366957E-008
#    -24    16       6.6061384316E-007
#    -24    17       6.3633798838E-008
